Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
033017Abl_P2,1,8842,TE,248.01,286.84,4.5769,2251.7,1.99E+07,43.398,3.84E+05,48.819,4.32E+05,1069.2,9.45E+06,277.61,2.45E+06,
033017Abl_P2,2,16779,TE,216.13,232.6,6.4127,2648.6,4.44E+07,60.219,1.01E+06,48.891,8.20E+05,1083.4,1.82E+07,214.85,3.61E+06,
033017Abl_P2,3,8481,TE,305.81,302.07,8.0487,2200.7,1.87E+07,45.305,3.84E+05,59.235,5.02E+05,1073.6,9.11E+06,253.01,2.15E+06,
033017Abl_P2,4,8763,TE,203.19,339.49,9.881,2142.8,1.88E+07,47.114,4.13E+05,80.108,7.02E+05,1037.8,9.09E+06,313.39,2.75E+06,
033017Abl_P2,5,521,TE,147.88,302.54,7.6545,2005.4,1.04E+06,86.616,45127,52.311,27254,983.45,5.12E+05,76.536,39875,
033017Abl_P2,6,6498,ICM,193.22,305.89,11.747,1894.4,1.23E+07,88.935,5.78E+05,521.32,3.39E+06,1085.8,7.06E+06,241.48,1.57E+06,
033017Abl_P2,7,6148,TE,160.7,329.63,9.7344,2411.2,1.48E+07,56.563,3.48E+05,72.602,4.46E+05,1037.7,6.38E+06,204.26,1.26E+06,
033017Abl_P2,8,7374,TE,336.44,274.53,11.236,2635,1.94E+07,40.153,2.96E+05,46.949,3.46E+05,1049.5,7.74E+06,210.45,1.55E+06,
033017Abl_P2,9,7697,TE,251.24,343.92,11.298,2172.2,1.67E+07,47.081,3.62E+05,35.784,2.75E+05,1054.8,8.12E+06,221.38,1.70E+06,
033017Abl_P2,10,10049,TE,290.08,218.28,11.139,2084.4,2.09E+07,37.532,3.77E+05,44.619,4.48E+05,1065,1.07E+07,233.48,2.35E+06,
033017Abl_P2,11,6866,TE,155.74,250.67,12.493,2275.6,1.56E+07,56.289,3.86E+05,58.466,4.01E+05,1022.8,7.02E+06,221.7,1.52E+06,
033017Abl_P2,12,7289,TE,121.85,265.65,13.632,2410.2,1.76E+07,71.242,5.19E+05,72.502,5.28E+05,1055.8,7.70E+06,221.83,1.62E+06,
033017Abl_P2,13,13896,ICM,191.71,248.53,15.412,2320.6,3.22E+07,473.98,6.59E+06,67.278,9.35E+05,1070.4,1.49E+07,970.85,1.35E+07,
033017Abl_P2,14,5595,ICM,157.39,291.32,17.382,1813.6,1.01E+07,99.666,5.58E+05,573.55,3.21E+06,982.9,5.50E+06,118.68,6.64E+05,
033017Abl_P2,15,7483,TE,140.57,205.3,18.307,2521.6,1.89E+07,45.605,3.41E+05,60.012,4.49E+05,1056.7,7.91E+06,170.83,1.28E+06,
033017Abl_P2,16,5655,TE,343.11,329.9,17.625,2903.3,1.64E+07,43.061,2.44E+05,39.808,2.25E+05,1011.8,5.72E+06,271.38,1.53E+06,
033017Abl_P2,17,3986,ICM,168.06,317.4,18.053,2079.6,8.29E+06,110.37,4.40E+05,662,2.64E+06,1007.9,4.02E+06,131.17,5.23E+05,
033017Abl_P2,18,6920,TE,204.08,185.14,19.91,2473,1.71E+07,43.638,3.02E+05,38.263,2.65E+05,1069,7.40E+06,164.27,1.14E+06,
033017Abl_P2,19,8854,TE,333.67,200.59,21.023,2462.5,2.18E+07,33.782,2.99E+05,44.913,3.98E+05,1085.7,9.61E+06,254.33,2.25E+06,
033017Abl_P2,20,10001,ICM,120.07,237.23,21.724,2189.4,2.19E+07,79.847,7.99E+05,607.88,6.08E+06,1067.4,1.07E+07,130.29,1.30E+06,
033017Abl_P2,21,7459,TE,156.8,361.85,22.24,1633.8,1.22E+07,50.038,3.73E+05,58.807,4.39E+05,1046.3,7.80E+06,208.66,1.56E+06,
033017Abl_P2,22,5818,TE,382.01,273.32,22.399,3002.3,1.75E+07,39.357,2.29E+05,47.668,2.77E+05,1003.9,5.84E+06,215.9,1.26E+06,
033017Abl_P2,23,7402,ICM,191.14,295.24,21.272,1296.8,9.60E+06,405.37,3.00E+06,78.473,5.81E+05,1012.4,7.49E+06,732.06,5.42E+06,
033017Abl_P2,24,15916,ICM,135.77,329.43,25.038,1410.5,2.25E+07,79.599,1.27E+06,618.56,9.85E+06,1019.6,1.62E+07,78.437,1.25E+06,
033017Abl_P2,25,11786,ICM,154.08,225.11,25.222,2135.3,2.52E+07,85.242,1.00E+06,379.81,4.48E+06,1025.4,1.21E+07,96.248,1.13E+06,
033017Abl_P2,26,4652,ICM,120.79,271.26,22.815,2227.5,1.04E+07,334.18,1.55E+06,55.453,2.58E+05,1022.6,4.76E+06,385.93,1.80E+06,
033017Abl_P2,27,7713,TE,196.49,371.05,25.112,1627.7,1.26E+07,39.179,3.02E+05,41.324,3.19E+05,1005.6,7.76E+06,240.84,1.86E+06,
