Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_H5,1,14726,TE,297.95,266.43,8.3145,2157.5,3.18E+07,57.918,8.53E+05,414.32,6.10E+06,1039,1.53E+07,502.09,7.39E+06,
032317Abl_H5,2,16289,TE,225.48,307.27,7.7344,2240.1,3.65E+07,80.657,1.31E+06,328.33,5.35E+06,1002.9,1.63E+07,604.97,9.85E+06,
032317Abl_H5,3,14930,TE,226.81,193.17,11.26,1575.2,2.35E+07,49.225,7.35E+05,181.43,2.71E+06,1036.5,1.55E+07,442.94,6.61E+06,
032317Abl_H5,4,14868,TE,311.36,178.59,9.996,1429.6,2.13E+07,51.125,7.60E+05,212.51,3.16E+06,1106.1,1.64E+07,472.73,7.03E+06,
032317Abl_H5,6,8868,ICM,247.76,231.3,13.007,1407.8,1.25E+07,66.645,5.91E+05,344.31,3.05E+06,1056.5,9.37E+06,686.83,6.09E+06,
032317Abl_H5,7,14112,ICM,186.26,258.52,14.604,1805.3,2.55E+07,60.35,8.52E+05,286.72,4.05E+06,1060.8,1.50E+07,326.58,4.61E+06,
032317Abl_H5,8,15234,TE,366.61,266.97,16.377,1901.4,2.90E+07,38.495,5.86E+05,119.25,1.82E+06,1104,1.68E+07,374.71,5.71E+06,
032317Abl_H5,9,11932,TE,226.78,278.15,17.105,1535.9,1.83E+07,75.924,9.06E+05,218.1,2.60E+06,1015.5,1.21E+07,671.04,8.01E+06,
032317Abl_H5,10,13098,ICM,276.56,203.27,20.007,966.41,1.27E+07,39.676,5.20E+05,119.19,1.56E+06,1009.1,1.32E+07,396.78,5.20E+06,
032317Abl_H5,11,6852,ICM,216.9,330.41,20.296,2007.8,1.38E+07,54.689,3.75E+05,244.87,1.68E+06,967.07,6.63E+06,443.2,3.04E+06,
032317Abl_H5,12,9366,ICM,276.92,254.64,20.856,1330.2,1.25E+07,70.395,6.59E+05,188.76,1.77E+06,1075,1.01E+07,543.99,5.10E+06,
032317Abl_H5,14,10106,TE,266.53,331.51,24.454,956.27,9.66E+06,41.22,4.17E+05,95.194,9.62E+05,1035,1.05E+07,235.93,2.38E+06,
032317Abl_H5,15,14458,TE,259.07,151.74,28.219,1014.5,1.47E+07,41.231,5.96E+05,217.52,3.14E+06,1048.7,1.52E+07,313.17,4.53E+06,
032317Abl_H5,16,10733,ICM,232.79,207.86,27.611,842.95,9.05E+06,32.855,3.53E+05,78.772,8.45E+05,1043.3,1.12E+07,345.94,3.71E+06,
032317Abl_H5,17,10529,ICM,222.08,257.02,29.163,932.08,9.81E+06,38.994,4.11E+05,185.47,1.95E+06,1004,1.06E+07,367.45,3.87E+06,
032317Abl_H5,18,14803,TE,181.54,284.38,28.371,1118.1,1.66E+07,43.087,6.38E+05,225.31,3.34E+06,1041,1.54E+07,346.15,5.12E+06,
032317Abl_H5,19,8998,ICM,195.54,226.66,29.485,736.37,6.63E+06,43.091,3.88E+05,197.43,1.78E+06,932.85,8.39E+06,370.34,3.33E+06,
032317Abl_H5,20,10868,TE,332.5,320.01,30.536,1038.6,1.13E+07,39.801,4.33E+05,95.811,1.04E+06,1134.1,1.23E+07,240.26,2.61E+06,
032317Abl_H5,21,21575,TE,202.87,191.72,37.464,518.14,1.12E+07,33.256,7.18E+05,132.64,2.86E+06,977.26,2.11E+07,178.91,3.86E+06,
032317Abl_H5,22,11150,ICM,262.84,263.39,35.89,490.91,5.47E+06,28.668,3.20E+05,66.843,7.45E+05,1015.8,1.13E+07,166.44,1.86E+06,
032317Abl_H5,23,14222,TE,262.93,190.13,41.363,364.55,5.18E+06,23.986,3.41E+05,84.784,1.21E+06,969.2,1.38E+07,120.94,1.72E+06,
032317Abl_H5,24,11802,TE,241.17,316.57,42.909,428.02,5.05E+06,22.581,2.67E+05,150.46,1.78E+06,1008.5,1.19E+07,174.24,2.06E+06,
032317Abl_H5,25,12083,ICM,242.4,231.93,44.388,360.1,4.35E+06,25.368,3.07E+05,70.273,8.49E+05,1014.9,1.23E+07,150.08,1.81E+06,
032317Abl_H5,26,21044,TE,356.78,250.81,46.044,510.17,1.07E+07,22.238,4.68E+05,31.381,6.60E+05,1110.4,2.34E+07,125.88,2.65E+06,
032317Abl_H5,27,27087,ICM,289.33,260.34,49.572,321.71,8.71E+06,21.69,5.88E+05,111.71,3.03E+06,928.77,2.52E+07,140.06,3.79E+06,
032317Abl_H5,28,13223,TE,200.47,310.24,46.748,382.54,5.06E+06,27.497,3.64E+05,85.782,1.13E+06,961.4,1.27E+07,142.38,1.88E+06,
032317Abl_H5,29,18454,TE,316.4,324.21,49.523,461.75,8.52E+06,21.199,3.91E+05,37.307,6.88E+05,982.27,1.81E+07,115.12,2.12E+06,
032317Abl_H5,30,22864,TE,189.89,255.63,51.188,324.57,7.42E+06,23.681,5.41E+05,102.91,2.35E+06,946.52,2.16E+07,151.62,3.47E+06,
032317Abl_H5,31,20017,TE,304.94,177.99,52.542,387.96,7.77E+06,18.388,3.68E+05,45.001,9.01E+05,1090.1,2.18E+07,115.98,2.32E+06,
032317Abl_H5,32,13882,TE,228.04,205.98,55.767,267.05,3.71E+06,18.807,2.61E+05,83.34,1.16E+06,966.37,1.34E+07,107.98,1.50E+06,
032317Abl_H5,33,5799,TE,246.68,266.11,57.63,165.98,9.63E+05,18.568,1.08E+05,94.988,5.51E+05,959.6,5.56E+06,96.404,5.59E+05,
