Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
033017Abl_P5,6,12096,TE,238.32,201.63,6.8855,2258.5,2.73E+07,64.086,7.75E+05,59.22,7.16E+05,1055.5,1.28E+07,255.66,3.09E+06,
033017Abl_P5,7,7265,TE,180.42,235.37,6.9716,2728.7,1.98E+07,59.706,4.34E+05,80.114,5.82E+05,1060,7.70E+06,399.34,2.90E+06,
033017Abl_P5,8,10371,TE,263.73,240.54,6.1396,2993,3.10E+07,47.51,4.93E+05,53.315,5.53E+05,1109.7,1.15E+07,220.93,2.29E+06,
033017Abl_P5,9,8770,TE,286.23,271.83,8.9013,2782.4,2.44E+07,47.952,4.21E+05,49.928,4.38E+05,1149,1.01E+07,144.44,1.27E+06,
033017Abl_P5,10,10758,TE,160.89,284.36,8.1666,2854.2,3.07E+07,52.919,5.69E+05,73.777,7.94E+05,1079.3,1.16E+07,192.04,2.07E+06,
033017Abl_P5,11,11293,TE,210.36,279.87,9.2184,2660.4,3.00E+07,53.799,6.08E+05,46.452,5.25E+05,1063.5,1.20E+07,193.95,2.19E+06,
033017Abl_P5,12,7190,TE,188.48,175.84,8.6968,2351.5,1.69E+07,57.539,4.14E+05,54.78,3.94E+05,1034.5,7.44E+06,361.47,2.60E+06,
033017Abl_P5,13,8358,TE,296.23,218.39,9.6482,2825.1,2.36E+07,47.216,3.95E+05,44.975,3.76E+05,1137,9.50E+06,242.32,2.03E+06,
033017Abl_P5,14,6391,TE,336.88,234.7,8.7119,2924.9,1.87E+07,61.686,3.94E+05,81.403,5.20E+05,1101.8,7.04E+06,59.599,3.81E+05,
033017Abl_P5,15,8988,TE,145.58,205.38,11.213,2213,1.99E+07,55.106,4.95E+05,71.456,6.42E+05,1075.5,9.67E+06,169.32,1.52E+06,
033017Abl_P5,16,10206,TE,339.48,284.91,14.18,3019.9,3.08E+07,67.742,6.91E+05,37.852,3.86E+05,1074.6,1.10E+07,52.007,5.31E+05,
033017Abl_P5,17,6868,ICM,241.99,188.09,15.605,2150.8,1.48E+07,466.85,3.21E+06,55.931,3.84E+05,1036.7,7.12E+06,651.67,4.48E+06,
033017Abl_P5,18,5535,ICM,187.92,269.48,15.464,2346.3,1.30E+07,505.36,2.80E+06,65.586,3.63E+05,1122.1,6.21E+06,1155.6,6.40E+06,
033017Abl_P5,19,6680,TE,288.84,310.29,15.43,2422.1,1.62E+07,44.199,2.95E+05,49.419,3.30E+05,1098.3,7.34E+06,149.37,9.98E+05,
033017Abl_P5,20,10049,TE,143.66,264.64,17.896,2541.9,2.55E+07,57.417,5.77E+05,116.91,1.17E+06,1097.4,1.10E+07,56.189,5.65E+05,
033017Abl_P5,21,5785,TE,254.31,325.35,16.047,2666.5,1.54E+07,55.111,3.19E+05,57.404,3.32E+05,1054,6.10E+06,186.88,1.08E+06,
033017Abl_P5,22,6236,TE,221.96,335.7,16.322,2930.7,1.83E+07,58.462,3.65E+05,55.725,3.48E+05,1011.6,6.31E+06,161.76,1.01E+06,
033017Abl_P5,23,5381,ICM,164.52,183.07,16.484,2398.7,1.29E+07,69.328,3.73E+05,381.22,2.05E+06,1150.2,6.19E+06,64.21,3.46E+05,
033017Abl_P5,24,6684,ICM,219.44,222.73,16.897,2137.2,1.43E+07,475.15,3.18E+06,59.932,4.01E+05,1106.5,7.40E+06,1141.8,7.63E+06,
033017Abl_P5,25,6768,TE,243.87,141.02,19.689,1778.7,1.20E+07,47.023,3.18E+05,46.127,3.12E+05,1129.2,7.64E+06,381.06,2.58E+06,
033017Abl_P5,26,7133,TE,212.1,143.26,20.131,1687.1,1.20E+07,58.912,4.20E+05,408.52,2.91E+06,1087.3,7.76E+06,61.763,4.41E+05,
033017Abl_P5,27,10720,TE,189.48,218.01,21.666,2026.2,2.17E+07,100.38,1.08E+06,135.15,1.45E+06,1067.3,1.14E+07,96.946,1.04E+06,
033017Abl_P5,28,9758,TE,169.8,335.91,19.255,3286.2,3.21E+07,46.374,4.53E+05,40.63,3.96E+05,1062.5,1.04E+07,150.71,1.47E+06,
033017Abl_P5,29,8476,TE,269.69,158.03,21.993,1872.3,1.59E+07,37.642,3.19E+05,37.394,3.17E+05,1104.7,9.36E+06,142.09,1.20E+06,
033017Abl_P5,30,7238,TE,107.3,272.79,22.48,2532.9,1.83E+07,59.031,4.27E+05,49.873,3.61E+05,1069.3,7.74E+06,195.75,1.42E+06,
033017Abl_P5,31,6700,TE,283.79,340.66,23.56,2076.7,1.39E+07,39.44,2.64E+05,39.353,2.64E+05,1105.9,7.41E+06,127.52,8.54E+05,
033017Abl_P5,32,13972,TE,338.75,162.19,25.055,1719.5,2.40E+07,53.401,7.46E+05,31.837,4.45E+05,1161.8,1.62E+07,69.659,9.73E+05,
033017Abl_P5,33,11893,TE,145.85,216.82,24.735,2037.1,2.42E+07,50.608,6.02E+05,141.72,1.69E+06,1085,1.29E+07,71.075,8.45E+05,
033017Abl_P5,34,6517,ICM,172.55,306.13,22.974,2115.7,1.38E+07,311.73,2.03E+06,59.684,3.89E+05,1046.8,6.82E+06,834.7,5.44E+06,
033017Abl_P5,35,4620,ICM,226.89,187.59,23.25,1468.2,6.78E+06,291.87,1.35E+06,48.631,2.25E+05,1035.9,4.79E+06,790.24,3.65E+06,
033017Abl_P5,36,6939,TE,324.72,316.83,25.886,1808.5,1.26E+07,39.299,2.73E+05,39.559,2.75E+05,1089.6,7.56E+06,116.83,8.11E+05,
033017Abl_P5,37,5953,ICM,173.01,250.05,26.067,1649.7,9.82E+06,176.3,1.05E+06,84.593,5.04E+05,1029.4,6.13E+06,621.07,3.70E+06,
033017Abl_P5,38,7126,TE,114.9,200.03,29.017,1849,1.32E+07,40.167,2.86E+05,47.947,3.42E+05,1130.6,8.06E+06,147.6,1.05E+06,
033017Abl_P5,39,5796,TE,370.15,189.42,28.919,1861.2,1.08E+07,41.986,2.43E+05,32.621,1.89E+05,1174.2,6.81E+06,85.951,4.98E+05,
033017Abl_P5,40,5366,TE,161.22,149.66,30.399,1858.3,9.97E+06,37.997,2.04E+05,42.448,2.28E+05,1163.2,6.24E+06,240.45,1.29E+06,
033017Abl_P5,41,6589,TE,192.58,146.74,28.451,1608.5,1.06E+07,51.21,3.37E+05,268,1.77E+06,1111.1,7.32E+06,48.507,3.20E+05,
033017Abl_P5,42,8968,ICM,218.58,233.66,30.521,1305.7,1.17E+07,307.56,2.76E+06,45.052,4.04E+05,1064.8,9.55E+06,689.48,6.18E+06,
033017Abl_P5,43,7424,TE,368.32,289.05,30.53,1636,1.21E+07,40.85,3.03E+05,33.094,2.46E+05,1116.7,8.29E+06,100.95,7.49E+05,
033017Abl_P5,45,8020,TE,371.44,230.67,29.94,1409,1.13E+07,40.85,3.28E+05,163.16,1.31E+06,1043.2,8.37E+06,195.42,1.57E+06,
033017Abl_P5,46,9076,ICM,187.43,274.25,29.464,1295,1.18E+07,322.17,2.92E+06,52.859,4.80E+05,1003.4,9.11E+06,589.17,5.35E+06,
033017Abl_P5,47,6815,ICM,194.59,184.8,29.833,1391,9.48E+06,324.48,2.21E+06,48.355,3.30E+05,1018.1,6.94E+06,546.24,3.72E+06,
033017Abl_P5,48,5585,TE,231.34,354.8,31.714,1894.6,1.06E+07,41.459,2.32E+05,65.961,3.68E+05,1174.2,6.56E+06,96.946,5.41E+05,
033017Abl_P5,50,1095,TE,194.6,306.95,30.591,2122.9,2.32E+06,344.47,3.77E+05,31.073,34025,1085,1.19E+06,75.946,83161,
033017Abl_P5,51,9009,TE,127.73,348.23,34.407,3019.5,2.72E+07,43.638,3.93E+05,32.331,2.91E+05,1090.7,9.83E+06,34.407,3.10E+05,
033017Abl_P5,52,5758,TE,271.63,361.43,32.274,1859.1,1.07E+07,31.632,1.82E+05,45.533,2.62E+05,1289.5,7.42E+06,91.612,5.28E+05,
033017Abl_P5,53,5899,ICM,235.16,161.29,31.748,1112.3,6.56E+06,241.88,1.43E+06,55.938,3.30E+05,1036.2,6.11E+06,681.45,4.02E+06,
033017Abl_P5,55,7219,ICM,141.34,295.54,31.99,1273.3,9.19E+06,128.76,9.29E+05,85.677,6.19E+05,967.98,6.99E+06,446.96,3.23E+06,
033017Abl_P5,56,12651,TE,177.16,367.93,36.456,2218.2,2.81E+07,43.272,5.47E+05,30.28,3.83E+05,1145.2,1.45E+07,43.675,5.53E+05,
033017Abl_P5,57,11884,TE,233.9,130.34,36.915,1211.6,1.44E+07,32.167,3.82E+05,37.622,4.47E+05,1021.8,1.21E+07,122.42,1.45E+06,
033017Abl_P5,58,6403,ICM,154.17,179.94,34.993,1205.1,7.72E+06,69.862,4.47E+05,356.75,2.28E+06,1111.8,7.12E+06,58.055,3.72E+05,
033017Abl_P5,59,5550,ICM,154.31,211.04,34.233,1546,8.58E+06,45.115,2.50E+05,256.79,1.43E+06,1128,6.26E+06,183.6,1.02E+06,
033017Abl_P5,60,8993,TE,391.37,259.42,39.982,1128.7,1.02E+07,29.833,2.68E+05,31.747,2.86E+05,1208.2,1.09E+07,59.151,5.32E+05,
033017Abl_P5,61,6884,TE,306.95,360.66,37.541,1646.5,1.13E+07,30.435,2.10E+05,43.594,3.00E+05,1246.6,8.58E+06,71.017,4.89E+05,
033017Abl_P5,62,11972,ICM,120.21,233.87,39.308,1049.4,1.26E+07,43.088,5.16E+05,127.32,1.52E+06,1016.5,1.22E+07,166.65,2.00E+06,
033017Abl_P5,63,5985,TE,196.24,149.38,37.499,1251.3,7.49E+06,46.206,2.77E+05,414.99,2.48E+06,1100.2,6.58E+06,49.555,2.97E+05,
033017Abl_P5,64,13424,TE,324.18,155.83,41.14,1079.4,1.45E+07,28.061,3.77E+05,32.337,4.34E+05,1024.8,1.38E+07,79.751,1.07E+06,
033017Abl_P5,65,7855,ICM,213.89,187.03,38.65,893.64,7.02E+06,222.09,1.74E+06,47.376,3.72E+05,1006.5,7.91E+06,550.82,4.33E+06,
033017Abl_P5,66,12655,TE,140.33,270.95,40.554,1032.9,1.31E+07,63.124,7.99E+05,67.217,8.51E+05,1108.7,1.40E+07,113.43,1.44E+06,
033017Abl_P5,67,5706,TE,339.96,343.56,39.023,1912.8,1.09E+07,36.147,2.06E+05,33.258,1.90E+05,1119.9,6.39E+06,100.71,5.75E+05,
033017Abl_P5,68,6940,TE,376.9,307.06,40.565,1587,1.10E+07,35.052,2.43E+05,32.32,2.24E+05,1203.2,8.35E+06,141.71,9.83E+05,
033017Abl_P5,69,7478,TE,379.54,213.26,41.1,1211.7,9.06E+06,28.554,2.14E+05,43.976,3.29E+05,1119.7,8.37E+06,113.47,8.49E+05,
033017Abl_P5,70,4520,ICM,167.99,239.06,40.265,1062.1,4.80E+06,59.833,2.70E+05,255.76,1.16E+06,1019,4.61E+06,59.52,2.69E+05,
033017Abl_P5,71,8054,ICM,155.08,329.25,44.116,1092.7,8.80E+06,200.87,1.62E+06,42.944,3.46E+05,1172.6,9.44E+06,484.04,3.90E+06,
033017Abl_P5,72,11513,TE,154.25,202.73,44.451,1311.2,1.51E+07,58.385,6.72E+05,86.236,9.93E+05,1121.9,1.29E+07,110.31,1.27E+06,
033017Abl_P5,73,4933,TE,123.76,319.74,42.004,1220.8,6.02E+06,44.145,2.18E+05,289.75,1.43E+06,1099.9,5.43E+06,49.664,2.45E+05,
033017Abl_P5,74,7445,TE,174.78,165.96,45.293,929.6,6.92E+06,34.586,2.57E+05,227.79,1.70E+06,1016.9,7.57E+06,99.939,7.44E+05,
033017Abl_P5,75,11545,TE,104.89,215.18,47.539,1280.6,1.48E+07,25.331,2.92E+05,33.288,3.84E+05,949.93,1.10E+07,114.53,1.32E+06,
033017Abl_P5,76,9449,ICM,196.58,227.65,46.299,763.06,7.21E+06,149.54,1.41E+06,35.342,3.34E+05,1093.1,1.03E+07,410.43,3.88E+06,
033017Abl_P5,77,6065,TE,244.13,365.85,44.89,1210,7.34E+06,25.892,1.57E+05,32.537,1.97E+05,1029.1,6.24E+06,84.051,5.10E+05,
033017Abl_P5,78,6021,TE,284.39,368.22,47.529,1342.1,8.08E+06,26.747,1.61E+05,29.83,1.80E+05,1057.1,6.36E+06,98.321,5.92E+05,
033017Abl_P5,79,12333,TE,285.95,145.7,50.876,886.42,1.09E+07,21.284,2.62E+05,26.668,3.29E+05,1054.3,1.30E+07,79.027,9.75E+05,
033017Abl_P5,80,15080,TE,249.2,145.16,50.713,850.72,1.28E+07,23.61,3.56E+05,28.58,4.31E+05,990.33,1.49E+07,135.33,2.04E+06,
033017Abl_P5,81,11682,TE,364.67,188.8,50.908,742.65,8.68E+06,23.039,2.69E+05,27.648,3.23E+05,917.9,1.07E+07,61.524,7.19E+05,
033017Abl_P5,82,7150,TE,387.06,216.44,51.173,956.24,6.84E+06,25.411,1.82E+05,33.413,2.39E+05,1067.3,7.63E+06,115.03,8.23E+05,
033017Abl_P5,83,9821,ICM,135.89,243.45,49.798,889.46,8.74E+06,35.3,3.47E+05,186.02,1.83E+06,1044,1.03E+07,67.192,6.60E+05,
033017Abl_P5,84,18334,TE,114.71,274.41,56.805,677.03,1.24E+07,30.635,5.62E+05,84.118,1.54E+06,1051.4,1.93E+07,46.536,8.53E+05,
033017Abl_P5,85,8452,TE,311.18,362.19,51.642,1063.1,8.99E+06,25.321,2.14E+05,33.332,2.82E+05,1113.2,9.41E+06,69.109,5.84E+05,
033017Abl_P5,86,9042,TE,157.66,159.81,52.349,796.82,7.20E+06,28.722,2.60E+05,49.206,4.45E+05,980.47,8.87E+06,87.467,7.91E+05,
