Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_J5,2,15049,TE,207.96,265.11,6.7556,2627.8,3.95E+07,39.051,5.88E+05,24.78,3.73E+05,732.79,1.10E+07,138.66,2.09E+06,
032317Abl_J5,3,11211,TE,252.73,196.62,6.5735,2954.8,3.31E+07,33.536,3.76E+05,25.001,2.80E+05,688.5,7.72E+06,150.3,1.69E+06,
032317Abl_J5,4,14331,TE,195.6,204.19,6.6004,2258.9,3.24E+07,37.673,5.40E+05,26.486,3.80E+05,750.32,1.08E+07,126.75,1.82E+06,
032317Abl_J5,5,11696,TE,262.31,242.77,8.0473,2218.9,2.60E+07,29.549,3.46E+05,20.671,2.42E+05,702.59,8.22E+06,96.454,1.13E+06,
032317Abl_J5,6,12218,TE,154.61,243.45,7.0025,2001.3,2.45E+07,1034.1,1.26E+07,508.7,6.22E+06,725.98,8.87E+06,196.94,2.41E+06,
032317Abl_J5,7,14180,TE,307.38,229.88,9.4417,1974.7,2.80E+07,37.429,5.31E+05,23.103,3.28E+05,776.33,1.10E+07,103.8,1.47E+06,
032317Abl_J5,8,4508,TE,335.44,190.66,12.041,2542.3,1.15E+07,71.803,3.24E+05,29.539,1.33E+05,674.29,3.04E+06,64.392,2.90E+05,
032317Abl_J5,9,11249,TE,236.14,297.71,11.373,2459,2.77E+07,34.191,3.85E+05,20.671,2.33E+05,788.37,8.87E+06,123.34,1.39E+06,
032317Abl_J5,10,11572,TE,340.3,229.5,12.205,1726.8,2.00E+07,31.165,3.61E+05,22.031,2.55E+05,768.37,8.89E+06,105.63,1.22E+06,
032317Abl_J5,11,14249,TE,118.44,268.16,12.407,2842.7,4.05E+07,75.672,1.08E+06,41.724,5.95E+05,761.41,1.08E+07,87.662,1.25E+06,
032317Abl_J5,12,19841,TE,295.63,297.02,14.112,1830.2,3.63E+07,29.779,5.91E+05,19.935,3.96E+05,736.19,1.46E+07,89.363,1.77E+06,
032317Abl_J5,13,8750,ICM,229.4,229.85,12.733,1791,1.57E+07,32.228,2.82E+05,34.438,3.01E+05,775.31,6.78E+06,1125.8,9.85E+06,
032317Abl_J5,14,11233,TE,281.1,188.24,16.049,2121.8,2.38E+07,27.053,3.04E+05,22.095,2.48E+05,748.26,8.41E+06,203.89,2.29E+06,
032317Abl_J5,15,2966,TE,317.68,167.67,13.716,1510.4,4.48E+06,28.676,85054,18.803,55769,767.52,2.28E+06,99.486,2.95E+05,
032317Abl_J5,16,9471,TE,335.83,278.28,17.083,1933.3,1.83E+07,27.999,2.65E+05,21.294,2.02E+05,756.04,7.16E+06,84.412,7.99E+05,
032317Abl_J5,17,11206,TE,144.4,192.27,18.985,2783.2,3.12E+07,51.644,5.79E+05,32.616,3.66E+05,810.11,9.08E+06,121.39,1.36E+06,
032317Abl_J5,18,9159,TE,378.02,204.4,18.177,1039.3,9.52E+06,29.438,2.70E+05,20.338,1.86E+05,757.27,6.94E+06,88.804,8.13E+05,
032317Abl_J5,19,8606,ICM,146.08,226.89,16.328,2238.5,1.93E+07,600.49,5.17E+06,294.01,2.53E+06,709.89,6.11E+06,103.65,8.92E+05,
032317Abl_J5,20,12231,ICM,187.73,291.81,19.07,2009,2.46E+07,34.395,4.21E+05,30.457,3.73E+05,809.7,9.90E+06,636.05,7.78E+06,
032317Abl_J5,21,12321,TE,228.15,177.35,20.998,2040.8,2.51E+07,27.129,3.34E+05,20.294,2.50E+05,764.34,9.42E+06,106.82,1.32E+06,
032317Abl_J5,22,9511,TE,141.37,308.85,20.122,2854.5,2.71E+07,35.889,3.41E+05,22.907,2.18E+05,768.89,7.31E+06,115.4,1.10E+06,
032317Abl_J5,24,7936,TE,94.421,237.72,20.288,2387.5,1.89E+07,402.94,3.20E+06,218.59,1.73E+06,798.74,6.34E+06,85.62,6.79E+05,
032317Abl_J5,25,8920,TE,366.89,247.87,20.316,1013.8,9.04E+06,27.846,2.48E+05,21.302,1.90E+05,700.68,6.25E+06,79.765,7.12E+05,
032317Abl_J5,26,5538,ICM,145.18,257.88,18.941,2387.5,1.32E+07,578,3.20E+06,310.73,1.72E+06,749.27,4.15E+06,96.969,5.37E+05,
032317Abl_J5,27,11852,TE,266.5,333.5,22.7,2356.9,2.79E+07,26.175,3.10E+05,21.434,2.54E+05,767.72,9.10E+06,194.14,2.30E+06,
032317Abl_J5,28,11324,TE,307.98,323.28,24.192,1882.5,2.13E+07,26.454,3.00E+05,21.244,2.41E+05,744.68,8.43E+06,80.267,9.09E+05,
032317Abl_J5,29,7055,TE,218.66,332.98,22.46,2652.3,1.87E+07,30.155,2.13E+05,21.636,1.53E+05,707.16,4.99E+06,139.31,9.83E+05,
032317Abl_J5,30,8270,ICM,221.88,261.89,21.361,1591,1.32E+07,27.278,2.26E+05,25.963,2.15E+05,729.66,6.03E+06,706.16,5.84E+06,
032317Abl_J5,31,13546,TE,177.2,339.57,26.55,2177.1,2.95E+07,31.088,4.21E+05,23.478,3.18E+05,818.35,1.11E+07,139.64,1.89E+06,
032317Abl_J5,32,15868,TE,299.94,149.63,28.709,1329.5,2.11E+07,25.681,4.08E+05,18.72,2.97E+05,757.27,1.20E+07,78.681,1.25E+06,
032317Abl_J5,33,9981,TE,402.45,240.99,24.455,1032.3,1.03E+07,30.967,3.09E+05,19.402,1.94E+05,672.28,6.71E+06,90.621,9.04E+05,
032317Abl_J5,35,7508,ICM,182.28,238.26,26.256,1173.7,8.81E+06,32.761,2.46E+05,32.413,2.43E+05,745.33,5.60E+06,806.43,6.05E+06,
032317Abl_J5,36,22793,TE,418.41,180.29,30.536,1025.8,2.34E+07,28.193,6.43E+05,21.211,4.83E+05,731.19,1.67E+07,83.759,1.91E+06,
032317Abl_J5,37,6443,ICM,205.56,198.19,25.88,1386.5,8.93E+06,26.689,1.72E+05,27.285,1.76E+05,802.3,5.17E+06,698.16,4.50E+06,
032317Abl_J5,38,3638,ICM,171.14,204.73,23.591,1725.6,6.28E+06,854.53,3.11E+06,420.95,1.53E+06,775.53,2.82E+06,130.16,4.74E+05,
032317Abl_J5,39,4491,ICM,125.08,219.8,23.976,2048.4,9.20E+06,441.53,1.98E+06,234.97,1.06E+06,724.85,3.26E+06,68.841,3.09E+05,
032317Abl_J5,40,14274,ICM,235.5,227.43,26.997,1249.8,1.78E+07,21.337,3.05E+05,23.416,3.34E+05,765.41,1.09E+07,592.55,8.46E+06,
032317Abl_J5,41,6421,ICM,113.29,258.94,25.162,2321.3,1.49E+07,414.3,2.66E+06,236.4,1.52E+06,732.56,4.70E+06,78.468,5.04E+05,
032317Abl_J5,42,11352,TE,369.7,295.7,27.97,1529.6,1.74E+07,26.106,2.96E+05,19.734,2.24E+05,740.78,8.41E+06,75.064,8.52E+05,
032317Abl_J5,43,7469,ICM,228.37,290.05,26.658,1416.5,1.06E+07,25.562,1.91E+05,25.2,1.88E+05,813.55,6.08E+06,599.25,4.48E+06,
032317Abl_J5,44,5199,TE,343.49,333.22,27.8,1239,6.44E+06,26.044,1.35E+05,20.257,1.05E+05,796.45,4.14E+06,134.65,7.00E+05,
032317Abl_J5,45,6061,ICM,148.23,277.9,27.495,1831.6,1.11E+07,48.279,2.93E+05,39.458,2.39E+05,736.09,4.46E+06,723.09,4.38E+06,
032317Abl_J5,46,3666,TE,391.38,287.02,28.228,2080.2,7.63E+06,34.256,1.26E+05,20.218,74120,691.32,2.53E+06,44.296,1.62E+05,
032317Abl_J5,47,13321,TE,254.27,159.69,32.307,1425.4,1.90E+07,22.713,3.03E+05,17.942,2.39E+05,767.36,1.02E+07,75.024,9.99E+05,
032317Abl_J5,48,9202,TE,433.66,224.8,31.708,1020,9.39E+06,27.409,2.52E+05,18.778,1.73E+05,727.42,6.69E+06,79.253,7.29E+05,
