Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_J1,2,12973,ICM,137.94,245.53,8.6193,1731.9,2.25E+07,67.149,8.71E+05,380.21,4.93E+06,1906.8,2.47E+07,125.75,1.63E+06,
032317Abl_J1,3,11629,ICM,179.47,255.25,11.252,2136.5,2.48E+07,96.023,1.12E+06,502.17,5.84E+06,1819.4,2.12E+07,162.25,1.89E+06,
032317Abl_J1,4,11863,TE,210.21,262.9,10.197,2804.8,3.33E+07,40.121,4.76E+05,37.78,4.48E+05,1866.1,2.21E+07,238.15,2.83E+06,
032317Abl_J1,5,12863,TE,282.27,184.5,12.292,2490.6,3.20E+07,31.727,4.08E+05,24.117,3.10E+05,1782.1,2.29E+07,134.73,1.73E+06,
032317Abl_J1,6,11297,TE,204.61,209.29,12.946,3007.7,3.40E+07,25.582,2.89E+05,26.497,2.99E+05,1686.4,1.91E+07,66.753,7.54E+05,
032317Abl_J1,7,16435,TE,354.73,319.71,13.462,1937.9,3.18E+07,30.542,5.02E+05,22.575,3.71E+05,1771.2,2.91E+07,68.21,1.12E+06,
032317Abl_J1,8,18353,TE,334.46,199.87,14.494,1866.3,3.43E+07,26.801,4.92E+05,20.538,3.77E+05,1793.6,3.29E+07,77.342,1.42E+06,
032317Abl_J1,9,12513,TE,228.93,331.18,14.491,2728.3,3.41E+07,36.751,4.60E+05,24.34,3.05E+05,1758,2.20E+07,112.34,1.41E+06,
032317Abl_J1,10,12700,TE,298.99,346.4,13.858,1545.4,1.96E+07,31.27,3.97E+05,27.332,3.47E+05,1726.7,2.19E+07,126.69,1.61E+06,
032317Abl_J1,11,8032,ICM,173.17,228.17,17.342,1884,1.51E+07,88.159,7.08E+05,346.53,2.78E+06,1732.7,1.39E+07,100.19,8.05E+05,
032317Abl_J1,12,12077,TE,407.92,267.56,16.608,1461,1.76E+07,29.865,3.61E+05,22.102,2.67E+05,1747.6,2.11E+07,57.984,7.00E+05,
032317Abl_J1,13,9211,TE,113.99,276.86,18.085,2247.1,2.07E+07,88.544,8.16E+05,281.53,2.59E+06,1764.6,1.63E+07,115.11,1.06E+06,
032317Abl_J1,14,15233,TE,112.54,323.13,17.228,2806.2,4.27E+07,23.319,3.55E+05,24.427,3.72E+05,1736.4,2.65E+07,56.686,8.63E+05,
032317Abl_J1,15,6575,ICM,82.28,256.1,17.376,2296.9,1.51E+07,56.663,3.73E+05,304.74,2.00E+06,1726.6,1.14E+07,129.7,8.53E+05,
032317Abl_J1,16,6157,ICM,149.72,289.32,18.217,2087,1.29E+07,128.04,7.88E+05,516.74,3.18E+06,1813.9,1.12E+07,113.72,7.00E+05,
032317Abl_J1,17,14917,TE,294.08,293.13,15.922,1722.9,2.57E+07,30.603,4.57E+05,26.36,3.93E+05,1810.7,2.70E+07,151.15,2.25E+06,
032317Abl_J1,18,10500,TE,352.32,244.48,20.433,2094.6,2.20E+07,32.118,3.37E+05,21.625,2.27E+05,1737.3,1.82E+07,73.264,7.69E+05,
032317Abl_J1,19,10091,TE,458.07,266.03,19.284,1853.6,1.87E+07,35.492,3.58E+05,31.211,3.15E+05,1837.2,1.85E+07,145.08,1.46E+06,
032317Abl_J1,20,13104,TE,222.68,290.54,21.11,2602.7,3.41E+07,60.821,7.97E+05,28.959,3.79E+05,1939.4,2.54E+07,320.98,4.21E+06,
032317Abl_J1,21,15318,ICM,171.5,200.63,23.292,1609.8,2.47E+07,52.327,8.02E+05,375.86,5.76E+06,1817.5,2.78E+07,80.585,1.23E+06,
032317Abl_J1,21.2,15318,ICM,171.5,200.63,23.292,1421.939,2.47E+07,55.459,8.02E+05,422.761,5.76E+06,1723.746,2.78E+07,68.462,1.23E+06,
032317Abl_J1,22,15370,ICM,120.07,230.9,20.515,1538.2,2.36E+07,68.956,1.06E+06,284.4,4.37E+06,1785.8,2.74E+07,108.95,1.67E+06,
032317Abl_J1,23,11569,TE,234.62,222.54,21.433,2210,2.56E+07,37.783,4.37E+05,29.826,3.45E+05,1901,2.20E+07,217.44,2.52E+06,
032317Abl_J1,24,12318,TE,257.89,354.62,22.869,2035.6,2.51E+07,28.062,3.46E+05,24.529,3.02E+05,1867,2.30E+07,107.48,1.32E+06,
032317Abl_J1,25,11949,TE,227.23,165.21,20.44,2346.7,2.80E+07,33.734,4.03E+05,29.655,3.54E+05,1848.3,2.21E+07,206.91,2.47E+06,
032317Abl_J1,27,12122,TE,313.91,245.92,22.621,1210.6,1.47E+07,31.659,3.84E+05,20.322,2.46E+05,1766.6,2.14E+07,64.467,7.81E+05,
032317Abl_J1,28,6891,TE,57.737,275.67,23.439,3124.6,2.15E+07,31.564,2.18E+05,43.661,3.01E+05,1944.3,1.34E+07,103.23,7.11E+05,
032317Abl_J1,30,4877,TE,325.49,301,20.182,1879.2,9.17E+06,32.323,1.58E+05,26.189,1.28E+05,1623.5,7.92E+06,206.91,1.01E+06,
032317Abl_J1,31,11522,TE,173.84,328.02,24.605,2802,3.23E+07,32.729,3.77E+05,32.21,3.71E+05,2032.6,2.34E+07,185.93,2.14E+06,
