Embryo_ID,Cell_ID, Size,TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032017Abl_E3,1,5139,TE,271.42,199.85,4.6439,3459.1,1.78E+07,41.014,2.11E+05,29.996,1.54E+05,967.03,4.97E+06,189.45,9.74E+05,
032017Abl_E3,2,4983,TE,221.9,252.73,6.001,2799.9,1.40E+07,43.017,2.14E+05,37.725,1.88E+05,1028.6,5.13E+06,285.5,1.42E+06,
032017Abl_E3,3,6207,TE,304.17,270.74,4.9818,3129.7,1.94E+07,49.241,3.06E+05,37.451,2.32E+05,1032.5,6.41E+06,282.04,1.75E+06,
032017Abl_E3,4,13318,TE,263.5,293.3,7.1889,2556.4,3.40E+07,42.811,5.70E+05,35.114,4.68E+05,1117.5,1.49E+07,470.48,6.27E+06,
032017Abl_E3,5,6161,TE,229.98,273.1,6.4001,2723.4,1.68E+07,43.647,2.69E+05,35.893,2.21E+05,1030.7,6.35E+06,293.45,1.81E+06,
032017Abl_E3,6,15356,TE,187.05,210.19,10.349,2760.8,4.24E+07,50.545,7.76E+05,32.832,5.04E+05,1074.4,1.65E+07,344.29,5.29E+06,
032017Abl_E3,8,5882,TE,293.49,214.05,11.917,2755.5,1.62E+07,36.594,2.15E+05,42.561,2.50E+05,1137,6.69E+06,323.33,1.90E+06,
032017Abl_E3,9,6321,TE,306.97,240.99,10.25,2485.6,1.57E+07,45.42,2.87E+05,36.85,2.33E+05,1094.7,6.92E+06,359.11,2.27E+06,
032017Abl_E3,10,10776,TE,208.58,289.64,12.482,2275.8,2.45E+07,42.963,4.63E+05,48.828,5.26E+05,1060.9,1.14E+07,356.51,3.84E+06,
032017Abl_E3,11,10398,TE,330.69,301.55,13.123,2607.2,2.71E+07,37.055,3.85E+05,30.397,3.16E+05,1161.5,1.21E+07,252.81,2.63E+06,
032017Abl_E3,12,4998,TE,277.19,331.52,13.338,2732.8,1.37E+07,42.958,2.15E+05,33.071,1.65E+05,1145.9,5.73E+06,416.06,2.08E+06,
032017Abl_E3,13,11786,TE,324.46,201.43,17.126,2589.7,3.05E+07,36.107,4.26E+05,27.328,3.22E+05,1151.7,1.36E+07,160.89,1.90E+06,
