
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
17794.3,-1092.4,11.6838,um,Spot,Position,1,DP,1000000012,12,
17801,-1095.72,17.0733,um,Spot,Position,1,DP,1000000013,13,
17800.1,-1073.58,8.7507,um,Spot,Position,1,DP,1000000014,14,
17811.3,-1082.16,13.536,um,Spot,Position,1,DP,1000000015,15,
17806.7,-1099.36,32.7668,um,Spot,Position,1,DP,1000000016,16,
17808.3,-1093.79,24.5132,um,Spot,Position,1,DP,1000000017,17,
17800.8,-1099.04,42.0335,um,Spot,Position,1,DP,1000000018,18,
17811.5,-1093.23,41.091,um,Spot,Position,1,DP,1000000019,19,
17817.1,-1093.51,31.4892,um,Spot,Position,1,DP,1000000020,20,
17805.2,-1084.38,19.9357,um,Spot,Position,1,DP,1000000021,21,
17816.3,-1078.84,23.2355,um,Spot,Position,1,DP,1000000022,22,
17816.2,-1078.03,38.4186,um,Spot,Position,1,DP,1000000023,23,
17807.7,-1085.48,30.0923,um,Spot,Position,1,DP,1000000024,24,
17800.1,-1088.39,43.3803,um,Spot,Position,1,DP,1000000026,26,
17800.6,-1090.19,24.0036,um,Spot,Position,1,DP,1000001109,1109,
17824.5,-1082.42,35.125,um,Spot,Position,1,EPI,1000000009,9,
17820.7,-1069.16,40.2831,um,Spot,Position,1,EPI,1000000010,10,
17808,-1072.75,45.55,um,Spot,Position,1,EPI,1000000011,11,
17793.1,-1064.8,11.497,um,Spot,Position,1,PRE,1000000000,0,
17799,-1066.75,30.7984,um,Spot,Position,1,PRE,1000000001,1,
17794.8,-1080.41,18.2587,um,Spot,Position,1,PRE,1000000002,2,
17799.5,-1063.21,18.6808,um,Spot,Position,1,PRE,1000000003,3,
17804.3,-1053.75,26.8718,um,Spot,Position,1,PRE,1000000004,4,
17799.5,-1081.53,31.9706,um,Spot,Position,1,PRE,1000000005,5,
17809.2,-1076.42,30.3213,um,Spot,Position,1,PRE,1000000006,6,
17819.5,-1068.35,26.5163,um,Spot,Position,1,PRE,1000000007,7,
17803.8,-1102.64,40.86,um,Spot,Position,2,DP,1000000018,1113,
17809.2,-1102.38,31.3779,um,Spot,Position,2,DP,1000000016,1114,
17814.4,-1096.83,39.9728,um,Spot,Position,2,DP,1000000019,1115,
17803.7,-1092.68,42.6876,um,Spot,Position,2,DP,1000000026,1116,
17811.6,-1089.08,32.7486,um,Spot,Position,2,DP,1000000024,1117,
17818.6,-1097.39,30.2039,um,Spot,Position,2,DP,1000000020,1118,
17818.6,-1082.44,23.7031,um,Spot,Position,2,DP,1000000022,1119,
17818.1,-1079.28,38.8708,um,Spot,Position,2,DP,1000000023,1120,
17810.6,-1097.11,24.5262,um,Spot,Position,2,DP,1000000017,1121,
17805.9,-1087.42,19.7228,um,Spot,Position,2,DP,1000000021,1122,
17800.4,-1092.65,21.5,um,Spot,Position,2,DP,1000001109,1123,
17814.1,-1084.65,13.0484,um,Spot,Position,2,DP,1000000015,1142,
17802.3,-1097.94,17.9265,um,Spot,Position,2,DP,1000000013,1154,
17795.6,-1093.23,11.1867,um,Spot,Position,2,DP,1000000012,1182,
17801.3,-1076.08,8.45428,um,Spot,Position,2,DP,1000000014,1247,
17826.9,-1086,33.4123,um,Spot,Position,2,EPI,1000000009,1110,
17824.9,-1069.99,39.226,um,Spot,Position,2,EPI,1000000010,1111,
