Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
050819Abl_EY5,1,I,26293,276.42,205.37,4.8137,21.561,5.67E+05,279.64,7.35E+06,1319.5,3.47E+07,TE,F
050819Abl_EY5,2,I,11579,265.36,295.69,4.5318,22.141,2.56E+05,319.23,3.70E+06,1286.5,1.49E+07,TE,F
050819Abl_EY5,3,I,11870,133.29,238.07,5.8628,22.472,2.67E+05,345.68,4.10E+06,1295.7,1.54E+07,TE,F
050819Abl_EY5,4,I,13192,286.25,345.3,7.3375,21.507,2.84E+05,200.87,2.65E+06,1288.3,1.70E+07,TE,F
050819Abl_EY5,5,I,18923,176.36,357.37,8.1088,22.774,4.31E+05,215.18,4.07E+06,1224.5,2.32E+07,TE,F
050819Abl_EY5,6,I,16892,400.91,287.85,7.2314,21.301,3.60E+05,171.86,2.90E+06,1291.3,2.18E+07,TE,F
050819Abl_EY5,7,I,17435,187.63,315.97,9.8938,70.208,1.22E+06,337.14,5.88E+06,1191.9,2.08E+07,PRE,F
050819Abl_EY5,8,I,18013,184.35,258.59,10.776,42.668,7.69E+05,331.33,5.97E+06,1225.9,2.21E+07,PRE,F
050819Abl_EY5,9,I,17683,104.65,272.93,10.131,29.068,5.14E+05,198.97,3.52E+06,1312.9,2.32E+07,DP,T
050819Abl_EY5,10,I,28061,416.61,183.21,10.615,21.592,6.06E+05,296.25,8.31E+06,1342.3,3.77E+07,TE,F
050819Abl_EY5,11,I,22909,168.66,198.22,11.115,42.281,9.69E+05,298.25,6.83E+06,1190.5,2.73E+07,PRE,F
050819Abl_EY5,12,I,15356,341.81,131.43,12.772,22.407,3.44E+05,347.56,5.34E+06,1274.7,1.96E+07,TE,F
050819Abl_EY5,13,I,20249,110.4,331.29,13.539,33.619,6.81E+05,247.12,5.00E+06,1353.6,2.74E+07,DP,T
050819Abl_EY5,14,I,12954,262.24,387.63,14.022,21.811,2.83E+05,268.96,3.48E+06,1289,1.67E+07,TE,F
050819Abl_EY5,15,I,11857,255.03,125.43,15.768,22.563,2.68E+05,351.79,4.17E+06,1316.5,1.56E+07,TE,F
050819Abl_EY5,16,I,14352,94.739,221.94,17.326,29.367,4.21E+05,274.82,3.94E+06,1305.3,1.87E+07,EPI,F
050819Abl_EY5,17,I,16962,177.75,136.92,19.503,22.182,3.76E+05,295.28,5.01E+06,1286.2,2.18E+07,TE,F
050819Abl_EY5,19,I,19587,442.73,349.67,20.993,22.702,4.45E+05,382.2,7.49E+06,1327.1,2.60E+07,TE,F
050819Abl_EY5,20,I,16414,99.315,291.77,20.955,72.35,1.19E+06,297.73,4.89E+06,1278.8,2.10E+07,PRE,T
050819Abl_EY5,21,I,16595,164.55,307.57,21.302,67.92,1.13E+06,273.36,4.54E+06,1176.6,1.95E+07,PRE,T
050819Abl_EY5,22,I,14132,148.2,366.08,22.537,33.18,4.69E+05,286.88,4.05E+06,1269,1.79E+07,DP,T
050819Abl_EY5,23,I,11351,166.39,406.48,22.901,21.832,2.48E+05,213.22,2.42E+06,1355.7,1.54E+07,TE,F
050819Abl_EY5,24,I,17282,140.1,175.16,23.171,50.771,8.77E+05,332.21,5.74E+06,1243.1,2.15E+07,PRE,T
050819Abl_EY5,25,I,13448,142.37,233.88,23.021,63.124,8.49E+05,271.27,3.65E+06,1228.9,1.65E+07,PRE,F
050819Abl_EY5,26,I,15990,53.289,245.03,23.945,28.515,4.56E+05,285.55,4.57E+06,1264.4,2.02E+07,EPI,F
050819Abl_EY5,27,I,16244,77.351,190.61,24.793,74.491,1.21E+06,249.97,4.06E+06,1293.7,2.10E+07,PRE,F
050819Abl_EY5,28,I,19524,34.815,299.73,25.079,22.077,4.31E+05,241.7,4.72E+06,1275.6,2.49E+07,TE,F
