Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
121917Abl_CD3,4,I,16762,121.23,225.81,7.2664,84.062,1.41E+06,191.16,3.20E+06,DP
121917Abl_CD3,5,I,16762,118.48,295.07,5,70.573,,193.097,,DP
121917Abl_CD3,7,I,20908,176.95,208.2,8.6291,198.6,4.15E+06,183.45,3.84E+06,PRE
121917Abl_CD3,8,I,16403,207.8,265.55,8.8531,191.17,3.14E+06,158.56,2.60E+06,PRE
121917Abl_CD3,10,I,20682,160.86,274.42,8.8611,152.66,3.16E+06,210.68,4.36E+06,PRE
121917Abl_CD3,11,I,3823,171.33,133.51,9.5514,35.901,1.37E+05,204.68,7.83E+05,EPI
121917Abl_CD3,12,I,19294,118.21,153.54,13,36.609,,185.057,,EPI
121917Abl_CD3,13,I,14072,98.874,325.53,9.8529,34.445,4.85E+05,177.64,2.50E+06,EPI
121917Abl_CD3,14,I,19294,67.726,200.92,15.586,31.214,6.02E+05,190.99,3.69E+06,EPI
121917Abl_CD3,15,I,20205,197.67,301.69,18.632,144.25,2.91E+06,198.95,4.02E+06,PRE
121917Abl_CD3,16,I,23811,152.28,345.93,21.015,141.19,3.36E+06,150.47,3.58E+06,PRE
121917Abl_CD3,17,I,26207,265.54,166.03,18.55,117.05,3.07E+06,211.88,5.55E+06,PRE
121917Abl_CD3,18,I,14678,170.82,195.89,18.974,180.96,2.66E+06,172.6,2.53E+06,PRE
121917Abl_CD3,20,I,5821,67.275,296.84,17.058,38.389,2.23E+05,159.15,9.26E+05,EPI
121917Abl_CD3,21,I,18096,138.65,186.9,24.16,190.72,3.45E+06,181.77,3.29E+06,PRE
121917Abl_CD3,22,I,19231,215.97,356.16,25.793,151.27,2.91E+06,194.91,3.75E+06,PRE
121917Abl_CD3,23,I,20740,162.31,246.43,28.032,95.356,1.98E+06,177.38,3.68E+06,PRE
121917Abl_CD3,24,I,17505,183.54,176.51,28.645,128.54,2.25E+06,163.37,2.86E+06,PRE
121917Abl_CD3,25,I,11052,230.07,179.44,26.636,116.08,1.28E+06,206.77,2.29E+06,PRE
121917Abl_CD3,26,I,30162,238.37,301.42,28.429,74.023,2.23E+06,168.2,5.07E+06,PRE
121917Abl_CD3,27,I,8786,83.74,296.71,24.908,36.419,3.20E+05,160.02,1.41E+06,EPI
121917Abl_CD3,28,I,35318,257.45,215.82,32.413,110.16,3.89E+06,205.59,7.26E+06,PRE
121917Abl_CD3,29,I,18086,160.31,302.48,29.88,89.673,1.62E+06,184.14,3.33E+06,PRE
121917Abl_CD3,30,I,28447,155.75,268.41,41.799,64.329,1.83E+06,165.36,4.70E+06,PRE
121917Abl_CD3,31,I,33573,205.93,328.04,41.486,42.6,1.43E+06,198.56,6.67E+06,DP
