Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
050819Abl_EY9,1,I,26354,239.86,205.17,5.0317,21.139,5.57E+05,238.84,6.29E+06,1337.1,3.52E+07,F
050819Abl_EY9,2,I,28882,203.03,315.67,5.6282,21.237,6.13E+05,187.35,5.41E+06,1341.3,3.87E+07,F
050819Abl_EY9,3,I,17501,150.68,158.16,9.1836,21.363,3.74E+05,215.44,3.77E+06,1190.2,2.08E+07,F
050819Abl_EY9,4,I,19174,391.75,262.38,9.9972,21.08,4.04E+05,152.61,2.93E+06,1353.3,2.59E+07,F
050819Abl_EY9,5,I,16197,121.57,207.58,13.645,21.754,3.52E+05,216.55,3.51E+06,1280.1,2.07E+07,F
050819Abl_EY9,6,I,25962,69.198,224.07,14.066,21.502,5.58E+05,262.57,6.82E+06,1408.5,3.66E+07,F
050819Abl_EY9,7,I,16452,350.21,378.54,13.884,21.115,3.47E+05,172.61,2.84E+06,1369.2,2.25E+07,F
050819Abl_EY9,8,I,13588,129.15,248.05,19.876,21.483,2.92E+05,251.7,3.42E+06,1139.3,1.55E+07,T
050819Abl_EY9,9,I,11077,271.11,90.546,21.293,21.987,2.44E+05,352.77,3.91E+06,1331.8,1.48E+07,F
050819Abl_EY9,10,I,23189,385.86,148.41,21.394,21.205,4.92E+05,238.84,5.54E+06,1365.3,3.17E+07,F
050819Abl_EY9,12,I,12584,112.75,302.06,22.712,21.769,2.74E+05,242.82,3.06E+06,1264.6,1.59E+07,F
050819Abl_EY9,13,M,26747,193.74,409.81,25.121,21.029,5.62E+05,104.02,2.78E+06,1327.1,3.55E+07,F
050819Abl_EY9,14,I,8065,115.22,195.4,24.747,21.216,1.71E+05,292.71,2.36E+06,1283.4,1.04E+07,T
050819Abl_EY9,15,I,12267,75.158,265.43,25.956,21.504,2.64E+05,293.78,3.60E+06,1299.6,1.59E+07,T
