Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
102218Abl_DX3,1,I,11550,343.38,245.06,3.2358,17.867,2.06E+05,126.48,1.46E+06,396.08,4.57E+06,TE
102218Abl_DX3,2,I,16934,225.26,291.35,4.4606,19.975,3.38E+05,181.03,3.07E+06,325.5,5.51E+06,TE
102218Abl_DX3,3,I,15035,291.15,318.42,4.4259,20.324,3.06E+05,299.75,4.51E+06,368.85,5.55E+06,TE
102218Abl_DX3,5,I,16042,155.68,216.65,6.512,19.88,3.19E+05,162.16,2.60E+06,346.6,5.56E+06,TE
102218Abl_DX3,7,I,43442,102.03,285.03,7.7331,19.753,8.58E+05,137.84,5.99E+06,408.89,1.78E+07,TE
102218Abl_DX3,8,I,15856,278,148.74,8.1609,18.11,2.87E+05,152.43,2.42E+06,368.7,5.85E+06,TE
102218Abl_DX3,9,I,19489,213.57,236,9.0288,36.126,7.04E+05,242.63,4.73E+06,362.51,7.07E+06,PRE
102218Abl_DX3,10,I,17688,385.04,369.09,6.9852,22.562,3.99E+05,164.69,2.91E+06,371.28,6.57E+06,TE
102218Abl_DX3,12,I,37287,475.58,263.58,8.2219,18.469,6.89E+05,134.44,5.01E+06,366.6,1.37E+07,TE
102218Abl_DX3,13,I,18065,134.74,322.02,12.221,40.794,7.37E+05,150.59,2.72E+06,356.34,6.44E+06,PRE
102218Abl_DX3,14,M,23154,247.96,384.97,12.075,18.468,4.28E+05,70.599,1.63E+06,385.56,8.93E+06,TE
102218Abl_DX3,15,M,13557,182.77,374.68,11.659,19.198,2.60E+05,77.361,1.05E+06,366.5,4.97E+06,TE
102218Abl_DX3,16,I,18832,178.06,319.79,16.194,20.219,3.81E+05,144.49,2.72E+06,356.75,6.72E+06,EPI
102218Abl_DX3,17,I,17193,210.87,266.77,16.06,24.479,4.21E+05,288.36,4.96E+06,344.5,5.92E+06,DP
102218Abl_DX3,18,I,23535,105.24,219.5,16.835,21.491,5.06E+05,226.16,5.32E+06,408.32,9.61E+06,EPI
102218Abl_DX3,19,I,16224,467.96,120.54,17.415,18.13,2.94E+05,137.99,2.24E+06,401.01,6.51E+06,TE
102218Abl_DX3,21,I,23552,93.852,169.35,21.028,18.812,4.43E+05,161.64,3.81E+06,319.01,7.51E+06,TE
102218Abl_DX3,22,I,21615,329.98,87.076,19.933,18.021,3.90E+05,173.1,3.74E+06,362.34,7.83E+06,TE
102218Abl_DX3,23,I,3178,506.44,267.65,16.707,18.619,59172,132.94,4.22E+05,380.6,1.21E+06,TE
102218Abl_DX3,24,I,13770,467.56,407.32,19.923,24.707,3.40E+05,230.32,3.17E+06,415.93,5.73E+06,TE
102218Abl_DX3,25,M,21725,335.51,450.97,20.185,17.835,3.87E+05,60.444,1.31E+06,369.12,8.02E+06,TE
102218Abl_DX3,27,I,28553,82.059,314.83,23.569,29.88,8.53E+05,220.41,6.29E+06,327.44,9.35E+06,PRE
102218Abl_DX3,28,I,14849,123.34,346.56,21.717,27.142,4.03E+05,154.85,2.30E+06,315.5,4.68E+06,PRE
102218Abl_DX3,29,I,17313,169.69,225.18,22.705,21.333,3.69E+05,122.53,2.12E+06,336.9,5.83E+06,EPI
102218Abl_DX3,30,I,16763,187.31,109.99,23.901,21.441,3.59E+05,166.58,2.79E+06,395.25,6.63E+06,TE
