Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
121917Abl_CE2,2,I,14339,230.17,321.96,5.0807,154.8,2.22E+06,183.89,2.64E+06,PRE
121917Abl_CE2,3,I,18840,193.73,274.88,7.066,210.61,3.97E+06,176.56,3.33E+06,PRE
121917Abl_CE2,4,I,16865,144.82,260.79,7.1223,161.96,2.73E+06,181.37,3.06E+06,PRE
121917Abl_CE2,4.2,I,16865,104,239,8,33.252,,192.284,,EPI
121917Abl_CE2,5,I,19460,141.35,315.14,10.242,75.63,1.47E+06,187.5,3.65E+06,DP
121917Abl_CE2,7,I,18490,76.285,320.2,12.457,36.831,6.81E+05,194.99,3.61E+06,EPI
121917Abl_CE2,8,I,15402,178.33,185.3,16.626,133.66,2.06E+06,164.63,2.54E+06,PRE
121917Abl_CE2,9,I,16514,138.53,227.33,13.85,133.21,2.20E+06,178.32,2.94E+06,PRE
121917Abl_CE2,10,I,15475,202.14,357.91,16.099,121.47,1.88E+06,192.64,2.98E+06,PRE
121917Abl_CE2,12,I,20548,163.21,250.88,19.689,130.97,2.69E+06,180.66,3.71E+06,PRE
121917Abl_CE2,13,I,20548,181,397,16,46.348,,171.788,,DP
121917Abl_CE2,14,I,22557,103.53,214.94,21.912,73.248,1.65E+06,196.84,4.44E+06,PRE
121917Abl_CE2,15,I,20137,151.7,312.34,23.836,103.44,2.08E+06,164.82,3.32E+06,PRE
121917Abl_CE2,18,I,20544,158.34,177.23,31.695,81.836,1.68E+06,173.65,3.57E+06,PRE
121917Abl_CE2,21,I,22551,117.09,300.95,32.973,61.795,1.39E+06,167.5,3.78E+06,PRE
121917Abl_CE2,22,I,22371,154.12,349.08,33.653,81.982,1.83E+06,191.82,4.29E+06,PRE
121917Abl_CE2,23,I,21029,140.87,235.84,34.363,60.635,1.28E+06,163.75,3.44E+06,PRE
