Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
032019Abl_EU5,1,I,13079,228.93,209.78,4.4317,19.354,2.53E+05,133.35,1.74E+06,362.84,4.75E+06,TE
032019Abl_EU5,2,I,11238,311.03,263.29,4.0924,19.363,2.18E+05,142.7,1.60E+06,374.13,4.20E+06,TE
032019Abl_EU5,3,I,17473,159.8,274.16,4.9474,21.352,3.73E+05,191.77,3.35E+06,400.4,7.00E+06,TE
032019Abl_EU5,4,I,10920,216.69,328.87,6.3541,19.236,2.10E+05,199.84,2.18E+06,377.44,4.12E+06,TE
032019Abl_EU5,5,I,8751,302.3,172.86,7.6722,20.062,1.76E+05,366.9,3.21E+06,377.62,3.30E+06,TE
032019Abl_EU5,6,I,11430,361.9,216.64,8.004,19.68,2.25E+05,150.72,1.72E+06,378.17,4.32E+06,TE
032019Abl_EU5,7,I,8060,186.38,252.2,8.8882,48.693,3.92E+05,126.32,1.02E+06,380.11,3.06E+06,PRE
032019Abl_EU5,8,I,10458,134.01,194.22,10.425,21.335,2.23E+05,361.01,3.78E+06,380.75,3.98E+06,TE
032019Abl_EU5,9,I,7939,198.33,152.57,12.089,20.195,1.60E+05,404.1,3.21E+06,375.65,2.98E+06,TE
032019Abl_EU5,10,I,19579,153.47,312.95,11.097,25.499,4.99E+05,191.33,3.75E+06,378.51,7.41E+06,EPI
032019Abl_EU5,11,I,19529,382.71,333.01,12.432,19.52,3.81E+05,141.5,2.76E+06,364.14,7.11E+06,TE
032019Abl_EU5,12,I,8297,142.7,235.3,14.609,59.982,4.98E+05,185.41,1.54E+06,357.34,2.96E+06,PRE
032019Abl_EU5,13,I,7836,262.68,130.75,15.63,19.692,1.54E+05,196.94,1.54E+06,399.94,3.13E+06,TE
032019Abl_EU5,14,I,10065,70.382,267.2,17.153,20.348,2.05E+05,332.72,3.35E+06,378.99,3.81E+06,TE
032019Abl_EU5,15,I,12462,203.23,386.94,17.272,19.428,2.42E+05,210.91,2.63E+06,427.05,5.32E+06,TE
032019Abl_EU5,16,I,9943,324.22,399.79,17.448,19.628,1.95E+05,235.67,2.34E+06,375.89,3.74E+06,TE
032019Abl_EU5,18,I,13851,423.59,249.97,17.824,20.198,2.80E+05,189.26,2.62E+06,389.05,5.39E+06,TE
032019Abl_EU5,19,I,10489,92.146,335.47,17.594,19.498,2.05E+05,171.35,1.80E+06,390.39,4.09E+06,TE
032019Abl_EU5,20,I,15265,124.91,304.09,20.214,49.172,7.51E+05,219.86,3.36E+06,317.78,4.85E+06,PRE
032019Abl_EU5,21,M,15400,324.47,122.6,22.812,19.701,3.03E+05,99.59,1.53E+06,412.74,6.36E+06,TE
032019Abl_EU5,22,I,10372,86.211,169.64,22.448,20.584,2.14E+05,333.9,3.46E+06,466.65,4.84E+06,TE
032019Abl_EU5,23,I,5010,138.13,176.15,21.137,53.878,2.70E+05,207.87,1.04E+06,363.2,1.82E+06,PRE
032019Abl_EU5,25,I,7436,168.49,123.43,23.884,20.22,1.50E+05,414.75,3.08E+06,331.84,2.47E+06,TE
032019Abl_EU5,26,I,8793,401.95,151.34,24.374,20.372,1.79E+05,205.27,1.80E+06,426.15,3.75E+06,TE
032019Abl_EU5,27,I,6195,105.34,232.7,23.871,36.582,2.27E+05,125.79,7.79E+05,249.26,1.54E+06,PRE
032019Abl_EU5,28,I,11508,61.932,243.47,26.613,21.29,2.45E+05,201.58,2.32E+06,408.77,4.70E+06,EPI
032019Abl_EU5,29,I,16276,67.704,307.8,27.507,21.372,3.48E+05,219.48,3.57E+06,401.61,6.54E+06,EPI
032019Abl_EU5,30,I,11528,106.4,172,29.052,23.021,2.65E+05,256.16,2.95E+06,364.33,4.20E+06,EPI
032019Abl_EU5,31,I,8355,100,271.71,28.764,27.622,2.31E+05,211.73,1.77E+06,349.64,2.92E+06,DP
032019Abl_EU5,32,I,13507,128.42,359.09,28.441,39.292,5.31E+05,136.29,1.84E+06,306.41,4.14E+06,PRE
032019Abl_EU5,33,I,11441,468.92,308.21,32.36,19.691,2.25E+05,240.41,2.75E+06,461.39,5.28E+06,TE
032019Abl_EU5,35,I,8725,24.24,244.74,31.649,19.863,1.73E+05,140.47,1.23E+06,382.23,3.34E+06,TE
032019Abl_EU5,36,I,8967,380.21,417.68,31.899,19.878,1.78E+05,184.38,1.65E+06,360.07,3.23E+06,TE
032019Abl_EU5,37,I,8904,453.73,173.66,33.671,19.737,1.76E+05,280.05,2.49E+06,419.46,3.73E+06,TE
032019Abl_EU5,38,I,8513,220.64,441.05,33.936,19.492,1.66E+05,208.77,1.78E+06,349.91,2.98E+06,TE
032019Abl_EU5,39,I,1812,130.93,222.07,30.567,37.095,67216,74.328,1.35E+05,258.81,4.69E+05,PRE
032019Abl_EU5,40,I,8204,91.892,140.16,34.967,20.082,1.65E+05,176.55,1.45E+06,477.77,3.92E+06,TE
032019Abl_EU5,41,I,7946,135.04,289.95,32.269,41.701,3.31E+05,90.184,7.17E+05,301.49,2.40E+06,PRE
032019Abl_EU5,42,I,7167,150.45,402.71,35.552,19.217,1.38E+05,148.9,1.07E+06,356.92,2.56E+06,TE
032019Abl_EU5,43,I,8038,245.78,73.115,36.877,19.864,1.60E+05,183.33,1.47E+06,383.57,3.08E+06,TE
032019Abl_EU5,44,I,10093,71.158,203.46,34.995,30.012,3.03E+05,122.45,1.24E+06,350.19,3.53E+06,DP
032019Abl_EU5,46,I,10119,91.055,364.39,38.051,19.665,1.99E+05,158.19,1.60E+06,402.82,4.08E+06,TE
032019Abl_EU5,47,I,10524,81.761,259.12,37.047,25.207,2.65E+05,180.24,1.90E+06,368.54,3.88E+06,EPI
032019Abl_EU5,48,I,7850,190.33,81.93,37.016,19.647,1.54E+05,147.72,1.16E+06,448.84,3.52E+06,TE
032019Abl_EU5,49,I,10983,51.868,302.19,39.277,22.848,2.51E+05,167.32,1.84E+06,373.36,4.10E+06,EPI
032019Abl_EU5,50,I,12351,91.875,314.12,39.855,28.162,3.48E+05,131.51,1.62E+06,405.68,5.01E+06,DP
032019Abl_EU5,51,I,6860,126.19,334.88,38.813,39.759,2.73E+05,96.04,6.59E+05,272.87,1.87E+06,PRE
032019Abl_EU5,52,I,13522,430.91,392.98,41.315,19.787,2.68E+05,143.85,1.95E+06,397.59,5.38E+06,TE
032019Abl_EU5,53,I,10601,42.521,248.73,40.878,30.765,3.26E+05,129.69,1.37E+06,372.19,3.95E+06,DP
032019Abl_EU5,54,I,11973,389.73,99.606,43.876,19.752,2.37E+05,135.61,1.62E+06,443,5.30E+06,TE
032019Abl_EU5,55,I,7494,287.43,451.93,43.017,19.467,1.46E+05,152.72,1.14E+06,381.9,2.86E+06,TE
032019Abl_EU5,56,I,12620,93.237,170.11,42.366,21.002,2.65E+05,156.51,1.98E+06,416.43,5.26E+06,EPI
032019Abl_EU5,57,I,11974,486.08,220.36,45.322,19.158,2.29E+05,204.59,2.45E+06,355.01,4.25E+06,TE
032019Abl_EU5,59,I,10397,123.28,114.32,46.523,18.914,1.97E+05,138.19,1.44E+06,447.74,4.66E+06,TE
032019Abl_EU5,60,I,6725,94.819,218.26,45.47,20.086,1.35E+05,80.683,5.43E+05,341.61,2.30E+06,EPI
032019Abl_EU5,61,I,8429,45.456,193.94,47.603,19.185,1.62E+05,101.77,8.58E+05,299.07,2.52E+06,TE
032019Abl_EU5,62,I,12678,345.5,449.43,49.433,18.888,2.39E+05,110.89,1.41E+06,325.18,4.12E+06,TE
032019Abl_EU5,63,I,10686,73.22,272.35,48.904,22.884,2.45E+05,138.41,1.48E+06,337.83,3.61E+06,DP
032019Abl_EU5,64,I,12581,290.47,63.595,53.645,19.268,2.42E+05,118.53,1.49E+06,322.84,4.06E+06,TE
032019Abl_EU5,65,I,9964,63.801,222.87,52.506,23.047,2.30E+05,142.19,1.42E+06,364.35,3.63E+06,DP
032019Abl_EU5,66,I,12918,75.022,326.66,54.094,18.982,2.45E+05,123.37,1.59E+06,337.24,4.36E+06,TE
032019Abl_EU5,67,I,17827,478.22,326.3,54.98,18.848,3.36E+05,112.28,2.00E+06,249.91,4.46E+06,TE
032019Abl_EU5,68,I,13614,215.16,67.823,55.713,18.83,2.56E+05,82.181,1.12E+06,369.81,5.03E+06,TE
032019Abl_EU5,69,I,11645,445.66,138.69,57.02,18.85,2.20E+05,156.05,1.82E+06,221.06,2.57E+06,TE
032019Abl_EU5,70,I,11783,195.46,436.63,55.472,18.55,2.19E+05,106.63,1.26E+06,268.6,3.16E+06,TE
032019Abl_EU5,71,I,10877,84.553,183.09,59.192,18.858,2.05E+05,98.815,1.07E+06,310.31,3.38E+06,TE
032019Abl_EU5,72,I,11011,64.446,264.12,59.993,19.119,2.11E+05,78.005,8.59E+05,314.49,3.46E+06,TE
032019Abl_EU5,73,I,10429,120.05,125.97,60.627,18.849,1.97E+05,74.494,7.77E+05,289.65,3.02E+06,TE
032019Abl_EU5,74,I,10532,402.33,419.33,60.599,18.926,1.99E+05,115.42,1.22E+06,245.31,2.58E+06,TE
032019Abl_EU5,75,I,13608,367.88,82.328,60.714,18.844,2.56E+05,85.144,1.16E+06,260.51,3.55E+06,TE
032019Abl_EU5,76,I,12600,314.98,445.59,66.077,18.722,2.36E+05,98.197,1.24E+06,273.81,3.45E+06,TE
032019Abl_EU5,77,I,12809,463.51,337.21,69.996,18.936,2.43E+05,118.08,1.51E+06,378.68,4.85E+06,TE
032019Abl_EU5,78,I,8438,339.87,86.363,73.184,18.922,1.60E+05,95.776,8.08E+05,345.13,2.91E+06,TE
032019Abl_EU5,79,I,13926,195.33,96.527,72.936,18.728,2.61E+05,63.454,8.84E+05,365.56,5.09E+06,TE
032019Abl_EU5,80,I,11828,139.94,374.01,73.584,18.592,2.20E+05,71.715,8.48E+05,397.53,4.70E+06,TE
032019Abl_EU5,81,I,13282,238.43,430.39,73.708,18.614,2.47E+05,73.847,9.81E+05,414.96,5.51E+06,TE
032019Abl_EU5,82,I,11462,121.54,165,74.594,18.518,2.12E+05,60.532,6.94E+05,316.34,3.63E+06,TE
032019Abl_EU5,83,I,9526,465.6,247.58,75.103,18.995,1.81E+05,134.82,1.28E+06,459.44,4.38E+06,TE
032019Abl_EU5,84,I,12898,443.02,169.97,75.984,18.815,2.43E+05,88.402,1.14E+06,452.56,5.84E+06,TE
032019Abl_EU5,85,I,16045,118.9,295.94,80.322,18.349,2.94E+05,60.224,9.66E+05,388.11,6.23E+06,TE
032019Abl_EU5,86,I,13571,111.39,227.18,80.443,18.322,2.49E+05,51.757,7.02E+05,275.82,3.74E+06,TE
032019Abl_EU5,87,I,10003,387.91,386.18,81.819,18.636,1.86E+05,127.41,1.27E+06,485.31,4.85E+06,TE
032019Abl_EU5,88,I,8875,440.07,333.84,82.353,18.736,1.66E+05,132.42,1.18E+06,471.53,4.18E+06,TE
032019Abl_EU5,89,I,10252,306.07,413.72,82.902,18.473,1.89E+05,90.787,9.31E+05,482.28,4.94E+06,TE
032019Abl_EU5,90,I,16912,270.92,106.36,84.319,18.356,3.10E+05,72.531,1.23E+06,511.44,8.65E+06,TE
032019Abl_EU5,91,I,9190,367.99,144.76,87.992,18.678,1.72E+05,102.01,9.38E+05,449.93,4.13E+06,TE
032019Abl_EU5,92,I,8529,418.79,199.03,87.695,18.843,1.61E+05,125.64,1.07E+06,478.56,4.08E+06,TE
032019Abl_EU5,93,I,8520,425.27,295.13,88.627,19,1.62E+05,129.05,1.10E+06,405.27,3.45E+06,TE
032019Abl_EU5,94,I,11293,240.29,389.54,88.148,18.457,2.08E+05,86.525,9.77E+05,440.96,4.98E+06,TE
032019Abl_EU5,95,I,12784,195.81,338.49,92.644,18.452,2.36E+05,79.003,1.01E+06,390.01,4.99E+06,TE
032019Abl_EU5,96,I,13555,179.79,197.31,93.014,18.448,2.50E+05,61.926,8.39E+05,380.57,5.16E+06,TE
032019Abl_EU5,97,I,13630,316.58,159.93,96.302,18.623,2.54E+05,124.6,1.70E+06,419.38,5.72E+06,TE
032019Abl_EU5,98,I,10039,180.12,253.93,95.379,18.456,1.85E+05,76.445,7.67E+05,398.43,4.00E+06,TE
032019Abl_EU5,99,I,13618,372.67,197.68,96.671,18.792,2.56E+05,131.33,1.79E+06,383.16,5.22E+06,TE
032019Abl_EU5,100,I,14250,338.23,352.46,96.067,18.473,2.63E+05,91.315,1.30E+06,441.34,6.29E+06,TE
032019Abl_EU5,101,I,13493,280.92,361.66,96.836,18.547,2.50E+05,97.639,1.32E+06,432.86,5.84E+06,TE
032019Abl_EU5,102,I,12865,253.88,181.47,98.059,18.396,2.37E+05,87.996,1.13E+06,424.54,5.46E+06,TE
032019Abl_EU5,103,I,16704,378.64,277.38,97.474,18.461,3.08E+05,101.49,1.70E+06,422.55,7.06E+06,TE
032019Abl_EU5,104,I,8973,206.1,280.26,98.142,18.51,1.66E+05,97.571,8.76E+05,434.02,3.89E+06,TE
032019Abl_EU5,105,I,9291,304.61,221.98,99.667,18.498,1.72E+05,96.699,8.98E+05,442.9,4.12E+06,TE
032019Abl_EU5,106,I,7782,256.11,285.88,100.06,18.517,1.44E+05,143.51,1.12E+06,437.06,3.40E+06,TE
032019Abl_EU5,107,I,7731,302.2,304.68,100.21,18.595,1.44E+05,110.16,8.52E+05,450.7,3.48E+06,TE
