Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
100719Abl_FL7,1,I,12304,169.78,237.17,5.1495,23.147,2.85E+05,306.15,3.77E+06,336.1,4.14E+06,F
100719Abl_FL7,2,I,19647,249.34,262.04,4.8786,22.59,4.44E+05,289.04,5.68E+06,418.4,8.22E+06,F
100719Abl_FL7,3,I,13706,107.43,254.07,5.702,22.592,3.10E+05,241.49,3.31E+06,351.01,4.81E+06,F
100719Abl_FL7,4,I,16593,150.46,335.95,6.2021,22.979,3.81E+05,314.75,5.22E+06,485.01,8.05E+06,F
100719Abl_FL7,5,I,32967,301.77,144.6,8.1575,22.071,7.28E+05,182.92,6.03E+06,289.09,9.53E+06,F
100719Abl_FL7,6,I,18085,199.03,204.53,11.408,22.825,4.13E+05,297.43,5.38E+06,348.39,6.30E+06,F
100719Abl_FL7,7,I,21275,200.02,341.2,13.15,22.907,4.87E+05,333.4,7.09E+06,421.53,8.97E+06,F
100719Abl_FL7,8,I,27191,326.32,400.02,10.375,22.195,6.04E+05,243.9,6.63E+06,413.13,1.12E+07,F
100719Abl_FL7,9,I,17477,104.74,211.71,13.051,22.367,3.91E+05,232.89,4.07E+06,456.51,7.98E+06,T
100719Abl_FL7,10,I,15590,86.801,311.86,13.658,22.616,3.53E+05,236.09,3.68E+06,368.68,5.75E+06,T
100719Abl_FL7,11,I,12018,189.63,285.39,15.98,22.591,2.72E+05,315.2,3.79E+06,239.93,2.88E+06,T
100719Abl_FL7,12,I,11950,141.49,309.72,17.028,22.519,2.69E+05,279.02,3.33E+06,357.58,4.27E+06,T
100719Abl_FL7,13,I,9223,79.712,257.67,17.566,22.668,2.09E+05,302.13,2.79E+06,333.29,3.07E+06,F
100719Abl_FL7,14,I,20446,454.51,227.94,20.716,22.347,4.57E+05,247.17,5.05E+06,452.96,9.26E+06,F
100719Abl_FL7,15,I,12714,147.58,370.87,19.348,22.657,2.88E+05,291.71,3.71E+06,354.77,4.51E+06,T
