Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
052119Abl_FC5,1,I,12327,324.85,184.89,4.5676,22.082,2.72E+05,194.73,2.40E+06,328.12,4.04E+06,TE,F
052119Abl_FC5,2,I,22017,234.26,301.67,5.26,22.18,4.88E+05,271.76,5.98E+06,367.46,8.09E+06,TE,F
052119Abl_FC5,3,I,17620,172.85,266.53,6.7657,23.47,4.14E+05,217.73,3.84E+06,299.2,5.27E+06,TE,F
052119Abl_FC5,4,I,22124,423.05,245.18,8.4738,22.056,4.88E+05,261.49,5.79E+06,453.71,1.00E+07,TE,F
052119Abl_FC5,5,I,20113,392.36,358.53,10.168,22.69,4.56E+05,356.51,7.17E+06,411.75,8.28E+06,TE,F
052119Abl_FC5,6,I,16949,203.34,159.69,9.7605,21.856,3.70E+05,228.32,3.87E+06,294.39,4.99E+06,TE,F
052119Abl_FC5,7,M,13075,86.431,252.44,12.246,23.278,3.04E+05,226.52,2.96E+06,375.88,4.91E+06,TE,F
052119Abl_FC5,8,I,11874,129.05,204.78,13.964,54.268,6.44E+05,332.65,3.95E+06,379.8,4.51E+06,PRE,T
052119Abl_FC5,9,M,12276,114.22,341.35,13.384,23.112,2.84E+05,261.04,3.20E+06,345.11,4.24E+06,TE,F
052119Abl_FC5,10,I,12690,131.5,148.9,16.584,24.02,3.05E+05,386.43,4.90E+06,441.76,5.61E+06,TE,F
052119Abl_FC5,11,I,12609,171.27,227.67,17.127,35.587,4.49E+05,302.5,3.81E+06,375.55,4.74E+06,DP,F
052119Abl_FC5,12,I,11627,166.59,279.4,18.685,45.868,5.33E+05,276.28,3.21E+06,328.81,3.82E+06,PRE,T
052119Abl_FC5,13,I,9888,168.4,376.87,18.483,22.362,2.21E+05,306.11,3.03E+06,355.94,3.52E+06,TE,F
052119Abl_FC5,14,I,7971,432.55,160.67,18.335,22.712,1.81E+05,283.2,2.26E+06,349.21,2.78E+06,TE,F
052119Abl_FC5,15,I,12585,134.42,311.79,20.949,34.12,4.29E+05,295.61,3.72E+06,453.74,5.71E+06,DP,F
052119Abl_FC5,16,I,13541,123.29,247.27,23.194,22.295,3.02E+05,264.22,3.58E+06,330.69,4.48E+06,EPI,F
052119Abl_FC5,17,I,11499,229.34,90.219,23.468,23.274,2.68E+05,393.31,4.52E+06,513.78,5.91E+06,TE,F
052119Abl_FC5,18,I,13775,161.46,151.99,24.548,40.359,5.56E+05,303.88,4.19E+06,420.88,5.80E+06,DP,F
052119Abl_FC5,19,I,15695,78.611,200.94,24.003,24.826,3.90E+05,216.37,3.40E+06,389.9,6.12E+06,EPI,F
052119Abl_FC5,20,I,10254,86.989,298.12,24.782,25.133,2.58E+05,324.86,3.33E+06,410.62,4.21E+06,EPI,F
052119Abl_FC5,22,I,8778,379.55,93.566,27.929,23.344,2.05E+05,396.48,3.48E+06,320.78,2.82E+06,TE,F
052119Abl_FC5,23,I,11035,42.263,253.33,30.049,41.382,4.57E+05,249.99,2.76E+06,344.76,3.80E+06,PRE,F
052119Abl_FC5,24,I,18676,116.25,159.43,30.929,26.336,4.92E+05,189.99,3.55E+06,336.93,6.29E+06,EPI,F
052119Abl_FC5,25,I,10871,84.103,252.31,30.701,25.955,2.82E+05,269.85,2.93E+06,349.05,3.79E+06,EPI,F
052119Abl_FC5,26,I,13381,344.46,455.73,32.496,23.706,3.17E+05,525.53,7.03E+06,472.76,6.33E+06,TE,F
052119Abl_FC5,27,I,15805,149.66,211.82,32.589,61.028,9.65E+05,161.7,2.56E+06,373.06,5.90E+06,PRE,T
052119Abl_FC5,28,I,11177,116.55,328.59,31.048,53.347,5.96E+05,218.9,2.45E+06,298.14,3.33E+06,PRE,T
052119Abl_FC5,30,I,16664,62.969,334.71,34.272,23.976,4.00E+05,176.15,2.94E+06,358.38,5.97E+06,TE,F
052119Abl_FC5,31,M,61662,132.44,395.6,39.617,21.06,1.30E+06,78.145,4.82E+06,402.46,2.48E+07,TE,F
052119Abl_FC5,32,I,16631,230.75,465.49,39.464,21.918,3.65E+05,216.42,3.60E+06,531.19,8.83E+06,TE,F
052119Abl_FC5,33,I,10980,30.759,216.3,37.69,22.626,2.48E+05,264.1,2.90E+06,384.72,4.22E+06,TE,F
052119Abl_FC5,34,I,25800,484.45,336.53,40.96,22.141,5.71E+05,235.66,6.08E+06,385.93,9.96E+06,TE,F
052119Abl_FC5,35,I,16108,128.36,300.61,38.893,23.596,3.80E+05,189.73,3.06E+06,427.39,6.88E+06,EPI,F
052119Abl_FC5,36,I,15706,84.905,193.22,38.162,48.532,7.62E+05,176.23,2.77E+06,360.9,5.67E+06,PRE,T
052119Abl_FC5,37,I,15632,496.03,195.01,43.709,23.775,3.72E+05,378.15,5.91E+06,384.79,6.02E+06,TE,F
052119Abl_FC5,38,I,12801,109.1,245.6,40.011,25.902,3.32E+05,214.39,2.74E+06,367.93,4.71E+06,DP,F
052119Abl_FC5,39,I,9015,82.974,299.93,40.16,40.396,3.64E+05,165.29,1.49E+06,425.55,3.84E+06,PRE,T
052119Abl_FC5,40,I,3596,80.845,140.6,40.734,24.31,87419,89.947,3.23E+05,289.67,1.04E+06,TE,F
052119Abl_FC5,41,I,15401,206.71,68.958,45.188,21.554,3.32E+05,231.72,3.57E+06,158.38,2.44E+06,TE,F
