Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum
030519Abl_EP5,21,I,10684,54.694,254.01,20.372,18.941,2.02E+05,178.38,1.91E+06,462.12,4.94E+06
030519Abl_EP5,22,I,11586,131.57,317.06,21.526,19.597,2.27E+05,309.8,3.59E+06,464.69,5.38E+06
030519Abl_EP5,23,I,9325,247.58,85.053,22.961,19.3,1.80E+05,249.65,2.33E+06,488.2,4.55E+06
030519Abl_EP5,24,I,13094,339.42,418.87,23.793,19.348,2.53E+05,329.62,4.32E+06,457.09,5.99E+06
030519Abl_EP5,25,I,8642,382.03,106.69,23.443,19.844,1.71E+05,343.75,2.97E+06,405.28,3.50E+06
030519Abl_EP5,26,I,16572,78.748,198.68,24.186,19.054,3.16E+05,216.88,3.59E+06,427.82,7.09E+06
030519Abl_EP5,27,I,15750,78.067,301.45,26.704,19.148,3.02E+05,268.5,4.23E+06,487.02,7.67E+06
030519Abl_EP5,28,I,10212,128.24,258.97,27.63,18.837,1.92E+05,250.36,2.56E+06,343.28,3.51E+06
030519Abl_EP5,29,I,12910,91.147,368.49,28.185,20.077,2.59E+05,331.65,4.28E+06,418.94,5.41E+06
030519Abl_EP5,30,I,7426,120.67,354.8,26.831,19.451,1.44E+05,317.16,2.36E+06,387.18,2.88E+06
030519Abl_EP5,31,I,9055,335.05,72.776,28.712,19.195,1.74E+05,288.51,2.61E+06,464.09,4.20E+06
030519Abl_EP5,32,I,11299,450.79,161.42,28.765,19.369,2.19E+05,298.42,3.37E+06,405.04,4.58E+06
030519Abl_EP5,33,I,9370,124.82,166.18,26.802,20.679,1.94E+05,276.7,2.59E+06,412.81,3.87E+06
030519Abl_EP5,34,I,8529,129.41,183.65,31.127,19.129,1.63E+05,261.74,2.23E+06,270.34,2.31E+06
030519Abl_EP5,35,I,15975,485.56,306.23,30.72,19.375,3.10E+05,288.06,4.60E+06,618.54,9.88E+06
030519Abl_EP5,36,I,13286,171.67,419.13,30.698,19.307,2.57E+05,332.84,4.42E+06,406.89,5.41E+06
030519Abl_EP5,37,I,14434,119.16,113.82,31.665,19.795,2.86E+05,189.13,2.73E+06,479.44,6.92E+06
030519Abl_EP5,38,I,10131,85.98,244.93,30.82,19.146,1.94E+05,273.85,2.77E+06,478.81,4.85E+06
030519Abl_EP5,39,I,6082,190.38,402.64,32.037,18.734,1.14E+05,247.91,1.51E+06,577.5,3.51E+06
030519Abl_EP5,40,I,15496,80.349,172.53,33.494,19.267,2.99E+05,285.29,4.42E+06,391.32,6.06E+06
030519Abl_EP5,41,I,16864,32.965,181.45,36.752,18.685,3.15E+05,166.44,2.81E+06,526.53,8.88E+06
030519Abl_EP5,42,I,8536,112.15,312.5,33.763,18.894,1.61E+05,204.89,1.75E+06,505.81,4.32E+06
030519Abl_EP5,43,I,9228,427.13,108.47,36.979,18.803,1.74E+05,239.1,2.21E+06,633.7,5.85E+06
030519Abl_EP5,44,M,23025,63.306,333.39,38.073,18.962,4.37E+05,180.69,4.16E+06,446.75,1.03E+07
030519Abl_EP5,45,I,10604,314.27,447.19,38.307,18.614,1.97E+05,238.7,2.53E+06,394.18,4.18E+06
030519Abl_EP5,46,I,14695,156.8,113.06,39.453,18.437,2.71E+05,134.22,1.97E+06,441.46,6.49E+06
030519Abl_EP5,47,I,13385,138.81,346.3,40.991,18.241,2.44E+05,151.57,2.03E+06,352.9,4.72E+06
030519Abl_EP5,48,I,8874,149.21,388.53,40.689,18.509,1.64E+05,189.92,1.69E+06,349.34,3.10E+06
030519Abl_EP5,49,I,13040,488.16,204.77,41.519,18.919,2.47E+05,234.61,3.06E+06,576.36,7.52E+06
030519Abl_EP5,50,M,20232,21.167,270.71,45.821,18.347,3.71E+05,117.89,2.39E+06,389.56,7.88E+06
030519Abl_EP5,51,I,14489,493.38,263.79,42.635,19.007,2.75E+05,205.89,2.98E+06,450.46,6.53E+06
030519Abl_EP5,52,I,22081,64.416,274.66,43.846,18.581,4.10E+05,169.67,3.75E+06,450.76,9.95E+06
030519Abl_EP5,53,I,13493,204.66,66.827,44.374,18.266,2.46E+05,128.08,1.73E+06,340.63,4.60E+06
030519Abl_EP5,54,I,9969,68.969,200.54,42.628,18.766,1.87E+05,174.35,1.74E+06,394.09,3.93E+06
030519Abl_EP5,55,I,14216,101.63,266.32,44.239,18.206,2.59E+05,146.88,2.09E+06,355.56,5.05E+06
030519Abl_EP5,55.2,I,14216,104,192,43,18.218,,96.403,,403.394,
030519Abl_EP5,56,I,9978,83.046,148.37,44.967,18.35,1.83E+05,160.18,1.60E+06,394.02,3.93E+06
030519Abl_EP5,57,I,21421,31.148,211.75,46.075,18.511,3.97E+05,172.18,3.69E+06,426.09,9.13E+06
030519Abl_EP5,58,I,14986,377.95,68.339,46.987,18.723,2.81E+05,212.18,3.18E+06,387.91,5.81E+06
030519Abl_EP5,59,I,12532,411.07,412.21,46.453,18.544,2.32E+05,209.81,2.63E+06,367.12,4.60E+06
030519Abl_EP5,60,I,11589,468.26,149.38,45.435,18.972,2.20E+05,221.03,2.56E+06,429.06,4.97E+06
030519Abl_EP5,61,I,12274,472.57,343.66,46.845,18.862,2.32E+05,242.34,2.97E+06,444.42,5.45E+06
030519Abl_EP5,62,I,10697,273.68,50.927,48.628,18.367,1.96E+05,137.5,1.47E+06,318.24,3.40E+06
030519Abl_EP5,63,I,11279,108.16,375.7,51.066,18.221,2.06E+05,147.29,1.66E+06,393.75,4.44E+06
030519Abl_EP5,64,I,18904,46.511,324.84,51.853,18.389,3.48E+05,141.03,2.67E+06,407.6,7.71E+06
030519Abl_EP5,65,I,16382,217.75,434.01,51.874,18.276,2.99E+05,177.13,2.90E+06,313.61,5.14E+06
030519Abl_EP5,66,I,11606,117.38,327.83,55.208,18.046,2.09E+05,94.953,1.10E+06,366.01,4.25E+06
030519Abl_EP5,67,I,14898,36.935,191.04,55.578,18.208,2.71E+05,122.75,1.83E+06,447.09,6.66E+06
030519Abl_EP5,68,I,18255,160.13,386.12,55.275,18.058,3.30E+05,129.22,2.36E+06,325.99,5.95E+06
030519Abl_EP5,69,I,15485,421.55,95.274,55.073,18.536,2.87E+05,127.04,1.97E+06,301.35,4.67E+06
030519Abl_EP5,70,I,20677,110.28,124.51,58.223,18.094,3.74E+05,86.089,1.78E+06,374.4,7.74E+06
030519Abl_EP5,71,I,13487,102.13,223.05,55.387,18.012,2.43E+05,90.963,1.23E+06,324.34,4.37E+06
030519Abl_EP5,72,I,15173,485.1,246.23,56.169,18.678,2.83E+05,178.05,2.70E+06,293.74,4.46E+06
030519Abl_EP5,73,I,22470,63.247,263.64,58.376,18.423,4.14E+05,114.61,2.58E+06,408.47,9.18E+06
030519Abl_EP5,74,I,18874,433.37,374.21,62.105,18.322,3.46E+05,151.75,2.86E+06,286.92,5.42E+06
030519Abl_EP5,75,I,11491,348.56,420.97,60.804,18.393,2.11E+05,160.59,1.85E+06,414.63,4.76E+06
030519Abl_EP5,76,I,10761,457.82,150.85,60.994,18.677,2.01E+05,190.48,2.05E+06,275.26,2.96E+06
030519Abl_EP5,77,I,11638,103.7,181.46,62.23,18.104,2.11E+05,99.551,1.16E+06,317.1,3.69E+06
030519Abl_EP5,78,I,14137,130.9,262.66,61.676,18.088,2.56E+05,122.68,1.73E+06,378.53,5.35E+06
030519Abl_EP5,79,I,27326,179.03,122.54,63.886,18.085,4.94E+05,95.439,2.61E+06,446.54,1.22E+07
030519Abl_EP5,80,I,14507,474.24,303.54,61.244,18.531,2.69E+05,127.63,1.85E+06,264.49,3.84E+06
030519Abl_EP5,81,I,16179,148.13,168.25,64.91,18.114,2.93E+05,87.76,1.42E+06,429.45,6.95E+06
030519Abl_EP5,82,I,16097,244.69,88.675,67.034,18.071,2.91E+05,106.59,1.72E+06,556.42,8.96E+06
030519Abl_EP5,83,I,15630,145.46,313.97,67.379,17.979,2.81E+05,92.983,1.45E+06,497.02,7.77E+06
030519Abl_EP5,84,I,23521,226.96,400.71,69.627,18.007,4.24E+05,121.07,2.85E+06,500.45,1.18E+07
030519Abl_EP5,85,I,13974,457.61,214.27,68.857,18.108,2.53E+05,130.1,1.82E+06,333.79,4.66E+06
030519Abl_EP5,86,I,9585,95.579,235.01,68.149,17.971,1.72E+05,89.781,8.61E+05,264.16,2.53E+06
030519Abl_EP5,87,I,18501,89.01,291.02,69.299,17.929,3.32E+05,89.266,1.65E+06,323.2,5.98E+06
030519Abl_EP5,88,I,11850,417.82,141.01,70.644,18.226,2.16E+05,147.8,1.75E+06,382.25,4.53E+06
030519Abl_EP5,89,I,25738,336.43,107.55,72.728,18.016,4.64E+05,113.4,2.92E+06,531.86,1.37E+07
030519Abl_EP5,90,I,44514,159,224,74,18.12,,126.735,,502.52,
030519Abl_EP5,90.2,I,44514,159,204,80,18.391,,129.894,,489.97,
030519Abl_EP5,91,I,23783,389.67,343.09,75.024,18.076,4.30E+05,136.82,3.25E+06,507.16,1.21E+07
030519Abl_EP5,92,I,27696,167.92,320.41,77.74,17.907,4.96E+05,78.235,2.17E+06,555.43,1.54E+07
030519Abl_EP5,93,I,18544,397.35,181.6,79.549,18.181,3.37E+05,121.47,2.25E+06,536.95,9.96E+06
030519Abl_EP5,94,I,26063,393.7,254.52,81.673,18.126,4.72E+05,120.8,3.15E+06,492,1.28E+07
030519Abl_EP5,95,I,22307,224.34,189.86,81.917,17.969,4.01E+05,97.721,2.18E+06,494.31,1.10E+07
030519Abl_EP5,96,I,22199,246.13,331.61,82.873,17.974,3.99E+05,109.98,2.44E+06,501.95,1.11E+07
030519Abl_EP5,97,I,18159,324.06,191.93,83.647,18.251,3.31E+05,138.61,2.52E+06,454.07,8.25E+06
030519Abl_EP5,98,I,16735,317.76,287.79,84.359,18.342,3.07E+05,225.88,3.78E+06,460.85,7.71E+06
