Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
012219Abl_EJ4,1,I,15022,225.69,237.59,3.6642,19.799,2.97E+05,363.45,5.46E+06,459.7,6.91E+06,
012219Abl_EJ4,2,I,16786,303.43,286.84,4.3515,19.68,3.30E+05,326.16,5.48E+06,445.67,7.48E+06,
012219Abl_EJ4,3,I,20785,141.75,306.69,5.7527,19.781,4.11E+05,299.96,6.23E+06,418.81,8.70E+06,
012219Abl_EJ4,4,I,30396,380.5,254.35,6.6418,19.405,5.90E+05,213.99,6.50E+06,416.27,1.27E+07,
012219Abl_EJ4,5,I,14759,59.644,259.84,5.3512,19.353,2.86E+05,191.85,2.83E+06,399.57,5.90E+06,
012219Abl_EJ4,6,I,20223,137.3,232.04,7.7303,20.093,4.06E+05,339.86,6.87E+06,354.89,7.18E+06,
012219Abl_EJ4,8,M,22605,260.91,164.74,9.7307,18.899,4.27E+05,98.133,2.22E+06,471.7,1.07E+07,
012219Abl_EJ4,9,I,20613,190.86,188.88,8.0429,20.596,4.25E+05,257.59,5.31E+06,380.66,7.85E+06,
012219Abl_EJ4,10,I,10566,150.3,157.04,10.302,19.066,2.01E+05,192.39,2.03E+06,389.79,4.12E+06,
012219Abl_EJ4,11,I,11081,162.83,270.77,11.282,19.539,2.17E+05,241.34,2.67E+06,345.71,3.83E+06,
012219Abl_EJ4,12,I,17272,76.147,237.9,11.412,19.531,3.37E+05,247.92,4.28E+06,393.38,6.79E+06,
012219Abl_EJ4,13,I,24692,248.76,358.7,10.398,19.21,4.74E+05,238.45,5.89E+06,381.24,9.41E+06,
012219Abl_EJ4,14,I,14420,101.38,181.63,12.374,19.728,2.84E+05,193.8,2.79E+06,449.68,6.48E+06,
012219Abl_EJ4,15,I,19214,112.88,301.83,13.865,19.992,3.84E+05,303.09,5.82E+06,545.77,1.05E+07,
012219Abl_EJ4,16,M,26736,330.15,145.43,15.784,18.812,5.03E+05,102.71,2.75E+06,389.8,1.04E+07,
012219Abl_EJ4,17,I,16541,98.417,354.62,17.314,19.492,3.22E+05,237.77,3.93E+06,439.63,7.27E+06,
012219Abl_EJ4,21,I,13879,418.23,176.3,21.065,19.646,2.73E+05,258.08,3.58E+06,317.9,4.41E+06,
012219Abl_EJ4,22,I,11535,133.1,212.4,19.748,19.803,2.28E+05,267.78,3.09E+06,341.66,3.94E+06,
012219Abl_EJ4,23,I,17494,52.056,286.16,20.702,19.104,3.34E+05,152.53,2.67E+06,384.32,6.72E+06,
012219Abl_EJ4,24,M,14987,157.76,356.24,21.317,19.466,2.92E+05,120.13,1.80E+06,431.83,6.47E+06,
012219Abl_EJ4,25,I,14194,245.23,97.07,22.438,19.179,2.72E+05,188.84,2.68E+06,379.18,5.38E+06,
012219Abl_EJ4,26,I,16046,82.123,137.76,26.422,19.355,3.11E+05,267.22,4.29E+06,361.19,5.80E+06,
012219Abl_EJ4,27,I,14346,416.46,355.6,23.988,20.105,2.88E+05,403.29,5.79E+06,398.4,5.72E+06,
012219Abl_EJ4,28,M,12161,227.63,402.45,23.626,19.012,2.31E+05,133.73,1.63E+06,417.65,5.08E+06,
012219Abl_EJ4,29,I,13951,136.2,300.25,23.924,19.4,2.71E+05,232.66,3.25E+06,423.09,5.90E+06,
012219Abl_EJ4,30,I,12421,104.49,250.11,24.484,20.066,2.49E+05,335.61,4.17E+06,522.04,6.48E+06,
012219Abl_EJ4,31,I,10019,130.96,154.65,25.965,19.458,1.95E+05,244.89,2.45E+06,474.42,4.75E+06,
012219Abl_EJ4,32,I,14215,48.209,227.28,26.276,19.097,2.71E+05,212.46,3.02E+06,395.25,5.62E+06,
012219Abl_EJ4,33,I,14579,77.181,185.15,27.418,19.327,2.82E+05,226.59,3.30E+06,422.46,6.16E+06,
012219Abl_EJ4,34,I,14951,70.641,300.85,27.924,19.104,2.86E+05,172.56,2.58E+06,386.89,5.78E+06,
012219Abl_EJ4,35,I,16834,102.61,349.73,31.159,19.149,3.22E+05,211.9,3.57E+06,385.1,6.48E+06,
012219Abl_EJ4,36,I,18686,361.54,94.2,33.895,19.17,3.58E+05,229.59,4.29E+06,443.2,8.28E+06,
012219Abl_EJ4,37,I,11492,463.16,200.58,33.878,19.727,2.27E+05,205.38,2.36E+06,463.02,5.32E+06,
012219Abl_EJ4,38,I,9605,7.8599,255.31,33.468,18.75,1.80E+05,152.43,1.46E+06,173.14,1.66E+06,
012219Abl_EJ4,39,I,12854,153.73,382.91,34.583,18.904,2.43E+05,158.62,2.04E+06,459.74,5.91E+06,
012219Abl_EJ4,40,I,18356,350.85,430.83,35.997,19.301,3.54E+05,225.17,4.13E+06,423.29,7.77E+06,
012219Abl_EJ4,41,I,16724,471.4,307.56,38.328,19.416,3.25E+05,211.44,3.54E+06,576.42,9.64E+06,
012219Abl_EJ4,42,I,22652,106.38,176.22,36.546,18.9,4.28E+05,152.32,3.45E+06,440.86,9.99E+06,
