Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
121917Abl_CE1,1,I,15869,256.1,264.31,4.5103,238.29,3.78E+06,192.46,3.05E+06,PRE
121917Abl_CE1,2,I,16481,179.24,231.9,5.7734,291.44,4.80E+06,197.46,3.25E+06,PRE
121917Abl_CE1,3,I,23742,231.62,152.66,7.3218,196.91,4.68E+06,193.13,4.59E+06,PRE
121917Abl_CE1,6,I,13608,73.48,229.54,12.824,36.408,4.95E+05,222.97,3.03E+06,EPI
121917Abl_CE1,6.2,I,13608,107,282,10,40.476,,166.376,,EPI
121917Abl_CE1,7,I,20041,177.2,204.77,14.534,199,3.99E+06,184.8,3.70E+06,PRE
121917Abl_CE1,9,I,34616,168.19,315.86,14.289,133.29,4.61E+06,180.68,6.25E+06,PRE
121917Abl_CE1,11,I,27112,103,331,17,44.527,,191.083,,EPI
121917Abl_CE1,12,I,27112,115.02,188.05,26.533,140.95,3.82E+06,170.21,4.61E+06,PRE
121917Abl_CE1,14,I,25266,140.22,384.91,27.014,154.37,3.90E+06,172.22,4.35E+06,PRE
121917Abl_CE1,15,I,19831,160.73,82.869,32.969,166.35,3.30E+06,215.12,4.27E+06,PRE
121917Abl_CE1,16,I,21116,91.934,358.36,32.705,136.14,2.87E+06,196.79,4.16E+06,PRE
121917Abl_CE1,18,I,16647,275.4,34.009,40.96,225.72,3.76E+06,209.42,3.49E+06,PRE
121917Abl_CE1,19,I,25407,61.987,249.14,42.627,104.72,2.66E+06,145.83,3.71E+06,PRE
121917Abl_CE1,21,I,25337,57.641,334.56,49.628,76.893,1.95E+06,169.99,4.31E+06,PRE
121917Abl_CE1,22,I,17901,34.749,216.36,52.794,82.133,1.47E+06,147.98,2.65E+06,PRE
121917Abl_CE1,23,I,16211,236.26,34.575,55.935,126.14,2.04E+06,196.49,3.19E+06,PRE
121917Abl_CE1,24,I,33656,153.15,86.516,52.836,67.747,2.28E+06,192.06,6.46E+06,PRE
121917Abl_CE1,25,I,36987,84.822,146.24,61.267,71.849,2.66E+06,145.54,5.38E+06,PRE
121917Abl_CE1,26,I,22659,59.125,329.94,66.227,58.833,1.33E+06,132.23,3.00E+06,PRE
