Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
121918Abl_EF2,1,I,17652,142.62,231.86,5.7836,18.948,3.34E+05,198.63,3.51E+06,275.97,4.87E+06,
121918Abl_EF2,2,I,12480,309.12,236.44,6.4774,19.161,2.39E+05,231.6,2.89E+06,203.27,2.54E+06,
121918Abl_EF2,3,I,11669,298.18,297.06,6.096,19.16,2.24E+05,229.2,2.67E+06,246.24,2.87E+06,
121918Abl_EF2,4,I,14837,218.78,194.57,8.4247,19.092,2.83E+05,183.5,2.72E+06,305.46,4.53E+06,
121918Abl_EF2,5,I,11091,258.08,231.36,8.18,19.301,2.14E+05,255.41,2.83E+06,226.38,2.51E+06,
121918Abl_EF2,6,I,10547,231.71,261.96,6.8184,18.987,2.00E+05,252.51,2.66E+06,201.1,2.12E+06,
121918Abl_EF2,7,I,9510,196.59,277.22,6.487,19.123,1.82E+05,228.19,2.17E+06,312.58,2.97E+06,
121918Abl_EF2,8,I,12289,189.62,144.52,8.2008,18.642,2.29E+05,210.03,2.58E+06,226.65,2.79E+06,
121918Abl_EF2,9,I,21112,387.03,238.55,9.0626,19.078,4.03E+05,204.86,4.32E+06,241.15,5.09E+06,
121918Abl_EF2,10,I,13182,372.86,298.62,7.6601,19.023,2.51E+05,194.84,2.57E+06,281.63,3.71E+06,
121918Abl_EF2,11,I,12403,332.4,187.62,9.0247,19.016,2.36E+05,202.64,2.51E+06,255.99,3.18E+06,
121918Abl_EF2,12,I,19971,233.93,334.22,8.7444,18.582,3.71E+05,190.7,3.81E+06,218.23,4.36E+06,
121918Abl_EF2,13,I,9231,320.67,334.97,9.3693,18.649,1.72E+05,159.3,1.47E+06,330.8,3.05E+06,
121918Abl_EF2,14,I,10347,290.59,172.1,11.757,19.101,1.98E+05,236.95,2.45E+06,190.15,1.97E+06,
121918Abl_EF2,15,I,9222,159.18,273.55,12.836,19.238,1.77E+05,229.5,2.12E+06,239.95,2.21E+06,
121918Abl_EF2,16,I,14964,134.79,332.49,11.276,18.857,2.82E+05,252.75,3.78E+06,316.87,4.74E+06,
121918Abl_EF2,18,I,13994,183.75,305.65,16.649,18.7,2.62E+05,190.75,2.67E+06,271.93,3.81E+06,
121918Abl_EF2,19,I,12515,425.97,320.78,15.801,19.224,2.41E+05,278.45,3.48E+06,281.96,3.53E+06,
121918Abl_EF2,20,I,12844,127.97,192.35,17.186,19.526,2.51E+05,345.52,4.44E+06,267.53,3.44E+06,
121918Abl_EF2,20.2,M,12844,178,189,16,19.003,,108.354,,267.852,,
121918Abl_EF2,21,I,6834,408.41,256.99,15.494,19.274,1.32E+05,314.05,2.15E+06,290.07,1.98E+06,
121918Abl_EF2,22,I,14830,109.11,266.46,16.784,18.86,2.80E+05,189.01,2.80E+06,311.25,4.62E+06,
121918Abl_EF2,23,I,11020,379.71,347.43,15.705,18.989,2.09E+05,228.26,2.52E+06,365.03,4.02E+06,
121918Abl_EF2,25,I,10004,157.38,241.35,18.141,18.737,1.87E+05,232.6,2.33E+06,264.17,2.64E+06,
121918Abl_EF2,26,I,11078,257.35,145.08,19.138,18.828,2.09E+05,239.79,2.66E+06,340.33,3.77E+06,
121918Abl_EF2,27,I,15162,63.27,260.24,19.469,18.924,2.87E+05,182.75,2.77E+06,305.98,4.64E+06,
121918Abl_EF2,28,I,7957,168.86,369.91,18.632,18.973,1.51E+05,212.94,1.69E+06,264.1,2.10E+06,
121918Abl_EF2,29,I,18537,221.42,167.13,22.18,18.57,3.44E+05,168.73,3.13E+06,268.84,4.98E+06,
121918Abl_EF2,30,I,13826,370.74,174.37,19.455,18.769,2.60E+05,179.82,2.49E+06,253.96,3.51E+06,
121918Abl_EF2,31,I,10515,449.14,265.92,19.623,19.462,2.05E+05,285.81,3.01E+06,266.59,2.80E+06,
121918Abl_EF2,32,I,9812,335.52,373.09,19.068,18.941,1.86E+05,184.34,1.81E+06,311.32,3.05E+06,
121918Abl_EF2,33,I,9116,81.799,171.69,21.056,19.148,1.75E+05,216.63,1.97E+06,238.64,2.18E+06,
121918Abl_EF2,34,I,9184,416.24,212.79,21.006,18.873,1.73E+05,263.09,2.42E+06,280.87,2.58E+06,
121918Abl_EF2,35,I,8397,289.07,390.49,21.542,18.749,1.57E+05,181.47,1.52E+06,284.98,2.39E+06,
121918Abl_EF2,36,I,12498,194.44,118.96,23.335,18.433,2.30E+05,227.24,2.84E+06,214.57,2.68E+06,
121918Abl_EF2,37,I,10471,314.01,133.79,21.844,19.303,2.02E+05,179.1,1.88E+06,285.78,2.99E+06,
121918Abl_EF2,38,I,10229,94.901,293.02,23.298,18.404,1.88E+05,189.75,1.94E+06,224.87,2.30E+06,
121918Abl_EF2,39,I,9444,188.64,284.04,23.551,18.483,1.75E+05,205.38,1.94E+06,236.77,2.24E+06,
121918Abl_EF2,40,I,10883,148.94,347.45,24.571,18.686,2.03E+05,211.17,2.30E+06,254.42,2.77E+06,
121918Abl_EF2,42,I,9951,139.61,262.46,25.24,18.309,1.82E+05,170.31,1.69E+06,234.34,2.33E+06,
121918Abl_EF2,43,I,10336,193.69,347.72,25.769,18.112,1.87E+05,168.15,1.74E+06,271.89,2.81E+06,
121918Abl_EF2,44,I,5970,230.76,257.98,27.646,17.937,1.07E+05,135.78,8.11E+05,204.96,1.22E+06,
121918Abl_EF2,45,I,10329,136.26,305.85,27.485,18.516,1.91E+05,213.42,2.20E+06,235.99,2.44E+06,
121918Abl_EF2,46,I,10543,455.47,313.03,26.837,18.471,1.95E+05,191.16,2.02E+06,237.44,2.50E+06,
121918Abl_EF2,47,I,9876,420.13,354.84,26.141,18.321,1.81E+05,156.14,1.54E+06,228.28,2.25E+06,
121918Abl_EF2,48,I,14982,171.03,199.72,26.078,18.164,2.72E+05,151.49,2.27E+06,264.41,3.96E+06,
121918Abl_EF2,49,I,19558,83.263,214.11,30.422,18.635,3.64E+05,211.85,4.14E+06,247.39,4.84E+06,
