Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
100819Abl_FN11,1,I,21639,327.5,255.16,4.8439,21.764,4.71E+05,216.78,4.69E+06,322.56,6.98E+06,F
100819Abl_FN11,2,I,18285,272.72,329.17,5.395,22.495,4.11E+05,318.43,5.82E+06,297,5.43E+06,F
100819Abl_FN11,3,I,15159,242.05,216.92,5.6715,22.821,3.46E+05,346.13,5.25E+06,306.48,4.65E+06,F
100819Abl_FN11,4,I,11196,103.09,228.98,6.0397,22.323,2.50E+05,329.03,3.68E+06,350.35,3.92E+06,F
100819Abl_FN11,5,I,23754,173.43,362.09,8.8963,22.738,5.40E+05,314.64,7.47E+06,273.14,6.49E+06,F
100819Abl_FN11,8,I,26175,210.75,289.42,8.9446,22.089,5.78E+05,266.29,6.97E+06,317.28,8.30E+06,F
100819Abl_FN11,9,I,14177,79.498,330.53,8.8747,22.655,3.21E+05,386.81,5.48E+06,346.54,4.91E+06,F
100819Abl_FN11,10,M,40870,127.29,176.21,16.95,21.798,8.91E+05,106.12,4.34E+06,388.9,1.59E+07,F
100819Abl_FN11,11,I,25005,194.01,219.95,15.182,22.162,5.54E+05,241.03,6.03E+06,233.55,5.84E+06,T
100819Abl_FN11,12,I,22439,142.39,293.46,16.765,22.159,4.97E+05,215.22,4.83E+06,418.13,9.38E+06,T
100819Abl_FN11,13,I,16750,226.33,136.79,17.102,22.871,3.83E+05,413.71,6.93E+06,300.72,5.04E+06,F
100819Abl_FN11,14,I,21266,70.175,284.62,18.76,22.401,4.76E+05,241.12,5.13E+06,353.44,7.52E+06,F
100819Abl_FN11,15,I,14449,123.15,370.3,18.438,22.552,3.26E+05,262.97,3.80E+06,403.5,5.83E+06,F
100819Abl_FN11,19,I,16298,329.66,431.81,26.91,22.191,3.62E+05,257.37,4.19E+06,358.39,5.84E+06,F
100819Abl_FN11,20,I,15637,384.16,120.3,28.346,22.826,3.57E+05,339.32,5.31E+06,379.22,5.93E+06,F
100819Abl_FN11,21,I,11089,37.832,245.16,28.467,22.155,2.46E+05,271.08,3.01E+06,363.02,4.03E+06,F
100819Abl_FN11,22,I,32570,176.96,376.3,27.673,21.872,7.12E+05,169.45,5.52E+06,277.97,9.05E+06,F
100819Abl_FN11,23,I,19678,190.58,430.7,30.952,21.986,4.33E+05,215.79,4.25E+06,444.93,8.76E+06,F
100819Abl_FN11,24,I,16143,458.87,314.94,31.051,22.72,3.67E+05,315.25,5.09E+06,373.38,6.03E+06,F
100819Abl_FN11,25,I,35315,145.22,185.79,32.092,21.773,7.69E+05,177.69,6.28E+06,384.01,1.36E+07,F
100819Abl_FN11,26,I,26397,150.85,258.17,31.349,21.596,5.70E+05,199.06,5.25E+06,372.4,9.83E+06,T
100819Abl_FN11,27,I,25303,75.844,257.78,37.568,21.636,5.47E+05,188.22,4.76E+06,339.46,8.59E+06,T
100819Abl_FN11,28,I,10675,43.941,331.99,36.075,22.347,2.39E+05,293,3.13E+06,236.08,2.52E+06,F
100819Abl_FN11,29,I,15531,80.789,327.42,39.674,21.916,3.40E+05,217.02,3.37E+06,293.14,4.55E+06,F
100819Abl_FN11,30,I,29885,142.31,321.63,42.652,21.442,6.41E+05,134.23,4.01E+06,309.64,9.25E+06,F
100819Abl_FN11,31,I,23158,241.77,89.892,42.556,21.34,4.94E+05,166.05,3.85E+06,215.71,5.00E+06,F
100819Abl_FN11,32,I,24238,132.84,197.23,45.346,21.353,5.18E+05,155.97,3.78E+06,300.21,7.28E+06,F
100819Abl_FN11,33,I,28702,171.25,409.42,45.638,21.362,6.13E+05,185.94,5.34E+06,313.77,9.01E+06,F
100819Abl_FN11,34,I,24474,159.24,169.88,52.912,21.133,5.17E+05,128.99,3.16E+06,349.33,8.55E+06,F
100819Abl_FN11,35,I,29984,103.64,262.65,51.815,21.289,6.38E+05,147.13,4.41E+06,318.87,9.56E+06,F
100819Abl_FN11,36,I,19276,125.54,355.56,53.795,21.316,4.11E+05,177.9,3.43E+06,311.67,6.01E+06,F
100819Abl_FN11,37,I,23898,298.53,412.97,62.093,21.075,5.04E+05,119.74,2.86E+06,343.43,8.21E+06,F
100819Abl_FN11,38,I,37923,298.57,161.99,65.483,21.096,8.00E+05,101.86,3.86E+06,446.56,1.69E+07,F
100819Abl_FN11,39,I,30328,399.68,278.87,65.202,21.133,6.41E+05,109.53,3.32E+06,345.63,1.05E+07,F
100819Abl_FN11,40,I,26962,203.15,293.15,69.366,20.963,5.65E+05,115.34,3.11E+06,291.9,7.87E+06,F
