Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
121818Abl_EE5,30,I,9434,96.771,275.08,24.573,31.767,3.00E+05,290.13,2.74E+06,181.26,1.71E+06,DP
121818Abl_EE5,9,I,15726,164.93,294.07,10.561,31.302,4.92E+05,159.16,2.50E+06,242.67,3.82E+06,DP
121818Abl_EE5,15,I,18391,101.28,286.96,14.664,30.837,5.67E+05,225.73,4.15E+06,174.84,3.22E+06,DP
121818Abl_EE5,14,I,17847,127.38,235.89,16.236,29.921,5.34E+05,148.4,2.65E+06,190.32,3.40E+06,DP
121818Abl_EE5,43,I,15610,144.06,333.74,34.385,26.665,4.16E+05,104.16,1.63E+06,180.12,2.81E+06,DP
121818Abl_EE5,66,M,5724,108.66,235.68,46.28,22.869,1.31E+05,61.225,3.50E+05,197.53,1.13E+06,DP
121818Abl_EE5,60,I,7383,140.14,359.25,39.838,21.29,1.57E+05,97.419,7.19E+05,189.87,1.40E+06,DP
121818Abl_EE5,54,I,14308,67.13,323.05,41.319,20.851,2.98E+05,78.803,1.13E+06,175.95,2.52E+06,DP
121818Abl_EE5,22,I,9128,100.15,330.51,19.937,22.18,2.02E+05,159.23,1.45E+06,188.43,1.72E+06,EPI
121818Abl_EE5,32,I,9806,75.742,211.58,26.292,22.151,2.17E+05,131.41,1.29E+06,210.5,2.06E+06,EPI
121818Abl_EE5,37,I,12688,105.29,177.6,29.943,20.788,2.64E+05,231.56,2.94E+06,197.79,2.51E+06,EPI
121818Abl_EE5,56,I,12686,132.26,181.09,41.716,19.933,2.53E+05,181.06,2.30E+06,187.58,2.38E+06,EPI
121818Abl_EE5,34,I,12366,59.909,272.61,29.022,19.781,2.45E+05,204.81,2.53E+06,180.26,2.23E+06,EPI
121818Abl_EE5,57,I,8648,158.75,211.84,40.431,18.705,1.62E+05,94.974,8.21E+05,234.44,2.03E+06,EPI
121818Abl_EE5,63,I,13889,142.45,265.82,47.552,18.475,2.57E+05,63.198,8.78E+05,167.78,2.33E+06,EPI
121818Abl_EE5,71,I,10807,122.56,320.33,51.318,18,1.95E+05,53.984,5.83E+05,193.04,2.09E+06,EPI
121818Abl_EE5,75,I,14644,147.96,312.8,58.005,17.886,2.62E+05,51.362,7.52E+05,154.86,2.27E+06,EPI
121818Abl_EE5,76,I,13390,155.13,229.82,55.965,17.299,2.32E+05,53.632,7.18E+05,164.61,2.20E+06,EPI
121818Abl_EE5,25,I,10426,152.65,332.45,21.925,57.9,6.04E+05,187.2,1.95E+06,209.53,2.18E+06,PRE
121818Abl_EE5,28,I,13728,166.1,234.2,25.464,52.507,7.21E+05,119.67,1.64E+06,164.02,2.25E+06,PRE
121818Abl_EE5,27,I,15457,165.75,189.07,24.312,47.494,7.34E+05,146.14,2.26E+06,231.62,3.58E+06,PRE
121818Abl_EE5,35,I,12261,171.94,349.33,28.849,42.615,5.23E+05,153.05,1.88E+06,200.25,2.46E+06,PRE
121818Abl_EE5,53,I,20493,174.62,298.89,41.989,36.583,7.50E+05,69.594,1.43E+06,184.83,3.79E+06,PRE
121818Abl_EE5,36,I,18473,108.83,237.35,31.504,36.425,6.73E+05,174.62,3.23E+06,184.95,3.42E+06,PRE
121818Abl_EE5,64,I,23290,78.592,286.24,47.138,29.065,6.77E+05,62.707,1.46E+06,174.24,4.06E+06,PRE
121818Abl_EE5,18,I,12335,235.87,130.8,19.934,20.222,2.49E+05,248.84,3.07E+06,196.37,2.42E+06,TE
121818Abl_EE5,20,I,7566,435.11,362.56,18.755,20.083,1.52E+05,269.99,2.04E+06,244.8,1.85E+06,TE
121818Abl_EE5,10,I,14195,150.89,341.58,10.018,20.039,2.84E+05,170.75,2.42E+06,239.66,3.40E+06,TE
121818Abl_EE5,8,I,20964,421.39,197.24,10.219,19.916,4.18E+05,339.67,7.12E+06,173.79,3.64E+06,TE
121818Abl_EE5,38,I,13692,39.343,226.1,32.68,19.709,2.70E+05,110.28,1.51E+06,185.6,2.54E+06,TE
121818Abl_EE5,4,I,15026,233.96,213.18,5.0353,19.63,2.95E+05,197.24,2.96E+06,191.65,2.88E+06,TE
121818Abl_EE5,7,I,19202,133.18,259.49,5.7795,19.624,3.77E+05,127.34,2.45E+06,184.68,3.55E+06,TE
121818Abl_EE5,21,I,7580,369.58,398.33,18.216,19.592,1.49E+05,245.26,1.86E+06,232.73,1.76E+06,TE
121818Abl_EE5,16,I,10981,370.68,128.56,17.609,19.551,2.15E+05,237.43,2.61E+06,197.44,2.17E+06,TE
121818Abl_EE5,26,I,10723,91.556,370.2,22.988,19.396,2.08E+05,139.13,1.49E+06,204.29,2.19E+06,TE
121818Abl_EE5,17,I,13067,55.089,294.17,17.828,19.276,2.52E+05,199.04,2.60E+06,213.09,2.78E+06,TE
121818Abl_EE5,29,I,9057,157.24,150.4,24.625,19.204,1.74E+05,139.91,1.27E+06,275.84,2.50E+06,TE
121818Abl_EE5,13,I,18959,128.53,185.56,15.371,19.156,3.63E+05,130.03,2.47E+06,220.51,4.18E+06,TE
121818Abl_EE5,23,I,15259,478.99,287.44,22.221,19.088,2.91E+05,215.36,3.29E+06,185.02,2.82E+06,TE
121818Abl_EE5,5,I,11809,204.19,262.83,4.9841,19.078,2.25E+05,126.78,1.50E+06,176.04,2.08E+06,TE
121818Abl_EE5,46,I,7987,489.06,225.42,36.69,19.023,1.52E+05,241.1,1.93E+06,171.22,1.37E+06,TE
121818Abl_EE5,31,I,9490,169.55,391.66,24.754,18.972,1.80E+05,142.91,1.36E+06,195.52,1.86E+06,TE
121818Abl_EE5,3,I,15040,246.18,325.02,4.379,18.906,2.84E+05,144.68,2.18E+06,208.75,3.14E+06,TE
121818Abl_EE5,12,I,11556,301.23,396.02,13.084,18.777,2.17E+05,145.36,1.68E+06,173.34,2.00E+06,TE
121818Abl_EE5,51,I,11864,304.35,89.479,39.835,18.711,2.22E+05,194.8,2.31E+06,185.81,2.20E+06,TE
121818Abl_EE5,55,I,17457,405.52,122.51,41.991,18.618,3.25E+05,273.44,4.77E+06,107.91,1.88E+06,TE
121818Abl_EE5,41,I,9192,461.91,171.87,34.506,18.607,1.71E+05,179.96,1.65E+06,178.01,1.64E+06,TE
