Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum
121018Abl_EC4,48,I,9632,420.5,417.82,42.178,18.535,1.79E+05,150.36,1.45E+06,185.89,1.79E+06
121018Abl_EC4,49,I,15557,395.98,77.552,42.663,18.076,2.81E+05,81.571,1.27E+06,215.27,3.35E+06
121018Abl_EC4,50,I,13175,71.57,175.02,42.763,17.927,2.36E+05,100.54,1.32E+06,181.81,2.40E+06
121018Abl_EC4,51,I,11704,246.22,41.74,47.08,18.348,2.15E+05,124.13,1.45E+06,149.4,1.75E+06
121018Abl_EC4,52,I,14010,40.363,268.42,44.384,17.901,2.51E+05,80.29,1.12E+06,182.56,2.56E+06
121018Abl_EC4,53,I,16197,88.752,136.93,47.809,17.966,2.91E+05,84.264,1.36E+06,203.39,3.29E+06
121018Abl_EC4,54,I,15464,37.205,225.47,50.79,18.108,2.80E+05,84.449,1.31E+06,166.69,2.58E+06
121018Abl_EC4,55,I,7747,74.513,224.86,47.409,17.489,1.35E+05,68.308,5.29E+05,179.62,1.39E+06
121018Abl_EC4,56,I,5918,507.62,265.2,52.458,18.396,1.09E+05,127.12,7.52E+05,187.3,1.11E+06
121018Abl_EC4,57,I,15669,74.324,333.26,52.955,17.676,2.77E+05,55.152,8.64E+05,185.31,2.90E+06
121018Abl_EC4,58,I,12066,132.46,70.053,54.259,17.835,2.15E+05,79.482,9.59E+05,181.93,2.20E+06
121018Abl_EC4,59,I,23939,174.15,440.67,54.928,17.879,4.28E+05,61.024,1.46E+06,137.12,3.28E+06
121018Abl_EC4,60,I,10251,449.61,110.83,58.208,18.248,1.87E+05,116.59,1.20E+06,182.44,1.87E+06
121018Abl_EC4,61,I,11187,297.11,467.85,58.163,18.16,2.03E+05,88.405,9.89E+05,110.38,1.23E+06
121018Abl_EC4,62,I,22199,58.562,279.51,59.27,17.522,3.89E+05,47.086,1.05E+06,149.97,3.33E+06
121018Abl_EC4,63,I,14357,65.165,152.1,61.946,17.496,2.51E+05,55.574,7.98E+05,150.64,2.16E+06
121018Abl_EC4,64,I,10299,488.41,172.57,60.972,18.229,1.88E+05,98.307,1.01E+06,151.83,1.56E+06
121018Abl_EC4,65,I,23181,26.413,253.3,64.743,17.767,4.12E+05,42.65,9.89E+05,138.47,3.21E+06
121018Abl_EC4,66,I,12481,401.79,447.08,62.423,18.015,2.25E+05,71.664,8.94E+05,101.53,1.27E+06
121018Abl_EC4,67,I,15885,341.78,461.76,63.745,17.94,2.85E+05,59.079,9.38E+05,103.92,1.65E+06
121018Abl_EC4,68,I,12210,490.41,361.02,66.877,18.07,2.21E+05,78.109,9.54E+05,99.773,1.22E+06
121018Abl_EC4,69,I,14144,319.01,52.008,67.131,18.07,2.56E+05,68.393,9.67E+05,139.96,1.98E+06
121018Abl_EC4,70,I,17125,390.94,70.392,65.46,17.943,3.07E+05,76.667,1.31E+06,144.07,2.47E+06
121018Abl_EC4,71,I,22536,73.298,327.78,69.457,17.424,3.93E+05,40.656,9.16E+05,145.2,3.27E+06
121018Abl_EC4,72,I,6815,494.59,193.79,73.324,17.911,1.22E+05,79.564,5.42E+05,69.95,4.77E+05
121018Abl_EC4,73,I,7646,504.95,299.04,73.335,17.947,1.37E+05,94.515,7.23E+05,123.26,9.42E+05
121018Abl_EC4,74,I,16115,224.22,60.322,77.656,17.438,2.81E+05,52.668,8.49E+05,117.76,1.90E+06
121018Abl_EC4,75,I,13153,487.29,231.61,83.441,17.619,2.32E+05,90.407,1.19E+06,171.55,2.26E+06
121018Abl_EC4,76,I,14815,207.98,427.84,83.029,17.446,2.58E+05,46.274,6.86E+05,189.39,2.81E+06
121018Abl_EC4,77,I,14043,334.49,445.03,80.753,17.604,2.47E+05,64.925,9.12E+05,226.73,3.18E+06
121018Abl_EC4,78,I,17647,103.23,144.31,79.652,17.349,3.06E+05,39.129,6.91E+05,139.98,2.47E+06
121018Abl_EC4,79,I,15163,422.3,133.41,85.858,17.481,2.65E+05,54.617,8.28E+05,208.65,3.16E+06
121018Abl_EC4,80,I,7472,470.56,325.05,86.569,17.748,1.33E+05,131.92,9.86E+05,187.14,1.40E+06
121018Abl_EC4,81,I,14018,294.48,83.455,87.721,17.463,2.45E+05,49.408,6.93E+05,208.62,2.92E+06
121018Abl_EC4,82,I,20784,151.01,105.5,87.051,17.287,3.59E+05,44.959,9.34E+05,182.39,3.79E+06
121018Abl_EC4,83,I,34478,81.191,219.01,87.455,17.243,5.95E+05,33.652,1.16E+06,140.08,4.83E+06
121018Abl_EC4,84,I,19769,161.63,382.15,91.385,17.433,3.45E+05,44.698,8.84E+05,234.88,4.64E+06
121018Abl_EC4,85,I,27737,402.98,374.57,95.316,17.499,4.85E+05,58.896,1.63E+06,181.58,5.04E+06
121018Abl_EC4,86,I,22694,333.98,123.23,99.348,17.274,3.92E+05,52.28,1.19E+06,197.73,4.49E+06
121018Abl_EC4,87,I,33206,295.2,392.76,100.7,17.339,5.76E+05,42.443,1.41E+06,199.96,6.64E+06
121018Abl_EC4,88,I,32675,411.74,253.56,103.59,17.416,5.69E+05,48.705,1.59E+06,198.91,6.50E+06
121018Abl_EC4,89,I,28035,140.59,315.56,104.13,17.193,4.82E+05,35.39,9.92E+05,169.57,4.75E+06
121018Abl_EC4,90,I,17747,166.26,226.53,104.96,17.333,3.08E+05,44.956,7.98E+05,152.8,2.71E+06
121018Abl_EC4,91,I,16770,245.25,166.31,105.72,17.39,2.92E+05,59.392,9.96E+05,219.87,3.69E+06
121018Abl_EC4,92,I,16248,315.9,186.34,107.22,17.49,2.84E+05,58.465,9.50E+05,150.28,2.44E+06
121018Abl_EC4,93,I,12669,278.13,288.69,108.38,17.392,2.20E+05,64.48,8.17E+05,198.76,2.52E+06
