Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
100719Abl_FM9,1,I,13999,266.27,189.27,5.557,21.537,3.01E+05,254.73,3.57E+06,362.77,5.08E+06,F
100719Abl_FM9,2,I,12415,206.43,214.68,6.1443,22.233,2.76E+05,333.01,4.13E+06,294.31,3.65E+06,F
100719Abl_FM9,3,I,14409,135.33,262.46,5.1791,22.461,3.24E+05,370.14,5.33E+06,423.92,6.11E+06,F
100719Abl_FM9,4,I,13491,249.6,286.35,5.3858,21.665,2.92E+05,288.7,3.89E+06,426.42,5.75E+06,F
100719Abl_FM9,5,I,21483,350.38,213.63,6.4807,21.693,4.66E+05,252.32,5.42E+06,305.9,6.57E+06,F
100719Abl_FM9,6,I,14221,194.23,306.24,8.7515,22.053,3.14E+05,272.15,3.87E+06,333.65,4.74E+06,F
100719Abl_FM9,7,I,24024,145.58,195.86,10.114,21.746,5.22E+05,202.7,4.87E+06,416.84,1.00E+07,F
100719Abl_FM9,9,I,11200,239.08,360.58,14.579,22.583,2.53E+05,412.61,4.62E+06,292.77,3.28E+06,F
100719Abl_FM9,10,I,16726,170.2,244.91,17.38,21.725,3.63E+05,255.64,4.28E+06,269.6,4.51E+06,T
100719Abl_FM9,11,I,10702,60.526,270.16,14.091,22.536,2.41E+05,372.48,3.99E+06,402.66,4.31E+06,F
100719Abl_FM9,12,I,14383,400.51,300.68,15.859,21.915,3.15E+05,290.3,4.18E+06,333.83,4.80E+06,F
100719Abl_FM9,13,I,17048,114.93,289.71,14.726,22.007,3.75E+05,263.83,4.50E+06,370.86,6.32E+06,T
100719Abl_FM9,14,I,7875,222.98,121.28,18.555,22.566,1.78E+05,422.6,3.33E+06,349.55,2.75E+06,F
100719Abl_FM9,15,I,9247,108.41,157.22,17.916,22.446,2.08E+05,378.16,3.50E+06,384.82,3.56E+06,F
100719Abl_FM9,16,I,11295,51.306,189.29,18.922,22.448,2.54E+05,394.31,4.45E+06,371.05,4.19E+06,F
100719Abl_FM9,17,I,10082,136.62,351.29,18.103,22.312,2.25E+05,351.04,3.54E+06,415.04,4.18E+06,F
100719Abl_FM9,18,I,15211,80.83,235.82,21.072,21.663,3.30E+05,244.05,3.71E+06,353.29,5.37E+06,T
100719Abl_FM9,19,I,14987,163.94,309.88,23.326,21.405,3.21E+05,187.94,2.82E+06,248.04,3.72E+06,T
100719Abl_FM9,20,M,18679,123.78,204.97,25.93,21.021,3.93E+05,142.09,2.65E+06,356.88,6.67E+06,F
100719Abl_FM9,21,I,11602,166.14,163.86,27.321,21.012,2.44E+05,200.57,2.33E+06,392.67,4.56E+06,F
100719Abl_FM9,22,I,20198,66.436,292.58,29.326,21.828,4.41E+05,289.81,5.85E+06,351.25,7.09E+06,F
100719Abl_FM9,23,M,16478,263.92,392.04,26.257,21.226,3.50E+05,142.2,2.34E+06,256.25,4.22E+06,F
100719Abl_FM9,24,I,11631,335.4,99.405,28.066,21.567,2.51E+05,270.03,3.14E+06,293.54,3.41E+06,F
100719Abl_FM9,25,M,9147,122.14,305.19,26.239,21.644,1.98E+05,176.37,1.61E+06,332.19,3.04E+06,T
100719Abl_FM9,26,I,8013,39.258,224.72,31.594,21.516,1.72E+05,356.17,2.85E+06,329.69,2.64E+06,F
