Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
021919Abl_EO3,1,I,9840,126.03,197.98,3.6236,19.525,1.92E+05,178.39,1.76E+06,380.81,3.75E+06,TE
021919Abl_EO3,2,I,11321,291.52,309.6,3.7116,19.348,2.19E+05,254.03,2.88E+06,362.68,4.11E+06,TE
021919Abl_EO3,3,I,12239,334.49,209.35,4.6,19.513,2.39E+05,256.36,3.14E+06,339.6,4.16E+06,TE
021919Abl_EO3,4,I,15092,172.94,295.92,4.3343,20.024,3.02E+05,206.94,3.12E+06,348.11,5.25E+06,TE
021919Abl_EO3,5,I,10797,236.28,255.27,4.8858,19.583,2.11E+05,270.07,2.92E+06,334.2,3.61E+06,TE
021919Abl_EO3,6,I,11656,345.6,268.38,4.8353,19.343,2.25E+05,191.94,2.24E+06,349.49,4.07E+06,TE
021919Abl_EO3,7,I,12076,260.2,179.82,5.8768,18.66,2.25E+05,120.58,1.46E+06,323.32,3.90E+06,TE
021919Abl_EO3,8,I,13442,153.87,250.58,6.27,23.816,3.20E+05,164.81,2.22E+06,310.13,4.17E+06,EPI
021919Abl_EO3,9,I,22953,192.74,166.96,7.4515,19.71,4.52E+05,212.89,4.89E+06,333.26,7.65E+06,TE
021919Abl_EO3,10,I,12853,112.56,241.96,7.7846,21.746,2.80E+05,176.2,2.26E+06,357.07,4.59E+06,EPI
021919Abl_EO3,11,I,13249,63.361,233.12,9.0866,53.285,7.06E+05,253.45,3.36E+06,326.82,4.33E+06,PRE
021919Abl_EO3,13,M,39895,433.2,271.72,10.106,19.395,7.74E+05,144.62,5.77E+06,331.21,1.32E+07,TE
021919Abl_EO3,14,I,22429,268.47,375.12,7.8979,18.946,4.25E+05,158.29,3.55E+06,353.2,7.92E+06,TE
021919Abl_EO3,15,I,14461,365.36,156.83,8.506,18.461,2.67E+05,103.79,1.50E+06,352.32,5.09E+06,TE
021919Abl_EO3,16,I,10239,422.55,200.93,9.0389,19.531,2.00E+05,238.53,2.44E+06,299.73,3.07E+06,TE
021919Abl_EO3,18,I,21335,52.163,295.91,9.751,20.217,4.31E+05,149.82,3.20E+06,360.51,7.69E+06,TE
021919Abl_EO3,19,I,16115,364.46,343.58,7.9357,19.009,3.06E+05,150.57,2.43E+06,381.1,6.14E+06,TE
021919Abl_EO3,20,I,11772,139.21,176.94,11.156,28.742,3.38E+05,176.36,2.08E+06,393.2,4.63E+06,DP
021919Abl_EO3,21,I,15544,174.78,350.67,9.7845,21.833,3.39E+05,216.77,3.37E+06,320.57,4.98E+06,TE
021919Abl_EO3,22,I,10220,60.816,165.58,13.787,19.601,2.00E+05,181.72,1.86E+06,382.34,3.91E+06,TE
021919Abl_EO3,23,I,12676,94.856,185.74,13.551,21.697,2.75E+05,163.81,2.08E+06,316.13,4.01E+06,EPI
021919Abl_EO3,24,I,10647,171.33,229.65,13.707,49.134,5.23E+05,129.01,1.37E+06,310.61,3.31E+06,PRE
021919Abl_EO3,25,I,12951,191.6,276.33,14.088,53.308,6.90E+05,194.17,2.51E+06,330.09,4.27E+06,PRE
021919Abl_EO3,26,I,16729,84.693,276.24,15.635,32.289,5.40E+05,192.68,3.22E+06,370.67,6.20E+06,DP
021919Abl_EO3,27,I,11426,429.15,340.18,15.559,19.372,2.21E+05,228.32,2.61E+06,354.54,4.05E+06,TE
021919Abl_EO3,28,I,11845,120,304.06,18.709,21.644,2.56E+05,162.91,1.93E+06,413.16,4.89E+06,EPI
021919Abl_EO3,29,I,11485,111.26,226.92,17.908,23.16,2.66E+05,159.25,1.83E+06,415.55,4.77E+06,EPI
021919Abl_EO3,30,I,10374,113.53,353.44,18.658,19.904,2.06E+05,231.98,2.41E+06,353.63,3.67E+06,TE
021919Abl_EO3,31,I,20129,250.22,107.97,21.102,19.041,3.83E+05,194.17,3.91E+06,348.47,7.01E+06,TE
021919Abl_EO3,32,I,19150,138.1,123.79,23.14,18.805,3.60E+05,127.18,2.44E+06,325.98,6.24E+06,TE
021919Abl_EO3,33,I,11790,180.79,142.96,19.389,27.226,3.21E+05,165.02,1.95E+06,392.82,4.63E+06,DP
021919Abl_EO3,34,I,12135,16.912,221.38,20.503,23.472,2.85E+05,129.62,1.57E+06,271.98,3.30E+06,TE
021919Abl_EO3,34.2,I,12135,44,227,23,37.71,,90.879,,335.3,,DP
021919Abl_EO3,35,I,10351,229.34,405.38,20.631,19.753,2.04E+05,276.18,2.86E+06,319.88,3.31E+06,TE
021919Abl_EO3,36,I,17377,368.74,111.37,21.174,18.935,3.29E+05,162.39,2.82E+06,377.58,6.56E+06,TE
021919Abl_EO3,37,I,1371,184.97,325.91,16.103,59.956,82199,172.37,2.36E+05,326.83,4.48E+05,PRE
021919Abl_EO3,38,I,8750,448.14,176.62,21.767,19.218,1.68E+05,181.86,1.59E+06,375.78,3.29E+06,TE
021919Abl_EO3,39,I,12273,46.729,295.9,22.76,51.46,6.32E+05,252.83,3.10E+06,361.18,4.43E+06,PRE
021919Abl_EO3,40,I,9596,372.31,414.94,22.993,19.262,1.85E+05,230.72,2.21E+06,323.13,3.10E+06,TE
021919Abl_EO3,41,I,13028,103.24,157.84,23.474,33.812,4.41E+05,159.34,2.08E+06,384.78,5.01E+06,DP
021919Abl_EO3,42,I,21995,170.61,204.73,23.962,52.001,1.14E+06,105.75,2.33E+06,284.12,6.25E+06,PRE
021919Abl_EO3,43,I,11913,332.36,430.03,25.124,19.131,2.28E+05,209.57,2.50E+06,362.45,4.32E+06,TE
021919Abl_EO3,44,I,13697,165.7,278.56,23.897,43.63,5.98E+05,156.94,2.15E+06,338.28,4.63E+06,PRE
021919Abl_EO3,45,I,10351,136.77,179.42,24.81,42.666,4.42E+05,110.65,1.15E+06,411.93,4.26E+06,PRE
