Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
070919Abl_FE3,1,I,14137,125.73,303.76,5.2081,21.928,3.10E+05,265.73,3.76E+06,408.57,5.78E+06,TE,F
070919Abl_FE3,2,I,17662,271.39,180.31,5.2161,22.582,3.99E+05,267.75,4.73E+06,392.06,6.92E+06,TE,F
070919Abl_FE3,3,I,14096,263.21,310.87,5.177,22.131,3.12E+05,266.44,3.76E+06,321.64,4.53E+06,TE,F
070919Abl_FE3,4,I,21373,346.39,330.7,6.5468,21.532,4.60E+05,240.06,5.13E+06,423.97,9.06E+06,TE,F
070919Abl_FE3,5,I,15921,191.73,218.68,7.1661,22.093,3.52E+05,236.28,3.76E+06,243.66,3.88E+06,TE,F
070919Abl_FE3,10,I,18109,104.64,255.08,11.406,38.113,6.90E+05,240.19,4.35E+06,306.01,5.54E+06,PRE,T
070919Abl_FE3,11,M,12732,198.47,304,16.691,38.478,4.90E+05,115.01,1.46E+06,283.78,3.61E+06,PRE,F
070919Abl_FE3,12,I,30055,434.51,248.4,9.5792,21.482,6.46E+05,186.73,5.61E+06,311.72,9.37E+06,TE,F
070919Abl_FE3,13,I,15574,168.13,350.55,11.825,36.45,5.68E+05,207.19,3.23E+06,229.53,3.57E+06,PRE,T
070919Abl_FE3,14,I,18890,225.71,366.21,10.237,21.769,4.11E+05,291.57,5.51E+06,267.89,5.06E+06,TE,F
070919Abl_FE3,15,I,9516,151.28,239.61,14.266,28.315,2.69E+05,309.62,2.95E+06,388.73,3.70E+06,EPI,F
070919Abl_FE3,16,I,11460,84.91,193.08,13.442,21.14,2.42E+05,236.58,2.71E+06,452.24,5.18E+06,TE,F
070919Abl_FE3,18,I,11361,109.68,296.26,17.141,25.808,2.93E+05,277.67,3.15E+06,392.4,4.46E+06,EPI,F
070919Abl_FE3,19,I,9626,168.34,202.84,20.113,26.219,2.52E+05,303.48,2.92E+06,315.77,3.04E+06,EPI,F
070919Abl_FE3,20,I,17559,308.53,409.25,20.196,23.156,4.07E+05,276.28,4.85E+06,217.21,3.81E+06,TE,F
070919Abl_FE3,21,I,8164,374.83,131.34,21.004,22.488,1.84E+05,286.1,2.34E+06,381.45,3.11E+06,TE,F
070919Abl_FE3,22,I,10925,183.51,140.54,20.878,22.057,2.41E+05,256.7,2.80E+06,275.36,3.01E+06,TE,F
070919Abl_FE3,23,I,10311,73.946,365.1,21.599,22.933,2.36E+05,406.17,4.19E+06,386.69,3.99E+06,TE,F
070919Abl_FE3,24,I,12985,119.31,360.15,21.021,37.182,4.83E+05,263.55,3.42E+06,419.65,5.45E+06,PRE,F
070919Abl_FE3,25,I,12918,60.474,247.56,23.351,26.167,3.38E+05,219.9,2.84E+06,374.6,4.84E+06,DP,T
070919Abl_FE3,27,I,9284,98.23,208.93,25.202,48.385,4.49E+05,246.59,2.29E+06,377.69,3.51E+06,PRE,T
070919Abl_FE3,28,I,9966,123.3,305.52,24.932,25.742,2.57E+05,291.89,2.91E+06,387.23,3.86E+06,EPI,T
070919Abl_FE3,29,I,12618,132.66,177.92,26.706,26.88,3.39E+05,290.97,3.67E+06,338.3,4.27E+06,DP,T
070919Abl_FE3,30,I,16583,60.233,310.7,25.023,30.834,5.11E+05,241.1,4.00E+06,283.31,4.70E+06,DP,T
070919Abl_FE3,31,M,25807,173.02,336.54,28.049,23.07,5.95E+05,102.66,2.65E+06,268.05,6.92E+06,EPI,F
070919Abl_FE3,32,I,20991,186.42,407.57,29.925,20.969,4.40E+05,216.67,4.55E+06,317.02,6.65E+06,TE,F
070919Abl_FE3,33,I,15460,116.24,247.99,29.864,24.245,3.75E+05,226.08,3.50E+06,301.29,4.66E+06,EPI,F
070919Abl_FE3,34,I,11869,241.47,87.418,33.22,21.307,2.53E+05,214.76,2.55E+06,312.87,3.71E+06,TE,F
070919Abl_FE3,35,I,10820,45.647,203.23,33.693,21.056,2.28E+05,269.3,2.91E+06,262.6,2.84E+06,TE,F
070919Abl_FE3,36,I,14039,444.58,366.45,34.364,21.481,3.02E+05,239.06,3.36E+06,365.34,5.13E+06,TE,F
070919Abl_FE3,37,I,11217,130.94,194.89,36.884,23.724,2.66E+05,206.7,2.32E+06,321.58,3.61E+06,DP,T
070919Abl_FE3,38,I,11343,81.119,284.66,36.879,37.039,4.20E+05,210.73,2.39E+06,340.79,3.87E+06,PRE,T
070919Abl_FE3,39,I,12399,121.94,380.36,37.279,39.335,4.88E+05,197.88,2.45E+06,323.6,4.01E+06,PRE,T
070919Abl_FE3,41,I,10050,30.15,320.39,38.586,21.803,2.19E+05,315.72,3.17E+06,318.56,3.20E+06,TE,F
070919Abl_FE3,42,I,11408,127.53,334.86,38.967,32.682,3.73E+05,214.55,2.45E+06,381.5,4.35E+06,PRE,F
070919Abl_FE3,43,I,7420,139.85,133.79,39.436,20.389,1.51E+05,176.75,1.31E+06,342.67,2.54E+06,TE,F
070919Abl_FE3,44,I,15005,65.643,231.4,40.148,28.606,4.29E+05,157.78,2.37E+06,340.67,5.11E+06,DP,T
070919Abl_FE3,45,I,9464,140.51,286.23,39.038,24.736,2.34E+05,193.81,1.83E+06,388.44,3.68E+06,DP,T
070919Abl_FE3,46,I,15997,75.956,327.1,43.889,24.477,3.92E+05,213.37,3.41E+06,301.24,4.82E+06,DP,T
070919Abl_FE3,47,I,21011,474.03,198.17,47.97,20.981,4.41E+05,246.41,5.18E+06,290.94,6.11E+06,TE,F
070919Abl_FE3,48,I,14330,103.24,250.06,46.166,22.66,3.25E+05,184.21,2.64E+06,315.32,4.52E+06,DP,T
070919Abl_FE3,49,I,19242,161.45,403.75,45.767,20.891,4.02E+05,145.89,2.81E+06,313.65,6.04E+06,TE,F
070919Abl_FE3,50,I,14480,122.91,179.19,46.243,28.437,4.12E+05,139.88,2.03E+06,328.95,4.76E+06,PRE,F
070919Abl_FE3,51,I,20033,349.75,92.541,50.467,20.524,4.11E+05,144.9,2.90E+06,179.43,3.59E+06,TE,F
070919Abl_FE3,52,I,15215,163.58,132.57,53.129,20.134,3.06E+05,108.48,1.65E+06,213.31,3.25E+06,TE,F
070919Abl_FE3,53,I,10656,81.568,202.73,55.265,20.351,2.17E+05,152.51,1.63E+06,281.57,3.00E+06,TE,F
070919Abl_FE3,54,I,11182,113.07,327.84,53.994,36.614,4.09E+05,180.87,2.02E+06,285.7,3.19E+06,PRE,F
070919Abl_FE3,55,I,15812,125.84,229.7,56.62,21.263,3.36E+05,117.35,1.86E+06,322.72,5.10E+06,EPI,F
070919Abl_FE3,56,I,11389,133.3,278.76,55.375,22.145,2.52E+05,137,1.56E+06,311.72,3.55E+06,EPI,F
070919Abl_FE3,57,I,14455,138.56,370.02,59.522,20.125,2.91E+05,121.16,1.75E+06,296.7,4.29E+06,TE,F
070919Abl_FE3,58,I,18180,359.68,412.16,60.822,20.541,3.73E+05,191.33,3.48E+06,275.82,5.01E+06,TE,F
070919Abl_FE3,59,I,20292,458.37,303.81,66.614,20.292,4.12E+05,143.98,2.92E+06,420.68,8.54E+06,TE,F
070919Abl_FE3,60,I,18112,230.7,122.58,66.331,19.794,3.59E+05,114.24,2.07E+06,364.38,6.60E+06,TE,F
070919Abl_FE3,61,I,17250,391.62,144.43,67.792,19.943,3.44E+05,105.02,1.81E+06,340.38,5.87E+06,TE,F
070919Abl_FE3,62,I,10931,123.15,305.39,67.276,20.13,2.20E+05,137.52,1.50E+06,297.01,3.25E+06,TE,F
070919Abl_FE3,63,I,17979,167.26,195,69.868,19.662,3.54E+05,65.169,1.17E+06,150.86,2.71E+06,TE,F
070919Abl_FE3,64,I,16076,152.95,252.36,71.561,19.819,3.19E+05,91.868,1.48E+06,226.73,3.64E+06,EPI,F
070919Abl_FE3,65,I,19817,233.8,390.98,73.884,19.85,3.93E+05,99.817,1.98E+06,344.74,6.83E+06,TE,F
070919Abl_FE3,66,I,20641,391.33,222.31,80.076,20.094,4.15E+05,147.82,3.05E+06,333.25,6.88E+06,TE,F
070919Abl_FE3,67,I,18506,272.2,201.87,82.107,20.052,3.71E+05,129.22,2.39E+06,352.28,6.52E+06,TE,F
070919Abl_FE3,68,I,15395,268.75,343.24,81.294,19.938,3.07E+05,98.102,1.51E+06,385.64,5.94E+06,TE,F
070919Abl_FE3,69,I,11005,353.87,312.26,82.74,20.405,2.25E+05,145.71,1.60E+06,299.73,3.30E+06,TE,F
