Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
021919Abl_EN3,1,I,10661,256.54,267.57,5.1734,19.296,2.06E+05,174.05,1.86E+06,388.06,4.14E+06,TE
021919Abl_EN3,2,I,13018,203.64,296.85,6.0778,31.979,4.16E+05,244.17,3.18E+06,355.58,4.63E+06,TE
021919Abl_EN3,3,I,9970,335.82,296.53,5.6993,19.247,1.92E+05,184.06,1.84E+06,342.19,3.41E+06,TE
021919Abl_EN3,4,I,15932,224.22,200.64,7.7894,19.567,3.12E+05,173.65,2.77E+06,315.34,5.02E+06,TE
021919Abl_EN3,6,M,8736,355.2,251.06,6.8101,19.322,1.69E+05,137.25,1.20E+06,404.1,3.53E+06,TE
021919Abl_EN3,7,I,10108,139.82,205.78,8.3416,20.481,2.07E+05,208.02,2.10E+06,384.86,3.89E+06,TE
021919Abl_EN3,8,I,10376,208.91,245.49,7.8301,24.378,2.53E+05,156.77,1.63E+06,379.43,3.94E+06,DP
021919Abl_EN3,9,I,13033,103.29,299.17,8.1183,20.78,2.71E+05,213.9,2.79E+06,349.01,4.55E+06,TE
021919Abl_EN3,10,I,18120,288.44,202.38,9.2363,18.845,3.41E+05,125.79,2.28E+06,358.19,6.49E+06,TE
021919Abl_EN3,11,I,10379,155.57,264.19,9.3034,24.206,2.51E+05,155.52,1.61E+06,307.1,3.19E+06,DP
021919Abl_EN3,12,I,8760,389.88,302.37,9.2482,19.404,1.70E+05,205.95,1.80E+06,333.1,2.92E+06,TE
021919Abl_EN3,13,I,10406,403.72,218.4,11.45,19.325,2.01E+05,145.78,1.52E+06,347.09,3.61E+06,TE
021919Abl_EN3,14,I,15815,307.59,373.28,13.789,19.416,3.07E+05,228.28,3.61E+06,340.58,5.39E+06,TE
021919Abl_EN3,15,I,11363,147.43,213.63,16.351,30.654,3.48E+05,219.45,2.49E+06,338.72,3.85E+06,DP
021919Abl_EN3,17,I,12762,158.76,354.96,16.812,21.367,2.73E+05,254.12,3.24E+06,482.14,6.15E+06,EPI
021919Abl_EN3,18,I,12266,196.48,203.02,17.131,23.304,2.86E+05,184.47,2.26E+06,329.67,4.04E+06,EPI
021919Abl_EN3,19,I,8314,438.93,302.41,15.729,19.712,1.64E+05,188.91,1.57E+06,330.13,2.74E+06,TE
021919Abl_EN3,20,I,11257,229.35,375.09,16.54,19.533,2.20E+05,172.83,1.95E+06,357.91,4.03E+06,TE
021919Abl_EN3,21,M,8131,398.62,178.39,17.914,19.85,1.61E+05,157.58,1.28E+06,397.7,3.23E+06,TE
021919Abl_EN3,23,M,8750,198.23,294.24,16.811,96.036,8.40E+05,119.62,1.05E+06,354.08,3.10E+06,PRE
021919Abl_EN3,24,I,12063,84.222,298.04,18.775,46.786,5.64E+05,191.02,2.30E+06,356.63,4.30E+06,PRE
021919Abl_EN3,25,I,10179,408.33,354.94,21.173,20.571,2.09E+05,382.39,3.89E+06,340.5,3.47E+06,TE
021919Abl_EN3,26,I,9886,255.74,151.15,21.164,19.636,1.94E+05,208.89,2.07E+06,426.96,4.22E+06,TE
021919Abl_EN3,27,I,9801,80.071,354.42,21.754,19.823,1.94E+05,228.99,2.24E+06,376.28,3.69E+06,TE
021919Abl_EN3,28,I,9730,104.94,218.05,22.36,39.82,3.87E+05,222.96,2.17E+06,222.98,2.17E+06,PRE
021919Abl_EN3,29,I,6988,44.776,261.65,23.896,20.527,1.43E+05,283.26,1.98E+06,307.9,2.15E+06,TE
021919Abl_EN3,30,I,7678,449.41,226.65,23.104,19.627,1.51E+05,260.9,2.00E+06,336.6,2.58E+06,TE
021919Abl_EN3,31,I,10448,328.39,133.36,25.206,19.699,2.06E+05,266.12,2.78E+06,295.02,3.08E+06,TE
021919Abl_EN3,32,I,23762,185,140,22,21.599,,261.666,,375.624,,TE
021919Abl_EN3,32.2,I,23762,189,156,28,50.093,,195.39,,364.265,,PRE
