Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
121917Abl_CE3,3,I,10752,241.25,313.82,4.0587,233.54,2.51E+06,190.35,2.05E+06,PRE
121917Abl_CE3,4,I,15487,261.2,192.52,5.2143,186.22,2.88E+06,197.78,3.06E+06,PRE
121917Abl_CE3,5,I,16857,219.97,357.26,8.6515,196.87,3.32E+06,187.82,3.17E+06,PRE
121917Abl_CE3,6,I,20163,167.57,180.07,6.9747,59.539,1.20E+06,190.93,3.85E+06,DP
121917Abl_CE3,7,I,19037,207.02,228.13,8.3334,143.98,2.74E+06,181.84,3.46E+06,PRE
121917Abl_CE3,8,I,28597,208.33,387.82,13.807,190.53,5.45E+06,194.33,5.56E+06,PRE
121917Abl_CE3,9,I,18834,201.03,136.96,18.533,249.09,4.69E+06,182.4,3.44E+06,PRE
121917Abl_CE3,10,I,11766,122.3,154.16,16.297,64.311,7.57E+05,223.55,2.63E+06,DP
121917Abl_CE3,11,I,10020,159.1,115.66,23.701,113.57,1.14E+06,217.41,2.18E+06,PRE
121917Abl_CE3,12,I,10371,198.25,78.896,22.414,80.055,8.30E+05,198.2,2.06E+06,DP
121917Abl_CE3,13,I,22264,160.9,228.76,25.894,150.59,3.35E+06,170.89,3.80E+06,PRE
121917Abl_CE3,14,I,21235,141.11,171.32,27.955,115.68,2.46E+06,195.74,4.16E+06,PRE
121917Abl_CE3,15,M,15306,134.1,374.09,25.847,257.38,3.94E+06,206.35,3.16E+06,PRE
121917Abl_CE3,16,I,33025,141.46,307.49,26.811,128.25,4.24E+06,194.52,6.42E+06,PRE
121917Abl_CE3,17,I,13513,88.08,172.4,31.487,83.51,1.13E+06,159.98,2.16E+06,PRE
121917Abl_CE3,18,I,25650,112.34,180.1,40.017,81.697,2.10E+06,178.89,4.59E+06,PRE
121917Abl_CE3,19,I,54778,84.488,297.19,39.165,77.248,4.23E+06,172.78,9.46E+06,PRE
121917Abl_CE3,20,I,22113,161.81,118.94,40.487,55.053,1.22E+06,177.08,3.92E+06,PRE
121917Abl_CE3,21,I,8497,105.56,122.09,43.175,43.067,3.66E+05,152.55,1.30E+06,DP
