Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
052119Abl_FB9,1,I,9968,343.39,199.95,4.7228,24.1,2.40E+05,334.71,3.34E+06,353.29,3.52E+06,TE,F
052119Abl_FB9,2,I,14126,269.39,206.01,4.3921,23.691,3.35E+05,324.78,4.59E+06,436.93,6.17E+06,TE,F
052119Abl_FB9,3,I,10241,219.79,256.78,6.1797,25.939,2.66E+05,409.1,4.19E+06,377.29,3.86E+06,TE,F
052119Abl_FB9,4,I,11512,374.55,309.88,5.7798,23.926,2.75E+05,356.83,4.11E+06,359.49,4.14E+06,TE,F
052119Abl_FB9,5,I,11185,319.25,337.76,5.0228,26.438,2.96E+05,471.62,5.28E+06,434.87,4.86E+06,TE,F
052119Abl_FB9,7,M,26928,401.84,183.65,12.429,22.251,5.99E+05,130.16,3.51E+06,460.23,1.24E+07,TE,F
052119Abl_FB9,9,I,12329,225.29,320.91,8.3019,24.745,3.05E+05,328.02,4.04E+06,389.45,4.80E+06,TE,F
052119Abl_FB9,10,I,16594,323.85,142.23,11.001,24.082,4.00E+05,351.69,5.84E+06,397.66,6.60E+06,TE,F
052119Abl_FB9,12,I,15236,433.7,284.63,10.554,24.361,3.71E+05,427.57,6.51E+06,374,5.70E+06,TE,F
052119Abl_FB9,13,I,11954,188.31,215.81,11.013,24.088,2.88E+05,296.48,3.54E+06,335.41,4.01E+06,TE,F
052119Abl_FB9,14,I,13955,371.48,363.75,12.49,23.818,3.32E+05,260.47,3.63E+06,449.74,6.28E+06,TE,F
052119Abl_FB9,15,I,11465,296.69,392.35,14.28,23.886,2.74E+05,352.04,4.04E+06,355.8,4.08E+06,TE,F
052119Abl_FB9,16,I,11257,164.79,176.94,17.646,25.532,2.87E+05,338.34,3.81E+06,423.15,4.76E+06,TE,F
052119Abl_FB9,20,I,16527,232.2,127.76,18.983,24.289,4.01E+05,360.78,5.96E+06,390.11,6.45E+06,TE,F
052119Abl_FB9,21,M,12029,85.149,228.32,19.084,27.327,3.29E+05,269.14,3.24E+06,447.49,5.38E+06,TE,F
052119Abl_FB9,26,I,20640,135.1,269.01,21.041,30.018,6.20E+05,293.68,6.06E+06,366.63,7.57E+06,DP,T
052119Abl_FB9,27,M,66643,153.38,319.46,11,24.062,,150.009,,403.699,,TE,F
052119Abl_FB9,27.2,I,66643,153.38,319.46,23,37.79,,317.774,,368.434,,DP,T
052119Abl_FB9,28,I,14367,463.81,332.63,26.899,24.772,3.56E+05,337.38,4.85E+06,497.99,7.15E+06,TE,F
052119Abl_FB9,29,I,9019,233.31,401.12,24.731,24.494,2.21E+05,361.99,3.26E+06,371.52,3.35E+06,TE,F
052119Abl_FB9,30,I,14610,451.85,177.75,27.21,24.755,3.62E+05,376.64,5.50E+06,452.83,6.62E+06,TE,F
052119Abl_FB9,31,I,25109,155.35,225.43,27.007,45.321,1.14E+06,210.46,5.28E+06,409.72,1.03E+07,PRE,F
052119Abl_FB9,32,I,10954,354.5,426.87,28.15,22.309,2.44E+05,221.55,2.43E+06,557.46,6.11E+06,TE,F
052119Abl_FB9,33,I,10338,91.513,158.25,28.355,25.423,2.63E+05,392.37,4.06E+06,426.29,4.41E+06,TE,F
052119Abl_FB9,34,I,15087,111.37,331.24,27.222,32.12,4.85E+05,332.27,5.01E+06,360.8,5.44E+06,DP,T
052119Abl_FB9,35,I,18328,101.45,200.6,28.135,33.171,6.08E+05,269.28,4.94E+06,371.43,6.81E+06,DP,T
