Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
112018Abl_EA6,1,I,18968,139.62,163.22,5.3868,21.374,4.05E+05,317.61,6.02E+06,173.46,3.29E+06,TE
112018Abl_EA6,2,I,20335,76.696,260.71,6.1142,20.789,4.23E+05,241.77,4.92E+06,165.13,3.36E+06,TE
112018Abl_EA6,3,I,29679,399.76,287.07,5.9165,19.467,5.78E+05,234.84,6.97E+06,144.39,4.29E+06,TE
112018Abl_EA6,4,I,21062,190.55,315.6,7.2655,21.107,4.45E+05,262.47,5.53E+06,167.49,3.53E+06,TE
112018Abl_EA6,5,I,25170,377.74,187.89,7.7623,19.953,5.02E+05,254.22,6.40E+06,139.24,3.50E+06,TE
112018Abl_EA6,6,I,23008,169.83,212.05,8.6841,32.604,7.50E+05,225.59,5.19E+06,175.7,4.04E+06,DP
112018Abl_EA6,7,I,26590,257.61,259.03,7.1687,20.476,5.44E+05,326.36,8.68E+06,121.48,3.23E+06,TE
112018Abl_EA6,8,I,20420,140.18,274.05,9.0581,39.613,8.09E+05,247.43,5.05E+06,149.24,3.05E+06,DP
112018Abl_EA6,9,I,23042,268.15,348.21,9.6272,20.714,4.77E+05,315.04,7.26E+06,131.66,3.03E+06,TE
112018Abl_EA6,10,I,15936,95.866,179.3,11.342,50.918,8.11E+05,124.59,1.99E+06,184.22,2.94E+06,PRE
112018Abl_EA6,11,I,11371,194.99,265.96,15.092,46.099,5.24E+05,219.22,2.49E+06,182.28,2.07E+06,PRE
112018Abl_EA6,12,I,22395,280.64,155.66,14.196,18.993,4.25E+05,195.51,4.38E+06,142.99,3.20E+06,TE
112018Abl_EA6,13,I,27110,464.27,229.91,18.88,19.012,5.15E+05,179.24,4.86E+06,169.34,4.59E+06,TE
112018Abl_EA6,14,I,8100,228.08,225.56,16.717,18.738,1.52E+05,178.48,1.45E+06,160.95,1.30E+06,EPI
112018Abl_EA6,15,I,21020,125.94,346.71,16.698,20.4,4.29E+05,238,5.00E+06,154.29,3.24E+06,TE
112018Abl_EA6,16,I,17041,374.92,394.33,16.251,19.416,3.31E+05,251.9,4.29E+06,117.58,2.00E+06,TE
112018Abl_EA6,17,I,16138,147.5,221.62,18.345,38.003,6.13E+05,166.39,2.69E+06,145.13,2.34E+06,DP
112018Abl_EA6,18,I,15078,75.412,298.81,18.002,27.321,4.12E+05,146.97,2.22E+06,168.65,2.54E+06,DP
112018Abl_EA6,20,I,15596,90.006,226.85,19.108,45.856,7.15E+05,201.23,3.14E+06,150.97,2.35E+06,PRE
112018Abl_EA6,21,I,16132,162.89,156.71,19.611,19.496,3.15E+05,214.59,3.46E+06,153.12,2.47E+06,EPI
112018Abl_EA6,22,I,18360,222.69,134.21,21.026,19.3,3.54E+05,204.12,3.75E+06,195.87,3.60E+06,TE
112018Abl_EA6,23,I,30040,59.62,150.17,22.854,19.179,5.76E+05,209.42,6.29E+06,153.85,4.62E+06,TE
112018Abl_EA6,24,I,19970,470.96,330.37,22.899,19.432,3.88E+05,208.41,4.16E+06,181.91,3.63E+06,TE
112018Abl_EA6,25,I,17236,125.82,293.59,23.755,31.191,5.38E+05,145.01,2.50E+06,185.01,3.19E+06,DP
112018Abl_EA6,26,I,20213,42.799,228.47,24.062,22.218,4.49E+05,139.43,2.82E+06,177.56,3.59E+06,EPI
112018Abl_EA6,27,I,17317,182.7,313.79,22.86,23.877,4.13E+05,167.77,2.91E+06,139.33,2.41E+06,DP
112018Abl_EA6,28,I,20630,403.88,134.03,26.293,19.833,4.09E+05,276.99,5.71E+06,182.23,3.76E+06,TE
112018Abl_EA6,29,I,14809,103.95,252.67,26.546,47.716,7.07E+05,195.63,2.90E+06,162.55,2.41E+06,PRE
112018Abl_EA6,30,I,15575,145.6,184.54,29.65,29.622,4.61E+05,140.43,2.19E+06,163.06,2.54E+06,DP
112018Abl_EA6,31,I,26512,184.55,119.14,31.811,18.481,4.90E+05,184.31,4.89E+06,158.77,4.21E+06,TE
112018Abl_EA6,32,I,14505,28.308,287.51,31.549,21.004,3.05E+05,365.57,5.30E+06,125.55,1.82E+06,TE
112018Abl_EA6,33,I,18223,110.11,143.34,32.385,38.973,7.10E+05,174.64,3.18E+06,142.03,2.59E+06,PRE
112018Abl_EA6,34,I,17261,124.36,383.45,32.648,19.092,3.30E+05,124.87,2.16E+06,134.79,2.33E+06,TE
112018Abl_EA6,35,I,18452,158.12,348.06,33.48,29.588,5.46E+05,136.07,2.51E+06,154.14,2.84E+06,DP
