Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
050819Abl_EZ4,1,I,23010,288.64,204.89,4.5422,22.288,5.13E+05,234.6,5.40E+06,1304,3.00E+07,TE
050819Abl_EZ4,2,I,14358,242.34,277.48,5.1043,21.799,3.13E+05,246.82,3.54E+06,1315.2,1.89E+07,TE
050819Abl_EZ4,3,I,12807,190.8,264.16,4.7859,22.722,2.91E+05,278.98,3.57E+06,1137.2,1.46E+07,TE
050819Abl_EZ4,4,I,14603,142.25,287.17,5.3644,23.231,3.39E+05,354.32,5.17E+06,1282.9,1.87E+07,TE
050819Abl_EZ4,5,I,17860,201.41,171.02,6.7152,23.136,4.13E+05,351.99,6.29E+06,1159.9,2.07E+07,TE
050819Abl_EZ4,6,I,14172,357.56,317.53,5.2779,22.081,3.13E+05,247.5,3.51E+06,1286.1,1.82E+07,TE
050819Abl_EZ4,7,I,14086,270.73,341.79,5.8849,21.933,3.09E+05,250.73,3.53E+06,1290.2,1.82E+07,TE
050819Abl_EZ4,8,I,10431,215.27,218.54,7.2138,22.373,2.33E+05,273.97,2.86E+06,1276.2,1.33E+07,TE
050819Abl_EZ4,9,I,25505,415.41,266.05,7.3421,21.797,5.56E+05,218.07,5.56E+06,1284.8,3.28E+07,TE
050819Abl_EZ4,10,I,18100,115.48,180.93,9.4844,22.627,4.10E+05,256.91,4.65E+06,1364.5,2.47E+07,TE
050819Abl_EZ4,11,I,8881,139.89,233.78,9.4773,35.062,3.11E+05,433.88,3.85E+06,1285.2,1.14E+07,DP
050819Abl_EZ4,12,I,25492,368.59,142.32,8.4482,21.829,5.56E+05,188.02,4.79E+06,1310.6,3.34E+07,TE
050819Abl_EZ4,13,I,12847,95.422,254.68,10.658,31.748,4.08E+05,334.45,4.30E+06,1321.5,1.70E+07,DP
050819Abl_EZ4,14,I,13510,107.65,303.55,10.21,30.719,4.15E+05,375.3,5.07E+06,1270.4,1.72E+07,DP
050819Abl_EZ4,15,I,22516,43.077,241.54,12.499,23.221,5.23E+05,355.49,8.00E+06,1365.2,3.07E+07,TE
050819Abl_EZ4,16,I,16846,137.81,361.08,13.822,21.684,3.65E+05,160.95,2.71E+06,1364.1,2.30E+07,TE
050819Abl_EZ4,17,I,13236,200.74,368.78,14.159,22.358,2.96E+05,284.88,3.77E+06,1227.3,1.62E+07,TE
050819Abl_EZ4,18,I,25521,293.55,396.99,14.822,21.7,5.54E+05,179.88,4.59E+06,1292.7,3.30E+07,TE
050819Abl_EZ4,19,I,16120,403.17,127.43,17.188,23.479,3.78E+05,406.08,6.55E+06,1287.6,2.08E+07,TE
050819Abl_EZ4,20,I,11396,143.91,276.25,16.464,33.226,3.79E+05,413.21,4.71E+06,1241.6,1.41E+07,DP
050819Abl_EZ4,21,I,12104,96.786,210.12,18.824,23.913,2.89E+05,285.51,3.46E+06,1306.7,1.58E+07,EPI
050819Abl_EZ4,23,I,24234,227.03,95.973,23.304,21.738,5.27E+05,247.17,5.99E+06,1365.3,3.31E+07,TE
050819Abl_EZ4,24,I,19699,148.44,340.64,23.348,23.939,4.72E+05,220,4.33E+06,1328.6,2.62E+07,EPI
050819Abl_EZ4,27,I,10524,428.59,371.88,23.32,22.927,2.41E+05,253.58,2.67E+06,1468.7,1.55E+07,TE
050819Abl_EZ4,28,I,13094,92.041,374.95,21.823,22.355,2.93E+05,351.56,4.60E+06,1272.7,1.67E+07,TE
