Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
051419Abl_FA5,2,I,17335,165.46,181.06,6.2596,22.151,3.84E+05,254.84,4.42E+06,522.47,9.06E+06,F
051419Abl_FA5,3,I,16022,203.88,264.58,5.8422,22.852,3.66E+05,281.44,4.51E+06,558.1,8.94E+06,F
051419Abl_FA5,4,I,12307,248.99,299.65,10.286,22.486,2.77E+05,253.72,3.12E+06,392.12,4.83E+06,T
051419Abl_FA5,5,I,13482,137.29,307.5,12.695,22.866,3.08E+05,280.55,3.78E+06,489.45,6.60E+06,F
051419Abl_FA5,7,I,13287,145.6,241.05,13.886,22.674,3.01E+05,340.57,4.53E+06,484.8,6.44E+06,T
051419Abl_FA5,8,I,6641,358.27,291.67,13.493,28.124,1.87E+05,62.886,4.18E+05,469.71,3.12E+06,F
051419Abl_FA5,9,I,18677,193.86,178.86,13.542,22.976,4.29E+05,271.91,5.08E+06,479.89,8.96E+06,F
051419Abl_FA5,10,I,11012,111.14,191.09,14.912,22.934,2.53E+05,295.91,3.26E+06,514.95,5.67E+06,F
051419Abl_FA5,12,I,10233,284.04,336.65,15.214,22.582,2.31E+05,376.15,3.85E+06,462.65,4.73E+06,F
051419Abl_FA5,13,I,8704,266.76,249.14,17.116,21.505,1.87E+05,239.57,2.09E+06,512.81,4.46E+06,F
051419Abl_FA5,14,I,9407,300.9,281.83,15.875,23.973,2.26E+05,567.75,5.34E+06,557.87,5.25E+06,F
051419Abl_FA5,15,I,12042,174.08,322.13,17.266,22.558,2.72E+05,317.25,3.82E+06,483.21,5.82E+06,F
051419Abl_FA5,16,I,8838,181.99,127.92,18.443,22.709,2.01E+05,256.8,2.27E+06,467.06,4.13E+06,F
051419Abl_FA5,17,M,16699,199.37,274.84,17.148,21.615,3.61E+05,158.78,2.65E+06,535.58,8.94E+06,F
051419Abl_FA5,18,I,9741,230.35,359.65,18.702,21.954,2.14E+05,288.11,2.81E+06,512.54,4.99E+06,F
051419Abl_FA5,19,M,33622,239.18,154.46,22.66,22.259,7.48E+05,100.11,3.37E+06,487.13,1.64E+07,F
051419Abl_FA5,20,I,9458,287.92,201.37,20.319,23.954,2.27E+05,201.35,1.90E+06,384.93,3.64E+06,F
051419Abl_FA5,21,I,18181,154.01,195.58,22.429,21.808,3.96E+05,287.5,5.23E+06,480.8,8.74E+06,F
051419Abl_FA5,22,I,7325,339.89,358.28,22.43,27.358,2.00E+05,56.16,4.11E+05,582.71,4.27E+06,F
051419Abl_FA5,23,I,8215,333.37,246.44,23.206,22.047,1.81E+05,302.94,2.49E+06,483.52,3.97E+06,F
051419Abl_FA5,24,I,9927,375.95,308.17,22.267,22.286,2.21E+05,300.05,2.98E+06,473.29,4.70E+06,F
051419Abl_FA5,25,I,9037,170.26,368.33,23.611,22.476,2.03E+05,364.68,3.30E+06,507.15,4.58E+06,F
051419Abl_FA5,26,I,2383,328.57,77.019,23.52,62.904,1.50E+05,179.24,4.27E+05,456.81,1.09E+06,F
051419Abl_FA5,28,I,9983,364.18,227.88,26.015,22.695,2.27E+05,284.3,2.84E+06,462.58,4.62E+06,F
051419Abl_FA5,29,I,14897,126.59,241.88,26.393,20.966,3.12E+05,207.85,3.10E+06,485.82,7.24E+06,F
051419Abl_FA5,30,I,12554,261.81,322.58,25.891,20.874,2.62E+05,226.74,2.85E+06,516.99,6.49E+06,F
051419Abl_FA5,32,I,14089,203.96,209.86,27.251,20.531,2.89E+05,189.31,2.67E+06,480.25,6.77E+06,T
051419Abl_FA5,33,I,12683,154.83,160.49,28.147,21.273,2.70E+05,247.76,3.14E+06,425.25,5.39E+06,F
051419Abl_FA5,34,I,16907,251.04,226.68,29.544,20.122,3.40E+05,128.6,2.17E+06,444.34,7.51E+06,F
051419Abl_FA5,35,I,11878,274.88,387.97,28.818,21.605,2.57E+05,280.33,3.33E+06,684.36,8.13E+06,F
051419Abl_FA5,36,I,11933,410.87,268.47,28.062,22.649,2.70E+05,318.03,3.80E+06,539.04,6.43E+06,F
051419Abl_FA5,37,I,18814,187.65,294.23,27.258,20.526,3.86E+05,202,3.80E+06,474.36,8.92E+06,T
051419Abl_FA5,38,I,14054,83.17,271.83,28.289,21.85,3.07E+05,200.05,2.81E+06,516.01,7.25E+06,F
051419Abl_FA5,39,I,11881,154.55,324.3,30.023,21.692,2.58E+05,260.85,3.10E+06,437.02,5.19E+06,T
051419Abl_FA5,40,I,12821,394,334.53,31.022,22.142,2.84E+05,299.83,3.84E+06,567.5,7.28E+06,F
051419Abl_FA5,41,I,11737,401.91,206.87,33.07,22.632,2.66E+05,272.47,3.20E+06,574.45,6.74E+06,F
051419Abl_FA5,42,I,19594,211.22,253.12,35.37,20.073,3.93E+05,130.24,2.55E+06,484.59,9.50E+06,T
051419Abl_FA5,43,I,10420,120.43,342.49,32.184,21.7,2.26E+05,221.18,2.30E+06,474.91,4.95E+06,F
051419Abl_FA5,45,I,13445,113.01,188.08,34.02,20.282,2.73E+05,140.79,1.89E+06,448.55,6.03E+06,F
051419Abl_FA5,46,I,21414,239.24,343.37,35.585,19.871,4.26E+05,110.94,2.38E+06,516.99,1.11E+07,T
051419Abl_FA5,47,I,13012,334.61,360.63,35.264,21.033,2.74E+05,208.14,2.71E+06,485.75,6.32E+06,F
051419Abl_FA5,48,I,18818,347.85,181.12,35.9,20.33,3.83E+05,152.85,2.88E+06,489.3,9.21E+06,F
051419Abl_FA5,49,I,18057,173.06,205.74,36.683,20.294,3.66E+05,135.4,2.44E+06,433.37,7.83E+06,T
051419Abl_FA5,50,I,27065,292.68,295.08,35.051,19.908,5.39E+05,87.317,2.36E+06,546.91,1.48E+07,F
051419Abl_FA5,51,I,9618,430.96,304.02,39.454,22.066,2.12E+05,393.44,3.78E+06,490.97,4.72E+06,F
051419Abl_FA5,52,I,11395,181.21,156.01,38.672,20.114,2.29E+05,140.81,1.60E+06,422.86,4.82E+06,F
051419Abl_FA5,53,I,8996,143.26,245.54,38.629,19.627,1.77E+05,120.68,1.09E+06,446.68,4.02E+06,F
051419Abl_FA5,54,I,12330,188.5,373.14,40.441,19.868,2.45E+05,139.21,1.72E+06,458.23,5.65E+06,F
051419Abl_FA5,55,I,10321,428.92,244.24,40.661,21.413,2.21E+05,246.13,2.54E+06,481.77,4.97E+06,F
051419Abl_FA5,56,I,11669,260.93,393.64,40.257,20.696,2.42E+05,218.29,2.55E+06,525.79,6.14E+06,F
051419Abl_FA5,57,I,15780,268.2,237.84,43.108,19.276,3.04E+05,62.743,9.90E+05,467.16,7.37E+06,F
051419Abl_FA5,58,I,20667,362.04,201.22,46.799,19.468,4.02E+05,138.77,2.87E+06,479.91,9.92E+06,F
051419Abl_FA5,59,I,9173,107.76,256.57,45.307,19.46,1.79E+05,78.002,7.16E+05,475.81,4.36E+06,F
051419Abl_FA5,61,I,10782,364.36,340.87,45.552,20.049,2.16E+05,201.84,2.18E+06,476.88,5.14E+06,F
051419Abl_FA5,62,M,22140,209,228,46.111,19.222,,64.582,,415.85,,F
051419Abl_FA5,64,I,16956,312.88,233.71,51.858,19.149,3.25E+05,75.745,1.28E+06,525.38,8.91E+06,F
051419Abl_FA5,66,I,14862,217.46,275.83,48.347,19.296,2.87E+05,62.109,9.23E+05,455.7,6.77E+06,F
051419Abl_FA5,67,M,13488,218.94,349.34,50.344,19.179,2.59E+05,60.351,8.14E+05,442.12,5.96E+06,F
051419Abl_FA5,68,I,13431,310.99,347.33,49.952,19.506,2.62E+05,100.05,1.34E+06,473.75,6.36E+06,F
051419Abl_FA5,71,I,14757,337.63,297.68,52.641,19.337,2.85E+05,77.793,1.15E+06,401.37,5.92E+06,F
051419Abl_FA5,72,I,17804,275.27,299.9,52.063,19.101,3.40E+05,67.317,1.20E+06,456.45,8.13E+06,F
051419Abl_FA5,73,I,19006,400.15,282.17,54.113,19.612,3.73E+05,123.52,2.35E+06,558.59,1.06E+07,F
