Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BD3,2,I,10127,225.78,223.15,8.8948,52.716,5.34E+05,207.77,2.10E+06,DP
080117Abl_BD3,4,I,14359,242.15,263.41,14.128,80.802,1.16E+06,212.39,3.05E+06,PRE
080117Abl_BD3,5,I,11752,183.52,252.64,15.751,37.896,4.45E+05,214.85,2.52E+06,DP
080117Abl_BD3,9,I,11729,206.34,316.97,17.653,55.017,6.45E+05,218.8,2.57E+06,DP
080117Abl_BD3,11,I,11540,307.15,282.01,20.433,53.116,6.13E+05,208.08,2.40E+06,PRE
080117Abl_BD3,14,I,6092,218.82,249.31,21.444,48.94,2.98E+05,210.51,1.28E+06,DP
080117Abl_BD3,15,I,5628,187.98,198.31,23.861,28.394,1.60E+05,206.99,1.17E+06,EPI
080117Abl_BD3,17,I,12381,262.59,271.98,24.955,69.722,8.63E+05,213.12,2.64E+06,PRE
080117Abl_BD3,18,I,13110,175.41,323.69,25.913,36.506,4.79E+05,216.37,2.84E+06,DP
080117Abl_BD3,19,I,14759,263.96,180.72,26.923,38.197,5.64E+05,171.57,2.53E+06,EPI
080117Abl_BD3,24,I,9550,229.87,174.08,30.498,41.035,3.92E+05,195.55,1.87E+06,EPI
080117Abl_BD3,26,I,8225,178.1,250.95,28.145,29.803,2.45E+05,206.82,1.70E+06,EPI
080117Abl_BD3,39,I,5372,254.59,276.25,32.789,64.855,3.48E+05,239.32,1.29E+06,PRE
