Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
021119Abl_EM1,1,I,8119,267.62,231.34,3.9081,21.698,1.76E+05,418.8,3.40E+06,463.8,3.77E+06,TE
021119Abl_EM1,2,I,12815,313.21,267.4,4.5842,22.426,2.87E+05,431.1,5.52E+06,427.9,5.48E+06,TE
021119Abl_EM1,3,I,17240,216.05,307.05,5.5139,20.813,3.59E+05,336.85,5.81E+06,436.87,7.53E+06,TE
021119Abl_EM1,4,I,7011,298.06,312.04,4.8544,22.733,1.59E+05,560.36,3.93E+06,487.35,3.42E+06,TE
021119Abl_EM1,5,I,8613,334.7,334.1,4.6966,23.798,2.05E+05,450.96,3.88E+06,470.22,4.05E+06,TE
021119Abl_EM1,6,I,15739,229.94,201.14,5.3703,20.769,3.27E+05,359.52,5.66E+06,439.78,6.92E+06,TE
021119Abl_EM1,7,I,10583,372.46,282.01,6.316,22.037,2.33E+05,490.09,5.19E+06,498.09,5.27E+06,TE
021119Abl_EM1,8,I,10390,259.81,363.12,6.3825,21.307,2.21E+05,365.91,3.80E+06,444.21,4.62E+06,TE
021119Abl_EM1,9,I,7698,320.64,372.95,8.4174,23.362,1.80E+05,755.12,5.81E+06,504.16,3.88E+06,TE
021119Abl_EM1,10,I,10876,171.41,266.37,7.5563,21.477,2.34E+05,389.49,4.24E+06,462.66,5.03E+06,TE
021119Abl_EM1,11,I,7799,413.6,336.34,10.172,23.076,1.80E+05,649.36,5.06E+06,484.25,3.78E+06,TE
021119Abl_EM1,12,I,10867,324.09,200.8,9.2476,21.364,2.32E+05,393.75,4.28E+06,457.31,4.97E+06,TE
021119Abl_EM1,13,I,11001,403.88,222.13,10.545,22.675,2.49E+05,486.84,5.36E+06,438.74,4.83E+06,TE
021119Abl_EM1,14,I,8456,442.23,298.11,10.318,24.659,2.09E+05,524.94,4.44E+06,446.17,3.77E+06,TE
021119Abl_EM1,15,I,11173,129.7,305.1,10.429,21.535,2.41E+05,335.56,3.75E+06,529.52,5.92E+06,TE
021119Abl_EM1,16,I,10955,134.77,222.38,10.122,23.289,2.55E+05,320.3,3.51E+06,529.08,5.80E+06,TE
021119Abl_EM1,17,I,10037,364.97,218.46,12.497,22.487,2.26E+05,454.24,4.56E+06,456.11,4.58E+06,TE
021119Abl_EM1,18,I,9107,451.11,250.64,12.98,22.525,2.05E+05,521.11,4.75E+06,431.71,3.93E+06,TE
021119Abl_EM1,19,I,8972,140.61,164.71,14.641,23.863,2.14E+05,403.57,3.62E+06,497.65,4.46E+06,TE
021119Abl_EM1,20,I,8093,126.47,351.96,15.776,21.702,1.76E+05,373.64,3.02E+06,532.24,4.31E+06,TE
021119Abl_EM1,21,I,12627,44.08,243.28,16.981,25.667,3.24E+05,346.99,4.38E+06,445.25,5.62E+06,TE
021119Abl_EM1,22,I,8690,237.96,118.86,18.421,22.754,1.98E+05,411.29,3.57E+06,485.72,4.22E+06,TE
021119Abl_EM1,23,I,7808,438.9,214.04,19.281,22.539,1.76E+05,486.08,3.80E+06,513.39,4.01E+06,TE
021119Abl_EM1,24,I,9895,99.284,253.14,18.226,25.135,2.49E+05,382.98,3.79E+06,477.36,4.72E+06,EPI
021119Abl_EM1,25,I,13508,151.31,320.35,18.195,23.285,3.15E+05,405.76,5.48E+06,446,6.02E+06,EPI
021119Abl_EM1,26,I,12946,258.88,397.05,18.292,22.633,2.93E+05,722.45,9.35E+06,600.43,7.77E+06,TE
021119Abl_EM1,27,I,11067,81.723,174.49,19.094,25.408,2.81E+05,388.18,4.30E+06,480.66,5.32E+06,TE
021119Abl_EM1,28,I,9523,137.09,244.34,19.464,66.028,6.29E+05,353.62,3.37E+06,560.98,5.34E+06,PRE
021119Abl_EM1,29,I,8358,176.51,362.53,18.753,23.13,1.93E+05,371.85,3.11E+06,407.55,3.41E+06,TE
021119Abl_EM1,30,I,13299,379.52,374.49,21.144,21.821,2.90E+05,429.6,5.71E+06,420.58,5.59E+06,TE
021119Abl_EM1,31,I,7411,61.248,323.92,20.347,21.535,1.60E+05,371.65,2.75E+06,484.45,3.59E+06,TE
021119Abl_EM1,32,I,9221,95.586,213.49,20.32,41.178,3.80E+05,372.68,3.44E+06,461.32,4.25E+06,DP
