Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
100719Abl_FL5,1,I,18034,235.01,314.52,4.6568,23.385,4.22E+05,345.01,6.22E+06,299.75,5.41E+06,TE,F
100719Abl_FL5,2,I,19136,291.02,192.41,5.2466,22.772,4.36E+05,262.55,5.02E+06,390.44,7.47E+06,TE,F
100719Abl_FL5,3,I,11446,124.94,275.26,4.3051,23.871,2.73E+05,343.05,3.93E+06,405.46,4.64E+06,TE,F
100719Abl_FL5,4,I,16541,200.75,182.81,7.7161,25.54,4.22E+05,469.59,7.77E+06,253.11,4.19E+06,TE,F
100719Abl_FL5,5,I,18432,360.06,316.63,6.6441,22.575,4.16E+05,260.56,4.80E+06,448.41,8.27E+06,TE,F
100719Abl_FL5,6,I,14069,129.03,228.11,10.383,59.717,8.40E+05,264.73,3.72E+06,356.76,5.02E+06,PRE,F
100719Abl_FL5,7,I,21968,69.64,228.97,10.176,23.641,5.19E+05,330.32,7.26E+06,323.78,7.11E+06,TE,F
100719Abl_FL5,8,I,10760,180.42,257.75,11.877,33.7,3.63E+05,260.97,2.81E+06,261.17,2.81E+06,DP,T
100719Abl_FL5,9,I,22148,164.69,325.86,15.057,29.877,6.62E+05,298.2,6.60E+06,408.5,9.05E+06,DP,T
100719Abl_FL5,10,I,16814,148.04,171.51,17.287,33.598,5.65E+05,365.5,6.15E+06,317.64,5.34E+06,DP,T
100719Abl_FL5,11,I,12922,103.25,311.79,15.458,31.821,4.11E+05,249.62,3.23E+06,386.71,5.00E+06,DP,T
100719Abl_FL5,12,I,25661,83.673,356.93,19.555,23.241,5.96E+05,291.89,7.49E+06,342.86,8.80E+06,TE,F
100719Abl_FL5,13,I,13275,223.47,400.66,20.135,23.35,3.10E+05,349.7,4.64E+06,549.79,7.30E+06,TE,F
100719Abl_FL5,14,I,16263,419.69,174.94,20.59,23.139,3.76E+05,352.82,5.74E+06,306.22,4.98E+06,TE,F
100719Abl_FL5,15,I,10106,121.5,258.01,19.666,26.807,2.71E+05,260.7,2.63E+06,333.57,3.37E+06,EPI,T
100719Abl_FL5,16,I,15424,398.07,391.72,21.663,23.269,3.59E+05,360.41,5.56E+06,255.71,3.94E+06,TE,F
100719Abl_FL5,17,I,15676,192.78,167.56,21.948,45.17,7.08E+05,220.06,3.45E+06,318.5,4.99E+06,PRE,F
100719Abl_FL5,18,I,11909,75.912,194.71,24.396,34.505,4.11E+05,286.74,3.41E+06,378.52,4.51E+06,PRE,F
100719Abl_FL5,19,I,11255,159.01,226.83,25.516,22.512,2.53E+05,164.28,1.85E+06,342.24,3.85E+06,EPI,T
100719Abl_FL5,20,I,10703,237.46,113.2,25.92,24.602,2.63E+05,397.54,4.25E+06,380.11,4.07E+06,TE,F
100719Abl_FL5,21,I,13205,154,320.21,26.674,26.341,3.48E+05,178.54,2.36E+06,435.82,5.76E+06,DP,T
100719Abl_FL5,22,I,29074,70.103,277.41,28.478,33.767,9.82E+05,288.14,8.38E+06,347.31,1.01E+07,PRE,F
100719Abl_FL5,23,I,14148,38.549,189.17,31.136,23.742,3.36E+05,353.49,5.00E+06,410.88,5.81E+06,TE,F
100719Abl_FL5,24,I,13699,106.18,224.91,31.286,27.872,3.82E+05,214.29,2.94E+06,344.2,4.72E+06,EPI,T
100719Abl_FL5,25,I,17734,96.194,127.12,34.008,24.277,4.31E+05,371.15,6.58E+06,425.72,7.55E+06,TE,F
100719Abl_FL5,26,I,19085,140.52,182.91,34.667,26.563,5.07E+05,280.64,5.36E+06,302.42,5.77E+06,DP,T
100719Abl_FL5,27,I,13251,481.78,261.63,34.9,23.068,3.06E+05,298.19,3.95E+06,292.38,3.87E+06,TE,F
100719Abl_FL5,28,I,15469,174.58,389,34.573,22.156,3.43E+05,213.09,3.30E+06,368.87,5.71E+06,TE,F
100719Abl_FL5,29,I,21959,319.66,96.417,39.72,22.354,4.91E+05,234.28,5.14E+06,352.18,7.73E+06,TE,F
100719Abl_FL5,30,I,18618,106.76,357.72,35.377,25.272,4.71E+05,168.94,3.15E+06,358.45,6.67E+06,TE,F
100719Abl_FL5,31,I,15148,143.75,315.82,37.579,22.95,3.48E+05,151.71,2.30E+06,346.78,5.25E+06,DP,T
100719Abl_FL5,32,I,15293,176.93,103.22,40.481,22.474,3.44E+05,256.31,3.92E+06,385.56,5.90E+06,TE,F
100719Abl_FL5,33,I,27673,225.64,116.68,42.701,21.649,5.99E+05,108.95,3.02E+06,388.09,1.07E+07,TE,F
100719Abl_FL5,35,I,17958,431.89,404.68,43.98,22.464,4.03E+05,220.32,3.96E+06,282.99,5.08E+06,TE,F
100719Abl_FL5,36,I,31207,233.42,416.99,43.801,22.06,6.88E+05,148.44,4.63E+06,276.99,8.64E+06,TE,F
100719Abl_FL5,37,I,22730,89.657,223.38,44.014,26.958,6.13E+05,162.9,3.70E+06,329.95,7.50E+06,PRE,F
