Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
012318Abl_CJ4,8,I,32805,168.86,194.36,6.8659,30.265,9.93E+05,143.12,4.70E+06,DP
012318Abl_CJ4,9,I,26710,216.87,281.67,6.9699,50.723,1.35E+06,148.04,3.95E+06,PRE
012318Abl_CJ4,13,I,25218,229.09,231.69,10.18,38.516,9.71E+05,138.61,3.50E+06,DP
012318Abl_CJ4,15,I,31215,232.4,182.63,11.397,33.611,1.05E+06,152.13,4.75E+06,DP
012318Abl_CJ4,16,I,21879,149.98,262.35,10.564,29.862,6.53E+05,145.95,3.19E+06,DP
012318Abl_CJ4,21,I,17800,184.91,307.3,14.842,49.057,8.73E+05,136.95,2.44E+06,PRE
012318Abl_CJ4,24,I,38494,107.58,253.88,17.584,26.207,1.01E+06,155.9,6.00E+06,DP
012318Abl_CJ4,30,I,16569,162.68,208.19,19.915,33.752,5.59E+05,132.98,2.20E+06,DP
012318Abl_CJ4,32,I,18092,216.35,267.81,20.929,43.076,7.79E+05,137.68,2.49E+06,PRE
012318Abl_CJ4,36,I,12656,145.66,335.38,23.194,27.218,3.44E+05,139.3,1.76E+06,DP
012318Abl_CJ4,38,I,18376,217.27,169.62,25.333,29.123,5.35E+05,150.9,2.77E+06,DP
012318Abl_CJ4,43,I,52322,143.53,284.43,32.379,44.455,2.33E+06,129.46,6.77E+06,PRE
012318Abl_CJ4,45,I,18525,151.69,202.27,32.708,25.892,4.80E+05,133.95,2.48E+06,EPI
012318Abl_CJ4,44,M,37255,227.7,226.31,33.601,37.731,1.41E+06,123.69,4.61E+06,PRE
