Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
012318Abl_CJ2,1,I,11823,184.27,229.39,4.4375,68.364,8.08E+05,155.87,1.84E+06,DP
012318Abl_CJ2,2,I,25453,232.54,158.1,7.8688,46.531,1.18E+06,134.34,3.42E+06,DP
012318Abl_CJ2,3,I,18410,237.56,257.89,9.4546,250.21,4.61E+06,117.6,2.17E+06,PRE
012318Abl_CJ2,4,I,28760,199.1,303.68,8.484,182.67,5.25E+06,146.49,4.21E+06,PRE
012318Abl_CJ2,4.2,I,28760,220,350,13,40.84,,152.705,,EPI
012318Abl_CJ2,5,I,31817,173.4,151.73,12.59,55.84,1.78E+06,141.79,4.51E+06,DP
012318Abl_CJ2,6,I,23628,205.12,212.41,14.323,120.7,2.85E+06,146.32,3.46E+06,PRE
012318Abl_CJ2,7,I,14068,139.83,199.84,16.998,121.93,1.72E+06,149.4,2.10E+06,PRE
012318Abl_CJ2,8,I,16313,108.5,246.94,19.168,61.198,9.98E+05,141.75,2.31E+06,DP
012318Abl_CJ2,9,I,16558,161.37,271.52,17.666,124.11,2.06E+06,126.6,2.10E+06,PRE
012318Abl_CJ2,10,I,17571,207.58,287.26,23.607,97.9,1.72E+06,131.71,2.31E+06,PRE
012318Abl_CJ2,11,I,22904,132.69,310.59,25.21,112.77,2.58E+06,147.58,3.38E+06,PRE
012318Abl_CJ2,12,I,29234,183.04,369.38,23.259,43.027,1.26E+06,134.54,3.93E+06,DP
012318Abl_CJ2,13,I,22006,195.1,171.75,28.294,51.296,1.13E+06,132.62,2.92E+06,DP
012318Abl_CJ2,14,I,2374,155.1,136.99,25.167,38.421,91211,122.36,2.90E+05,DP
012318Abl_CJ2,15,I,18840,128.05,247.25,30.148,94.303,1.78E+06,122.81,2.31E+06,PRE
012318Abl_CJ2,16,I,11320,143.85,196.81,33.335,83.07,9.40E+05,137.57,1.56E+06,PRE
012318Abl_CJ2,17,I,19134,192.6,261.19,33.307,63.99,1.22E+06,132.75,2.54E+06,DP
