Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
070919Abl_FE2,1,I,14323,292.9,185.06,5.3766,20.633,2.96E+05,147.7,2.12E+06,352.16,5.04E+06,F
070919Abl_FE2,2,I,10607,196.98,216.69,4.5604,20.965,2.22E+05,172.49,1.83E+06,407.89,4.33E+06,F
070919Abl_FE2,3,I,9548,264.27,330.07,5.2741,20.89,1.99E+05,193.6,1.85E+06,288.56,2.76E+06,F
070919Abl_FE2,4,I,12235,207.59,290.71,5.7789,20.911,2.56E+05,171.33,2.10E+06,366.84,4.49E+06,F
070919Abl_FE2,5,I,9615,325.48,313.99,5.1919,20.898,2.01E+05,183.09,1.76E+06,303.24,2.92E+06,F
070919Abl_FE2,6,I,10724,368.36,226.23,6.3723,21.048,2.26E+05,200.78,2.15E+06,292.11,3.13E+06,F
070919Abl_FE2,7,I,20320,161.12,236.46,9.2349,20.761,4.22E+05,172.11,3.50E+06,286.54,5.82E+06,F
070919Abl_FE2,8,I,12560,87.759,211.41,7.8675,20.806,2.61E+05,159.88,2.01E+06,406.77,5.11E+06,F
070919Abl_FE2,9,I,13488,125.16,252.5,8.9354,20.883,2.82E+05,161.39,2.18E+06,354,4.77E+06,F
070919Abl_FE2,10,I,9510,119.31,312.16,11.297,20.732,1.97E+05,185.99,1.77E+06,339.22,3.23E+06,F
070919Abl_FE2,11,I,29250,405.87,339.16,11.492,20.568,6.02E+05,125.28,3.66E+06,364.19,1.07E+07,F
070919Abl_FE2,12,I,6113,336.71,379.06,13.843,21.38,1.31E+05,201.58,1.23E+06,419.5,2.56E+06,F
070919Abl_FE2,13,I,6424,168.76,210.48,16.224,20.771,1.33E+05,203.56,1.31E+06,280.62,1.80E+06,F
070919Abl_FE2,14,I,12519,93.895,272.69,17.617,21.496,2.69E+05,200.95,2.52E+06,376.6,4.71E+06,F
070919Abl_FE2,15,I,8550,182.22,320.56,15.697,20.486,1.75E+05,187.9,1.61E+06,432.78,3.70E+06,F
070919Abl_FE2,16,I,8800,267.98,115.38,17.689,21.503,1.89E+05,224.53,1.98E+06,298.81,2.63E+06,F
070919Abl_FE2,17,I,6312,358.81,152.41,17.401,21.388,1.35E+05,250.74,1.58E+06,385.91,2.44E+06,F
070919Abl_FE2,18,M,17909,132.92,174.12,19.287,20.524,3.68E+05,110.8,1.98E+06,295.62,5.29E+06,F
070919Abl_FE2,20,I,8858,283.48,397.6,17.531,21.26,1.88E+05,203.63,1.80E+06,249.93,2.21E+06,F
070919Abl_FE2,21,I,9948,190.44,120.96,19.713,20.927,2.08E+05,192.73,1.92E+06,285.81,2.84E+06,F
070919Abl_FE2,22,I,11587,57.927,226.37,20.702,20.904,2.42E+05,193.82,2.25E+06,350.76,4.06E+06,F
070919Abl_FE2,23,I,5923,410.43,172.93,22.791,21.344,1.26E+05,244.34,1.45E+06,351.71,2.08E+06,F
070919Abl_FE2,24,I,5563,67.127,179.78,23.46,21.083,1.17E+05,208.95,1.16E+06,422.91,2.35E+06,F
070919Abl_FE2,25,I,6518,461.87,290.7,22.637,22.437,1.46E+05,374.05,2.44E+06,390.99,2.55E+06,F
070919Abl_FE2,26,I,8008,154.99,128.9,24.218,23.313,1.87E+05,203.72,1.63E+06,303.39,2.43E+06,F
070919Abl_FE2,27,I,12430,89.49,311.64,25.013,21.036,2.61E+05,215.45,2.68E+06,379.89,4.72E+06,F
070919Abl_FE2,28,I,7906,92.716,134.43,24.621,20.945,1.66E+05,213.02,1.68E+06,363.46,2.87E+06,F
070919Abl_FE2,29,I,8936,24.514,244.97,27.23,21.564,1.93E+05,156.16,1.40E+06,349.67,3.12E+06,F
070919Abl_FE2,30,I,8116,154.6,347.88,25.917,20.371,1.65E+05,149.69,1.21E+06,381.38,3.10E+06,F
070919Abl_FE2,31,I,7934,199.47,394.81,26.582,20.934,1.66E+05,185.33,1.47E+06,243.2,1.93E+06,F
070919Abl_FE2,32,I,7641,367.49,411.91,25.097,20.872,1.59E+05,184.72,1.41E+06,353.8,2.70E+06,F
070919Abl_FE2,33,I,9057,457.05,213.35,26.835,21.176,1.92E+05,225.45,2.04E+06,341.28,3.09E+06,F
070919Abl_FE2,34,I,7472,131.86,290.73,27.186,20.364,1.52E+05,163.17,1.22E+06,284.57,2.13E+06,F
070919Abl_FE2,35,I,11985,100.35,255.4,27.596,20.857,2.50E+05,155.55,1.86E+06,326.27,3.91E+06,F
070919Abl_FE2,36,I,5484,85.977,147.84,30.591,20.65,1.13E+05,188.85,1.04E+06,278.36,1.53E+06,F
070919Abl_FE2,37,I,10557,109.54,187.08,32.835,20.294,2.14E+05,161.33,1.70E+06,346.1,3.65E+06,F
070919Abl_FE2,38,I,7826,339.47,105.86,34.71,20.542,1.61E+05,166.79,1.31E+06,397.65,3.11E+06,F
