Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
092319Abl_FK3,1,I,16614,288.31,202.05,4.9494,23.535,3.91E+05,260.54,4.33E+06,350.63,5.83E+06,TE,F
092319Abl_FK3,2,I,18815,162.25,224.72,4.967,23.473,4.42E+05,225.38,4.24E+06,325.62,6.13E+06,TE,F
092319Abl_FK3,3,I,21646,234.87,289.85,5.2535,24.042,5.20E+05,318.19,6.89E+06,353.42,7.65E+06,TE,F
092319Abl_FK3,4,I,19431,236.28,159.77,7.9747,23.829,4.63E+05,268.06,5.21E+06,349.4,6.79E+06,TE,F
092319Abl_FK3,5,M,57201,165.84,178.42,15.718,23.17,1.33E+06,132.38,7.57E+06,320.26,1.83E+07,EPI,T
092319Abl_FK3,7,I,19189,123.48,240.08,10.705,32.812,6.30E+05,239.89,4.60E+06,366.55,7.03E+06,DP,F
092319Abl_FK3,8,I,15598,181.2,264.44,14.148,46.514,7.26E+05,273.59,4.27E+06,297.79,4.65E+06,PRE,F
092319Abl_FK3,9,I,17617,131.86,302.63,15.787,32.259,5.68E+05,276.67,4.87E+06,345.34,6.08E+06,DP,F
092319Abl_FK3,10,I,20933,219.65,365.99,14.188,23.824,4.99E+05,316.23,6.62E+06,331.7,6.94E+06,TE,F
092319Abl_FK3,11,I,19114,272.48,92.366,17.079,23.319,4.46E+05,271.71,5.19E+06,346.64,6.63E+06,TE,F
092319Abl_FK3,12,I,11687,55.22,298.38,17.718,23.849,2.79E+05,314.28,3.67E+06,442.76,5.17E+06,TE,F
092319Abl_FK3,13,I,16446,422.43,260.19,17.784,24.132,3.97E+05,426.7,7.02E+06,374.41,6.16E+06,TE,F
092319Abl_FK3,14,M,24090,118.07,114.56,20.054,22.789,5.49E+05,119.33,2.87E+06,388.79,9.37E+06,EPI,T
092319Abl_FK3,15,I,16558,81.987,199.63,18.492,31.881,5.28E+05,303.51,5.03E+06,378.75,6.27E+06,DP,F
092319Abl_FK3,16,I,17823,141.94,356.74,20.784,23.604,4.21E+05,289.91,5.17E+06,419.32,7.47E+06,TE,F
092319Abl_FK3,17,I,13836,360.99,383.73,20.012,24.023,3.32E+05,411.73,5.70E+06,368.85,5.10E+06,TE,F
092319Abl_FK3,19,I,14513,191.26,98.354,22.198,23.107,3.35E+05,279.56,4.06E+06,295.61,4.29E+06,TE,F
092319Abl_FK3,20,I,8397,79.884,268.84,21.655,56.544,4.75E+05,239.58,2.01E+06,317.79,2.67E+06,PRE,F
092319Abl_FK3,25,I,16885,31.646,176.65,26.346,23.299,3.93E+05,261.43,4.41E+06,362.78,6.13E+06,TE,F
092319Abl_FK3,26,I,13365,139.2,232.37,25.781,31.048,4.15E+05,241.74,3.23E+06,345.79,4.62E+06,DP,T
092319Abl_FK3,29,I,19384,153.75,161.07,28.951,23.95,4.64E+05,250.37,4.85E+06,329.36,6.38E+06,EPI,T
092319Abl_FK3,30,I,10512,79.999,236.72,28.778,54.612,5.74E+05,217.2,2.28E+06,352.51,3.71E+06,PRE,F
092319Abl_FK3,31,I,19225,132.63,306.52,28.031,32.347,6.22E+05,185.07,3.56E+06,375.8,7.22E+06,DP,F
092319Abl_FK3,33,I,16601,422.65,370.37,31.334,22.91,3.80E+05,240.21,3.99E+06,424.95,7.05E+06,TE,F
092319Abl_FK3,34,I,16546,214.78,411.96,30.279,23.01,3.81E+05,203.27,3.36E+06,429.18,7.10E+06,TE,F
092319Abl_FK3,35,I,15083,87.86,165.17,31.017,27.282,4.12E+05,290.64,4.38E+06,390.25,5.89E+06,EPI,T
092319Abl_FK3,37,I,11129,36.67,224.13,33.629,25.136,2.80E+05,222.93,2.48E+06,338.22,3.76E+06,EPI,T
092319Abl_FK3,38,I,12265,77.914,318.97,32.095,24.927,3.06E+05,192.68,2.36E+06,340.16,4.17E+06,EPI,F
092319Abl_FK3,39,M,9975,440.44,177.38,33.256,21.74,2.17E+05,99.654,9.94E+05,322.56,3.22E+06,TE,F
092319Abl_FK3,40,I,19649,313,43.624,40.737,22.406,4.40E+05,241.21,4.74E+06,358.3,7.04E+06,TE,F
092319Abl_FK3,41,I,15576,142.93,115.85,38.565,28.353,4.42E+05,183.73,2.86E+06,379.49,5.91E+06,DP,F
092319Abl_FK3,44,I,15323,467.23,314.98,40.816,22.485,3.45E+05,205.46,3.15E+06,367.2,5.63E+06,TE,F
092319Abl_FK3,45,I,13597,131.32,338.06,37.653,28.126,3.82E+05,162.96,2.22E+06,386.47,5.25E+06,DP,F
092319Abl_FK3,46,I,11748,154.82,391.56,38.329,21.759,2.56E+05,180.39,2.12E+06,357.6,4.20E+06,TE,F
092319Abl_FK3,47,I,15299,103.12,101.31,40.474,21.955,3.36E+05,212.93,3.26E+06,260.75,3.99E+06,TE,F
092319Abl_FK3,48,I,18798,137.98,218.07,41.29,21.82,4.10E+05,152.39,2.86E+06,355.84,6.69E+06,EPI,T
092319Abl_FK3,49,I,10614,80.157,241.53,40.58,28.613,3.04E+05,218.24,2.32E+06,360.3,3.82E+06,DP,F
092319Abl_FK3,50,I,9713,83.523,283.22,40.282,30.498,2.96E+05,200.09,1.94E+06,292.24,2.84E+06,DP,F
092319Abl_FK3,51,I,20132,315.24,431.46,44.468,21.924,4.41E+05,220.08,4.43E+06,306.94,6.18E+06,TE,F
092319Abl_FK3,52,I,14623,81.657,170.41,40.188,27.466,4.02E+05,216.14,3.16E+06,406.06,5.94E+06,DP,F
092319Abl_FK3,53,I,12465,30.768,185.92,41.138,21.919,2.73E+05,189.05,2.36E+06,311.75,3.89E+06,TE,F
092319Abl_FK3,54,I,14661,41.047,273.44,45.394,22.153,3.25E+05,190.96,2.80E+06,279.84,4.10E+06,TE,F
092319Abl_FK3,55,I,14791,94.902,361,45.453,21.776,3.22E+05,172.46,2.55E+06,320.67,4.74E+06,TE,F
092319Abl_FK3,56,I,17818,112.18,158.03,48.991,22.654,4.04E+05,198.84,3.54E+06,329.14,5.86E+06,DP,F
092319Abl_FK3,57,I,13060,77.915,225.94,49.595,23.64,3.09E+05,175.3,2.29E+06,371.48,4.85E+06,PRE,F
092319Abl_FK3,58,I,15071,470.35,194.41,52.677,22.165,3.34E+05,180.3,2.72E+06,215.65,3.25E+06,TE,F
092319Abl_FK3,59,I,14613,147.82,365.86,52.694,21.801,3.19E+05,172.14,2.52E+06,329.81,4.82E+06,TE,F
092319Abl_FK3,60,I,13951,111.11,255.38,56.012,23.034,3.21E+05,102.46,1.43E+06,298.49,4.16E+06,DP,F
092319Abl_FK3,61,I,17742,207.82,63.708,56.985,21.406,3.80E+05,133.24,2.36E+06,296.24,5.26E+06,TE,F
092319Abl_FK3,62,I,18494,220.69,400.59,56.793,21.458,3.97E+05,118.82,2.20E+06,326.82,6.04E+06,TE,F
092319Abl_FK3,63,I,22501,411.87,107.67,59.306,21.812,4.91E+05,174.7,3.93E+06,324.91,7.31E+06,TE,F
092319Abl_FK3,64,I,28805,154.7,110.29,57.885,21.38,6.16E+05,100.63,2.90E+06,298.72,8.60E+06,TE,F
092319Abl_FK3,65,I,16966,91.923,156.19,61.215,21.539,3.65E+05,145.7,2.47E+06,353.58,6.00E+06,TE,F
092319Abl_FK3,66,I,27252,127.21,313.64,60.344,21.083,5.75E+05,91.019,2.48E+06,322.49,8.79E+06,DP,F
092319Abl_FK3,67,I,14506,123.2,198.25,61.492,21.716,3.15E+05,93.6,1.36E+06,306.74,4.45E+06,DP,F
092319Abl_FK3,68,I,12186,71.665,219.14,62.07,21.294,2.59E+05,117.76,1.44E+06,365.41,4.45E+06,TE,F
092319Abl_FK3,69,I,22429,357.88,380.29,64.794,21.243,4.76E+05,110.09,2.47E+06,425.07,9.53E+06,TE,F
092319Abl_FK3,70,I,22002,134.3,255.97,67.971,21.188,4.66E+05,92.662,2.04E+06,292.56,6.44E+06,TE,F
092319Abl_FK3,71,I,26076,403.53,307.86,70.906,21.29,5.55E+05,134.53,3.51E+06,397.44,1.04E+07,TE,F
092319Abl_FK3,72,I,25270,169.93,191.86,75.418,20.94,5.29E+05,69.605,1.76E+06,251.52,6.36E+06,TE,F
092319Abl_FK3,73,I,27003,236.92,123.82,77.458,20.988,5.67E+05,96.394,2.60E+06,418.72,1.13E+07,TE,F
092319Abl_FK3,74,I,27458,241.69,306.44,78.156,21.223,5.83E+05,107.25,2.94E+06,411.81,1.13E+07,TE,F
092319Abl_FK3,75,I,27629,344.32,175.27,79.603,20.981,5.80E+05,95.847,2.65E+06,378.87,1.05E+07,TE,F
092319Abl_FK3,76,I,11459,246.84,208.67,82.164,21.31,2.44E+05,142.26,1.63E+06,464.09,5.32E+06,TE,F
