Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
030519Abl_EQ8,1,I,28515,268.41,213.1,4.7597,19.54,5.57E+05,235.51,6.72E+06,494.62,1.41E+07,
030519Abl_EQ8,2,I,28322,185.42,289.5,5.9976,19.645,5.56E+05,245.66,6.96E+06,382.08,1.08E+07,
030519Abl_EQ8,3,I,13853,362.22,290.03,5.9203,19.743,2.74E+05,280.52,3.89E+06,323.99,4.49E+06,
030519Abl_EQ8,4,I,17639,274.74,350.05,6.0512,19.655,3.47E+05,248.99,4.39E+06,424.9,7.49E+06,
030519Abl_EQ8,5,I,21369,205.04,158.83,8.1045,20.127,4.30E+05,364.53,7.79E+06,411.39,8.79E+06,
030519Abl_EQ8,6,I,25075,367.29,199.86,8.0614,19.617,4.92E+05,243.53,6.11E+06,408.81,1.03E+07,
030519Abl_EQ8,7,I,12957,137.59,236.36,8.0137,19.931,2.58E+05,265.52,3.44E+06,445.33,5.77E+06,
030519Abl_EQ8,9,I,20941,206.51,364.47,10.551,19.742,4.13E+05,237.82,4.98E+06,397.64,8.33E+06,
030519Abl_EQ8,10,I,11291,132.07,196.76,14.578,19.757,2.23E+05,263.45,2.97E+06,610.34,6.89E+06,
030519Abl_EQ8,11,I,10894,345.43,130.95,14.723,19.556,2.13E+05,257.95,2.81E+06,442.93,4.83E+06,
030519Abl_EQ8,12,I,10212,351.34,383.06,16.119,20.494,2.09E+05,390.68,3.99E+06,363.87,3.72E+06,
030519Abl_EQ8,13,I,11561,107.62,289.94,16.581,20.271,2.34E+05,319.31,3.69E+06,450.26,5.21E+06,
030519Abl_EQ8,14,I,10439,425.47,252.37,18.008,19.904,2.08E+05,292,3.05E+06,350.49,3.66E+06,
030519Abl_EQ8,15,I,7717,118.2,146.67,18.785,20.169,1.56E+05,343.39,2.65E+06,528.69,4.08E+06,
030519Abl_EQ8,16,I,10794,412.72,337.96,19.01,20,2.16E+05,369.52,3.99E+06,391.44,4.23E+06,
030519Abl_EQ8,17,I,13198,237.42,89.285,22.212,19.69,2.60E+05,252.69,3.34E+06,487.95,6.44E+06,
030519Abl_EQ8,18,I,7940,163.6,129.8,20.149,20.379,1.62E+05,251.79,2.00E+06,353.21,2.80E+06,
030519Abl_EQ8,19,I,9887,86.918,196.88,21.908,20.6,2.04E+05,211.93,2.10E+06,396.22,3.92E+06,
030519Abl_EQ8,20,I,12710,285.85,416.5,20.733,20.322,2.58E+05,413.32,5.25E+06,466.58,5.93E+06,
030519Abl_EQ8,21,I,9032,68.117,244.55,22.124,20.137,1.82E+05,308.79,2.79E+06,390.86,3.53E+06,
030519Abl_EQ8,22,I,14849,127.27,356.12,23.122,20.26,3.01E+05,351.81,5.22E+06,514.53,7.64E+06,
030519Abl_EQ8,23,I,8751,186.93,407.05,24.253,20.009,1.75E+05,349.16,3.06E+06,471.59,4.13E+06,
030519Abl_EQ8,24,I,10757,130.93,210.31,27.614,19.218,2.07E+05,209.46,2.25E+06,416.32,4.48E+06,
030519Abl_EQ8,25,I,7532,96.777,241.6,26.418,19.811,1.49E+05,284.96,2.15E+06,409.62,3.09E+06,
030519Abl_EQ8,26,I,16796,159.9,104.31,29.398,19.627,3.30E+05,276.37,4.64E+06,415.01,6.97E+06,
030519Abl_EQ8,27,I,16420,413.63,158.54,29.775,19.402,3.19E+05,190.59,3.13E+06,463.23,7.61E+06,
030519Abl_EQ8,28,I,9828,108.32,299.64,25.755,20.367,2.00E+05,220.92,2.17E+06,386.93,3.80E+06,
030519Abl_EQ8,29,I,13279,334.23,81.985,31.507,19.843,2.64E+05,276.72,3.67E+06,531.72,7.06E+06,
030519Abl_EQ8,30,I,12990,69.371,335.7,31.847,19.816,2.57E+05,273.61,3.55E+06,488.86,6.35E+06,
030519Abl_EQ8,31,I,12416,455.73,236.71,33.315,19.537,2.43E+05,257.08,3.19E+06,460.86,5.72E+06,
030519Abl_EQ8,32,I,11949,73.959,300.66,32.897,19.751,2.36E+05,281.31,3.36E+06,453.24,5.42E+06,
030519Abl_EQ8,33,I,10711,252.42,430.19,32.638,19.812,2.12E+05,288.13,3.09E+06,400.48,4.29E+06,
030519Abl_EQ8,34,I,13482,426.44,358.06,34.243,19.523,2.63E+05,260.88,3.52E+06,399.13,5.38E+06,
030519Abl_EQ8,35,I,8976,331.51,430.5,35.088,19.684,1.77E+05,268.74,2.41E+06,369.57,3.32E+06,
030519Abl_EQ8,36,I,16080,70.74,138.05,35.443,19.463,3.13E+05,148.25,2.38E+06,446.5,7.18E+06,
030519Abl_EQ8,37,I,11024,75.656,198.23,33.959,19.496,2.15E+05,263.33,2.90E+06,401.83,4.43E+06,
030519Abl_EQ8,38,I,15468,257.94,69.229,37.098,19.465,3.01E+05,234.06,3.62E+06,346.61,5.36E+06,
030519Abl_EQ8,39,I,11886,119.9,281.14,38.23,19.147,2.28E+05,169.66,2.02E+06,324.22,3.85E+06,
030519Abl_EQ8,40,I,15284,153.36,391.49,39.103,19.319,2.95E+05,329.11,5.03E+06,282.74,4.32E+06,
030519Abl_EQ8,41,I,14940,134.07,182.9,40.346,19.364,2.89E+05,149.01,2.23E+06,369.15,5.52E+06,
030519Abl_EQ8,42,I,10511,55.633,270.43,39.898,19.361,2.04E+05,300.93,3.16E+06,418.17,4.40E+06,
030519Abl_EQ8,43,I,7356,111.99,229.08,40.612,18.838,1.39E+05,153.1,1.13E+06,367.77,2.71E+06,
030519Abl_EQ8,44,I,10856,454.81,289.11,42.313,19.284,2.09E+05,209.98,2.28E+06,274.22,2.98E+06,
030519Abl_EQ8,45,I,11218,41.347,318.94,42.176,19.723,2.21E+05,242.14,2.72E+06,366.13,4.11E+06,
030519Abl_EQ8,46,I,23219,142.15,112.4,43.703,19.044,4.42E+05,182.8,4.24E+06,317.12,7.36E+06,
030519Abl_EQ8,46.2,M,23219,132,157,50,18.795,,83.388,,346.751,,
030519Abl_EQ8,47,I,11127,85.761,326.6,42.461,19.068,2.12E+05,208.19,2.32E+06,411.78,4.58E+06,
030519Abl_EQ8,48,I,6679,83.483,159.17,43.966,18.676,1.25E+05,129.33,8.64E+05,348.44,2.33E+06,
030519Abl_EQ8,49,I,14580,22.08,226.14,45.434,18.941,2.76E+05,162.6,2.37E+06,388.44,5.66E+06,
030519Abl_EQ8,50,I,9308,62.903,228.38,44.229,18.798,1.75E+05,172.85,1.61E+06,381.88,3.55E+06,
030519Abl_EQ8,51,I,19921,349.22,83.196,45.682,19.337,3.85E+05,225.4,4.49E+06,296.72,5.91E+06,
030519Abl_EQ8,52,I,12122,421.65,138.25,45.01,19.355,2.35E+05,214.16,2.60E+06,246.63,2.99E+06,
030519Abl_EQ8,53,I,7985,101.86,286.48,45.945,18.717,1.49E+05,153.62,1.23E+06,418.42,3.34E+06,
030519Abl_EQ8,54,I,18373,384.83,387.5,47.979,19.322,3.55E+05,182.55,3.35E+06,275.44,5.06E+06,
030519Abl_EQ8,55,I,6800,103.16,215.59,48.001,19.391,1.32E+05,176.83,1.20E+06,327.25,2.23E+06,
030519Abl_EQ8,56,I,11018,131.13,358.08,48.322,19.112,2.11E+05,192.05,2.12E+06,259.17,2.86E+06,
030519Abl_EQ8,57,I,14125,447.77,209.41,49.395,18.841,2.66E+05,169.34,2.39E+06,285.27,4.03E+06,
030519Abl_EQ8,58,I,13835,156.34,233.74,49.365,18.971,2.62E+05,210.24,2.91E+06,348.59,4.82E+06,
030519Abl_EQ8,58.2,I,13835,138,261,47,18.951,,148.233,,406.813,,
030519Abl_EQ8,59,I,15193,300.78,404.33,50.721,19.022,2.89E+05,184.24,2.80E+06,380.42,5.78E+06,
030519Abl_EQ8,60,I,12492,150.23,306.31,51.456,19.323,2.41E+05,205.44,2.57E+06,395.96,4.95E+06,
030519Abl_EQ8,61,I,10910,206.05,381.03,51.8,18.808,2.05E+05,179.67,1.96E+06,474.31,5.17E+06,
030519Abl_EQ8,62,I,26337,60.158,187.18,54.117,18.846,4.96E+05,135.55,3.57E+06,452.14,1.19E+07,
030519Abl_EQ8,63,M,28830,47.877,275.32,54.891,18.672,5.38E+05,133.75,3.86E+06,392,1.13E+07,
030519Abl_EQ8,64,I,8608,103.54,305.63,53.045,18.789,1.62E+05,144.6,1.24E+06,388.37,3.34E+06,
030519Abl_EQ8,65,I,13320,418.69,298.36,54.751,19.337,2.58E+05,176.21,2.35E+06,474.46,6.32E+06,
030519Abl_EQ8,66,I,26632,247.47,104.29,57.786,18.763,5.00E+05,143.13,3.81E+06,510.55,1.36E+07,
030519Abl_EQ8,67,I,10783,189.98,257.95,58.887,18.54,2.00E+05,142.47,1.54E+06,457.38,4.93E+06,
030519Abl_EQ8,68,I,11025,194.48,318.98,58.012,18.926,2.09E+05,155.85,1.72E+06,332.39,3.66E+06,
030519Abl_EQ8,69,I,22690,60.433,157.15,60.802,18.362,4.17E+05,103.19,2.34E+06,374.71,8.50E+06,
030519Abl_EQ8,70,M,1880,121.25,187.82,55.552,18.795,35335,83.602,1.57E+05,388.01,7.29E+05,
030519Abl_EQ8,71,I,12199,167.26,203.07,60.106,18.812,2.29E+05,137.11,1.67E+06,296.01,3.61E+06,
030519Abl_EQ8,72,I,13198,364.88,331.51,59.655,19.127,2.52E+05,184.21,2.43E+06,457.27,6.04E+06,
030519Abl_EQ8,73,I,15262,122.13,139.39,58.707,18.609,2.84E+05,108.17,1.65E+06,349.4,5.33E+06,
030519Abl_EQ8,75,I,11075,150.95,329.59,62.14,18.479,2.05E+05,126.15,1.40E+06,280.12,3.10E+06,
030519Abl_EQ8,76,I,26064,373.6,160.18,64.834,18.865,4.92E+05,198.7,5.18E+06,469.03,1.22E+07,
030519Abl_EQ8,77,I,13209,198.6,160.52,64.185,18.646,2.46E+05,142.94,1.89E+06,557.98,7.37E+06,
030519Abl_EQ8,78,I,1550,155.65,250.94,58.966,18.814,29161,138.09,2.14E+05,471.53,7.31E+05,
030519Abl_EQ8,79,I,23672,135.93,287.81,64.884,18.518,4.38E+05,141.78,3.36E+06,247.7,5.86E+06,
