Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
100819Abl_FN7,1,I,19835,136.76,204.17,5.1771,24.283,4.82E+05,364.41,7.23E+06,246.32,4.89E+06,TE,F
100819Abl_FN7,2,I,17344,304.4,233.65,5.8552,24.712,4.29E+05,427.25,7.41E+06,273,4.73E+06,TE,F
100819Abl_FN7,3,I,17785,168.32,317.69,5.5713,27.614,4.91E+05,339.89,6.04E+06,235.79,4.19E+06,TE,F
100819Abl_FN7,4,I,20356,282.45,346.44,5.4843,23.669,4.82E+05,526.27,1.07E+07,305.97,6.23E+06,TE,F
100819Abl_FN7,5,I,18408,254.28,212.81,9.2113,26.648,4.91E+05,287.13,5.29E+06,351.96,6.48E+06,DP,F
100819Abl_FN7,6,I,15069,235.2,264.92,9.5156,25.563,3.85E+05,326.61,4.92E+06,246.87,3.72E+06,DP,F
100819Abl_FN7,7,I,14179,185.36,214.03,10.083,27.281,3.87E+05,223.41,3.17E+06,230.18,3.26E+06,DP,F
100819Abl_FN7,8,I,20261,119.48,226.93,12.13,23.15,4.69E+05,310.35,6.29E+06,214.09,4.34E+06,TE,F
100819Abl_FN7,9,I,24280,221.17,388.32,13.389,25.329,6.15E+05,263.8,6.40E+06,264.78,6.43E+06,DP,F
100819Abl_FN7,10,I,15219,235.5,331.44,15.743,24.478,3.73E+05,295.44,4.50E+06,276.95,4.21E+06,DP,F
100819Abl_FN7,11,I,15659,164.7,305.2,18.073,23.829,3.73E+05,295.34,4.62E+06,283,4.43E+06,DP,F
100819Abl_FN7,12,I,16846,193.51,155.6,21.062,23.047,3.88E+05,220.23,3.71E+06,279.73,4.71E+06,TE,F
100819Abl_FN7,13,I,20943,421.18,258.51,20.906,23.748,4.97E+05,365.28,7.65E+06,276.43,5.79E+06,TE,F
100819Abl_FN7,14,I,16768,65.165,276.3,21.343,22.686,3.80E+05,366.53,6.15E+06,236.46,3.96E+06,TE,F
100819Abl_FN7,15,I,16794,198.33,239.94,23.199,26.327,4.42E+05,203.61,3.42E+06,238.32,4.00E+06,PRE,F
100819Abl_FN7,16,I,16927,309.39,423.57,21.319,23.59,3.99E+05,352.18,5.96E+06,238.24,4.03E+06,TE,F
100819Abl_FN7,17,I,24452,105.97,327.87,28.08,24.867,6.08E+05,261.75,6.40E+06,356.85,8.73E+06,DP,F
100819Abl_FN7,18,I,23549,189.37,373.02,28.429,22.732,5.35E+05,204.42,4.81E+06,232.51,5.48E+06,EPI,F
100819Abl_FN7,19,I,20628,132.47,255.62,27.526,22.652,4.67E+05,264.02,5.45E+06,340.42,7.02E+06,EPI,F
100819Abl_FN7,20,I,18706,370.53,135.81,30.721,23.767,4.45E+05,306.99,5.74E+06,350.83,6.56E+06,TE,F
100819Abl_FN7,21,I,19729,95.626,194.09,31.583,22.914,4.52E+05,365.44,7.21E+06,293.13,5.78E+06,TE,F
100819Abl_FN7,22,I,19356,175.12,425.41,35.205,22.442,4.34E+05,279.77,5.42E+06,360.82,6.98E+06,TE,F
100819Abl_FN7,23,I,20072,267.59,87.888,39.209,22.532,4.52E+05,253.3,5.08E+06,298.13,5.98E+06,TE,F
100819Abl_FN7,24,I,30229,99.348,343.97,43.104,21.376,6.46E+05,194.93,5.89E+06,252.05,7.62E+06,TE,F
100819Abl_FN7,25,I,16652,352.98,440.58,44.954,22.275,3.71E+05,295.84,4.93E+06,246.61,4.11E+06,TE,F
100819Abl_FN7,26,I,28019,448.44,324.4,52.593,21.499,6.02E+05,165.9,4.65E+06,195.88,5.49E+06,TE,F
100819Abl_FN7,27,I,24186,129.47,135.35,59.385,21.567,5.22E+05,215.2,5.20E+06,161.22,3.90E+06,TE,F
100819Abl_FN7,28,I,16871,220.87,433.26,63.64,21.256,3.59E+05,184.29,3.11E+06,296.97,5.01E+06,TE,F
100819Abl_FN7,29,I,26924,403.41,161.07,65.051,21.146,5.69E+05,128.15,3.45E+06,280.25,7.55E+06,TE,F
100819Abl_FN7,30,I,42013,145.16,280.22,74.684,20.939,8.80E+05,114.29,4.80E+06,304.12,1.28E+07,TE,F
100819Abl_FN7,31,I,35756,269.57,166.15,82.346,20.792,7.43E+05,85.987,3.07E+06,307.09,1.10E+07,TE,F
100819Abl_FN7,32,I,41735,301.38,336.82,82.381,20.664,8.62E+05,89.216,3.72E+06,315.01,1.31E+07,TE,F
