Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BB1,1,I,10856,145.8,246.6,5.2167,46.308,5.03E+05,211.11,2.29E+06,EPI
080117Abl_BB1,3,I,8767,174.86,199.65,8.4606,47.686,4.18E+05,239.19,2.10E+06,EPI
080117Abl_BB1,4,I,16431,197.31,281.73,10.07,185.47,3.05E+06,241.38,3.97E+06,PRE
080117Abl_BB1,5,I,15624,219.78,244.7,14.391,192.06,3.00E+06,246.02,3.84E+06,PRE
080117Abl_BB1,6,I,7941,113.79,187.16,14.529,63.547,5.05E+05,251.23,2.00E+06,DP
080117Abl_BB1,7,I,9131,125.39,252.45,15.875,56.522,5.16E+05,220.48,2.01E+06,DP
080117Abl_BB1,9,I,16431,164.09,350.16,13,30.174,,241.454,,EPI
080117Abl_BB1,10,I,15818,72.625,228.36,18.541,225.55,3.57E+06,242.34,3.83E+06,PRE
080117Abl_BB1,11,I,19671,174.52,298.57,21.861,84.902,1.67E+06,247.96,4.88E+06,PRE
080117Abl_BB1,12,I,18152,119.15,177.14,24.285,100.1,1.82E+06,248.91,4.52E+06,PRE
080117Abl_BB1,14,I,9026,144.95,361.13,26.391,29.618,2.67E+05,239.48,2.16E+06,EPI
080117Abl_BB1,15,I,16585,74.145,273.79,30.742,52.253,8.67E+05,222.09,3.68E+06,DP
080117Abl_BB1,16,I,14060,191.53,336.55,32.992,49.815,7.00E+05,213.13,3.00E+06,DP
080117Abl_BB1,17,I,11726,107.11,339.4,35.884,30.665,3.60E+05,232.08,2.72E+06,DP
080117Abl_BB1,18,I,2038,155.41,301.69,34.913,31.624,64449,233.65,4.76E+05,EPI
