Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
052819Abl_FD9,1,I,11598,298.11,250.33,4.2255,21.723,2.52E+05,216.53,2.51E+06,173.27,2.01E+06,F
052819Abl_FD9,2,I,14863,163.26,206.84,5.8609,21.725,3.23E+05,201.81,3.00E+06,158.76,2.36E+06,F
052819Abl_FD9,3,I,13216,367.52,219.54,6.0611,21.836,2.89E+05,241.77,3.20E+06,151.68,2.00E+06,F
052819Abl_FD9,4,I,12389,245.17,298.51,5.019,22.02,2.73E+05,276.11,3.42E+06,174.75,2.16E+06,F
052819Abl_FD9,5,I,11127,288.41,189.7,6.3232,21.864,2.43E+05,236.37,2.63E+06,172.46,1.92E+06,F
052819Abl_FD9,6,I,12739,214.54,222.51,6.92,21.544,2.74E+05,217.81,2.77E+06,156.5,1.99E+06,F
052819Abl_FD9,7,I,18927,178.51,315.23,6.2972,21.341,4.04E+05,118.46,2.24E+06,157.12,2.97E+06,F
052819Abl_FD9,8,I,14831,391.46,307.67,7.6468,21.65,3.21E+05,188.98,2.80E+06,145.67,2.16E+06,F
052819Abl_FD9,9,I,21392,315,347.19,7.2857,21.443,4.59E+05,182.16,3.90E+06,156.18,3.34E+06,F
052819Abl_FD9,10,I,10133,111.1,212.32,9.0898,21.515,2.18E+05,220.09,2.23E+06,192.77,1.95E+06,F
052819Abl_FD9,11,I,8078,423.31,252.03,11.292,22.471,1.82E+05,337.7,2.73E+06,162.14,1.31E+06,F
052819Abl_FD9,12,I,13241,69.979,241.58,11.605,21.693,2.87E+05,210.01,2.78E+06,192.74,2.55E+06,F
052819Abl_FD9,13,I,10038,317.46,143.55,12.792,21.741,2.18E+05,275.02,2.76E+06,168.53,1.69E+06,F
052819Abl_FD9,14,I,13711,119.13,147.43,14.999,21.929,3.01E+05,316.69,4.34E+06,177.77,2.44E+06,F
052819Abl_FD9,15,I,12814,124.59,343.68,11.689,21.558,2.76E+05,241.21,3.09E+06,187.47,2.40E+06,F
052819Abl_FD9,16,I,16496,188.96,255.66,16.067,21.686,3.58E+05,214.18,3.53E+06,148.27,2.45E+06,F
052819Abl_FD9,17,I,18381,132.56,264.64,16.197,21.724,3.99E+05,294.86,5.42E+06,182.83,3.36E+06,T
052819Abl_FD9,19,I,13820,237.43,130.41,18.412,21.925,3.03E+05,216.84,3.00E+06,148.61,2.05E+06,F
052819Abl_FD9,20,I,11922,164.06,184.48,17.88,21.531,2.57E+05,216.12,2.58E+06,165.16,1.97E+06,F
052819Abl_FD9,21,I,11099,108.99,192.28,17.863,21.626,2.40E+05,243.21,2.70E+06,163.68,1.82E+06,T
052819Abl_FD9,22,I,10955,209.53,377.21,17.422,21.649,2.37E+05,235.58,2.58E+06,180.83,1.98E+06,F
052819Abl_FD9,23,I,10920,215.22,202.05,18.53,21.693,2.37E+05,273.31,2.98E+06,149.65,1.63E+06,F
052819Abl_FD9,24,I,17289,148.25,319.14,20.119,21.602,3.73E+05,228.33,3.95E+06,184.54,3.19E+06,T
052819Abl_FD9,25,I,8031,178.17,135.34,19.151,21.629,1.74E+05,159.88,1.28E+06,182.87,1.47E+06,F
052819Abl_FD9,26,I,21457,437.13,184.67,21.552,21.624,4.64E+05,196.62,4.22E+06,210.51,4.52E+06,F
052819Abl_FD9,27,I,9996,424.45,352,19.025,21.925,2.19E+05,225.99,2.26E+06,159.93,1.60E+06,F
