Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
092319Abl_FK2,1,I,19947,337.58,225.88,4.7346,21.487,4.29E+05,198.36,3.96E+06,320.06,6.38E+06,F
092319Abl_FK2,2,I,20220,304.32,293.21,4.8523,21.482,4.34E+05,211.18,4.27E+06,323.61,6.54E+06,F
092319Abl_FK2,3,I,16854,171.53,195.02,6.769,21.467,3.62E+05,191.06,3.22E+06,257.8,4.35E+06,F
092319Abl_FK2,7,I,20202,141.31,290.71,8.4189,21.333,4.31E+05,170.85,3.45E+06,303.76,6.14E+06,F
092319Abl_FK2,8,I,17975,219.1,328,6.7258,21.488,3.86E+05,200.56,3.61E+06,275.69,4.96E+06,F
092319Abl_FK2,9,I,19613,330.4,152.22,8.6552,21.639,4.24E+05,236.09,4.63E+06,351.73,6.90E+06,F
092319Abl_FK2,11,I,12707,187.92,265.51,9.0272,21.32,2.71E+05,180.55,2.29E+06,281.14,3.57E+06,F
092319Abl_FK2,12,M,10046,66.181,261.29,14.038,27.303,2.74E+05,76.336,7.67E+05,285.23,2.87E+06,F
092319Abl_FK2,14,M,25399,400.07,318.87,13.939,20.916,5.31E+05,84.453,2.15E+06,279.69,7.10E+06,F
092319Abl_FK2,15,I,8878,183.78,216.42,12.541,21.789,1.93E+05,242.35,2.15E+06,272.34,2.42E+06,F
092319Abl_FK2,16,I,14447,180.2,334.73,15.059,21.339,3.08E+05,175.61,2.54E+06,234.94,3.39E+06,F
092319Abl_FK2,18,I,9346,232.32,124.96,17.415,21.824,2.04E+05,250.41,2.34E+06,319.58,2.99E+06,F
092319Abl_FK2,19,I,16166,122.47,216.59,19.694,21.338,3.45E+05,132.87,2.15E+06,275.64,4.46E+06,F
092319Abl_FK2,20,I,8799,438.86,252.83,17.31,21.829,1.92E+05,260.53,2.29E+06,305.4,2.69E+06,F
092319Abl_FK2,22,I,12209,182.56,386.86,18.302,21.919,2.68E+05,275.7,3.37E+06,293.88,3.59E+06,F
092319Abl_FK2,23,I,9018,326.89,93.529,19.921,21.825,1.97E+05,287.33,2.59E+06,338.83,3.06E+06,F
092319Abl_FK2,24,I,8385,179.59,134.69,20.921,21.881,1.83E+05,311.43,2.61E+06,275.57,2.31E+06,F
092319Abl_FK2,25,I,14331,118.8,274.51,20.312,21.302,3.05E+05,125.17,1.79E+06,252.84,3.62E+06,F
092319Abl_FK2,26,I,10873,92.808,327.86,22.272,21.352,2.32E+05,174.61,1.90E+06,284.22,3.09E+06,F
092319Abl_FK2,27,I,14240,163.17,171.43,22.384,21.503,3.06E+05,195.41,2.78E+06,243.9,3.47E+06,F
092319Abl_FK2,28,I,13999,143.87,325.32,22.733,21.446,3.00E+05,173.08,2.42E+06,274.62,3.84E+06,F
092319Abl_FK2,30,I,16827,43.224,208.27,24.193,21.806,3.67E+05,200.54,3.37E+06,313.56,5.28E+06,F
092319Abl_FK2,31,I,10494,439.65,164.66,24.702,22.088,2.32E+05,211.18,2.22E+06,308.68,3.24E+06,F
092319Abl_FK2,32,I,11547,378.95,398.05,24.387,21.997,2.54E+05,263.14,3.04E+06,293.22,3.39E+06,F
092319Abl_FK2,33,I,16426,125.62,153.92,27.393,21.402,3.52E+05,156.59,2.57E+06,326.86,5.37E+06,F
092319Abl_FK2,34,I,14763,178.85,275.43,27.446,20.963,3.09E+05,124.67,1.84E+06,250.41,3.70E+06,F
092319Abl_FK2,36,I,12576,170.47,212.12,27.269,20.943,2.63E+05,113.25,1.42E+06,241.85,3.04E+06,F
092319Abl_FK2,38,I,13998,53.346,325.23,30.085,21.56,3.02E+05,146.71,2.05E+06,261.16,3.66E+06,F
092319Abl_FK2,39,I,18644,119,367.1,30.785,21.354,3.98E+05,146.62,2.73E+06,266.93,4.98E+06,F
092319Abl_FK2,40,I,15364,195.77,422.43,30.962,21.661,3.33E+05,234.78,3.61E+06,333.71,5.13E+06,F
092319Abl_FK2,41,I,9638,73.365,255.65,29.397,21.089,2.03E+05,83.982,8.09E+05,252.49,2.43E+06,F
092319Abl_FK2,42,I,9223,86.551,147.16,31.247,21.68,2.00E+05,235.92,2.18E+06,312.05,2.88E+06,F
092319Abl_FK2,43,I,9710,484.15,264.28,32.993,21.697,2.11E+05,166.67,1.62E+06,321.93,3.13E+06,F
092319Abl_FK2,44,I,11197,137.67,270.05,34.172,21.042,2.36E+05,107.62,1.21E+06,288.67,3.23E+06,F
092319Abl_FK2,45,I,9170,410.51,102.43,35.844,21.855,2.00E+05,257.1,2.36E+06,334.94,3.07E+06,F
092319Abl_FK2,47,I,17299,62.84,194.11,36.843,21.336,3.69E+05,133.29,2.31E+06,276.86,4.79E+06,F
092319Abl_FK2,48,I,15989,115.4,221.08,34.828,20.986,3.36E+05,71.564,1.14E+06,248.41,3.97E+06,F
092319Abl_FK2,49,I,16313,194.13,91.9,38.591,21.404,3.49E+05,178.06,2.90E+06,321.34,5.24E+06,F
092319Abl_FK2,50,I,11664,470.61,332.94,40.021,21.656,2.53E+05,189.81,2.21E+06,349.48,4.08E+06,F
092319Abl_FK2,51,I,23326,162.91,359.69,43.69,21.347,4.98E+05,76.627,1.79E+06,286.95,6.69E+06,F
092319Abl_FK2,52,I,18312,133.08,165.05,42.608,20.933,3.83E+05,92.142,1.69E+06,252.41,4.62E+06,F
092319Abl_FK2,53,I,12568,324.39,448.45,43.942,21.451,2.70E+05,182.24,2.29E+06,293.04,3.68E+06,F
092319Abl_FK2,54,I,18307,75.595,238.46,45.423,20.887,3.82E+05,81.171,1.49E+06,250.58,4.59E+06,F
092319Abl_FK2,55,I,14901,150.14,260.32,45.723,20.739,3.09E+05,68.119,1.02E+06,266.04,3.96E+06,F
092319Abl_FK2,56,I,15543,79.476,338.94,47.481,20.91,3.25E+05,84.375,1.31E+06,284,4.41E+06,F
092319Abl_FK2,57,I,11499,423.89,393.91,47.19,21.25,2.44E+05,161.75,1.86E+06,280.37,3.22E+06,F
092319Abl_FK2,59,I,19965,131.58,144.04,49.57,21.101,4.21E+05,100.09,2.00E+06,319.08,6.37E+06,F
092319Abl_FK2,60,I,11498,334.13,58.189,50.77,21.329,2.45E+05,155.94,1.79E+06,172.84,1.99E+06,F
