Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum
030519Abl_EQ3,1,I,19045,351.12,255.82,5.1153,19.426,3.70E+05,207.35,3.95E+06,351.6,6.70E+06
030519Abl_EQ3,2,I,23690,276.93,312.79,5.1944,19.47,4.61E+05,287.68,6.82E+06,402.07,9.53E+06
030519Abl_EQ3,3,I,19466,244.84,216.05,5.4494,19.311,3.76E+05,265.19,5.16E+06,402.28,7.83E+06
030519Abl_EQ3,4,I,27265,99.006,279.66,5.9201,19.358,5.28E+05,191.59,5.22E+06,424.85,1.16E+07
030519Abl_EQ3,5,I,15230,179.23,262.25,6.3955,19.427,2.96E+05,249.19,3.80E+06,321.9,4.90E+06
030519Abl_EQ3,6,I,17376,325.06,186.4,6.9733,19.507,3.39E+05,267.27,4.64E+06,382.71,6.65E+06
030519Abl_EQ3,7,I,21692,131.48,225.41,8.2393,19.606,4.25E+05,293.06,6.36E+06,439.27,9.53E+06
030519Abl_EQ3,8,I,29798,366.2,338.53,6.9709,19.332,5.76E+05,223.72,6.67E+06,350.5,1.04E+07
030519Abl_EQ3,9,I,22040,183.59,168.75,8.5141,19.906,4.39E+05,377.2,8.31E+06,371.29,8.18E+06
030519Abl_EQ3,10,I,29280,85.701,167.38,10.262,19.373,5.67E+05,201.01,5.89E+06,395.3,1.16E+07
030519Abl_EQ3,11,I,22592,257.6,152.97,10.113,19.637,4.44E+05,208.87,4.72E+06,422.54,9.55E+06
030519Abl_EQ3,12,I,18047,416.69,257.83,8.777,19.432,3.51E+05,233.88,4.22E+06,397.13,7.17E+06
030519Abl_EQ3,13,I,13137,108.14,319.07,10.942,19.33,2.54E+05,206.31,2.71E+06,453.48,5.96E+06
030519Abl_EQ3,14,I,14999,188.79,346.04,12.626,20.377,3.06E+05,453.73,6.81E+06,379.91,5.70E+06
030519Abl_EQ3,15,I,19101,292.81,404.19,11.946,19.72,3.77E+05,345,6.59E+06,425.02,8.12E+06
030519Abl_EQ3,16,I,13233,391.49,171.28,14.257,19.744,2.61E+05,234.87,3.11E+06,336.02,4.45E+06
030519Abl_EQ3,17,M,10729,352.93,124.99,15.799,20.488,2.20E+05,160.39,1.72E+06,388.5,4.17E+06
030519Abl_EQ3,18,I,19195,459.67,294.65,17.845,20.081,3.85E+05,262.98,5.05E+06,463.19,8.89E+06
030519Abl_EQ3,19,I,15468,122.79,160.69,19.668,19.409,3.00E+05,236.4,3.66E+06,413.59,6.40E+06
030519Abl_EQ3,20,M,13792,106.98,266.48,17.147,18.916,2.61E+05,185.81,2.56E+06,388.96,5.36E+06
030519Abl_EQ3,21,I,15848,163.34,285.26,18.632,19.145,3.03E+05,229.4,3.64E+06,369.29,5.85E+06
