Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum
030519Abl_EQ3,22,M,8990,271.75,127.83,18.746,19.901,1.79E+05,198.63,1.79E+06,366.12,3.29E+06
030519Abl_EQ3,23,I,9100,141.57,329.27,18.756,19.427,1.77E+05,305.74,2.78E+06,350.11,3.19E+06
030519Abl_EQ3,24,I,13346,24.528,197.36,20.683,21.273,2.84E+05,275.77,3.68E+06,415.86,5.55E+06
030519Abl_EQ3,25,I,18471,426.72,389.64,20.588,19.392,3.58E+05,236.84,4.37E+06,430.4,7.95E+06
030519Abl_EQ3,26,I,18251,162.17,161.01,20.937,19.35,3.53E+05,243.77,4.45E+06,337.92,6.17E+06
030519Abl_EQ3,27,I,24632,78.464,181.67,22.197,19.511,4.81E+05,250.31,6.17E+06,374.88,9.23E+06
030519Abl_EQ3,28,I,15792,51.859,255.1,21.279,19.075,3.01E+05,235.84,3.72E+06,442.27,6.98E+06
030519Abl_EQ3,29,I,12300,145.48,380.34,22.026,20.488,2.52E+05,539.87,6.64E+06,451.85,5.56E+06
030519Abl_EQ3,30,I,16817,368.6,437.31,22.445,20.261,3.41E+05,520.39,8.75E+06,343.14,5.77E+06
030519Abl_EQ3,31,I,20395,156.38,214.2,21.976,18.988,3.87E+05,191.83,3.91E+06,382.16,7.79E+06
030519Abl_EQ3,32,I,11865,386,122.86,25.022,19.244,2.28E+05,253.55,3.01E+06,442.81,5.25E+06
030519Abl_EQ3,33,I,12905,449.24,172.08,24.852,20.001,2.58E+05,322.51,4.16E+06,393.94,5.08E+06
030519Abl_EQ3,34,I,13399,20.939,288.06,25.479,19.555,2.62E+05,200.35,2.68E+06,348.16,4.67E+06
030519Abl_EQ3,35,I,22195,73.958,316.39,24.129,19.32,4.29E+05,209.31,4.65E+06,375.68,8.34E+06
030519Abl_EQ3,36,I,19844,88.044,218.06,26.969,19.074,3.79E+05,239.89,4.76E+06,406.61,8.07E+06
030519Abl_EQ3,37,I,16010,181.25,104.47,30.6,19.446,3.11E+05,287.22,4.60E+06,540.01,8.65E+06
030519Abl_EQ3,39,I,10305,116.15,311.03,27.253,19.23,1.98E+05,259.95,2.68E+06,423.19,4.36E+06
030519Abl_EQ3,40,I,18992,291.65,459.49,27.558,19.553,3.71E+05,242.34,4.60E+06,517.8,9.83E+06
030519Abl_EQ3,41,I,13899,310.32,93.562,30.329,19.641,2.73E+05,320.46,4.45E+06,584.29,8.12E+06
030519Abl_EQ3,42,I,12254,489.88,237.59,30.576,19.616,2.40E+05,267.66,3.28E+06,419.69,5.14E+06
030519Abl_EQ3,43,I,7900,126.58,354.53,29.382,19.594,1.55E+05,301.06,2.38E+06,400.86,3.17E+06
030519Abl_EQ3,44,I,13655,242.65,88.861,32.727,19.168,2.62E+05,232.18,3.17E+06,524.54,7.16E+06
030519Abl_EQ3,45,I,21928,488.03,347.07,35.334,19.329,4.24E+05,204,4.47E+06,475.12,1.04E+07
030519Abl_EQ3,46,I,24289,117.66,251.74,36.047,18.634,4.53E+05,164.35,3.99E+06,427.8,1.04E+07
030519Abl_EQ3,47,I,18435,82.837,357.76,36.095,19.241,3.55E+05,188.54,3.48E+06,368.21,6.79E+06
030519Abl_EQ3,48,I,25250,73.156,199.93,36.232,18.954,4.79E+05,174.9,4.42E+06,356.46,9.00E+06
030519Abl_EQ3,49,I,26023,89.685,306.44,35.922,19.115,4.97E+05,186.76,4.86E+06,367.62,9.57E+06
030519Abl_EQ3,50,I,22603,162.26,393.17,37.597,18.968,4.29E+05,175.73,3.97E+06,369.32,8.35E+06
030519Abl_EQ3,51,I,12880,405.29,109.49,40.436,18.778,2.42E+05,191.38,2.47E+06,360.72,4.65E+06
030519Abl_EQ3,52,I,15333,475.83,180.08,40.518,18.997,2.91E+05,185.6,2.85E+06,462.81,7.10E+06
030519Abl_EQ3,53,I,16127,122.2,168.44,39.264,19.186,3.09E+05,154.21,2.49E+06,394.55,6.36E+06
030519Abl_EQ3,54,I,13254,450.45,411.47,42.296,18.933,2.51E+05,181.94,2.41E+06,385.55,5.11E+06
030519Abl_EQ3,55,I,15919,62.801,256.9,43.559,18.736,2.98E+05,152.47,2.43E+06,360.02,5.73E+06
030519Abl_EQ3,56,I,14529,247.74,460.65,43.633,19.107,2.78E+05,215.77,3.13E+06,280.76,4.08E+06
030519Abl_EQ3,57,I,13483,311.49,472.43,42.66,19.21,2.59E+05,179.52,2.42E+06,333.03,4.49E+06
030519Abl_EQ3,58,I,14690,109.01,142.45,46.42,18.527,2.72E+05,141.78,2.08E+06,383.72,5.64E+06
030519Abl_EQ3,59,I,11155,491.82,218.31,48.897,19.004,2.12E+05,214.46,2.39E+06,323.03,3.60E+06
030519Abl_EQ3,60,I,19796,116.85,318.54,48.491,18.488,3.66E+05,123.05,2.44E+06,339.26,6.72E+06
030519Abl_EQ3,61,I,17194,259.83,82.85,49.614,18.599,3.20E+05,115,1.98E+06,299.26,5.15E+06
030519Abl_EQ3,62,I,14779,339.92,89.519,50,18.614,2.75E+05,116.32,1.72E+06,301.82,4.46E+06
030519Abl_EQ3,63,I,18708,193.79,95.362,48.83,18.477,3.46E+05,110.54,2.07E+06,335.35,6.27E+06
030519Abl_EQ3,64,I,16551,104.53,212.54,50.081,18.352,3.04E+05,116.14,1.92E+06,380.93,6.30E+06
030519Abl_EQ3,65,I,20949,493.69,285.29,53.34,18.988,3.98E+05,143.29,3.00E+06,213.23,4.47E+06
030519Abl_EQ3,66,I,17701,352.99,458.58,53.446,18.86,3.34E+05,166.35,2.94E+06,268.69,4.76E+06
030519Abl_EQ3,67,I,13970,428.76,136.18,53.507,18.753,2.62E+05,158.37,2.21E+06,257.31,3.59E+06
030519Abl_EQ3,68,I,8977,227.58,436.4,53.471,18.728,1.68E+05,142.17,1.28E+06,240.66,2.16E+06
030519Abl_EQ3,69,I,16381,172.48,132.77,59.014,18.298,3.00E+05,99.105,1.62E+06,371.04,6.08E+06
030519Abl_EQ3,70,I,15788,469.44,353.62,57.825,18.679,2.95E+05,149.98,2.37E+06,301.88,4.77E+06
030519Abl_EQ3,71,I,15729,463.52,193.5,58.794,18.696,2.94E+05,149.66,2.35E+06,230.37,3.62E+06
030519Abl_EQ3,72,I,24940,173.37,372.2,60.255,18.298,4.56E+05,80.252,2.00E+06,437.63,1.09E+07
030519Abl_EQ3,73,I,13527,279.3,104.9,62.112,18.422,2.49E+05,116.16,1.57E+06,372.28,5.04E+06
030519Abl_EQ3,74,I,22922,411.3,407.1,62.863,18.7,4.29E+05,156.88,3.60E+06,378.5,8.68E+06
030519Abl_EQ3,75,I,15086,264.25,428.03,62.519,18.616,2.81E+05,142.74,2.15E+06,485.06,7.32E+06
030519Abl_EQ3,76,I,28488,350.92,130.86,65.896,18.357,5.23E+05,127.46,3.63E+06,402.93,1.15E+07
030519Abl_EQ3,77,I,23048,140.12,282.53,63.893,18.024,4.15E+05,71.077,1.64E+06,343.86,7.93E+06
030519Abl_EQ3,78,I,19562,158.11,201.67,67.876,17.903,3.50E+05,62.003,1.21E+06,426,8.33E+06
030519Abl_EQ3,79,M,32078,410.17,231.16,71.773,18.506,5.94E+05,87.639,2.81E+06,391.81,1.26E+07
030519Abl_EQ3,80,I,14771,249.33,383.95,70.639,18.571,2.74E+05,144.87,2.14E+06,443.1,6.55E+06
030519Abl_EQ3,81,I,14438,448.32,292.28,70.807,18.458,2.67E+05,134.35,1.94E+06,492.97,7.12E+06
030519Abl_EQ3,82,I,21849,328.56,388.02,73.238,18.498,4.04E+05,150.4,3.29E+06,428.69,9.37E+06
030519Abl_EQ3,83,I,38130,260.92,161.95,74.653,18.271,6.97E+05,117.12,4.47E+06,422.13,1.61E+07
030519Abl_EQ3,84,I,13596,409.74,343.81,75.429,18.712,2.54E+05,162.56,2.21E+06,486.53,6.61E+06
030519Abl_EQ3,85,I,17799,216.82,326.2,75.982,18.236,3.25E+05,121.72,2.17E+06,517.47,9.21E+06
030519Abl_EQ3,86,I,11073,212.06,257.51,77.702,18.105,2.00E+05,92.253,1.02E+06,495.56,5.49E+06
030519Abl_EQ3,87,I,9437,341.87,222.48,78.319,18.304,1.73E+05,147.61,1.39E+06,440.55,4.16E+06
030519Abl_EQ3,88,I,7382,369.64,286.1,78.687,18.68,1.38E+05,202.04,1.49E+06,408.31,3.01E+06
030519Abl_EQ3,89,I,14855,299.27,318.78,78.419,18.492,2.75E+05,177.68,2.64E+06,437,6.49E+06
030519Abl_EQ3,90,I,8291,273.21,250.47,78.642,18.216,1.51E+05,128.06,1.06E+06,472.2,3.92E+06
