Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
090216_mzFGF4_V4,62,1,TE,4691,239.51,212.36,3.1479,3038,1.43E+07,2531.7,1.19E+07,165,7.74E+05,1750.9,8.21E+06,932.33,4.37E+06,
090216_mzFGF4_V4,62,2,TE,9461,268.8,249.37,6.3028,2963.3,2.80E+07,1610.8,1.52E+07,250.44,2.37E+06,1739.7,1.65E+07,473.73,4.48E+06,
090216_mzFGF4_V4,62,3,TE,9748,302.46,256.74,5.7984,3126.9,3.05E+07,139.73,1.36E+06,57.891,5.64E+05,1734.8,1.69E+07,100.23,9.77E+05,
090216_mzFGF4_V4,62,4,TE,13634,167.95,275.12,5.7777,1500.3,2.05E+07,1446.1,1.97E+07,213.92,2.92E+06,1833,2.50E+07,837.58,1.14E+07,
090216_mzFGF4_V4,62,5,EPI,10975,236.87,260.31,7.6572,2133.3,2.34E+07,111.79,1.23E+06,2030,2.23E+07,1790.9,1.97E+07,481.95,5.29E+06,
090216_mzFGF4_V4,62,6,TE,10637,325.53,277.27,9.4068,2611.4,2.78E+07,1445.1,1.54E+07,915.19,9.73E+06,2015.5,2.14E+07,476.32,5.07E+06,
090216_mzFGF4_V4,62,7,TE,10081,210,200.79,9.5987,1827.2,1.84E+07,1398.4,1.41E+07,436.37,4.40E+06,1931.5,1.95E+07,1183.9,1.19E+07,
090216_mzFGF4_V4,62,8,TE,8232,288.26,214.36,11.685,2313.6,1.90E+07,1847.3,1.52E+07,771.24,6.35E+06,2021.7,1.66E+07,1116.5,9.19E+06,
090216_mzFGF4_V4,62,9,TE,10578,248.66,186.92,12.652,2484.5,2.63E+07,1771,1.87E+07,201.9,2.14E+06,1840.7,1.95E+07,1423.6,1.51E+07,
090216_mzFGF4_V4,62,10,EPI,7899,190.87,255.45,11.403,1511.2,1.19E+07,84.48,6.67E+05,1671.5,1.32E+07,1749.6,1.38E+07,619.4,4.89E+06,
090216_mzFGF4_V4,62,11,TE,13105,274.58,302.65,11.344,2190.9,2.87E+07,890.19,1.17E+07,394.19,5.17E+06,1913.8,2.51E+07,333.35,4.37E+06,
090216_mzFGF4_V4,62,12,TE,13873,324.33,210.38,14.228,1905.9,2.64E+07,1293.7,1.79E+07,675.27,9.37E+06,1964.5,2.73E+07,825.46,1.15E+07,
090216_mzFGF4_V4,62,13,DP,2740,222.25,283.88,12.299,1641,4.50E+06,59.598,1.63E+05,1079.2,2.96E+06,1661.7,4.55E+06,1176.6,3.22E+06,
090216_mzFGF4_V4,62,14,EPI,12774,163.4,231.3,17.548,1220.5,1.56E+07,44.796,5.72E+05,2184.5,2.79E+07,2007.9,2.56E+07,938.05,1.20E+07,
090216_mzFGF4_V4,62,15,PRE,10872,226.39,315.41,18.088,1337.7,1.45E+07,41.975,4.56E+05,594.89,6.47E+06,1867.9,2.03E+07,2275.8,2.47E+07,
090216_mzFGF4_V4,62,16,TE,12685,135.4,215,20.324,1794.2,2.28E+07,1415.1,1.80E+07,197.06,2.50E+06,1884.3,2.39E+07,1142.8,1.45E+07,
090216_mzFGF4_V4,62,17,TE,10647,351.8,279.32,18.518,1788.8,1.90E+07,1523.8,1.62E+07,623.04,6.63E+06,1882.7,2.00E+07,1206.3,1.28E+07,
090216_mzFGF4_V4,62,18,PRE,8507,143.83,268.74,17.868,1404.1,1.19E+07,70.502,6.00E+05,1310.4,1.11E+07,1837.9,1.56E+07,2445.7,2.08E+07,
090216_mzFGF4_V4,62,19,EPI,14333,176.77,315.59,21.344,1096,1.57E+07,54.509,7.81E+05,2076.4,2.98E+07,1864.1,2.67E+07,670.27,9.61E+06,
090216_mzFGF4_V4,62,20,EPI,4929,215.01,222.3,17.051,1143,5.63E+06,66.812,3.29E+05,1775.8,8.75E+06,1753.9,8.65E+06,443.05,2.18E+06,
090216_mzFGF4_V4,62,21,TE,4454,315.27,316.37,18.758,2722.1,1.21E+07,328.91,1.46E+06,85.262,3.80E+05,1879.4,8.37E+06,215.73,9.61E+05,
090216_mzFGF4_V4,62,22,TE,8109,286.9,187.54,21.488,1435.1,1.16E+07,1045.3,8.48E+06,488.89,3.96E+06,1995.7,1.62E+07,918.68,7.45E+06,
090216_mzFGF4_V4,62,23,TE,4449,281.98,334.75,21.104,2501.6,1.11E+07,299.1,1.33E+06,83.982,3.74E+05,1964.4,8.74E+06,190.87,8.49E+05,
090216_mzFGF4_V4,62,24,TE,8715,343.98,231.51,23.435,1281.9,1.12E+07,1015.6,8.85E+06,1135,9.89E+06,1874.2,1.63E+07,762.97,6.65E+06,
090216_mzFGF4_V4,62,25,PRE,8409,185.97,278.77,23.019,1036.8,8.72E+06,37.448,3.15E+05,890.93,7.49E+06,1895.2,1.59E+07,2149.4,1.81E+07,
090216_mzFGF4_V4,62,26,TE,8702,238.2,353.47,24.69,2004.5,1.74E+07,781.1,6.80E+06,125.77,1.09E+06,1914.1,1.67E+07,874.44,7.61E+06,
090216_mzFGF4_V4,62,27,TE,9097,253.11,171.87,23.689,1303,1.19E+07,1226.5,1.12E+07,151.46,1.38E+06,1887.9,1.72E+07,980.33,8.92E+06,
090216_mzFGF4_V4,62,28,PRE,10971,221.25,256.89,26.052,884.23,9.70E+06,640.81,7.03E+06,305.1,3.35E+06,2012,2.21E+07,800.17,8.78E+06,
090216_mzFGF4_V4,62,29,TE,10273,128.67,301.35,29.33,1506.3,1.55E+07,1224.8,1.26E+07,321.82,3.31E+06,1838.3,1.89E+07,1151.5,1.18E+07,
090216_mzFGF4_V4,62,29.2,PRE,10273,143,284,34,762.596,,64.547,,585.287,,1865.65,,1550.006,,
090216_mzFGF4_V4,62,30,TE,7952,211.19,171.14,29.269,1679,1.34E+07,420.11,3.34E+06,63.359,5.04E+05,2003.1,1.59E+07,527.05,4.19E+06,
090216_mzFGF4_V4,62,31,TE,5878,339.43,345.33,29.312,2083.8,1.22E+07,689.02,4.05E+06,277.57,1.63E+06,1967.6,1.16E+07,218.98,1.29E+06,
090216_mzFGF4_V4,62,32,EPI,9707,200.97,216.92,25.798,803.65,7.80E+06,35.913,3.49E+05,1609.9,1.56E+07,1779.3,1.73E+07,343.08,3.33E+06,
090216_mzFGF4_V4,62,33,TE,10353,344.14,308.59,29.053,1388.1,1.44E+07,806.87,8.35E+06,313.26,3.24E+06,1767.8,1.83E+07,629.76,6.52E+06,
090216_mzFGF4_V4,62,34,EPI,9076,195.84,289.22,31.111,731.1,6.64E+06,33.219,3.01E+05,1068.5,9.70E+06,1898.1,1.72E+07,413.74,3.76E+06,
090216_mzFGF4_V4,62,35,TE,13291,307.89,221.8,30.015,623.17,8.28E+06,578.19,7.68E+06,467.61,6.22E+06,1904.7,2.53E+07,502.98,6.69E+06,
090216_mzFGF4_V4,62,36,EPI,10203,237.08,304.61,31.601,703.32,7.18E+06,47.8,4.88E+05,1192.8,1.22E+07,1788.2,1.82E+07,906.54,9.25E+06,
090216_mzFGF4_V4,62,37,TE,14122,270.95,369.6,34.134,1530,2.16E+07,717.52,1.01E+07,217.44,3.07E+06,1967.5,2.78E+07,369.04,5.21E+06,
090216_mzFGF4_V4,62,38,DP,12055,143.54,246.09,32.385,715.04,8.62E+06,55.594,6.70E+05,906.6,1.09E+07,1890.8,2.28E+07,1439.6,1.74E+07,
090216_mzFGF4_V4,62,40,TE,11352,274,188.21,33.333,853.29,9.69E+06,623.14,7.07E+06,126.82,1.44E+06,1784.2,2.03E+07,560.51,6.36E+06,
090216_mzFGF4_V4,62,41,PRE,5580,230.2,213.29,33.965,469.28,2.62E+06,40.009,2.23E+05,441.8,2.47E+06,1745.9,9.74E+06,1167.8,6.52E+06,
090216_mzFGF4_V4,62,42,EPI,13944,170.28,214.81,36.601,473.92,6.61E+06,43.756,6.10E+05,945.04,1.32E+07,1860.8,2.59E+07,441.07,6.15E+06,
090216_mzFGF4_V4,62,44,TE,14763,322.63,276.95,37.781,585.07,8.64E+06,422.91,6.24E+06,166.56,2.46E+06,1921.9,2.84E+07,359.68,5.31E+06,
090216_mzFGF4_V4,62,45,TE,11335,273.35,221.34,41.853,495.12,5.61E+06,461.53,5.23E+06,239.98,2.72E+06,1960.5,2.22E+07,294.61,3.34E+06,
090216_mzFGF4_V4,62,46,TE,11761,321.38,330.81,41.552,1061.2,1.25E+07,502.34,5.91E+06,141.94,1.67E+06,1917.2,2.25E+07,234.63,2.76E+06,
090216_mzFGF4_V4,62,47,TE,14297,194.89,341,41.35,526.93,7.53E+06,400.86,5.73E+06,102.23,1.46E+06,1552.7,2.22E+07,390.54,5.58E+06,
090216_mzFGF4_V4,62,47.2,PRE,14297,204,312,38,516.019,,34.188,,423.381,,1813.533,,1008.411,,
090216_mzFGF4_V4,62,49,TE,9340,283.09,266.9,45.228,434.53,4.06E+06,72.056,6.73E+05,37.105,3.47E+05,1870.7,1.75E+07,87.592,8.18E+05,
090216_mzFGF4_V4,62,50,DP,14356,222.36,256.96,44.144,361.88,5.20E+06,70.805,1.02E+06,727.12,1.04E+07,1788.7,2.57E+07,749.2,1.08E+07,
090216_mzFGF4_V4,62,50.2,PRE,14356,232,226,46,298.733,,33.169,,281.039,,1822.563,,777.737,,
090216_mzFGF4_V4,62,51,EPI,8120,171.26,253.02,43.868,376.35,3.06E+06,37.967,3.08E+05,805.05,6.54E+06,1856.9,1.51E+07,388.33,3.15E+06,
090216_mzFGF4_V4,62,52,TE,12330,288.55,305.87,50.754,445.36,5.49E+06,429.45,5.30E+06,333.3,4.11E+06,1940.5,2.39E+07,252.64,3.12E+06,
090216_mzFGF4_V4,62,53,PRE,11437,235.96,191.8,49.654,548.45,6.27E+06,60.336,6.90E+05,46.594,5.33E+05,1645.2,1.88E+07,116.26,1.33E+06,
090216_mzFGF4_V4,62,54,PRE,6672,186.86,285.95,44.652,361.22,2.41E+06,26.27,1.75E+05,216.01,1.44E+06,1833.6,1.22E+07,923.05,6.16E+06,
090216_mzFGF4_V4,62,55,TE,12693,239.73,338.17,50.832,410.26,5.21E+06,365.17,4.64E+06,109.12,1.39E+06,1697.1,2.15E+07,283.96,3.60E+06,
090216_mzFGF4_V4,62,56,TE,13396,278.71,349.47,50.18,609.14,8.16E+06,497.36,6.66E+06,344.43,4.61E+06,1954.7,2.62E+07,367.92,4.93E+06,
090216_mzFGF4_V4,62,57,TE,25317,155.28,237.16,51.314,272.14,6.89E+06,263.7,6.68E+06,194.09,4.91E+06,1792.1,4.54E+07,336.46,8.52E+06,
090216_mzFGF4_V4,62,58,EPI,10398,234.44,298.1,50.233,305.47,3.18E+06,37.897,3.94E+05,1005.9,1.05E+07,1718.7,1.79E+07,254.1,2.64E+06,
090216_mzFGF4_V4,62,59,DP,10778,194.04,306.28,53.658,281.34,3.03E+06,30.38,3.27E+05,407.03,4.39E+06,1841.3,1.98E+07,565.62,6.10E+06,
090216_mzFGF4_V4,62,60,TE,3830,255,270.27,56.344,215.13,8.24E+05,203.03,7.78E+05,82.964,3.18E+05,1536.6,5.89E+06,190.29,7.29E+05,
090216_mzFGF4_V4,62,61,TE,1882,255.18,323.08,57.024,328.1,6.17E+05,342.02,6.44E+05,125.29,2.36E+05,1890.5,3.56E+06,246.02,4.63E+05,
090216_mzFGF4_V4,62,62,TE,7574,204.03,257.55,56.287,232.07,1.76E+06,216.68,1.64E+06,169.23,1.28E+06,1658.8,1.26E+07,290.5,2.20E+06,
