Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
091415_FGF4ko_H2,72,2,TE,9683,318.77,223.3,7.3175,2450.2,2.37E+07,701.07,6.79E+06,176.62,1.71E+06,751.07,7.27E+06,349.59,3.39E+06,
091415_FGF4ko_H2,72,3,TE,15185,356.25,221.36,9.348,2162.2,3.28E+07,665.56,1.01E+07,606.86,9.22E+06,866.27,1.32E+07,449.93,6.83E+06,
091415_FGF4ko_H2,72,4,TE,12794,308.17,270.89,7.7858,2450.8,3.14E+07,600.01,7.68E+06,270.42,3.46E+06,789.73,1.01E+07,295.65,3.78E+06,
091415_FGF4ko_H2,72,5,TE,9828,272.47,244.67,8.8957,2347,2.31E+07,674.08,6.62E+06,176.5,1.73E+06,836.9,8.23E+06,327.11,3.21E+06,
091415_FGF4ko_H2,72,6,TE,10025,256,284.29,12.391,2178.6,2.18E+07,685.54,6.87E+06,125.05,1.25E+06,652.81,6.54E+06,250.06,2.51E+06,
091415_FGF4ko_H2,72,7,TE,14974,251.16,194.24,13.092,1995.1,2.99E+07,650.7,9.74E+06,191.89,2.87E+06,759.07,1.14E+07,395.21,5.92E+06,
091415_FGF4ko_H2,72,8,TE,9300,232.31,258.41,13.468,1942.8,1.81E+07,683.26,6.35E+06,176.8,1.64E+06,743.13,6.91E+06,410.74,3.82E+06,
091415_FGF4ko_H2,72,9,TE,8161,297.58,316.21,12.43,2202.3,1.80E+07,734.19,5.99E+06,120.62,9.84E+05,848.58,6.93E+06,240.54,1.96E+06,
091415_FGF4ko_H2,72,10,TE,11642,291.9,170.33,15.456,2443.8,2.85E+07,757.69,8.82E+06,414.41,4.82E+06,734.41,8.55E+06,323.36,3.76E+06,
091415_FGF4ko_H2,72,11,TE,11508,340.79,181.45,15.379,2298.8,2.65E+07,670.68,7.72E+06,172.93,1.99E+06,831.81,9.57E+06,322.81,3.71E+06,
091415_FGF4ko_H2,72,12,TE,12057,367.36,329.72,15.596,2344.5,2.83E+07,694,8.37E+06,566.99,6.84E+06,762.34,9.19E+06,444.01,5.35E+06,
091415_FGF4ko_H2,72,13,TE,3463,222.09,230.03,15.42,3089.8,1.07E+07,301.53,1.04E+06,108.21,3.75E+05,757.43,2.62E+06,213.56,7.40E+05,
091415_FGF4ko_H2,72,14,TE,11630,383.33,280.24,16.627,2082.1,2.42E+07,571.02,6.64E+06,465.85,5.42E+06,742.98,8.64E+06,332.71,3.87E+06,
091415_FGF4ko_H2,72,15,TE,6785,261.09,321.96,15.517,1709.2,1.16E+07,451.71,3.06E+06,123.02,8.35E+05,634.06,4.30E+06,282.13,1.91E+06,
091415_FGF4ko_H2,72,16,TE,12081,323.22,341.54,18.274,2246.8,2.71E+07,627.38,7.58E+06,391.59,4.73E+06,732.49,8.85E+06,278.16,3.36E+06,
091415_FGF4ko_H2,72,17,TE,4826,209.29,204.79,20.194,2544,1.23E+07,332,1.60E+06,115.71,5.58E+05,821.88,3.97E+06,252.5,1.22E+06,
091415_FGF4ko_H2,72,18,TE,12352,385.3,238.98,21.277,1619.3,2.00E+07,388.25,4.80E+06,101.07,1.25E+06,763.4,9.43E+06,179.99,2.22E+06,
091415_FGF4ko_H2,72,19,TE,11106,199.03,316.16,24.021,1936.9,2.15E+07,515.92,5.73E+06,103.9,1.15E+06,838.04,9.31E+06,283.55,3.15E+06,
091415_FGF4ko_H2,72,20,TE,6599,265.7,347.48,24.887,1507.8,9.95E+06,510.57,3.37E+06,123.94,8.18E+05,808.74,5.34E+06,240.98,1.59E+06,
091415_FGF4ko_H2,72,21,TE,12865,233.28,157.86,26.423,1616.5,2.08E+07,423.62,5.45E+06,279.91,3.60E+06,999.18,1.29E+07,334.22,4.30E+06,
