Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
072316_mzFGF4_J9,45,1,TE,7581,201.84,245.73,4.2435,1322.2,1.00E+07,989.53,7.50E+06,1098.5,8.33E+06,1144.1,8.67E+06,1128.1,8.55E+06
072316_mzFGF4_J9,45,2,TE,7133,278.79,216.14,5.1,1427,1.02E+07,828.13,5.91E+06,451.39,3.22E+06,1101.2,7.85E+06,1071.7,7.64E+06
072316_mzFGF4_J9,45,3,TE,7100,273.26,263.08,5.7611,1390.7,9.87E+06,922.01,6.55E+06,501.55,3.56E+06,1059.3,7.52E+06,1169.5,8.30E+06
072316_mzFGF4_J9,45,4,TE,8768,239.87,286.21,6.6735,1263.6,1.11E+07,922.96,8.09E+06,317.77,2.79E+06,1140.6,1.00E+07,817.04,7.16E+06
072316_mzFGF4_J9,45,5,TE,5428,202.76,207,6.9665,1922.3,1.04E+07,224.98,1.22E+06,339.94,1.85E+06,1085.5,5.89E+06,627.97,3.41E+06
072316_mzFGF4_J9,45,6,TE,6360,314.4,275.21,8.8756,2290.2,1.46E+07,122.82,7.81E+05,455.5,2.90E+06,1063.5,6.76E+06,227.17,1.44E+06
072316_mzFGF4_J9,45,7,TE,7560,314.84,216.15,10.968,1712.8,1.29E+07,94.907,7.18E+05,403.4,3.05E+06,1129.5,8.54E+06,208.4,1.58E+06
072316_mzFGF4_J9,45,8,TE,10518,186.41,284.31,14.894,1739,1.83E+07,173.15,1.82E+06,239.99,2.52E+06,1105.8,1.16E+07,333.23,3.50E+06
072316_mzFGF4_J9,45,9,TE,14727,236.02,171.24,12.322,800.3,1.18E+07,468.56,6.90E+06,603.66,8.89E+06,1077.2,1.59E+07,648.59,9.55E+06
072316_mzFGF4_J9,45,10,TE,11108,270.19,305.43,14.847,967.8,1.08E+07,750.63,8.34E+06,273.49,3.04E+06,1185,1.32E+07,577.35,6.41E+06
072316_mzFGF4_J9,45,11,EPI,14912,271.34,221.09,19.679,884.16,1.32E+07,97.63,1.46E+06,1724,2.57E+07,1088.9,1.62E+07,428.97,6.40E+06
072316_mzFGF4_J9,45,12,TE,5101,152.12,236.1,25.672,1371.5,7.00E+06,572.32,2.92E+06,439.71,2.24E+06,1177.8,6.01E+06,430.17,2.19E+06
072316_mzFGF4_J9,45,13,TE,7658,245.74,320.77,25.121,776.31,5.95E+06,594.02,4.55E+06,213.69,1.64E+06,1057.1,8.10E+06,561.59,4.30E+06
072316_mzFGF4_J9,45,14,TE,7608,322.65,301.4,27.136,1046,7.96E+06,528.8,4.02E+06,225.29,1.71E+06,1133.3,8.62E+06,437.52,3.33E+06
072316_mzFGF4_J9,45,15,EPI,9561,222.78,195.59,27.239,896.59,8.57E+06,44.068,4.21E+05,426.03,4.07E+06,1132.1,1.08E+07,191.62,1.83E+06
072316_mzFGF4_J9,45,16,EPI,11748,315.81,205.13,27.461,798.1,9.38E+06,45.221,5.31E+05,1435.4,1.69E+07,1112.5,1.31E+07,291.5,3.42E+06
072316_mzFGF4_J9,45,17,TE,5510,176.13,203.37,24.452,1157,6.37E+06,150.17,8.27E+05,248.52,1.37E+06,1120,6.17E+06,350.94,1.93E+06
072316_mzFGF4_J9,45,18,TE,14716,340.15,237.33,29.737,787.11,1.16E+07,316.13,4.65E+06,917.55,1.35E+07,1110.9,1.63E+07,499.86,7.36E+06
072316_mzFGF4_J9,45,19,TE,7822,343.86,273.96,31.157,606.91,4.75E+06,371.93,2.91E+06,286.61,2.24E+06,1130.5,8.84E+06,545.2,4.26E+06
072316_mzFGF4_J9,45,20,TE,20254,319.71,151.42,34.614,711.01,1.44E+07,316.14,6.40E+06,507.46,1.03E+07,1181.5,2.39E+07,580,1.17E+07
072316_mzFGF4_J9,45,21,EPI,19035,280.47,178.87,34.644,495.44,9.43E+06,30.45,5.80E+05,1391.1,2.65E+07,1013.3,1.93E+07,168.77,3.21E+06
072316_mzFGF4_J9,45,22,DP,16069,193.21,247.45,33.981,576.92,9.27E+06,43.383,6.97E+05,760.16,1.22E+07,1092.6,1.76E+07,414.55,6.66E+06
072316_mzFGF4_J9,45,23,EPI,15612,242.72,233.44,35.705,394.34,6.16E+06,31.032,4.84E+05,1055.3,1.65E+07,1098.6,1.72E+07,196.04,3.06E+06
072316_mzFGF4_J9,45,24,TE,24104,150.66,280.69,37.096,549.65,1.32E+07,294.63,7.10E+06,538.75,1.30E+07,1127.9,2.72E+07,504.89,1.22E+07
072316_mzFGF4_J9,45,25,TE,10516,262.42,317.77,33.751,1280.8,1.35E+07,119.75,1.26E+06,116.67,1.23E+06,1112.5,1.17E+07,186.89,1.97E+06
072316_mzFGF4_J9,45,26,DP,4455,278.47,279.61,37.129,797.22,3.55E+06,58.273,2.60E+05,800.98,3.57E+06,1048,4.67E+06,398.47,1.78E+06
072316_mzFGF4_J9,45,27,DP,5688,303.7,233.89,37.987,567.06,3.23E+06,51.724,2.94E+05,680.75,3.87E+06,1028,5.85E+06,384.7,2.19E+06
072316_mzFGF4_J9,45,28,TE,5896,163.31,175.43,37.701,1027.6,6.06E+06,482.13,2.84E+06,373.21,2.20E+06,1134.1,6.69E+06,357.09,2.11E+06
072316_mzFGF4_J9,45,29,DP,9238,246.05,270.72,41.643,574.9,5.31E+06,31.235,2.89E+05,242.9,2.24E+06,1144.4,1.06E+07,177.95,1.64E+06
072316_mzFGF4_J9,45,30,TE,9519,304.34,307.02,38.71,521.95,4.97E+06,302.78,2.88E+06,280.65,2.67E+06,1078.7,1.03E+07,439.57,4.18E+06
072316_mzFGF4_J9,45,31,TE,12219,198.57,327.28,41.055,850.72,1.04E+07,107.5,1.31E+06,358.61,4.38E+06,1190.9,1.46E+07,217.29,2.66E+06
072316_mzFGF4_J9,45,32,TE,19824,229.37,143.13,41.532,495.24,9.82E+06,133.93,2.66E+06,85.445,1.69E+06,1133.2,2.25E+07,177.01,3.51E+06
072316_mzFGF4_J9,45,33,TE,9042,343.31,190.86,42.563,511.98,4.63E+06,231.76,2.10E+06,179.29,1.62E+06,1069,9.67E+06,265.34,2.40E+06
072316_mzFGF4_J9,45,34,DP,16539,201.37,267.95,47.673,349.55,5.78E+06,42.599,7.05E+05,569.39,9.42E+06,1110.8,1.84E+07,348.64,5.77E+06
072316_mzFGF4_J9,45,35,TE,10976,142.82,219.96,47.025,457.44,5.02E+06,205.48,2.26E+06,294.14,3.23E+06,1172.5,1.29E+07,340.67,3.74E+06
072316_mzFGF4_J9,45,36,TE,15527,336.62,259.2,44.828,355.92,5.53E+06,195.42,3.03E+06,247.16,3.84E+06,1112.2,1.73E+07,293.37,4.56E+06
072316_mzFGF4_J9,45,37,EPI,12387,195.87,198.09,51.069,477.59,5.92E+06,30.624,3.79E+05,245.8,3.04E+06,1094.3,1.36E+07,105.62,1.31E+06
072316_mzFGF4_J9,45,38,EPI,25612,271.32,203.26,51.264,241.09,6.17E+06,25.766,6.60E+05,688.66,1.76E+07,1061.4,2.72E+07,153.01,3.92E+06
072316_mzFGF4_J9,45,39,TE,7264,304.58,265.38,51.055,264.18,1.92E+06,47.16,3.43E+05,557.24,4.05E+06,1027.8,7.47E+06,240.97,1.75E+06
072316_mzFGF4_J9,45,40,DP,19676,236.18,271.79,58.181,230.07,4.53E+06,29.942,5.89E+05,452.45,8.90E+06,1104,2.17E+07,239.53,4.71E+06
072316_mzFGF4_J9,45,41,TE,14015,281.56,296.2,58.035,179.99,2.52E+06,105.42,1.48E+06,180.74,2.53E+06,1038.6,1.46E+07,195.32,2.74E+06
072316_mzFGF4_J9,45,42,TE,5644,300.92,234.38,60.55,242.75,1.37E+06,143.45,8.10E+05,151.25,8.54E+05,899.78,5.08E+06,170.22,9.61E+05
072316_mzFGF4_J9,45,43,EPI,6306,256.3,227.63,60.697,176.22,1.11E+06,34.733,2.19E+05,601.55,3.79E+06,1023.6,6.46E+06,202.33,1.28E+06
072316_mzFGF4_J9,45,44,TE,4908,208.46,175.18,61.65,193.17,9.48E+05,110.93,5.44E+05,242.49,1.19E+06,1093.4,5.37E+06,177.21,8.70E+05
072316_mzFGF4_J9,45,46,TE,10062,185.13,263.88,60.444,165.31,1.66E+06,82.873,8.34E+05,218.5,2.20E+06,1057.1,1.06E+07,203.93,2.05E+06
