Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
011916_mzFGF4_F4,72,4,TE,9527,290.29,246.79,6.1591,2566.5,2.45E+07,2031.7,1.94E+07,999.92,9.53E+06,686.5,6.54E+06,931.55,8.87E+06,
011916_mzFGF4_F4,72,5,TE,4868,189.98,220.37,4.7972,2521.8,1.23E+07,1700.5,8.28E+06,141.98,6.91E+05,723.41,3.52E+06,248.53,1.21E+06,
011916_mzFGF4_F4,72,6,TE,13777,213.08,278.58,7.1323,2162.1,2.98E+07,2083.2,2.87E+07,845.17,1.16E+07,673.43,9.28E+06,735.82,1.01E+07,
011916_mzFGF4_F4,72,7,TE,5312,248.51,207.77,6.6035,2461.9,1.31E+07,1212.4,6.44E+06,232.07,1.23E+06,661.84,3.52E+06,426.6,2.27E+06,
011916_mzFGF4_F4,72,8,TE,11322,307.58,292.57,8.5468,1907,2.16E+07,920.25,1.04E+07,104.86,1.19E+06,670.89,7.60E+06,204.13,2.31E+06,
011916_mzFGF4_F4,72,11,TE,11742,245.24,244.73,10.554,1641.6,1.93E+07,1333.8,1.57E+07,228.5,2.68E+06,692,8.13E+06,425.25,4.99E+06,
011916_mzFGF4_F4,72,14,TE,9374,284.17,183.84,12.035,1747.4,1.64E+07,1337.1,1.25E+07,3002.5,2.81E+07,675.15,6.33E+06,598.29,5.61E+06,
011916_mzFGF4_F4,72,16,TE,11112,320.93,230.35,13.89,1787.1,1.99E+07,1588.4,1.77E+07,259.75,2.89E+06,690.79,7.68E+06,305.92,3.40E+06,
011916_mzFGF4_F4,72,17,TE,13859,150.92,256.49,15.622,1750.1,2.43E+07,646.16,8.96E+06,87.99,1.22E+06,719.75,9.98E+06,145.41,2.02E+06,
011916_mzFGF4_F4,72,21,TE,8150,244.48,184.78,16.872,1280.2,1.04E+07,815.34,6.65E+06,293.57,2.39E+06,762.02,6.21E+06,291.88,2.38E+06,
011916_mzFGF4_F4,72,23,TE,9553,203.73,307.79,18.387,1562.4,1.49E+07,1369,1.31E+07,162.15,1.55E+06,641.68,6.13E+06,330.82,3.16E+06,
011916_mzFGF4_F4,72,24,TE,11217,261.62,298.26,17.199,1359,1.52E+07,640.43,7.18E+06,175.58,1.97E+06,677.99,7.61E+06,271.66,3.05E+06,
011916_mzFGF4_F4,72,25,TE,14746,272,349.86,20.283,1303.6,1.92E+07,543.06,8.01E+06,72.387,1.07E+06,773.79,1.14E+07,144.61,2.13E+06,
011916_mzFGF4_F4,72,27,TE,14040,185.13,182.27,20.814,1702.4,2.39E+07,710.75,9.98E+06,254.85,3.58E+06,656.01,9.21E+06,257.29,3.61E+06,
