Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
011916_mzFGF4_F1,76,3,TE,5393,329.64,249.14,4.5344,2428.1,1.31E+07,1680.5,9.06E+06,172.47,9.30E+05,730,3.94E+06,433.5,2.34E+06
011916_mzFGF4_F1,76,4,TE,3229,279.62,269.58,3.725,3315.7,1.07E+07,1801.6,5.82E+06,125.41,4.05E+05,688.59,2.22E+06,309.37,9.99E+05
011916_mzFGF4_F1,76,5,EPI,9657,162.07,278.72,6.6681,2075.5,2.00E+07,124.3,1.20E+06,2350.7,2.27E+07,717.5,6.93E+06,648.21,6.26E+06
011916_mzFGF4_F1,76,7,EPI,14284,161.6,232.74,6.391,1656.5,2.37E+07,61.663,8.81E+05,2500,3.57E+07,741.21,1.06E+07,147.85,2.11E+06
011916_mzFGF4_F1,76,8,TE,5155,291.02,235.79,6.7375,2644,1.36E+07,1655.2,8.53E+06,162.41,8.37E+05,726.44,3.74E+06,533.33,2.75E+06
011916_mzFGF4_F1,76,10,TE,18649,217,199,6,2711.692,,2579.227,,320.665,,729.673,,655.386,
011916_mzFGF4_F1,76,10.2,EPI,18649,216,188,15,2212.036,,122.049,,3447.659,,737.173,,246.193,
011916_mzFGF4_F1,76,11,TE,11162,360.86,300.01,8.9488,2489.8,2.78E+07,703.92,7.86E+06,130.43,1.46E+06,819.19,9.14E+06,324.12,3.62E+06
011916_mzFGF4_F1,76,13,TE,10296,326.07,201.02,10.733,2184.3,2.25E+07,623.43,6.42E+06,103.79,1.07E+06,692.37,7.13E+06,275.65,2.84E+06
011916_mzFGF4_F1,76,14,EPI,11114,210.77,245.03,10.691,2152,2.39E+07,118.3,1.31E+06,3245.9,3.61E+07,721.77,8.02E+06,587.94,6.53E+06
011916_mzFGF4_F1,76,15,TE,10772,268.62,313.74,9.6002,2297.3,2.47E+07,1293.1,1.39E+07,87.155,9.39E+05,730.02,7.86E+06,146.81,1.58E+06
011916_mzFGF4_F1,76,16,TE,9047,257.7,192.44,12.772,2590.1,2.34E+07,1536.6,1.39E+07,148.86,1.35E+06,646.29,5.85E+06,348.05,3.15E+06
011916_mzFGF4_F1,76,17,TE,5695,406.68,260.14,14.881,2197.7,1.25E+07,525.05,2.99E+06,122.56,6.98E+05,779.21,4.44E+06,276.49,1.57E+06
011916_mzFGF4_F1,76,18,EPI,9774,212.01,281.09,14.345,1897.4,1.85E+07,87.161,8.52E+05,3269.9,3.20E+07,756.92,7.40E+06,529.71,5.18E+06
