Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
091415_FGF4ko_H4,64,1,TE,7469,255.85,212.15,3.4951,2343.3,1.75E+07,1015.9,7.59E+06,300.04,2.24E+06,814.23,6.08E+06,389.16,2.91E+06
091415_FGF4ko_H4,64,2,TE,9350,319.92,233.03,4.701,1994.3,1.86E+07,795.02,7.43E+06,1012.5,9.47E+06,835.32,7.81E+06,343.27,3.21E+06
091415_FGF4ko_H4,64,3,TE,8752,197.95,248.79,4.1514,2265.3,1.98E+07,840.85,7.36E+06,904.38,7.92E+06,913.21,7.99E+06,313.2,2.74E+06
091415_FGF4ko_H4,64,5,EPI,7534,244.75,256.9,5.8221,2100,1.58E+07,463.13,3.49E+06,3107.9,2.34E+07,784.31,5.91E+06,310.43,2.34E+06
091415_FGF4ko_H4,64,6,TE,12698,242.9,311.91,5.9742,1963.9,2.49E+07,816.82,1.04E+07,780.21,9.91E+06,848.13,1.08E+07,374.63,4.76E+06
091415_FGF4ko_H4,64,7,TE,14681,316.25,289.8,6.6341,1574.8,2.31E+07,528.51,7.76E+06,134.67,1.98E+06,833.79,1.22E+07,218.38,3.21E+06
091415_FGF4ko_H4,64,8,TE,10496,283.72,178.4,9.4839,1804.9,1.89E+07,619.58,6.50E+06,545.28,5.72E+06,790.57,8.30E+06,299.37,3.14E+06
091415_FGF4ko_H4,64,9,TE,12769,173.46,198.48,11.714,1942.5,2.48E+07,558.98,7.14E+06,241.86,3.09E+06,877.11,1.12E+07,231.2,2.95E+06
091415_FGF4ko_H4,64,10,EPI,10884,214.75,217.89,11.385,1659.6,1.81E+07,132.2,1.44E+06,1783.2,1.94E+07,802.84,8.74E+06,311.33,3.39E+06
091415_FGF4ko_H4,64,11,TE,14854,167.79,304.87,11.267,1924.2,2.86E+07,626.01,9.30E+06,663.22,9.85E+06,851.02,1.26E+07,333.98,4.96E+06
091415_FGF4ko_H4,64,12,TE,9723,241.94,163.35,13.748,1761.7,1.71E+07,644.48,6.27E+06,1139.2,1.11E+07,873.1,8.49E+06,307.68,2.99E+06
091415_FGF4ko_H4,64,13,TE,13541,281.23,352.17,15.238,1716.5,2.32E+07,610.27,8.26E+06,1121.4,1.52E+07,766.23,1.04E+07,326.39,4.42E+06
091415_FGF4ko_H4,64,14,EPI,9409,179.41,276,13.907,1912.9,1.80E+07,144.84,1.36E+06,2051.5,1.93E+07,921.16,8.67E+06,297.23,2.80E+06
091415_FGF4ko_H4,64,15,TE,12359,378.48,249.34,19.601,1555.5,1.92E+07,501.49,6.20E+06,93.032,1.15E+06,844.94,1.04E+07,202.22,2.50E+06
091415_FGF4ko_H4,64,16,EPI,7677,212.14,266.12,15.311,1504.6,1.16E+07,99.9,7.67E+05,1906.9,1.46E+07,738.22,5.67E+06,153.62,1.18E+06
091415_FGF4ko_H4,64,17,TE,10147,200.84,159.41,20.288,2011.3,2.04E+07,552.29,5.60E+06,310.12,3.15E+06,896.26,9.09E+06,234.02,2.37E+06
091415_FGF4ko_H4,64,18,TE,11109,343.23,181.41,20.467,1698.3,1.89E+07,485.59,5.39E+06,285.86,3.18E+06,877.83,9.75E+06,338,3.75E+06
091415_FGF4ko_H4,64,19,EPI,9833,209.22,314.95,19.522,1368.6,1.35E+07,109.35,1.08E+06,1917.4,1.89E+07,854.6,8.40E+06,211.77,2.08E+06
091415_FGF4ko_H4,64,20,TE,8819,286.07,147.82,23.21,1548.8,1.37E+07,369.17,3.26E+06,694.34,6.12E+06,894.17,7.89E+06,272.72,2.41E+06
091415_FGF4ko_H4,64,21,EPI,9800,168.97,218.09,21.147,1392.4,1.36E+07,111.29,1.09E+06,1704,1.67E+07,789.48,7.74E+06,150.48,1.47E+06
091415_FGF4ko_H4,64,22,EPI,4037,196.9,194.25,22.397,1424.9,5.75E+06,90.411,3.65E+05,1537.3,6.21E+06,884.16,3.57E+06,128.48,5.19E+05
091415_FGF4ko_H4,64,23,EPI,3326,197.49,238.95,21.271,1072.8,3.57E+06,73.797,2.45E+05,1273.3,4.24E+06,1084.3,3.61E+06,131.69,4.38E+05
091415_FGF4ko_H4,64,24,TE,13667,204.05,359.36,26.638,1252.8,1.71E+07,494.87,6.76E+06,606.36,8.29E+06,816.08,1.12E+07,242.83,3.32E+06
091415_FGF4ko_H4,64,25,TE,16421,364.91,335.81,28.332,1248.3,2.05E+07,408.36,6.71E+06,245.27,4.03E+06,901.8,1.48E+07,215.35,3.54E+06
091415_FGF4ko_H4,64,26,EPI,8410,177.12,285.35,24.361,1531.3,1.29E+07,97.049,8.16E+05,2303.1,1.94E+07,853.66,7.18E+06,190.59,1.60E+06
091415_FGF4ko_H4,64,27,TE,12363,125.95,213.48,29.65,1827.3,2.26E+07,472.72,5.84E+06,246.61,3.05E+06,831.3,1.03E+07,310.59,3.84E+06
091415_FGF4ko_H4,64,28,EPI,9360,148.76,302.56,26.957,1451.5,1.36E+07,99.018,9.27E+05,1744.9,1.63E+07,762.7,7.14E+06,170.52,1.60E+06
091415_FGF4ko_H4,64,29,EPI,7603,218.34,178.28,28.757,1131.9,8.61E+06,74.851,5.69E+05,1743.1,1.33E+07,751.94,5.72E+06,99.486,7.56E+05
091415_FGF4ko_H4,64,30,EPI,10497,183.12,321.2,29.32,1114.9,1.17E+07,72.527,7.61E+05,1304.4,1.37E+07,847.24,8.89E+06,131.63,1.38E+06
091415_FGF4ko_H4,64,31,TE,10185,238.5,143.12,30.192,1402.3,1.43E+07,453.32,4.62E+06,426.04,4.34E+06,760.72,7.75E+06,188.1,1.92E+06
091415_FGF4ko_H4,64,32,TE,14936,397.64,281.16,36.72,869.11,1.30E+07,271.77,4.06E+06,82.266,1.23E+06,896.4,1.34E+07,125.49,1.87E+06
091415_FGF4ko_H4,64,33,DP,8937,221.23,248.24,33.528,620.78,5.55E+06,129.78,1.16E+06,597.81,5.34E+06,689.66,6.16E+06,274.94,2.46E+06
091415_FGF4ko_H4,64,34,EPI,8304,152.65,242.09,33.543,847.83,7.04E+06,58.791,4.88E+05,1247.3,1.04E+07,704.54,5.85E+06,105.28,8.74E+05
091415_FGF4ko_H4,64,35,EPI,7922,132.46,271.64,33.895,1009.4,8.00E+06,83.063,6.58E+05,1550,1.23E+07,826.21,6.55E+06,180.52,1.43E+06
091415_FGF4ko_H4,64,36,EPI,8101,190.87,192.74,32.842,970.5,7.86E+06,63.197,5.12E+05,1005.1,8.14E+06,829.28,6.72E+06,95.409,7.73E+05
091415_FGF4ko_H4,64,37,EPI,8486,193.8,238.35,33.545,852.83,7.24E+06,58.715,4.98E+05,1752.6,1.49E+07,821.71,6.97E+06,109.23,9.27E+05
091415_FGF4ko_H4,64,38,TE,14780,299.2,148.24,39.588,938.06,1.39E+07,294.84,4.36E+06,132.69,1.96E+06,780.83,1.15E+07,199.31,2.95E+06
091415_FGF4ko_H4,64,39,EPI,9972,228.31,188.25,38.077,769.79,7.68E+06,51.03,5.09E+05,1506.1,1.50E+07,693.22,6.91E+06,95.986,9.57E+05
091415_FGF4ko_H4,64,40,EPI,8574,171.61,274.27,36.744,733.38,6.29E+06,54.473,4.67E+05,972.27,8.34E+06,780.84,6.69E+06,111.35,9.55E+05
