Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
072316_mzFGF4_J2,32,1,TE,13587,182.24,225.68,4.1634,1329.1,1.81E+07,902.26,1.23E+07,2263.4,3.08E+07,1158.4,1.57E+07,1288.1,1.75E+07
072316_mzFGF4_J2,32,2,TE,10954,251.14,249.65,4.2915,1392.8,1.53E+07,1367.6,1.50E+07,1355.1,1.48E+07,1208.9,1.32E+07,1078,1.18E+07
072316_mzFGF4_J2,32,3,TE,14701,208.92,287.48,5.6051,1307.6,1.92E+07,732.49,1.08E+07,1445.1,2.12E+07,1177.9,1.73E+07,1142,1.68E+07
072316_mzFGF4_J2,32,6,TE,24576,243.72,319.56,10.105,946.15,2.33E+07,776.72,1.91E+07,752.84,1.85E+07,1171,2.88E+07,695.78,1.71E+07
072316_mzFGF4_J2,32,7,TE,9570,326.65,307.84,12.517,1816.7,1.74E+07,238.4,2.28E+06,269.02,2.57E+06,1305.7,1.25E+07,527.15,5.04E+06
072316_mzFGF4_J2,32,8,EPI,19591,163.43,250.67,13.945,879.87,1.72E+07,70.485,1.38E+06,2298,4.50E+07,1175.8,2.30E+07,580.88,1.14E+07
072316_mzFGF4_J2,32,9,TE,20610,237.43,173.57,17.154,1017,2.10E+07,715.85,1.48E+07,705.37,1.45E+07,1197.9,2.47E+07,804.06,1.66E+07
072316_mzFGF4_J2,32,10,EPI,17180,209.34,240.97,17.512,848.04,1.46E+07,63.792,1.10E+06,1226.6,2.11E+07,1161.9,2.00E+07,485.35,8.34E+06
072316_mzFGF4_J2,32,11,EPI,19509,176.58,311.9,15.513,849.28,1.66E+07,73.169,1.43E+06,1800.3,3.51E+07,1165.2,2.27E+07,480.15,9.37E+06
072316_mzFGF4_J2,32,12,TE,21647,172.63,178.61,19.656,873.71,1.89E+07,443.05,9.59E+06,731.48,1.58E+07,1225.3,2.65E+07,620.49,1.34E+07
072316_mzFGF4_J2,32,13,TE,25935,119,239.86,21.045,727.93,1.89E+07,381.55,9.90E+06,617.93,1.60E+07,1218.1,3.16E+07,704.86,1.83E+07
072316_mzFGF4_J2,32,14,TE,20622,127.58,315.38,21.607,911.2,1.88E+07,710.71,1.47E+07,397.56,8.20E+06,1215.2,2.51E+07,531.08,1.10E+07
072316_mzFGF4_J2,32,15,DP,24050,209.01,302.85,27.982,555.82,1.34E+07,78.582,1.89E+06,722.79,1.74E+07,1235.3,2.97E+07,521.46,1.25E+07
072316_mzFGF4_J2,32,16,TE,31116,217.32,365.25,33.544,516.8,1.61E+07,427.86,1.33E+07,402.81,1.25E+07,1200.9,3.74E+07,454.13,1.41E+07
072316_mzFGF4_J2,32,17,EPI,22510,195.18,198.19,35.01,512.3,1.15E+07,121.03,2.72E+06,1104.7,2.49E+07,1247.3,2.81E+07,421.7,9.49E+06
072316_mzFGF4_J2,32,18,EPI,16799,161.91,250.55,29.824,584.64,9.82E+06,42.805,7.19E+05,1305.2,2.19E+07,1154,1.94E+07,323.89,5.44E+06
072316_mzFGF4_J2,32,19,EPI,17274,133.89,283.04,35.758,510.52,8.82E+06,56.174,9.70E+05,1321,2.28E+07,1142.6,1.97E+07,283.45,4.90E+06
072316_mzFGF4_J2,32,20,DP,15399,145.46,205.15,36.569,509.38,7.84E+06,61.575,9.48E+05,816.13,1.26E+07,1116,1.72E+07,587.86,9.05E+06
072316_mzFGF4_J2,32,21,EPI,18833,196.19,254.54,38.598,422.03,7.95E+06,45.49,8.57E+05,1000.2,1.88E+07,1176,2.21E+07,184.09,3.47E+06
072316_mzFGF4_J2,32,22,DP,13773,160.09,322.66,37.227,604.18,8.32E+06,84.557,1.16E+06,627.42,8.64E+06,1118.4,1.54E+07,498.69,6.87E+06
072316_mzFGF4_J2,32,23,TE,21497,314.98,361.29,38.379,742.44,1.60E+07,394.45,8.48E+06,595.85,1.28E+07,1258.3,2.71E+07,472.32,1.02E+07
072316_mzFGF4_J2,32,24,TE,25703,116.46,235.68,45.561,418.12,1.07E+07,312.81,8.04E+06,662.66,1.70E+07,1129.7,2.90E+07,485.1,1.25E+07
072316_mzFGF4_J2,32,25,TE,22128,385.77,246.4,48.071,689.5,1.53E+07,544.45,1.20E+07,365.47,8.09E+06,1195.3,2.64E+07,406.4,8.99E+06
072316_mzFGF4_J2,32,26,DP,24407,198.05,306.38,47.992,281.11,6.86E+06,85.425,2.09E+06,401.49,9.80E+06,1194.4,2.92E+07,580.81,1.42E+07
