Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
072316_mzFGF4_J6,61,1,TE,5807,276.44,260.76,3.0463,1516.3,8.81E+06,991.17,5.76E+06,1224.3,7.11E+06,1171.6,6.80E+06,1367.4,7.94E+06,
072316_mzFGF4_J6,61,2,TE,6513,209.99,292.62,4.4285,1646.5,1.07E+07,907.68,5.91E+06,898.94,5.85E+06,1087.9,7.09E+06,1578.7,1.03E+07,
072316_mzFGF4_J6,61,3,TE,8903,247.52,324.02,4.8825,1584.6,1.41E+07,1141.2,1.02E+07,395.34,3.52E+06,1138.3,1.01E+07,1226.5,1.09E+07,
072316_mzFGF4_J6,61,4,TE,6827,242.74,230.31,4.6489,1567.8,1.07E+07,718.67,4.91E+06,1226.1,8.37E+06,1150.4,7.85E+06,898.44,6.13E+06,
072316_mzFGF4_J6,61,5,TE,8473,180.01,228.8,5.8435,1415.3,1.20E+07,623.31,5.28E+06,1245.8,1.06E+07,1071.4,9.08E+06,901.78,7.64E+06,
072316_mzFGF4_J6,61,6,PRE,9155,177.38,287.53,8.8146,1071.9,9.81E+06,67.75,6.20E+05,883.14,8.09E+06,1078.3,9.87E+06,1657.2,1.52E+07,
072316_mzFGF4_J6,61,7,TE,14975,311.03,305.52,7.8994,934.17,1.40E+07,648.48,9.71E+06,242.77,3.64E+06,1179.1,1.77E+07,768.48,1.15E+07,
072316_mzFGF4_J6,61,8,EPI,8827,205.75,256.55,10.748,1025.3,9.05E+06,59.686,5.27E+05,1854,1.64E+07,1162.4,1.03E+07,728.16,6.43E+06,
072316_mzFGF4_J6,61,9,TE,12234,136.27,264.6,9.2751,1208.3,1.48E+07,948.68,1.16E+07,405.54,4.96E+06,1132.9,1.39E+07,732.34,8.96E+06,
072316_mzFGF4_J6,61,10,TE,10328,209.5,358.37,10.974,1326.6,1.37E+07,1166,1.20E+07,418.16,4.32E+06,1088.8,1.12E+07,899.91,9.29E+06,
072316_mzFGF4_J6,61,11,TE,12580,219.04,187.73,12.531,1297.5,1.63E+07,1105,1.39E+07,157.12,1.98E+06,1072.1,1.35E+07,643.7,8.10E+06,
072316_mzFGF4_J6,61,12,TE,12617,305.6,190.16,13.394,1393.6,1.76E+07,675.71,8.53E+06,131.65,1.66E+06,1171.9,1.48E+07,641.12,8.09E+06,
072316_mzFGF4_J6,61,13,PRE,7203,194.33,327.51,14.378,1013.6,7.30E+06,69.952,5.04E+05,812.34,5.85E+06,1022.2,7.36E+06,995.24,7.17E+06,
072316_mzFGF4_J6,61,14,TE,10141,152.57,191.58,17.95,1255,1.27E+07,980.23,9.94E+06,303.57,3.08E+06,1213.9,1.23E+07,786.39,7.97E+06,
