Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
090216_mzFGF4_V2,71,7,TE,5671,247.52,306.22,14.251,2095.5,1.19E+07,1874.6,1.06E+07,189.72,1.08E+06,1801.1,1.02E+07,957.02,5.43E+06,
090216_mzFGF4_V2,71,13,TE,7041,215.71,321.7,17.702,1824.6,1.28E+07,1576.3,1.11E+07,350.07,2.46E+06,1898.8,1.34E+07,1478.2,1.04E+07,
090216_mzFGF4_V2,71,17,TE,7814,298.73,327.69,21.232,1645.4,1.29E+07,1518.3,1.19E+07,132.8,1.04E+06,1856.4,1.45E+07,920.64,7.19E+06,
090216_mzFGF4_V2,71,6,TE,8237,273.59,159.27,11.285,1693.4,1.39E+07,1433.3,1.18E+07,113.88,9.38E+05,1931.9,1.59E+07,786.6,6.48E+06,
090216_mzFGF4_V2,71,19,TE,10809,167.94,162.74,25.985,1727.7,1.87E+07,1320.5,1.43E+07,204.48,2.21E+06,1908.7,2.06E+07,804.78,8.70E+06,
090216_mzFGF4_V2,71,18,TE,13364,349.9,142.28,24.298,2030.8,2.71E+07,1318.3,1.76E+07,116.22,1.55E+06,2037,2.72E+07,697.73,9.32E+06,
090216_mzFGF4_V2,71,3,TE,8314,246.63,221.87,6.2913,1869.3,1.55E+07,1202.6,1.00E+07,126.37,1.05E+06,1932.3,1.61E+07,610.77,5.08E+06,
090216_mzFGF4_V2,71,11,TE,10999,226.22,163.61,18.553,2091.4,2.30E+07,1197.8,1.32E+07,129.63,1.43E+06,1811.4,1.99E+07,603.92,6.64E+06,
090216_mzFGF4_V2,71,10,TE,16252,125.05,288.6,17.376,1603.7,2.61E+07,1189.2,1.93E+07,417.96,6.79E+06,1767.7,2.87E+07,928.61,1.51E+07,
090216_mzFGF4_V2,71,5,TE,17832,211.33,272.47,7.9665,1846.9,3.29E+07,1093.7,1.95E+07,446.18,7.96E+06,1929.7,3.44E+07,629.38,1.12E+07,
090216_mzFGF4_V2,71,1,TE,14333,281.18,271.35,6.754,2045.5,2.93E+07,1070.7,1.53E+07,117.93,1.69E+06,1985.3,2.85E+07,503.97,7.22E+06,
090216_mzFGF4_V2,71,35,TE,12575,405.57,285.97,38.081,1564.8,1.97E+07,1069.3,1.34E+07,82.477,1.04E+06,2013.1,2.53E+07,675.12,8.49E+06,
090216_mzFGF4_V2,71,33,TE,6177,188.3,348.93,33.472,1347.6,8.32E+06,1067.7,6.60E+06,234,1.45E+06,1904.2,1.18E+07,1037.3,6.41E+06,
090216_mzFGF4_V2,71,32,TE,7946,147.85,342.66,33.265,1396.2,1.11E+07,1042.6,8.28E+06,443.89,3.53E+06,1860.8,1.48E+07,771.03,6.13E+06,
090216_mzFGF4_V2,71,25,TE,14516,286.85,123.99,33.094,1392.9,2.02E+07,1041.2,1.51E+07,163.93,2.38E+06,1959.7,2.84E+07,805.79,1.17E+07,
090216_mzFGF4_V2,71,27,TE,12536,243.04,338.12,31.891,1335.6,1.67E+07,929.16,1.16E+07,89.477,1.12E+06,1941.9,2.43E+07,501.68,6.29E+06,
090216_mzFGF4_V2,71,29,TE,11731,93.435,246.12,35.394,1144.2,1.34E+07,868.59,1.02E+07,228.96,2.69E+06,1729.8,2.03E+07,586.68,6.88E+06,
090216_mzFGF4_V2,71,4,TE,23586,178.32,218.74,8.1434,1518.1,3.58E+07,851.3,2.01E+07,430.14,1.01E+07,1815.5,4.28E+07,552.17,1.30E+07,
090216_mzFGF4_V2,71,38,TE,11917,330.22,340.15,36.659,1454.6,1.73E+07,819.51,9.77E+06,88.966,1.06E+06,1886.7,2.25E+07,374.17,4.46E+06,
090216_mzFGF4_V2,71,42,TE,9826,188.27,158.84,41.348,1033.4,1.02E+07,808.67,7.95E+06,263.67,2.59E+06,1747.8,1.72E+07,637.85,6.27E+06,
090216_mzFGF4_V2,71,43,TE,10454,131.91,188.83,43.254,1007.8,1.05E+07,797.11,8.33E+06,345.62,3.61E+06,1690.6,1.77E+07,571.72,5.98E+06,
090216_mzFGF4_V2,71,41,TE,13012,229.43,137.69,41.707,857.31,1.12E+07,755.06,9.82E+06,83.276,1.08E+06,1712.9,2.23E+07,518.39,6.75E+06,
090216_mzFGF4_V2,71,20,TE,4055,386.78,184.83,25.249,2784.6,1.13E+07,681.18,2.76E+06,94.195,3.82E+05,1944.3,7.88E+06,581.65,2.36E+06,
090216_mzFGF4_V2,71,44,TE,6428,104.47,305.32,42.017,945.48,6.08E+06,651.96,4.19E+06,295.32,1.90E+06,1782.7,1.15E+07,695.78,4.47E+06,
090216_mzFGF4_V2,71,52,TE,13518,424.53,241.66,52.989,969.17,1.31E+07,625.16,8.45E+06,69.287,9.37E+05,1788.6,2.42E+07,379.47,5.13E+06,
090216_mzFGF4_V2,71,45,TE,15970,368.24,152.92,45.073,861.22,1.38E+07,536.42,8.57E+06,71.637,1.14E+06,1508.3,2.41E+07,465.48,7.43E+06,
090216_mzFGF4_V2,71,14,TE,9406,366.82,283.11,19.24,2687.6,2.53E+07,433.92,4.08E+06,70.298,6.61E+05,1911.7,1.80E+07,586.87,5.52E+06,
090216_mzFGF4_V2,71,59,TE,17693,285.01,139.52,58.352,519.39,9.19E+06,408.46,7.23E+06,109.43,1.94E+06,1924.9,3.41E+07,366.81,6.49E+06,
090216_mzFGF4_V2,71,2,TE,12711,334.62,201.91,7.4207,2445.4,3.11E+07,395.01,5.02E+06,79.609,1.01E+06,1959.4,2.49E+07,447.99,5.69E+06,
090216_mzFGF4_V2,71,56,TE,7554,214.25,337.85,53.728,512.44,3.87E+06,382.79,2.89E+06,290.56,2.19E+06,1569,1.19E+07,316.38,2.39E+06,
090216_mzFGF4_V2,71,62,TE,15966,208.38,178.26,60.816,397.91,6.35E+06,381.8,6.10E+06,93.059,1.49E+06,1789,2.86E+07,240.53,3.84E+06,
090216_mzFGF4_V2,71,58,TE,14281,284.19,342.43,57.64,614.81,8.78E+06,381.35,5.45E+06,118.17,1.69E+06,1707.1,2.44E+07,297.6,4.25E+06,
090216_mzFGF4_V2,71,63,TE,19357,354.62,322.32,59.842,539.39,1.04E+07,359.79,6.96E+06,44.897,8.69E+05,1655.9,3.21E+07,276.15,5.35E+06,
090216_mzFGF4_V2,71,47,TE,4167,420.65,210.63,46.76,1448.6,6.04E+06,352.17,1.47E+06,71.41,2.98E+05,1952.2,8.13E+06,414.08,1.73E+06,
