Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
011916_mzFGF4_F3,92,2,TE,5785,196.11,256.21,4.3103,2296.4,1.33E+07,2427.3,1.40E+07,268.82,1.56E+06,632.46,3.66E+06,1084.5,6.27E+06
011916_mzFGF4_F3,92,5,TE,9919,260.78,225.91,5.0837,2476.6,2.46E+07,1943.8,1.93E+07,569.07,5.64E+06,730.89,7.25E+06,384.92,3.82E+06
011916_mzFGF4_F3,92,6,TE,13301,308.52,270.2,5.7897,2102.6,2.80E+07,2158,2.87E+07,352.71,4.69E+06,703.19,9.35E+06,463.13,6.16E+06
011916_mzFGF4_F3,92,7,TE,7085,241.42,282.28,4.2507,1796.2,1.27E+07,1919.6,1.36E+07,249.35,1.77E+06,758.45,5.37E+06,612.08,4.34E+06
011916_mzFGF4_F3,92,8,TE,9140,204.85,214.73,7.2164,1657.5,1.52E+07,1634.6,1.49E+07,228.02,2.08E+06,607.34,5.55E+06,537.94,4.92E+06
011916_mzFGF4_F3,92,9,EPI,12250,168.94,252.15,8.1471,2327.2,2.85E+07,120.65,1.48E+06,2801.5,3.43E+07,789.15,9.67E+06,271.24,3.32E+06
011916_mzFGF4_F3,92,10,TE,7048,267.48,311.44,8.4221,1818.7,1.28E+07,1506.2,1.06E+07,613.09,4.32E+06,716.07,5.05E+06,624.4,4.40E+06
011916_mzFGF4_F3,92,11,TE,7842,239.15,180.07,10.383,1723,1.35E+07,1456.2,1.14E+07,169.18,1.33E+06,698.41,5.48E+06,408.91,3.21E+06
011916_mzFGF4_F3,92,12,TE,8867,211.27,312.4,10.586,1581.1,1.40E+07,1530.3,1.36E+07,737.48,6.54E+06,681.18,6.04E+06,595.85,5.28E+06
011916_mzFGF4_F3,92,13,EPI,3386,168.42,283.88,11.385,2126.1,7.20E+06,56.43,1.91E+05,2354.2,7.97E+06,765.42,2.59E+06,224.15,7.59E+05
011916_mzFGF4_F3,92,14,TE,6385,302.52,329.38,12.847,1896,1.21E+07,1805,1.15E+07,185.7,1.19E+06,744.03,4.75E+06,631.22,4.03E+06
011916_mzFGF4_F3,92,15,TE,7835,112.51,214.64,14.657,1942.4,1.52E+07,1931,1.51E+07,247.98,1.94E+06,719.03,5.63E+06,641.33,5.02E+06
011916_mzFGF4_F3,92,16,TE,14771,367.84,246.14,14.472,1730.2,2.56E+07,948.2,1.40E+07,102.74,1.52E+06,713.59,1.05E+07,233.03,3.44E+06
011916_mzFGF4_F3,92,17,EPI,8366,128.84,254.64,17.152,1805,1.51E+07,63.264,5.29E+05,2701.6,2.26E+07,793.61,6.64E+06,197,1.65E+06
011916_mzFGF4_F3,92,18,TE,6314,120.97,286.7,14.811,2175.6,1.37E+07,1869.1,1.18E+07,245.82,1.55E+06,783.97,4.95E+06,666.58,4.21E+06
011916_mzFGF4_F3,92,19,TE,10041,318.09,188.11,15.423,2378.3,2.39E+07,1706.9,1.71E+07,318.89,3.20E+06,671.1,6.74E+06,330.72,3.32E+06
011916_mzFGF4_F3,92,20,EPI,10874,155.24,204.47,16.664,2080,2.26E+07,56.761,6.17E+05,2262.2,2.46E+07,764.6,8.31E+06,219.49,2.39E+06
011916_mzFGF4_F3,92,21,TE,6283,145.55,175.62,18.967,2038.8,1.28E+07,1710.8,1.07E+07,264.82,1.66E+06,637.34,4.00E+06,674.66,4.24E+06
011916_mzFGF4_F3,92,22,TE,6276,360.24,301.15,17.062,1705,1.07E+07,1333.2,8.37E+06,123.7,7.76E+05,714.97,4.49E+06,509,3.19E+06
011916_mzFGF4_F3,92,23,EPI,10370,202.95,302.05,19.654,2023.9,2.10E+07,172.3,1.79E+06,2960.5,3.07E+07,643.73,6.68E+06,239.68,2.49E+06
011916_mzFGF4_F3,92,24,EPI,4780,169.99,307.84,18.231,1869.8,8.94E+06,58.99,2.82E+05,2475.9,1.18E+07,767.49,3.67E+06,216.67,1.04E+06
011916_mzFGF4_F3,92,25,TE,5504,362.79,206.69,19.69,1981.2,1.09E+07,1090,6.00E+06,99.357,5.47E+05,700.06,3.85E+06,292.68,1.61E+06
011916_mzFGF4_F3,92,26,TE,7940,184.27,344.48,20.758,1686.7,1.34E+07,1780.3,1.41E+07,384.63,3.05E+06,729.97,5.80E+06,777.33,6.17E+06
