Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
012216_mzFGF4_G2,129,1,TE,7991,345.14,209.82,6.2897,2310.4,1.85E+07,586.16,4.68E+06,95.797,7.66E+05,797.95,6.38E+06,162.66,1.30E+06
012216_mzFGF4_G2,129,2,TE,4350,142.97,314.08,5.9034,2638.2,1.15E+07,1766,7.68E+06,217.82,9.48E+05,984.12,4.28E+06,618.75,2.69E+06
012216_mzFGF4_G2,129,3,EPI,10170,157.22,256.99,10.138,2546.3,2.59E+07,102.44,1.04E+06,621.01,6.32E+06,801.37,8.15E+06,144.26,1.47E+06
012216_mzFGF4_G2,129,4,TE,8765,201.82,239.57,9.8601,2303,2.02E+07,372.63,3.27E+06,151.48,1.33E+06,672.69,5.90E+06,195.1,1.71E+06
012216_mzFGF4_G2,129,5,TE,5692,169.38,277.86,9.0179,2413.4,1.37E+07,815.23,4.64E+06,330.56,1.88E+06,704.13,4.01E+06,253.73,1.44E+06
012216_mzFGF4_G2,129,6,TE,7102,116,316,9,1722.243,,2122.971,,186.068,,857.922,,473.107,
012216_mzFGF4_G2,129,6.2,EPI,7102,106,303,18,1264.51,,94.007,,1703.706,,808.787,,166.043,
012216_mzFGF4_G2,129,7,TE,2676,167.45,231.2,11.503,2269.4,6.07E+06,373.65,1.00E+06,253.5,6.78E+05,837.82,2.24E+06,173.79,4.65E+05
012216_mzFGF4_G2,129,8,EPI,7047,111.16,266.46,11.482,1615.7,1.14E+07,42.238,2.98E+05,1760.3,1.24E+07,874.44,6.16E+06,186.27,1.31E+06
012216_mzFGF4_G2,129,9,TE,7579,350.01,149,14.322,1114.9,8.45E+06,226.22,1.71E+06,69.763,5.29E+05,894.06,6.78E+06,100.63,7.63E+05
012216_mzFGF4_G2,129,10,TE,4397,269.84,207.3,13.638,1585.5,6.97E+06,567.45,2.50E+06,117.63,5.17E+05,626.41,2.75E+06,229.87,1.01E+06
012216_mzFGF4_G2,129,11,EPI,6791,153.77,296.79,13.33,2411.2,1.64E+07,109.6,7.44E+05,1098.7,7.46E+06,763.24,5.18E+06,185.53,1.26E+06
012216_mzFGF4_G2,129,12,TE,6357,97.488,231.13,16.067,1552.5,9.87E+06,757.07,4.81E+06,108.24,6.88E+05,777.88,4.95E+06,185.99,1.18E+06
