Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
011216_FGF4fl_B1,109,3,TE,8933,233.04,221.37,5.1753,3032.8,2.71E+07,3152.1,2.82E+07,152.51,1.36E+06,742.9,6.64E+06,462.86,4.13E+06
011216_FGF4fl_B1,109,5,TE,11407,319.14,286.21,5.228,2290.7,2.61E+07,1996.1,2.28E+07,114.15,1.30E+06,796.14,9.08E+06,349.74,3.99E+06
011216_FGF4fl_B1,109,6,TE,6642,355.63,295.28,4.9392,1972.7,1.31E+07,1695.5,1.13E+07,122.92,8.16E+05,782.69,5.20E+06,285.33,1.90E+06
011216_FGF4fl_B1,109,7,TE,10253,282.62,228.92,7.9065,2017,2.07E+07,1426.1,1.46E+07,124.11,1.27E+06,788.77,8.09E+06,328.03,3.36E+06
011216_FGF4fl_B1,109,8,TE,9233,317.65,210.4,8.4453,2220.1,2.05E+07,710.83,6.56E+06,120.6,1.11E+06,776.08,7.17E+06,263.68,2.43E+06
011216_FGF4fl_B1,109,9,TE,15179,264.83,318.91,8.5689,1732.5,2.63E+07,1631.7,2.48E+07,116.63,1.77E+06,701.35,1.06E+07,754.75,1.15E+07
011216_FGF4fl_B1,109,10,TE,5039,353.88,231.76,9.1346,1887.5,9.51E+06,1117.1,5.63E+06,117.9,5.94E+05,807.61,4.07E+06,315.17,1.59E+06
011216_FGF4fl_B1,109,11,TE,17472,170.93,242.56,10.745,1923.9,3.36E+07,647.12,1.13E+07,119.47,2.09E+06,700.17,1.22E+07,537.58,9.39E+06
011216_FGF4fl_B1,109,12,TE,9015,390.91,246.84,10.592,1421,1.28E+07,847.2,7.64E+06,76.081,6.86E+05,787.15,7.10E+06,181.04,1.63E+06
011216_FGF4fl_B1,109,13,TE,9875,238.67,267.08,9.6087,2781.1,2.75E+07,1835.3,1.81E+07,140.9,1.39E+06,743.7,7.34E+06,535.61,5.29E+06
011216_FGF4fl_B1,109,14,TE,12647,193.55,304.76,9.1496,1739,2.20E+07,1215.8,1.54E+07,153.89,1.95E+06,830.99,1.05E+07,488.69,6.18E+06
011216_FGF4fl_B1,109,14.2,PRE,12647,186,273,13,1653.465,,117.489,,151.253,,766.459,,2054.088,
011216_FGF4fl_B1,109,15,TE,14743,388.89,333.43,10.489,1785.6,2.63E+07,1053.2,1.55E+07,74.908,1.10E+06,734.66,1.08E+07,153.01,2.26E+06
011216_FGF4fl_B1,109,16,TE,7107,317.87,333.16,12.401,2228.8,1.58E+07,826.03,5.87E+06,135.32,9.62E+05,824.03,5.86E+06,500.68,3.56E+06
011216_FGF4fl_B1,109,17,TE,9528,272.27,174.38,16.104,2023.1,1.93E+07,1827.8,1.74E+07,119.07,1.13E+06,819.95,7.81E+06,334.25,3.18E+06
011216_FGF4fl_B1,109,18,TE,6857,329.19,185.88,16.049,1821.4,1.25E+07,1237.4,8.48E+06,114.49,7.85E+05,791.71,5.43E+06,282.86,1.94E+06
011216_FGF4fl_B1,109,19,TE,10941,205.11,170.15,19.18,2179.2,2.38E+07,1738.9,1.90E+07,88.771,9.71E+05,776.84,8.50E+06,300.69,3.29E+06
011216_FGF4fl_B1,109,20,TE,8728,429.51,279.42,18.978,1302.2,1.14E+07,1197.9,1.05E+07,77.496,6.76E+05,789.74,6.89E+06,186.47,1.63E+06
011216_FGF4fl_B1,109,21,EPI,5121,170.94,313,17.641,1763.6,9.03E+06,82.053,4.20E+05,2335.9,1.20E+07,749.11,3.84E+06,217.92,1.12E+06
011216_FGF4fl_B1,109,22,TE,5103,368.72,193.02,18.332,1822.1,9.30E+06,818.12,4.17E+06,105.71,5.39E+05,730.56,3.73E+06,240.46,1.23E+06
011216_FGF4fl_B1,109,23,TE,7339,232.91,332.89,19.001,1955.1,1.43E+07,1770.7,1.30E+07,129.18,9.48E+05,852.46,6.26E+06,673.03,4.94E+06
011216_FGF4fl_B1,109,24,PRE,4389,209.35,263.51,17.462,1659.5,7.28E+06,75.55,3.32E+05,110.69,4.86E+05,922.93,4.05E+06,1188.8,5.22E+06
011216_FGF4fl_B1,109,25,EPI,7547,147.24,297.67,20.971,1536.2,1.16E+07,55.614,4.20E+05,1971.1,1.49E+07,859.15,6.48E+06,257.31,1.94E+06
011216_FGF4fl_B1,109,25.2,EPI,7547,154,270,20.971,14114.392,,56.863,,2465.209,,752.788,,225.002,
011216_FGF4fl_B1,109,26,EPI,6307,153.47,196.42,22.046,1560.5,9.84E+06,57.491,3.63E+05,1560.8,9.84E+06,779.09,4.91E+06,244.43,1.54E+06
011216_FGF4fl_B1,109,27,TE,6057,340.37,353.01,23.155,1293.2,7.83E+06,727.44,4.41E+06,70.509,4.27E+05,875.73,5.30E+06,191.68,1.16E+06
011216_FGF4fl_B1,109,28,TE,8203,290.34,355.92,23.506,1642.1,1.35E+07,1028.5,8.44E+06,118.49,9.72E+05,786.54,6.45E+06,465.45,3.82E+06
011216_FGF4fl_B1,109,29,PRE,4991,185.22,195.41,24.331,1327.9,6.63E+06,54.608,2.73E+05,91.305,4.56E+05,798.7,3.99E+06,1177.4,5.88E+06
011216_FGF4fl_B1,109,30,TE,9387,158.89,343.34,26.49,2358,2.21E+07,2061.6,1.94E+07,104.25,9.79E+05,773.75,7.26E+06,306.65,2.88E+06
011216_FGF4fl_B1,109,31,PRE,9338,206.77,226.4,25.75,922.19,8.61E+06,59.516,5.56E+05,77.715,7.26E+05,729.31,6.81E+06,877.87,8.20E+06
011216_FGF4fl_B1,109,32,PRE,3243,177.01,244.32,22.737,1348.3,4.37E+06,70.32,2.28E+05,116.82,3.79E+05,725.59,2.35E+06,1521.9,4.94E+06
011216_FGF4fl_B1,109,33,TE,10519,351.09,150.34,28.214,971.74,1.02E+07,928.67,9.77E+06,68.178,7.17E+05,901.43,9.48E+06,167.87,1.77E+06
011216_FGF4fl_B1,109,34,TE,7456,421.65,227.77,27.508,1171.8,8.74E+06,1183.7,8.83E+06,76.887,5.73E+05,846.59,6.31E+06,293.3,2.19E+06
011216_FGF4fl_B1,109,35,EPI,6899,121.01,267.97,26.498,1438.6,9.93E+06,43.379,2.99E+05,1547.3,1.07E+07,856.81,5.91E+06,234.06,1.61E+06
011216_FGF4fl_B1,109,36,PRE,7834,198.78,289.8,25.686,929.24,7.28E+06,55.556,4.35E+05,110.01,8.62E+05,829.03,6.49E+06,1066.5,8.36E+06
011216_FGF4fl_B1,109,37,EPI,5358,131.23,231.5,27.972,998.6,5.35E+06,43.884,2.35E+05,1271.8,6.81E+06,826.58,4.43E+06,177.97,9.54E+05
011216_FGF4fl_B1,109,38,TE,6091,418.6,311.93,29.417,1196.9,7.29E+06,536.94,3.27E+06,84.217,5.13E+05,764.44,4.66E+06,322.07,1.96E+06
011216_FGF4fl_B1,109,39,TE,7878,295.25,140.09,29.931,1517,1.20E+07,802.19,6.32E+06,91.092,7.18E+05,726.51,5.72E+06,210.63,1.66E+06
011216_FGF4fl_B1,109,40,TE,10522,143.93,174.93,30.059,1722.1,1.81E+07,1090.8,1.15E+07,281.14,2.96E+06,728.82,7.67E+06,315.5,3.32E+06
011216_FGF4fl_B1,109,41,TE,9742,243.95,343.95,28.127,1318.9,1.28E+07,1510.8,1.47E+07,102.69,1.00E+06,691.4,6.74E+06,497.17,4.84E+06
011216_FGF4fl_B1,109,42,TE,14396,383.39,351.49,29.368,1078.4,1.55E+07,621.95,8.95E+06,58.92,8.48E+05,747.14,1.08E+07,117.87,1.70E+06
011216_FGF4fl_B1,109,43,EPI,5245,152.39,259.1,28.138,1110.9,5.83E+06,40.971,2.15E+05,1789,9.38E+06,745.2,3.91E+06,173.46,9.10E+05
011216_FGF4fl_B1,109,44,TE,5673,389.77,164.38,33.415,1194.2,6.77E+06,463.03,2.63E+06,73.019,4.14E+05,834.42,4.73E+06,238.99,1.36E+06
011216_FGF4fl_B1,109,45,EPI,3828,130.02,304.08,31.327,891.07,3.41E+06,47.946,1.84E+05,1041.3,3.99E+06,772.4,2.96E+06,156.91,6.01E+05
011216_FGF4fl_B1,109,46,EPI,6543,167.41,171.51,35.575,1220.7,7.99E+06,117.91,7.72E+05,1009.5,6.60E+06,830.52,5.43E+06,192.68,1.26E+06
011216_FGF4fl_B1,109,46.2,EPI,6543,139,200,38,839.603,,90.628,,642.211,,756.336,,137.379,
011216_FGF4fl_B1,109,48,TE,8180,212.89,333.97,36.506,792.1,6.48E+06,860.44,7.04E+06,77.705,6.36E+05,827.11,6.77E+06,308.68,2.53E+06
011216_FGF4fl_B1,109,49,PRE,7951,177.48,225.87,34.828,718.45,5.71E+06,34.606,2.75E+05,100.12,7.96E+05,694.85,5.52E+06,794.36,6.32E+06
011216_FGF4fl_B1,109,50,EPI,8504,114.66,273.53,36.274,1121.8,9.54E+06,37.304,3.17E+05,1199,1.02E+07,761.1,6.47E+06,197.6,1.68E+06
011216_FGF4fl_B1,109,51,PRE,7026,213.15,268.02,30.932,534.86,3.76E+06,37.882,2.66E+05,61.786,4.34E+05,901.11,6.33E+06,497.9,3.50E+06
011216_FGF4fl_B1,109,52,TE,9180,262.14,340.79,37.896,968.15,8.89E+06,781.07,7.17E+06,71.536,6.57E+05,730.11,6.70E+06,316.26,2.90E+06
011216_FGF4fl_B1,109,53,PRE,9085,198.85,192.73,37.161,704.39,6.40E+06,46.618,4.24E+05,68.664,6.24E+05,911.1,8.28E+06,553.58,5.03E+06
011216_FGF4fl_B1,109,54,EPI,4360,113.98,230.16,37.726,993,4.33E+06,34.046,1.48E+05,736.31,3.21E+06,797.22,3.48E+06,161.64,7.05E+05
011216_FGF4fl_B1,109,55,EPI,6991,162.61,288.3,37.74,754.98,5.28E+06,32.37,2.26E+05,939.48,6.57E+06,710.16,4.96E+06,155.44,1.09E+06
011216_FGF4fl_B1,109,56,TE,7771,442.76,267.85,39.276,848.58,6.59E+06,683.52,5.31E+06,53.016,4.12E+05,717.95,5.58E+06,152.48,1.18E+06
011216_FGF4fl_B1,109,57,TE,6377,299.74,369.55,39.016,840.32,5.36E+06,479.02,3.05E+06,47.576,3.03E+05,824.46,5.26E+06,115.69,7.38E+05
011216_FGF4fl_B1,109,58,TE,13182,227.21,160.07,40.654,801.42,1.06E+07,510.25,6.73E+06,50.447,6.65E+05,823.57,1.09E+07,160.98,2.12E+06
011216_FGF4fl_B1,109,59,TE,10734,130.02,312.63,44.995,853.27,9.16E+06,180.04,1.93E+06,218.21,2.34E+06,607.81,6.52E+06,102.12,1.10E+06
011216_FGF4fl_B1,109,60,TE,6822,95.937,207.83,43.004,1638,1.12E+07,1290.4,8.80E+06,73.823,5.04E+05,866.39,5.91E+06,147.31,1.01E+06
011216_FGF4fl_B1,109,61,PRE,7862,214.27,234.9,41.3,428.8,3.37E+06,29.377,2.31E+05,50.264,3.95E+05,637.31,5.01E+06,546.21,4.29E+06
011216_FGF4fl_B1,109,62,PRE,4279,203.41,292.58,40.55,438.46,1.88E+06,31.918,1.37E+05,57.101,2.44E+05,700.56,3.00E+06,439.9,1.88E+06
011216_FGF4fl_B1,109,62.2,PRE,4279,203,307,53,268.958,,45.09,,50.307,,586.91,,331.826,
011216_FGF4fl_B1,109,63,TE,16312,303.57,126.2,46.234,670.1,1.09E+07,426.11,6.95E+06,46.283,7.55E+05,767.24,1.25E+07,88.148,1.44E+06
011216_FGF4fl_B1,109,64,TE,11145,358.43,358.69,45.526,414.77,4.62E+06,391.79,4.37E+06,42.768,4.77E+05,754.09,8.40E+06,124.27,1.39E+06
011216_FGF4fl_B1,109,65,TE,11654,427.73,298.37,45.929,492.71,5.74E+06,310.79,3.62E+06,46.564,5.43E+05,715.03,8.33E+06,133.55,1.56E+06
011216_FGF4fl_B1,109,66,TE,5930,171.93,326,47.146,537.5,3.19E+06,379.71,2.25E+06,67.812,4.02E+05,658.41,3.90E+06,161.01,9.55E+05
011216_FGF4fl_B1,109,67,EPI,7028,163.4,200.03,48.202,615.47,4.33E+06,46.224,3.25E+05,708.02,4.98E+06,744.42,5.23E+06,123.27,8.66E+05
011216_FGF4fl_B1,109,68,EPI,4526,140.89,229.1,47.147,539.8,2.44E+06,27.133,1.23E+05,569.33,2.58E+06,696.04,3.15E+06,98.508,4.46E+05
011216_FGF4fl_B1,109,69,DP,3388,175.58,282.14,45.388,520.34,1.76E+06,28.151,95374,197.34,6.69E+05,744.52,2.52E+06,323,1.09E+06
011216_FGF4fl_B1,109,70,TE,9128,172.25,161.15,47.505,780.43,7.12E+06,640.43,5.85E+06,138.6,1.27E+06,634.44,5.79E+06,118.14,1.08E+06
011216_FGF4fl_B1,109,71,EPI,2745,117.57,263.81,45.706,586.12,1.61E+06,29.546,81103,873.41,2.40E+06,745.3,2.05E+06,109.73,3.01E+05
011216_FGF4fl_B1,109,72,PRE,4654,188.02,222.41,48.671,402.92,1.88E+06,33.689,1.57E+05,54.565,2.54E+05,776.54,3.61E+06,356.83,1.66E+06
011216_FGF4fl_B1,109,73,TE,12551,356.87,141.31,51.756,381.1,4.78E+06,391.42,4.91E+06,40.559,5.09E+05,773.13,9.70E+06,91.726,1.15E+06
011216_FGF4fl_B1,109,74,TE,10514,399.56,173.19,48.484,442.17,4.65E+06,321.5,3.38E+06,45.039,4.74E+05,580.1,6.10E+06,144.41,1.52E+06
011216_FGF4fl_B1,109,75,TE,11811,225.61,325.54,51.943,320.73,3.79E+06,281.94,3.33E+06,41.772,4.93E+05,630.83,7.45E+06,152.03,1.80E+06
011216_FGF4fl_B1,109,77,TE,8562,270.89,337.96,52.015,407.21,3.49E+06,499.16,4.27E+06,46.44,3.98E+05,546.45,4.68E+06,196.49,1.68E+06
011216_FGF4fl_B1,109,78,TE,8561,328.05,347.27,56.027,298.51,2.56E+06,345.84,2.96E+06,34.292,2.94E+05,654.23,5.60E+06,98.148,8.40E+05
011216_FGF4fl_B1,109,79,TE,10879,264.11,129.96,58.561,664.04,7.22E+06,357.46,3.89E+06,41.899,4.56E+05,764.39,8.32E+06,95.799,1.04E+06
011216_FGF4fl_B1,109,80,TE,7586,430.95,219.06,55.482,557.72,4.23E+06,238.4,1.81E+06,48.948,3.71E+05,666.93,5.06E+06,216.28,1.64E+06
011216_FGF4fl_B1,109,81,PRE,4361,202.02,263.16,56.212,273.14,1.19E+06,32.962,1.44E+05,44.381,1.94E+05,771.51,3.36E+06,244.69,1.07E+06
011216_FGF4fl_B1,109,82,TE,3678,427.91,288.46,57.414,854.2,3.14E+06,142.84,5.25E+05,47.289,1.74E+05,592.58,2.18E+06,51.989,1.91E+05
011216_FGF4fl_B1,109,83,TE,13633,395.84,324.12,57.858,262.63,3.58E+06,290.19,3.96E+06,32.155,4.38E+05,655.72,8.94E+06,67.546,9.21E+05
011216_FGF4fl_B1,109,84,TE,11500,257.26,306.43,62.877,187.38,2.15E+06,230.48,2.65E+06,27.029,3.11E+05,948.99,1.09E+07,80.304,9.23E+05
011216_FGF4fl_B1,109,85,TE,13861,137.12,266.24,57.325,416.25,5.77E+06,118.61,1.64E+06,298.99,4.14E+06,767.02,1.06E+07,89.923,1.25E+06
011216_FGF4fl_B1,109,86,TE,11361,216.33,132.35,60.276,583.1,6.62E+06,431.32,4.90E+06,35.529,4.04E+05,921.59,1.05E+07,112.54,1.28E+06
011216_FGF4fl_B1,109,87,TE,12821,170.38,178.58,61.513,449.18,5.76E+06,387.14,4.96E+06,65.728,8.43E+05,715.46,9.17E+06,75.357,9.66E+05
011216_FGF4fl_B1,109,88,EPI,3173,145.84,225.05,57.108,329.64,1.05E+06,22.447,71225,377.39,1.20E+06,658.04,2.09E+06,71.747,2.28E+05
011216_FGF4fl_B1,109,89,PRE,12135,183.38,240.07,64.006,246.26,2.99E+06,43.682,5.30E+05,51.698,6.27E+05,721.47,8.76E+06,161.85,1.96E+06
011216_FGF4fl_B1,109,90,TE,12087,418.83,253.91,64.386,284.43,3.44E+06,229.84,2.78E+06,30.91,3.74E+05,792,9.57E+06,91.148,1.10E+06
011216_FGF4fl_B1,109,91,TE,9296,298.95,328.4,64.57,271.71,2.53E+06,219.31,2.04E+06,32.527,3.02E+05,772.84,7.18E+06,112.74,1.05E+06
011216_FGF4fl_B1,109,92,TE,7006,372.71,162.16,64.866,391.45,2.74E+06,262.03,1.84E+06,41.445,2.90E+05,756.37,5.30E+06,179.65,1.26E+06
011216_FGF4fl_B1,109,93,TE,11051,397.6,200.6,67.295,285.91,3.16E+06,267.11,2.95E+06,33.073,3.65E+05,826.96,9.14E+06,80.95,8.95E+05
011216_FGF4fl_B1,109,94,TE,13281,308.01,129.15,63.466,285.92,3.80E+06,297.1,3.95E+06,31.037,4.12E+05,658.57,8.75E+06,72.631,9.65E+05
011216_FGF4fl_B1,109,95,TE,9847,342.78,157.46,70.304,281.93,2.78E+06,217.02,2.14E+06,33.542,3.30E+05,840.82,8.28E+06,98.431,9.69E+05
011216_FGF4fl_B1,109,96,TE,5320,224.92,264.01,66.486,179.75,9.56E+05,78.605,4.18E+05,26.726,1.42E+05,582.36,3.10E+06,82.975,4.41E+05
011216_FGF4fl_B1,109,97,TE,15279,378.04,282.81,70.352,222.36,3.40E+06,234.01,3.58E+06,28.855,4.41E+05,914.06,1.40E+07,62.818,9.60E+05
