
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
-10448.1,-1640.74,820.799,um,Spot,Position,1,DP,1000000000,0,
-10448.6,-1655.2,818.2,um,Spot,Position,1,DP,1000000002,2,
-10446.6,-1645.23,816.236,um,Spot,Position,1,DP,1000000003,3,
-10433.7,-1617.97,833.301,um,Spot,Position,1,DP,1000000215,215,
-10460.2,-1630.84,805.613,um,Spot,Position,1,DP,1000000371,371,
-10435.4,-1616.03,818.293,um,Spot,Position,1,DP,1000000422,422,
-10443.7,-1645.49,815.426,um,Spot,Position,2,DP,1000000003,216,
-10445.6,-1640.25,822.377,um,Spot,Position,2,DP,1000000000,217,
-10449.7,-1652.89,819.21,um,Spot,Position,2,DP,1000000002,218,
-10432.3,-1618.34,833.602,um,Spot,Position,2,DP,1000000215,219,
-10460.2,-1630.57,803.798,um,Spot,Position,2,DP,1000000371,372,
-10433.4,-1615.7,819.895,um,Spot,Position,2,DP,1000000422,423,
-10445.6,-1643,814.352,um,Spot,Position,3,DP,1000000003,220,
-10444.1,-1637.48,821.055,um,Spot,Position,3,DP,1000000000,221,
-10445.7,-1652.43,816.651,um,Spot,Position,3,DP,1000000002,222,
-10430.1,-1616.33,835.1,um,Spot,Position,3,DP,1000000215,223,
-10456.7,-1628.91,804.683,um,Spot,Position,3,DP,1000000371,373,
-10431.5,-1615.33,820.599,um,Spot,Position,3,DP,1000000422,424,
-10443.1,-1644.25,814.248,um,Spot,Position,4,DP,1000000003,224,
-10441.1,-1636.38,823.436,um,Spot,Position,4,DP,1000000000,225,
-10446,-1652.71,817.094,um,Spot,Position,4,DP,1000000002,226,
-10428.4,-1614.58,835.439,um,Spot,Position,4,DP,1000000215,227,
-10454.5,-1628.63,804.186,um,Spot,Position,4,DP,1000000371,374,
-10431.5,-1614.76,819.626,um,Spot,Position,4,DP,1000000422,425,
-10443.1,-1642.78,814.349,um,Spot,Position,5,DP,1000000003,228,
-10438.3,-1636.1,825.308,um,Spot,Position,5,DP,1000000000,229,
-10445,-1651.6,819.844,um,Spot,Position,5,DP,1000000002,230,
-10429.3,-1611.5,836.312,um,Spot,Position,5,DP,1000000215,231,
-10453.1,-1626.97,806.982,um,Spot,Position,5,DP,1000000371,375,
-10431.2,-1613.71,820.188,um,Spot,Position,5,DP,1000000422,426,
-10443.1,-1643.32,815.384,um,Spot,Position,6,DP,1000000003,232,
-10438.1,-1639.15,825.711,um,Spot,Position,6,DP,1000000000,233,
-10442.6,-1652.15,822.111,um,Spot,Position,6,DP,1000000002,234,
-10426.8,-1616.29,836.667,um,Spot,Position,6,DP,1000000215,235,
-10453.3,-1629.46,805.066,um,Spot,Position,6,DP,1000000371,376,
-10428.7,-1619.67,818.695,um,Spot,Position,6,DP,1000000422,427,
-10440.3,-1642.06,815.006,um,Spot,Position,7,DP,1000000003,236,
-10438.3,-1638.59,825.182,um,Spot,Position,7,DP,1000000000,237,
-10441.9,-1652.98,824.879,um,Spot,Position,7,DP,1000000002,238,
-10426.2,-1616.71,837.801,um,Spot,Position,7,DP,1000000215,239,
-10452.5,-1628.91,806.164,um,Spot,Position,7,DP,1000000371,377,
-10428.2,-1618.31,820.542,um,Spot,Position,7,DP,1000000422,428,
-10437.3,-1642.39,816.497,um,Spot,Position,8,DP,1000000003,240,
-10436.7,-1641.51,825.461,um,Spot,Position,8,DP,1000000000,241,
-10440.5,-1653.81,822.255,um,Spot,Position,8,DP,1000000002,242,
-10425.4,-1619.07,841.907,um,Spot,Position,8,DP,1000000215,243,
-10449.3,-1628.63,808.238,um,Spot,Position,8,DP,1000000371,378,
-10425.9,-1618.34,823.878,um,Spot,Position,8,DP,1000000422,429,
-10448.1,-1640.55,816.656,um,Spot,Position,9,DP,1000000003,244,
-10449.2,-1640.24,828.271,um,Spot,Position,9,DP,1000000000,245,
-10451.4,-1651.59,820.285,um,Spot,Position,9,DP,1000000002,246,
-10442.8,-1626.22,847.178,um,Spot,Position,9,DP,1000000215,247,
-10457.5,-1627.52,810.166,um,Spot,Position,9,DP,1000000371,379,
-10440.3,-1619.51,825.733,um,Spot,Position,9,DP,1000000422,430,
-10451.4,-1642.43,818.929,um,Spot,Position,10,DP,1000000003,248,
-10449.7,-1640.66,826.788,um,Spot,Position,10,DP,1000000000,249,
-10453.3,-1652.07,819.444,um,Spot,Position,10,DP,1000000002,250,
-10440.6,-1627.92,843.999,um,Spot,Position,10,DP,1000000215,251,
-10457.1,-1625.31,814.425,um,Spot,Position,10,DP,1000000371,380,
-10439,-1618.15,826.006,um,Spot,Position,10,DP,1000000422,431,
-10448.9,-1643.59,818.551,um,Spot,Position,11,DP,1000000003,252,
-10448.7,-1641.08,829.079,um,Spot,Position,11,DP,1000000000,253,
-10451.1,-1652.98,818.435,um,Spot,Position,11,DP,1000000002,254,
-10438.4,-1631.32,843.83,um,Spot,Position,11,DP,1000000215,255,
-10454,-1623.65,814.73,um,Spot,Position,11,DP,1000000371,381,
-10436.7,-1619.12,826.74,um,Spot,Position,11,DP,1000000422,432,
