
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
27814.7,32004.6,-1213.87,um,Spot,Position,1,DP;targeted,1000000060,60,
27833.5,32017,-1205.3,um,Spot,Position,1,PRE;targeted,1000000000,0,
27822.2,32023.1,-1198.82,um,Spot,Position,1,PRE;targeted,1000000016,16,
27840.3,32010.6,-1197.96,um,Spot,Position,1,PRE;targeted,1000000034,34,
27811.4,32001,-1207.87,um,Spot,Position,1,PRE;targeted,1000000064,64,
27810.6,32014.8,-1199.87,um,Spot,Position,1,PRE;targeted,1000000083,83,
27852.1,31991.2,-1199.55,um,Spot,Position,1,PRE;targeted,1000000088,88,
27829.9,31978.4,-1195.87,um,Spot,Position,1,PRE;targeted,1000000173,173,
27815.6,32011.4,-1209.87,um,Spot,Position,2,DP;targeted,1000000060,92,
27827.1,32028.6,-1194.01,um,Spot,Position,2,PRE;targeted,1000000016,90,
27842.5,32015.6,-1193.28,um,Spot,Position,2,PRE;targeted,1000000034,91,
27810.4,32008.3,-1207.87,um,Spot,Position,2,PRE;targeted,1000000064,93,
27813.8,32021.1,-1197.87,um,Spot,Position,2,PRE;targeted,1000000083,94,
27851.6,31994.3,-1202.89,um,Spot,Position,2,PRE;targeted,1000000088,95,
27831.2,31984.1,-1197.87,um,Spot,Position,2,PRE;targeted,1000000173,174,
27835.5,32022.5,-1195.65,um,Spot,Position,2,Apoptosis;PRE;targeted,1000000000,89,
27812.9,32007.2,-1209.87,um,Spot,Position,3,DP;targeted,1000000060,99,
27821.6,32025.6,-1191,um,Spot,Position,3,PRE;targeted,1000000016,97,
27809.2,32007.5,-1211.87,um,Spot,Position,3,PRE;targeted,1000000064,100,
27811.2,32018.6,-1195.87,um,Spot,Position,3,PRE;targeted,1000000083,101,
27849.1,31991,-1200.16,um,Spot,Position,3,PRE;targeted,1000000088,102,
27830.4,31981.3,-1195.87,um,Spot,Position,3,PRE;targeted,1000000173,175,
27838.1,32014.8,-1190.75,um,Spot,Position,3,Apoptosis;PRE;targeted,1000000034,98,
27819.7,32022.5,-1188.24,um,Spot,Position,4,PRE;targeted,1000000016,104,
27803.5,32006.3,-1203.87,um,Spot,Position,4,PRE;targeted,1000000064,107,
27807.3,32016.7,-1195.87,um,Spot,Position,4,PRE;targeted,1000000083,108,
27848.4,31986.8,-1191.85,um,Spot,Position,4,PRE;targeted,1000000088,109,
27832.6,31979.4,-1191.87,um,Spot,Position,4,PRE;targeted,1000000173,176,
27814,32005.2,-1205.87,um,Spot,Position,4,Apoptosis;DP;targeted,1000000060,106,
27802.7,32000.2,-1195.87,um,Spot,Position,5,PRE;targeted,1000000064,113,
27846.5,31983.8,-1185.38,um,Spot,Position,5,PRE;targeted,1000000088,115,
27831.1,31976.5,-1177.87,um,Spot,Position,5,PRE;targeted,1000000173,177,
27816.8,32019.5,-1186.51,um,Spot,Position,5,Apoptosis;PRE;targeted,1000000016,111,
27804.3,32012.1,-1195.87,um,Spot,Position,5,Apoptosis;PRE;targeted,1000000083,114,
27803.1,31994.5,-1195.87,um,Spot,Position,6,PRE;targeted,1000000064,119,
27845.2,31982.4,-1182.61,um,Spot,Position,6,PRE;targeted,1000000088,120,
27831.1,31976.1,-1175.87,um,Spot,Position,6,PRE;targeted,1000000173,178,
27806.2,31990.2,-1199.87,um,Spot,Position,7,PRE;targeted,1000000064,124,
27845.5,31980.2,-1181.28,um,Spot,Position,7,PRE;targeted,1000000088,125,
27832.6,31974.4,-1173.87,um,Spot,Position,7,PRE;targeted,1000000173,179,
27847.4,31978.8,-1179.76,um,Spot,Position,8,PRE;targeted,1000000088,129,
27836.2,31974.2,-1167.87,um,Spot,Position,8,PRE;targeted,1000000173,180,
27844.7,31977.7,-1177.12,um,Spot,Position,9,PRE;targeted,1000000088,133,
27834.1,31973.8,-1169.87,um,Spot,Position,9,PRE;targeted,1000000173,181,
27849,31976.6,-1171.88,um,Spot,Position,10,PRE;targeted,1000000088,137,
27840,31974.7,-1163.02,um,Spot,Position,10,PRE;targeted,1000000173,182,
27858.1,31976.3,-1167.24,um,Spot,Position,11,PRE;targeted,1000000088,141,
27847.1,31975,-1156.8,um,Spot,Position,11,PRE;targeted,1000000173,183,
27859,31978.5,-1161.11,um,Spot,Position,12,PRE;targeted,1000000088,145,
27850.2,31976.6,-1154.38,um,Spot,Position,12,PRE;targeted,1000000173,184,
27862.1,31979.1,-1156.13,um,Spot,Position,13,PRE;targeted,1000000088,149,
27852.7,31979.4,-1150.01,um,Spot,Position,13,PRE;off;targeted,1000000173,185,
27868.2,31981.3,-1150.64,um,Spot,Position,14,PRE;targeted,1000000088,153,
27872.9,31983.2,-1150.15,um,Spot,Position,15,Apoptosis;PRE;targeted,1000000088,157,
