"Experiment","Embryo_ID","Experimenter","Treatment","Cell_ID","Identity.man","Size","X","Y","Z","CH1.Avg","CH2.Avg","CH3.Avg","CH4.Avg","CH5.Avg","TE_ICM","Stage","CH1.ebLogCor","CH4.ebLogCor","CH5.ebLogCor","Identity.km","Exp_date","Img_date","Gene1","Gene2","Genotype1","Genotype2","Background","Litter","Cellcount","icm.count","litter.median","CH4.ebLogCor.l","CH5.ebLogCor.l","id.cluster","Identity.hc"
"052714_R5b","052714_R5_LMb1","NS","Littermate",58,"TE",10477,314.27,349.17,78.71,19.494,18.17,55.59,0.18154,0.005345,"TE","32_64",5.37135194250282,3.05754982031215,-2.36524817204611,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",61,18,55,0.537906353934406,-0.354429961717221,0,"TE"
"052714_R5b","052714_R5_LMb1","NS","Littermate",59,"TE",7239,345.39,251.72,81.494,25.684,15.269,53.73,0.18815,0.0020721,"TE","32_64",5.73204490493986,3.26177278963411,-3.18352348243224,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",61,18,55,0.573834740804132,-0.477047660088979,0,"TE"
"052714_R5b","052714_R5_LMb1","NS","Littermate",60,"TE",8121,230,314.88,81.376,10.133,7.0557,55.8,0.24948,0.48467,"TE","32_64",4.79838019755722,3.53664044403709,2.22018726543403,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",61,18,55,0.622191453362724,0.33269273676771,0,"TE"
"052714_R5b","052714_R5_LMb1","NS","Littermate",61,"TE",6623,245.54,222.8,82.97,16.081,7.4451,55.398,0.26921,0.1602,"TE","32_64",5.308846422684,3.70918787216331,1.17123234492285,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",61,18,55,0.652547249146505,0.17550794038406,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",1,"TE",6212,223.78,253.79,4.5138,149.88,106.87,47.806,49.39,16.919,"TE","32_64",5.17346417000627,4.19458664783294,2.99635603607682,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.73794212444506,0.44900081425247,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",2,"TE",10158,256.01,322.74,4.7382,138.08,81.602,49.769,38.791,0.98661,"TE","32_64",5.09959714344024,3.96768505844662,0.162881428303999,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.698023950148147,0.0244076114635751,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",3,"TE",8014,298.06,237.65,5.2322,124.75,103.11,51.571,40.439,11.639,"TE","32_64",5.01598358696981,4.04155891652778,2.64900739730695,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.711020375386264,0.396950984472776,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",4,"TE",9420,262.09,271.91,6.2604,103.61,66.942,51.586,50.262,9.4835,"TE","32_64",4.86757886305359,4.32617402981648,2.48245019807417,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.761091931652229,0.371992562584753,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",5,"TE",6843,158.86,279.37,5.7671,162.04,79.103,47.767,24.676,6.4273,"TE","32_64",5.2969053997592,3.58253604472122,2.07510560197146,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.63026574051305,0.31095240142589,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",6,"TE",12835,160.3,226.88,8.8165,131.61,68.503,50.747,31.469,5.0623,"TE","32_64",5.19944829308212,4.02489058012534,1.94981353144834,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.70808796067929,0.292177515862586,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",7,"TE",5986,225.24,340.4,7.3956,156.41,85.46,53.621,25.934,7.6534,"TE","32_64",5.32057727628728,3.73863148592138,2.31027858458214,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.657727183359855,0.346192826599339,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",9,"TE",8931,302.1,353.08,9.6933,92.644,72.621,50.708,29.557,9.1429,"TE","32_64",4.88015443651955,4.01948010377751,2.57357827723054,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.707136110414749,0.385648009817935,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",10,"TE",7069,239.28,197.23,11.132,137.85,121.45,49.075,37.888,30.16,"TE","32_64",5.32970994931929,4.3617675611375,3.82062906218371,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.767353803995027,0.572517264044238,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",11,"TE",11382,119.57,241.26,15.14,120.08,47.759,52.668,29.941,12.751,"TE","32_64",5.33699501798773,4.38816092778558,3.10882391496464,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.771997116600241,0.465854008128589,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",12,"TE",10512,198.87,186.63,15.169,142.76,53.844,53.226,25.593,4.6066,"TE","32_64",5.51105286804872,4.23314584259805,2.09179693498982,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.744725737823641,0.313453580199697,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",13,"TE",8732,347.07,306.16,15.43,93.842,64.989,50.148,27.404,8.1056,"TE","32_64",5.10096229115578,4.318563940264,2.66656185929791,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.759753109469482,0.399581502219267,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",14,"TE",9777,187.28,352.9,15.509,126.86,54.877,50.348,27.214,1.4554,"TE","32_64",5.40529742040689,4.31676672093005,0.952282617110843,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.7594369296013,0.142698552953365,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",16,"TE",5494,329.34,219.51,15.967,149.07,98.999,52.979,31.843,16.031,"TE","32_64",5.58323201373573,4.5037682939009,3.36850126927811,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.792335603444162,0.504766387740971,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",18,"TE",4478,347.93,240.92,20.499,162.39,48.021,50.425,5.4183,0.47365,"TE","32_64",5.83310510600739,3.02877359813207,0.0154850739369564,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.532843832090915,0.0023204221136406,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",20,"TE",7094,235.41,374.41,21.967,97.444,76.175,53.125,16.127,8.6091,"TE","32_64",5.37559858735468,4.21536232549079,2.97000143763216,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.741597132433878,0.445051605273806,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",22,"TE",10418,111.93,301.71,25.34,126.99,45.988,50.629,20.051,0.5073,"TE","32_64",5.76270253795607,4.65346605130064,0.264189644336958,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.818671519326909,0.039588541547178,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",25,"TE",10512,194.17,164.65,31.408,88.543,40.665,49.041,21.075,9.1865,"TE","32_64",5.62205225427754,5.09962963609979,3.38612012444971,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.897163855106123,0.507406554738149,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",27,"TE",7681,148.31,343.95,30.937,64.488,42.688,45.685,9.8232,1.2394,"TE","32_64",5.28796943367862,4.30552927952337,1.36556114701456,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.757459957355595,0.204627907878353,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",30,"TE",11075,351.93,355.53,36.116,64.01,42.408,48.312,4.9151,0.32,"TE","32_64",5.46827211852117,3.95139141926531,0.204389485814309,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.695157454895603,0.0306275504146783,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",32,"TE",9618,246.39,170.03,39.121,76.067,29.246,44.43,10.633,0.84986,"TE","32_64",5.74978051348291,4.91931417819912,1.2927310053787,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.865441451149526,0.193714387421205,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",33,"TE",10259,326.02,205.19,40.295,78.589,43.114,48.265,12.017,2.3323,"TE","32_64",5.82495603376413,5.11835747636582,2.34586744897762,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.900458592679209,0.351525780660704,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",34,"TE",7683,117.87,228.25,39.589,52.19,29.464,48.537,9.3678,2.4066,"TE","32_64",5.39002282967244,4.82320061819652,2.3509630590573,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.848532456149282,0.352289352495073,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",35,"TE",4027,367.5,285.48,38.179,83.372,22.878,46.956,1.0156,0.092873,"TE","32_64",5.80733020472366,2.50938998578276,-0.955191454496555,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.44147009768564,-0.143134439189509,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",36,"TE",6911,148.32,189.49,40.124,68.981,41.746,50.736,9.0129,7.6971,"TE","32_64",5.68835670060649,4.81952528110913,3.53346511335715,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.847885864175858,0.529486047027751,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",40,"TE",5558,242.11,369.56,46.301,42.03,33.266,45.704,1.4343,11.966,"TE","32_64",5.41683091189065,3.38507906077378,4.20446987495954,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.595527674893171,0.630035407884491,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",41,"TE",6118,209.32,372.21,47.152,26.877,22.852,48.772,3.0534,0.96813,"TE","32_64",5.00056887473052,4.19620731233053,1.72176371491647,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.738227243505119,0.258004489666739,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",43,"TE",8372,297.17,379.59,48.136,34.537,28.253,45.519,3.8869,0.93096,"TE","32_64",5.28699907515869,4.50183033123111,1.71922246881704,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.791994662986923,0.257623686599907,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",44,"TE",6793,340.75,253.05,49.483,33.849,39.889,48.609,4.1952,0.88945,"TE","32_64",5.31570710618508,4.66614214774551,1.72372271887434,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.820901590207679,0.258298044358377,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",45,"TE",7246,135.01,329.57,49.178,35.504,14.44,44.824,4.7221,0.5029,"TE","32_64",5.35238640628252,4.76452981151443,1.14225120487834,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.838210662046339,0.171165146897146,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",48,"TE",10915,197.38,197.47,51.96,28.241,18.532,39.944,4.2692,1.3815,"TE","32_64",5.22436610809948,4.84542219987581,2.25614866256846,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.852441838066906,0.338081514469894,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",49,"TE",9787,344.17,296.96,57.301,27.413,18.843,50.488,0.85787,2.0889,"TE","32_64",5.38822387549002,3.58965465426264,2.86827652317804,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.631518097965436,0.429808233368155,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",50,"TE",7326,271.14,350.14,60.226,26.416,22.894,55.32,2.758,3.1238,"TE","32_64",5.45720992167221,4.94844074692667,3.37948294741147,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.870565608500217,0.506411980709353,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",51,"TE",7192,229.31,316.9,61.13,15.033,14.615,45.508,1.7736,0.45565,"TE","32_64",4.92626134224975,4.56601479549074,1.48821856359355,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.803286459745154,0.223007993307113,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",52,"TE",6928,155.96,254.3,60.831,14.385,12.255,45.011,0.95179,0.51934,"TE","32_64",4.87136088706179,3.92411087397614,1.60790269037511,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.690358063385331,0.240942534373326,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",53,"TE",7231,267.43,226.65,63.884,29.646,23.245,53.257,0.44323,0.54142,"TE","32_64",5.70517198835623,3.3593945412614,1.7631026542023,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.591009067820384,0.264199086429003,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",54,"TE",6397,204.29,282.96,63.366,12.656,10.346,40.535,0.1904,0.15085,"TE","32_64",4.83520284223698,2.48089710921082,0.466401765835623,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.436457424057856,0.0698898161992709,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",55,"TE",5525,179.43,323.41,62.511,14.505,10.896,48.083,0.98679,9.5341,"TE","32_64",4.94056947049362,4.06995580207208,4.58028781468716,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.71601616157583,0.686351332599941,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",56,"TE",6486,199.11,237.04,64.486,12.395,11.725,46.771,0.38529,0.34012,"TE","32_64",4.85496557665808,3.25865794028978,1.32070945647322,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.573286753902092,0.197906929018969,0,"TE"
"052714_R5b","052714_R5_LMb2","NS","Littermate",57,"TE",5697,300.11,296.95,65.962,27.347,20.588,53.313,0.56925,3.1132,"TE","32_64",5.69978090595835,3.74530825203806,3.58946256649301,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",55,15,55,0.658901808510372,0.537877206740195,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",1,"TE",3598,209.63,261.3,3.1473,116.57,61.243,43.129,36.609,45.688,"TE","32_64",4.88977466506486,3.7752692267035,3.92939022240719,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.664172760609187,0.588815010010143,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",2,"TE",7283,254.15,260.18,4.5862,129.58,60.25,45.288,33.043,3.3015,"TE","32_64",5.0556012432935,3.75277999400946,1.35113093029392,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.660216291582626,0.202465555013942,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",3,"TE",9632,171.61,293.37,4.7392,123.35,67.079,48.038,39.679,4.6905,"TE","32_64",5.01271069183007,3.94429777423224,1.70751268981098,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.693909489380701,0.25586898847821,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",5,"TE",8215,257.38,195.97,6.0992,161.06,11.33,44.07,7.4595,3.4825,"TE","32_64",5.33619067079273,2.34858340639718,1.45620646216612,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.41317983721913,0.21821101343096,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",7,"TE",8211,290.49,276.2,9.2694,97.463,53.246,46.255,33.705,27.027,"TE","32_64",4.96612400166363,4.03297627015535,3.61360229882017,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.709510453949618,0.541494520350537,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",8,"TE",8704,173.8,189.77,10.282,132.69,51.101,51.309,31.098,39.359,"TE","32_64",5.31690460230918,4.00876876369362,4.02409291198521,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.705251693731822,0.603006108871713,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",9,"TE",12963,327.86,207.47,13.379,139.81,89.438,48.585,22.439,47.707,"TE","32_64",5.49835705723197,3.85460299547238,4.3222793953664,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.678129732959678,0.647689041148524,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",10,"TE",5148,301.56,316.34,12.975,145.02,60.355,46.794,15.58,0.16375,"TE","32_64",5.51809247399729,3.46733232742496,-1.36541059181015,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.609998266498777,-0.204605347338632,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",11,"TE",8225,209.55,178.82,14.627,118.09,32.845,50.768,35.663,29.097,"TE","32_64",5.38157711804818,4.38729642540299,3.87048544734508,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.771845027067145,0.579988191151568,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",12,"TE",7118,141.96,249.15,15.129,138.44,60.429,52.538,28.745,2.3986,"TE","32_64",5.56150665847751,4.19955561179286,1.39192865169076,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.738816300646133,0.208579050842298,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",15,"TE",11514,371.6,256.88,17.971,75.536,58.024,49.833,33.11,7.4752,"TE","32_64",5.0742266248927,4.49892606621266,2.62572534746765,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.791483723607765,0.393462193685083,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",17,"TE",5743,227.73,336,15.667,115.39,52.597,45.926,12.775,0.24691,"TE","32_64",5.40182882216228,3.41849606682019,-0.862939712100601,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.601406637113971,-0.129310612196564,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",20,"TE",9360,179.66,331.68,18.355,100.89,59.06,49.668,30.153,25.581,"TE","32_64",5.37966535563051,4.42672369678898,3.86909728445098,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.778781358784761,0.579780176395557,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",21,"TE",6190,296.91,342.86,21.806,74.505,41.014,51.921,11.327,0.26284,"TE","32_64",5.22045108211525,3.6394904592782,-0.59065526234841,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.640285574456978,-0.0885090725347111,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",22,"TE",11890,293.18,179.18,24.921,83.818,38.595,49.496,11.602,12.075,"TE","32_64",5.46816701876779,3.83665517373093,3.34276819622459,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.674972221906261,0.500910313691314,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",23,"TE",7849,160.94,197.5,22.296,98.149,56.381,49.752,5.8851,0.28488,"TE","32_64",5.51651039509104,3.01197437543672,-0.493417410721803,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.529888390917412,-0.0739380822949557,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",25,"TE",7614,327.64,336.65,24.359,69.912,44.079,48.106,20.009,15.492,"TE","32_64",5.26331433908797,4.35041215190124,3.5727477647588,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.765356077992615,0.535372511203895,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",28,"TE",6926,150.71,309.96,27.835,85.175,48.06,49.633,17.457,1.1083,"TE","32_64",5.60577750399291,4.40721770050551,1.05412006504916,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.775349722357777,0.157958787883779,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",30,"TE",8638,207.32,164.95,31.619,70.329,26.53,47.738,12.003,7.1991,"TE","32_64",5.5720942460936,4.2430055713129,3.05448267428573,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.746460332854131,0.45771103011845,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",33,"TE",6587,322.27,185.82,37.461,45.751,19.232,45.198,7.3423,9.295,"TE","32_64",5.38580904777466,4.07628910897767,3.50963819745678,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.717130362889347,0.525915608631386,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",34,"TE",6489,357.9,214.75,39.06,57.469,31.81,45.477,17.311,15.587,"TE","32_64",5.68053896553971,5.02286676930387,4.08123692598936,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.883659174488513,0.611569079529603,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",37,"TE",4440,272.6,328.72,38.709,36.981,18.382,47.327,2.3489,0.053604,"TE","32_64",5.22505742559897,3.00599491203147,-1.60146920157424,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.528836440320422,-0.2399784828136,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",38,"TE",5967,235.54,352.22,38.963,33.01,21.925,43.438,6.2712,0.3516,"TE","32_64",5.12205901299573,4.00210986397773,0.286501766587544,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.704080211768195,0.0429319897014002,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",40,"TE",6329,300.87,337.78,40.58,39.797,33.014,45.928,7.2877,26.226,"TE","32_64",5.3764886495258,4.24222412217724,4.65349117534219,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.746322854650977,0.697320779536281,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",41,"TE",7192,169.95,204.67,40.802,43.952,13.883,48.554,8.6453,10.673,"TE","32_64",5.48505519117986,4.42539175839481,3.76204901723484,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.778547034516187,0.563739105653078,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",43,"TE",6467,143.45,265.08,41.747,44.959,26.823,47.014,0.77439,0.027834,"TE","32_64",5.54712631824767,2.06535058653879,-2.15129484845709,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.363351464045138,-0.322369280227156,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",45,"TE",8314,197.32,343.58,42.112,35.114,25.981,47.253,7.0534,6.695,"TE","32_64",5.31520096454666,4.29471703570336,3.34046486785103,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.755557788955121,0.500565162346558,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",48,"TE",6601,353.07,279.02,47.061,46.451,29.063,51.6,7.062,20.604,"TE","32_64",5.80143367934912,4.57107243306172,4.6337006945447,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.804176236051415,0.694355196713168,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",50,"TE",10145,288.96,222.06,51.776,18.508,13.096,46.062,0.94697,2.3606,"TE","32_64",5.07791660193714,2.8240754925267,2.62829399436128,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.496831855798008,0.393847102732233,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",51,"TE",6363,286.91,304.92,52.243,16.067,13.329,48.489,1.7198,0.075279,"TE","32_64",4.95596158390158,3.44668651684277,-0.799932006271621,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.606366105668393,-0.119868973459121,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",52,"TE",5808,308.34,260.33,53.775,26.266,15.112,50.931,2.8702,6.5319,"TE","32_64",5.51137061640644,4.04400760437166,3.71436060125549,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.711451166322612,0.556593046457398,0,"TE"
"052714_R5b","052714_R5_LMb3","NS","Littermate",53,"TE",5094,210.42,283.99,54.766,8.2933,4.9115,47.695,0.26639,0.1437,"TE","32_64",4.39988862037432,1.72226658168077,-0.0678190686485838,"TE",20140527,20140603,"any","any","wt","wt","CD1/mixed","052714_R5b",51,19,55,0.302993636048225,-0.0101626164175497,0,"TE"
"052715_R4a","052715_R4_LMa1","NS","Littermate",1,"TE",8300,262.47,199.47,5.452,186.33,29.18,35.5,18.25,5.6371,"TE","32_64",5.38739564905003,3.03908860136965,1.84318631652182,"TE",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4a",56,18,64,0.580483932960705,0.306090048272889,0,"TE"
"052715_R4a","052715_R4_LMa1","NS","Littermate",2,"TE",6323,342.77,272.8,4.3296,207.08,79.98,35.093,42.78,16.574,"TE","32_64",5.46006795260567,3.86321558598847,2.89821236701106,"TE",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4a",56,18,64,0.737897070924165,0.481293700681072,0,"TE"
"052715_R4a","052715_R4_LMa1","NS","Littermate",3,"TE",11536,301.12,370.46,4.2502,213.47,101.94,34.644,31.482,9.8577,"TE","32_64",5.48813070815047,3.55459680123742,2.3769768460244,"TE",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4a",56,18,64,0.678949054115078,0.394734352692085,0,"TE"
"052715_R4a","052715_R4_LMa1","NS","Littermate",4,"TE",9804,203.46,276.49,5.4436,139.69,112.82,32.666,49.893,9.1975,"TE","32_64",5.09905589102924,4.04459288775649,2.33256607662698,"TE",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4a",56,18,64,0.772541210431204,0.387359246645104,0,"TE"
"052715_R4a","052715_R4_LMa1","NS","Littermate",6,"TE",12424,291.54,319.78,7.4387,198.52,81.252,34.508,20.48,22.528,"TE","32_64",5.50902466128358,3.20353564157645,3.27003035638288,"TE",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4a",56,18,64,0.611894292178258,0.543039919875187,0,"TE"
