"Experiment","Embryo_ID","Experimenter","Treatment","Cell_ID","Identity.man","Size","X","Y","Z","CH1.Avg","CH2.Avg","CH3.Avg","CH4.Avg","CH5.Avg","TE_ICM","Stage","CH1.ebLogCor","CH4.ebLogCor","CH5.ebLogCor","Identity.km","Exp_date","Img_date","Gene1","Gene2","Genotype1","Genotype2","Background","Litter","Cellcount","icm.count","litter.median","CH4.ebLogCor.l","CH5.ebLogCor.l","id.cluster","Identity.hc"
"071114_1","071114_1_3","KW","Littermate",3,"TE",2269,163.52,311.53,5.6695,28.775,14.069,64.154,13.906,3.5668,"TE","64_90",3.45455,2.880265,1.548556,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.4227891,0.194772,0,"TE"
"071114_1","071114_1_3","KW","Littermate",4,"TE",26261,167.09,169.87,10.923,170.88,27.247,65.568,17.342,0.82179,"TE","64_90",5.324069,3.33082,0.3372546,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.4889252,0.04241871,0,"TE"
"071114_1","071114_1_3","KW","Littermate",7,"TE",29441,225.4,349.47,10.724,152.5,120.51,70.221,48.126,0.49584,"TE","64_90",5.206936,4.342805,-0.1776148,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6374727,-0.02233978,0,"TE"
"071114_1","071114_1_3","KW","Littermate",10,"TE",1155,336.31,195.11,11.922,27.383,0.62684,69.268,5.4805,0.27532,"TE","64_90",3.509779,2.222585,-0.7072706,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.3262494,-0.08895804,0,"TE"
"071114_1","071114_1_3","KW","Littermate",11,"TE",1142,327.27,312.35,13.683,27.445,1.4186,69.114,2.4194,5.3336,"TE","64_90",3.541561,1.481943,2.342228,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.2175319,0.2945973,0,"TE"
"071114_1","071114_1_3","KW","Littermate",12,"TE",16744,383.89,249.77,20.402,170.18,158.01,66.086,50.165,2.5979,"TE","64_90",5.478864,4.807536,1.951034,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.7056898,0.2453942,0,"TE"
"071114_1","071114_1_3","KW","Littermate",14,"TE",22104,335.09,135.23,21.657,143.09,96.915,67.013,25.424,0.1473,"TE","64_90",5.326519,4.182797,-0.8570282,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6139855,-0.107794,0,"TE"
"071114_1","071114_1_3","KW","Littermate",17,"TE",27134,83.15,343.3,26.251,170.44,126.4,68.935,36.772,0.89228,"TE","64_90",5.57844,4.752743,1.168053,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6976468,0.1469136,0,"TE"
"071114_1","071114_1_3","KW","Littermate",20,"TE",17889,157.62,391.86,25.789,197.97,125.06,64.662,27.101,1.2093,"TE","64_90",5.720427,4.427374,1.44948,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6498865,0.1823105,0,"TE"
"071114_1","071114_1_3","KW","Littermate",23,"TE",24304,107.58,127.01,34.032,165.78,141.68,65.858,40.496,0.26354,"TE","64_90",5.681154,5.189487,0.3287153,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.7617557,0.04134467,0,"TE"
"071114_1","071114_1_3","KW","Littermate",24,"TE",19044,410.21,184.57,31.541,143,126.23,65.841,18.566,0.14498,"TE","64_90",5.49158,4.300682,-0.3902271,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6312896,-0.04908141,0,"TE"
"071114_1","071114_1_3","KW","Littermate",25,"TE",19421,181.58,95.145,32.402,167.98,183.63,69.592,28.767,0.073117,"TE","64_90",5.667013,4.776231,-1.032039,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.7010945,-0.1298064,0,"TE"
"071114_1","071114_1_3","KW","Littermate",30,"TE",2896,277.9,413.66,33.021,22.007,0.21202,72.979,0.50518,0.025207,"TE","64_90",3.644909,0.7614257,-2.064158,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.1117683,-0.2596227,0,"TE"
"071114_1","071114_1_3","KW","Littermate",34,"TE",18932,180.71,432.35,40.687,164.76,111.21,70.821,12.487,0.060427,"TE","64_90",5.786543,4.304012,-0.8177959,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6317784,-0.1028595,0,"TE"
"071114_1","071114_1_3","KW","Littermate",36,"TE",18490,373.49,121.38,44.277,140.57,121.22,67.428,13.642,0.05165,"TE","64_90",5.687939,4.549474,-0.7991504,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6678093,-0.1005144,0,"TE"
"071114_1","071114_1_3","KW","Littermate",37,"TE",16271,432.46,252.72,44.342,120.1,98.377,70.402,18.943,0.59449,"TE","64_90",5.531648,4.880596,1.645471,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.7164141,0.2069617,0,"TE"
"071114_1","071114_1_3","KW","Littermate",39,"TE",28172,408.78,335.76,48.475,113.28,105.37,64.524,8.9136,32.234,"TE","64_90",5.542469,4.307489,5.840206,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6322888,0.7345609,0,"TE"
"071114_1","071114_1_3","KW","Littermate",45,"TE",1970,320.12,75.634,46.297,12.415,0.064975,63.12,1.334,0.006599,"TE","64_90",3.295008,2.312909,-2.744974,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.3395078,-0.3452533,0,"TE"
"071114_1","071114_1_3","KW","Littermate",50,"TE",21103,217.21,90.494,58.184,99.657,112.66,65.13,13.893,0.029474,"TE","64_90",5.577097,5.175884,-0.6795581,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.759759,-0.08547247,0,"TE"
"071114_1","071114_1_3","KW","Littermate",57,"TE",19670,390.94,139.62,65.6,73.326,54.689,56.568,1.8077,0.046619,"TE","64_90",5.394595,3.460918,0.139843,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.508022,0.01758897,0,"TE"
"071114_1","071114_1_3","KW","Littermate",59,"TE",18849,426.11,280.12,64.997,78.662,67.106,59.874,3.325,0.22118,"TE","64_90",5.454732,4.043936,1.665675,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.5936023,0.2095028,0,"TE"
"071114_1","071114_1_3","KW","Littermate",60,"TE",25037,70.713,337.9,65.838,59.379,42.018,62.516,4.5924,0.95706,"TE","64_90",5.187611,4.40364,3.171285,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6464026,0.3988732,0,"TE"
"071114_1","071114_1_3","KW","Littermate",61,"TE",18901,292.68,424.55,68.822,98.13,64.45,62.096,11.163,15.054,"TE","64_90",5.739984,5.422325,6.072438,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.7959335,0.7637702,0,"TE"
"071114_1","071114_1_3","KW","Littermate",62,"TE",17810,179.5,412.46,71.144,73.492,45.648,66.462,1.0741,0.0089837,"TE","64_90",5.489793,3.182832,-1.227096,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.4672024,-0.1543399,0,"TE"
"071114_1","071114_1_3","KW","Littermate",65,"TE",23082,176.2,144.3,74.123,50.325,43.009,61.359,0.88519,0.62425,"TE","64_90",5.161057,3.119693,3.148607,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.4579343,0.3960209,0,"TE"
"071114_1","071114_1_3","KW","Littermate",69,"TE",15175,397.14,232.84,80.125,54.556,37.995,73.373,2.0596,0.27519,"TE","64_90",5.342396,4.226572,2.622817,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6204111,0.3298888,0,"TE"
"071114_1","071114_1_3","KW","Littermate",70,"TE",16052,174.55,356.74,80.904,45.58,25.652,56.366,0.8488,0.0079118,"TE","64_90",5.175697,3.374265,-0.8760516,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.4953024,-0.1101867,0,"TE"
"071114_1","071114_1_3","KW","Littermate",71,"TE",23852,128.28,332.42,80.522,33.956,28.119,59.975,4.2536,0.21575,"TE","64_90",4.874891,4.969162,2.398962,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.7294146,0.3017332,0,"TE"
"071114_1","071114_1_3","KW","Littermate",72,"TE",22964,351.13,341.15,82.41,58.388,45.109,73.253,1.7242,0.034445,"TE","64_90",5.448583,4.14876,0.6588383,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6089892,0.0828664,0,"TE"
"071114_1","071114_1_3","KW","Littermate",73,"TE",17206,310.52,156.26,85.254,49.106,56.489,73.183,5.2481,0.021214,"TE","64_90",5.32313,5.386197,0.3148208,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.7906304,0.03959707,0,"TE"
"071114_1","071114_1_3","KW","Littermate",74,"TE",17463,266.18,382.35,86.262,66.95,44.145,72.669,1.0328,0.011739,"TE","64_90",5.649991,3.804764,-0.2239205,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.5584947,-0.02816394,0,"TE"
"071114_1","071114_1_3","KW","Littermate",75,"TE",18569,189.04,204.95,88.772,34.399,22.123,65.965,0.33066,0.013571,"TE","64_90",5.02615,2.775798,0.0425281,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.4074546,0.005349037,0,"TE"
"071114_1","071114_1_3","KW","Littermate",76,"TE",23910,248.62,330.4,95.104,46.327,40.62,72.704,1.2097,0.0035132,"TE","64_90",5.429993,4.349526,-0.9789441,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.6384592,-0.1231282,0,"TE"
"071114_1","071114_1_3","KW","Littermate",77,"TE",30393,296.49,222.87,96.945,32.997,18.124,72.076,0.38028,0.0026322,"TE","64_90",5.121547,3.272996,-1.168529,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.4804374,-0.1469735,0,"TE"
"071114_1","071114_1_4","KW","Littermate",1,"TE",657,184.72,219.7,2.035,91.333,50.74,68.318,52.665,5.6195,"TE","64_90",4.556104,4.077839,1.842716,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.5985788,0.2317705,0,"TE"
"071114_1","071114_1_4","KW","Littermate",2,"TE",28486,223.53,272.92,5.4535,200.54,141.38,68.543,32.471,0.59327,"TE","64_90",5.412472,3.785547,-0.2098525,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.5556738,-0.02639453,0,"TE"
"071114_1","071114_1_4","KW","Littermate",3,"TE",26171,290.66,342.29,6.0659,180.54,97.898,67.54,14.892,0.1316,"TE","64_90",5.319927,3.0403,-1.680099,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.4462802,-0.211317,0,"TE"
"071114_1","071114_1_4","KW","Littermate",4,"TE",24788,247.21,183.27,5.9609,190.69,133.54,67.653,35.217,0.75496,"TE","64_90",5.372477,3.895124,0.06016324,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.5717585,0.007567124,0,"TE"
"071114_1","071114_1_4","KW","Littermate",5,"TE",27066,319.04,262.87,6.9387,180.37,108.84,67.352,40.414,0.73587,"TE","64_90",5.336823,4.087492,0.09051143,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.5999958,0.01138421,0,"TE"
"071114_1","071114_1_4","KW","Littermate",6,"TE",26244,164.9,193.17,8.8969,165.22,121.68,63.297,31.926,7.6248,"TE","64_90",5.289112,3.961325,2.540557,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.581476,0.3195425,0,"TE"
"071114_1","071114_1_4","KW","Littermate",7,"TE",20833,336.77,160.3,13.046,195.19,127.25,65.634,15.112,1.0504,"TE","64_90",5.540606,3.445595,0.7958428,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.5057728,0.1000984,0,"TE"
"071114_1","071114_1_4","KW","Littermate",17,"TE",24253,265.69,83.188,24.909,180.96,128.87,65.288,24.596,0.24591,"TE","64_90",5.707362,4.596581,0.02307119,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6747241,0.002901815,0,"TE"
"071114_1","071114_1_4","KW","Littermate",18,"TE",23878,91.371,316.88,24.559,174.74,121.6,68.373,38.664,1.3349,"TE","64_90",5.665232,5.029318,1.694356,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7382448,0.2131103,0,"TE"
"071114_1","071114_1_4","KW","Littermate",19,"TE",23967,150.62,386.12,25.443,200.59,141.11,64.311,35.36,2.3255,"TE","64_90",5.821263,4.989462,2.299991,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7323944,0.2892849,0,"TE"
"071114_1","071114_1_4","KW","Littermate",20,"TE",22152,106.98,150.51,27.204,190.9,149.84,66.042,29.824,0.20531,"TE","64_90",5.807741,4.917747,-0.02595825,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7218674,-0.003264939,0,"TE"
"071114_1","071114_1_4","KW","Littermate",21,"TE",17818,409.57,206.76,26.231,172.07,95.874,62.166,25.05,0.3414,"TE","64_90",5.684007,4.688855,0.4267001,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6882688,0.05366886,0,"TE"
"071114_1","071114_1_4","KW","Littermate",22,"TE",15038,400.6,298.9,29.14,168.72,95.827,65.341,12.774,0.13858,"TE","64_90",5.723799,4.178195,-0.3080067,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6133099,-0.03874001,0,"TE"
"071114_1","071114_1_4","KW","Littermate",23,"TE",18212,373.37,119.85,30.396,167.85,93.037,66.54,9.4957,0.13118,"TE","64_90",5.744299,3.951915,-0.2909669,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.5800946,-0.03659681,0,"TE"
"071114_1","071114_1_4","KW","Littermate",25,"TE",22440,223.76,442.58,34.928,190.05,113.02,68.393,12.764,0.072014,"TE","64_90",5.96114,4.501328,-0.6307007,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.660742,-0.07932735,0,"TE"
"071114_1","071114_1_4","KW","Littermate",30,"TE",15540,430.22,205.6,37.622,154.34,82.423,70.111,8.6626,0.1065,"TE","64_90",5.80807,4.264483,-0.08569729,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.625976,-0.01077871,0,"TE"
"071114_1","071114_1_4","KW","Littermate",32,"TE",25434,336.99,65.27,43.226,129.4,52.876,61.715,6.2658,0.090823,"TE","64_90",5.746355,4.254198,0.07592936,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6244663,0.009550132,0,"TE"
"071114_1","071114_1_4","KW","Littermate",33,"TE",23076,124.44,112.73,42.414,153.05,97.814,64.426,11.154,0.049445,"TE","64_90",5.897615,4.785441,-0.5776702,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7024465,-0.07265735,0,"TE"
"071114_1","071114_1_4","KW","Littermate",35,"TE",17016,364.94,389.58,43.435,141.29,84.822,69.198,10.423,0.88546,"TE","64_90",5.838532,4.774797,2.364097,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7008841,0.2973479,0,"TE"
"071114_1","071114_1_4","KW","Littermate",37,"TE",21727,55.565,293.3,47.621,168.33,99.659,65.258,16.191,0.055139,"TE","64_90",6.099197,5.449497,-0.170904,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7999221,-0.02149572,0,"TE"
"071114_1","071114_1_4","KW","Littermate",40,"TE",20290,413.5,333.02,49.712,111.68,72.464,65.902,6.6163,0.027501,"TE","64_90",5.731644,4.671606,-0.7450607,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6857369,-0.09371115,0,"TE"
"071114_1","071114_1_4","KW","Littermate",42,"TE",15883,440.48,208.43,50.853,117.37,70.396,60.267,5.7153,0.03425,"TE","64_90",5.804657,4.589074,-0.4610153,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6736221,-0.05798491,0,"TE"
"071114_1","071114_1_4","KW","Littermate",43,"TE",28600,225.32,72.102,53.409,93.431,59.734,56.241,5.1781,0.017308,"TE","64_90",5.628788,4.633409,-0.9944166,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.68013,-0.1250743,0,"TE"
"071114_1","071114_1_4","KW","Littermate",44,"TE",19845,130.8,404.86,52.353,132.78,81.552,62.022,7.5108,0.50446,"TE","64_90",5.958676,4.94621,2.311909,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7260455,0.2907839,0,"TE"
"071114_1","071114_1_4","KW","Littermate",45,"TE",19193,191.24,437.52,54.457,121.33,71.002,59.437,6.7234,0.019069,"TE","64_90",5.911497,4.953211,-0.8380787,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7270731,-0.1054106,0,"TE"
"071114_1","071114_1_4","KW","Littermate",46,"TE",18541,437.57,270.31,56.174,78.561,51.834,56.862,5.8949,0.066771,"TE","64_90",5.511951,4.917795,0.5096502,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7218746,0.06410203,0,"TE"
"071114_1","071114_1_4","KW","Littermate",47,"TE",18530,382.59,109.44,56.044,102.28,47.431,52.945,2.3193,0.035456,"TE","64_90",5.773133,3.977724,-0.1294457,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.5838832,-0.01628124,0,"TE"
"071114_1","071114_1_4","KW","Littermate",48,"TE",19738,108.83,179.33,59.128,70.33,40.142,62.087,3.6379,0.080707,"TE","64_90",5.461648,4.600441,0.8679954,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6752907,0.1091735,0,"TE"
"071114_1","071114_1_4","KW","Littermate",50,"TE",12182,413.84,153.95,60.505,67.34,37.437,49.84,1.6729,0.019537,"TE","64_90",5.446346,3.900687,-0.4678518,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.572575,-0.05884478,0,"TE"
"071114_1","071114_1_4","KW","Littermate",52,"TE",15549,436.35,201.04,65.042,68.441,55.562,50.78,7.4325,0.014149,"TE","64_90",5.55529,5.645851,-0.5289441,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.8287445,-0.06652876,0,"TE"
"071114_1","071114_1_4","KW","Littermate",53,"TE",16387,300.97,419.83,67.985,83.731,51.876,62.003,2.5446,0.015317,"TE","64_90",5.817076,4.738688,-0.2817425,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6955837,-0.0354366,0,"TE"
"071114_1","071114_1_4","KW","Littermate",54,"TE",14293,313.7,97.554,70.169,51.781,22.531,66.887,2.3427,0.03897,"TE","64_90",5.381127,4.778246,0.7731242,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7013904,0.09724089,0,"TE"
"071114_1","071114_1_4","KW","Littermate",55,"TE",18108,355.68,381.21,73.029,79.932,43.743,66.001,1.2038,0.028717,"TE","64_90",5.873731,4.272521,0.6324025,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6271559,0.0795414,0,"TE"
"071114_1","071114_1_4","KW","Littermate",56,"TE",20374,225.84,101.79,72.04,41.055,30.302,67.047,1.6776,0.021154,"TE","64_90",5.187256,4.549031,0.2713852,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6677443,0.03413388,0,"TE"
"071114_1","071114_1_4","KW","Littermate",57,"TE",15074,374.71,137.26,72.382,45.333,15.685,67.196,1.2727,0.020101,"TE","64_90",5.293368,4.291966,0.2401436,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6300101,0.03020443,0,"TE"
"071114_1","071114_1_4","KW","Littermate",58,"TE",15298,419.16,264.31,72.987,55.888,36.553,63.26,2.3081,0.013662,"TE","64_90",5.515047,4.921072,-0.1090553,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7223556,-0.0137166,0,"TE"
"071114_1","071114_1_4","KW","Littermate",59,"TE",18209,148.5,194.89,75.788,34.349,29.765,56.892,1.3122,0.034598,"TE","64_90",5.085518,4.513139,0.9760069,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6624758,0.1227588,0,"TE"
"071114_1","071114_1_4","KW","Littermate",60,"TE",17300,130.31,305.13,74.69,42.863,25.41,53.397,0.89439,0.050751,"TE","64_90",5.284512,4.068409,1.29539,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.5971946,0.1629297,0,"TE"
"071114_1","071114_1_4","KW","Littermate",61,"TE",18865,403.43,321.77,75.629,66.675,36.851,60.676,1.0597,0.006679,"TE","64_90",5.745524,4.29054,-0.6659445,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.6298008,-0.0837602,0,"TE"
"071114_1","071114_1_4","KW","Littermate",62,"TE",28898,169.84,380.12,78.079,37.988,16.649,64.596,0.16582,0.0028376,"TE","64_90",5.233038,2.573321,-1.361976,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.3777332,-0.1713047,0,"TE"
"071114_1","071114_1_4","KW","Littermate",63,"TE",14438,382.52,186.91,80.926,35.545,30.412,71.869,1.7405,0.0047098,"TE","64_90",5.224754,5.083128,-0.70599,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.7461435,-0.08879698,0,"TE"
"071114_1","071114_1_4","KW","Littermate",64,"TE",27624,295.58,146.36,85.769,37.612,15.374,69.671,0.16583,0.018209,"TE","64_90",5.380258,3.00374,0.9078951,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.4409137,0.1141919,0,"TE"
"071114_1","071114_1_4","KW","Littermate",65,"TE",24658,268.02,375.58,85.726,53.726,18.412,73.381,0.44667,0.0034877,"TE","64_90",5.735952,3.991811,-0.7244471,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.585951,-0.09111844,0,"TE"
"071114_1","071114_1_4","KW","Littermate",66,"TE",14759,170.92,243.3,88.288,24.385,12.319,60.046,0.096416,0.0041331,"TE","64_90",4.998387,2.602855,-0.4124096,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.3820685,-0.05187145,0,"TE"
"071114_1","071114_1_4","KW","Littermate",68,"TE",14714,307.11,250.79,92.928,92.125,1.0858,68.135,0.073332,0.0010874,"TE","64_90",6.422394,2.589176,-1.418047,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",64,19,64,0.3800606,-0.1783571,0,"TE"
"071114_1","071114_1_5","KW","Littermate",1,"TE",24187,274.87,217.68,7.2998,198.92,149.27,55.493,56.706,3.0976,"TE","32_64",5.49448,4.502184,1.736885,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.6608677,0.2184594,0,"TE"
"071114_1","071114_1_5","KW","Littermate",2,"TE",26510,169.01,287.93,9.7791,180.62,94.192,53.696,63.61,36.21,"TE","32_64",5.466436,4.77477,4.401461,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.7008801,0.5536006,0,"TE"
"071114_1","071114_1_5","KW","Littermate",3,"TE",29083,290.39,316.29,8.4847,182.06,127.08,57.832,48.788,1.2235,"TE","32_64",5.438634,4.427154,0.9064249,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.6498542,0.114007,0,"TE"
"071114_1","071114_1_5","KW","Littermate",4,"TE",28525,228.67,332.51,8.1951,175.19,112.57,52.122,45.699,2.532,"TE","32_64",5.392172,4.343326,1.609626,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.6375492,0.2024532,0,"TE"
"071114_1","071114_1_5","KW","Littermate",5,"TE",25114,227.98,153.82,10.876,172.99,112.83,54.035,37.102,1.0791,"TE","32_64",5.453565,4.305439,0.9794375,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.6319879,0.1231903,0,"TE"
"071114_1","071114_1_5","KW","Littermate",6,"TE",31420,336.91,256.96,10.297,163.21,98.881,58.054,24.325,0.40302,"TE","32_64",5.37938,3.846447,-0.05338762,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.5646133,-0.00671491,0,"TE"
"071114_1","071114_1_5","KW","Littermate",8,"TE",26233,155.84,190.83,16.766,172.7,75.912,55.75,56.799,37.77,"TE","32_64",5.614534,5.105919,5.023881,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.7494888,0.6318864,0,"TE"
"071114_1","071114_1_5","KW","Littermate",10,"TE",16281,242.18,375.48,16.298,212.58,155.96,52.122,41.334,1.2941,"TE","32_64",5.809373,4.758319,1.61139,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.6984653,0.2026751,0,"TE"
"071114_1","071114_1_5","KW","Littermate",12,"TE",20197,335.71,345.98,16.635,189.14,84.095,57.802,32.978,0.14101,"TE","32_64",5.701848,4.55391,-0.5767313,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.6684604,-0.07253926,0,"TE"
"071114_1","071114_1_5","KW","Littermate",19,"TE",16152,152.88,372.23,23.225,198.61,140.17,54.352,30.326,0.45462,"TE","32_64",5.93268,4.88923,1.14069,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.7176815,0.143472,0,"TE"
"071114_1","071114_1_5","KW","Littermate",20,"TE",18092,105.04,286.67,25.93,197.5,119.96,58.754,19.148,0.54499,"TE","32_64",6.001771,4.601476,1.5466,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.6754426,0.194526,0,"TE"
"071114_1","071114_1_5","KW","Littermate",21,"TE",19891,284.94,113.42,24.752,146.61,111.53,52.377,8.3764,2.0681,"TE","32_64",5.67128,3.699776,2.782254,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.5430836,0.3499423,0,"TE"
"071114_1","071114_1_5","KW","Littermate",23,"TE",26556,416,290.44,26.71,175.93,108.84,56.299,20.15,0.1818,"TE","32_64",5.907658,4.702093,0.5138831,"TE",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",56,23,64,0.690212,0.06463443,0,"TE"
