"Embryo_ID","Identity.hc","lin.count","Litter","Experiment","Treatment","Embryo_size","TE_ICM","Cellcount","icm.count","H_genotype","D_genotype","t0.donor","donor.end","cell_type","lin.type","pc.lin"
"042617Xim_G6_AQ16","PRE",10,"AQ","042617Xim_G6_AQ","Control","Single","ICM",101,20,"wt",NA,0,"[0,20)","host",10,100
"042617Xim_G6_AQ16","TE",81,"AQ","042617Xim_G6_AQ","Control","Single","TE",101,20,"wt",NA,0,"[0,20)","host",81,100
"042617Xim_G6_AQ16","TE",81,"AQ","042617Xim_G6_AQ","Control","Single","TE",101,20,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AQ2","EPI",19,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",98,23,"ko","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"042617Xim_G6_AQ2","EPI",19,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",98,23,"ko","CAG:H2B-GFP",25,"[0,20)","host",19,100
"042617Xim_G6_AQ2","PRE",4,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",98,23,"ko","CAG:H2B-GFP",25,"[0,20)","host",0,0
"042617Xim_G6_AQ2","PRE",4,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",98,23,"ko","CAG:H2B-GFP",25,"[0,20)","donor",4,100
"042617Xim_G6_AQ2","TE",75,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",98,23,"ko","CAG:H2B-GFP",25,"[0,20)","host",58,77.3333333333333
"042617Xim_G6_AQ2","TE",75,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",98,23,"ko","CAG:H2B-GFP",25,"[0,20)","donor",17,22.6666666666667
"042617Xim_G6_AQ3","EPI",27,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",90,31,"ko","CAG:H2B-GFP",25,"[0,20)","host",27,100
"042617Xim_G6_AQ3","EPI",27,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",90,31,"ko","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"042617Xim_G6_AQ3","EPI.lo",1,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",90,31,"ko","CAG:H2B-GFP",25,"[0,20)","host",1,100
"042617Xim_G6_AQ3","EPI.lo",1,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",90,31,"ko","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"042617Xim_G6_AQ3","PRE",3,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",90,31,"ko","CAG:H2B-GFP",25,"[0,20)","host",0,0
"042617Xim_G6_AQ3","PRE",3,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",90,31,"ko","CAG:H2B-GFP",25,"[0,20)","donor",3,100
"042617Xim_G6_AQ3","TE",59,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",90,31,"ko","CAG:H2B-GFP",25,"[0,20)","host",35,59.3220338983051
"042617Xim_G6_AQ3","TE",59,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",90,31,"ko","CAG:H2B-GFP",25,"[0,20)","donor",24,40.6779661016949
"042617Xim_G6_AQ4","EPI",25,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",75,29,"ko","CAG:H2B-GFP",25,"[0,20)","host",25,100
"042617Xim_G6_AQ4","EPI",25,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",75,29,"ko","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"042617Xim_G6_AQ4","EPI.lo",4,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",75,29,"ko","CAG:H2B-GFP",25,"[0,20)","host",4,100
"042617Xim_G6_AQ4","EPI.lo",4,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",75,29,"ko","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"042617Xim_G6_AQ4","TE",46,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",75,29,"ko","CAG:H2B-GFP",25,"[0,20)","host",22,47.8260869565217
"042617Xim_G6_AQ4","TE",46,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",75,29,"ko","CAG:H2B-GFP",25,"[0,20)","donor",24,52.1739130434783
"042617Xim_G6_AQ5","EPI",11,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",91,18,"het","CAG:H2B-GFP",25,"[20,40)","donor",0,0
"042617Xim_G6_AQ5","EPI",11,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",91,18,"het","CAG:H2B-GFP",25,"[20,40)","host",11,100
"042617Xim_G6_AQ5","PRE",7,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",91,18,"het","CAG:H2B-GFP",25,"[20,40)","donor",7,100
"042617Xim_G6_AQ5","PRE",7,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",91,18,"het","CAG:H2B-GFP",25,"[20,40)","host",0,0
"042617Xim_G6_AQ5","TE",73,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",91,18,"het","CAG:H2B-GFP",25,"[20,40)","host",59,80.8219178082192
"042617Xim_G6_AQ5","TE",73,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",91,18,"het","CAG:H2B-GFP",25,"[20,40)","donor",14,19.1780821917808
"042617Xim_G6_AQ6","EPI",7,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",99,12,"ko","CAG:H2B-GFP",25,"[80,100]","host",2,28.5714285714286
"042617Xim_G6_AQ6","EPI",7,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",99,12,"ko","CAG:H2B-GFP",25,"[80,100]","donor",5,71.4285714285714
"042617Xim_G6_AQ6","PRE",5,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",99,12,"ko","CAG:H2B-GFP",25,"[80,100]","host",0,0
"042617Xim_G6_AQ6","PRE",5,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",99,12,"ko","CAG:H2B-GFP",25,"[80,100]","donor",5,100
"042617Xim_G6_AQ6","TE",87,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",99,12,"ko","CAG:H2B-GFP",25,"[80,100]","host",74,85.0574712643678
"042617Xim_G6_AQ6","TE",87,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",99,12,"ko","CAG:H2B-GFP",25,"[80,100]","donor",13,14.9425287356322
"042617Xim_G6_AQ7","DP",1,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",85,9,"het","CAG:H2B-GFP",25,"[40,60)","host",1,100
"042617Xim_G6_AQ7","DP",1,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",85,9,"het","CAG:H2B-GFP",25,"[40,60)","donor",0,0
"042617Xim_G6_AQ7","EPI",3,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",85,9,"het","CAG:H2B-GFP",25,"[40,60)","donor",2,66.6666666666667
"042617Xim_G6_AQ7","EPI",3,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",85,9,"het","CAG:H2B-GFP",25,"[40,60)","host",1,33.3333333333333
"042617Xim_G6_AQ7","EPI.lo",1,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",85,9,"het","CAG:H2B-GFP",25,"[40,60)","host",1,100
"042617Xim_G6_AQ7","EPI.lo",1,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",85,9,"het","CAG:H2B-GFP",25,"[40,60)","donor",0,0
"042617Xim_G6_AQ7","PRE",4,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",85,9,"het","CAG:H2B-GFP",25,"[40,60)","host",2,50
"042617Xim_G6_AQ7","PRE",4,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",85,9,"het","CAG:H2B-GFP",25,"[40,60)","donor",2,50
"042617Xim_G6_AQ7","TE",76,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",85,9,"het","CAG:H2B-GFP",25,"[40,60)","host",70,92.1052631578947
"042617Xim_G6_AQ7","TE",76,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",85,9,"het","CAG:H2B-GFP",25,"[40,60)","donor",6,7.89473684210526
"042617Xim_G6_AQ8","DP",4,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",88,14,"het","CAG:H2B-GFP",25,"[20,40)","donor",2,50
"042617Xim_G6_AQ8","DP",4,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",88,14,"het","CAG:H2B-GFP",25,"[20,40)","host",2,50
"042617Xim_G6_AQ8","EPI",2,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",88,14,"het","CAG:H2B-GFP",25,"[20,40)","donor",0,0
"042617Xim_G6_AQ8","EPI",2,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",88,14,"het","CAG:H2B-GFP",25,"[20,40)","host",2,100
"042617Xim_G6_AQ8","PRE",8,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",88,14,"het","CAG:H2B-GFP",25,"[20,40)","donor",2,25
"042617Xim_G6_AQ8","PRE",8,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",88,14,"het","CAG:H2B-GFP",25,"[20,40)","host",6,75
"042617Xim_G6_AQ8","TE",74,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",88,14,"het","CAG:H2B-GFP",25,"[20,40)","donor",20,27.027027027027
"042617Xim_G6_AQ8","TE",74,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",88,14,"het","CAG:H2B-GFP",25,"[20,40)","host",54,72.972972972973
"042617Xim_G6_AQ9","EPI",17,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",75,19,"ko","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"042617Xim_G6_AQ9","EPI",17,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",75,19,"ko","CAG:H2B-GFP",25,"[0,20)","host",17,100
"042617Xim_G6_AQ9","PRE",2,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",75,19,"ko","CAG:H2B-GFP",25,"[0,20)","host",0,0
"042617Xim_G6_AQ9","PRE",2,"AQ","042617Xim_G6_AQ","Chimera","Single","ICM",75,19,"ko","CAG:H2B-GFP",25,"[0,20)","donor",2,100
"042617Xim_G6_AQ9","TE",56,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",75,19,"ko","CAG:H2B-GFP",25,"[0,20)","donor",23,41.0714285714286
"042617Xim_G6_AQ9","TE",56,"AQ","042617Xim_G6_AQ","Chimera","Single","TE",75,19,"ko","CAG:H2B-GFP",25,"[0,20)","host",33,58.9285714285714
"042617Xim_G6_AR1","EPI",17,"AR","042617Xim_G6_AR","Chimera","Single","ICM",85,33,"ko","CAG:H2B-GFP",50,"[20,40)","host",17,100
"042617Xim_G6_AR1","EPI",17,"AR","042617Xim_G6_AR","Chimera","Single","ICM",85,33,"ko","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"042617Xim_G6_AR1","EPI.lo",8,"AR","042617Xim_G6_AR","Chimera","Single","ICM",85,33,"ko","CAG:H2B-GFP",50,"[20,40)","host",8,100
"042617Xim_G6_AR1","EPI.lo",8,"AR","042617Xim_G6_AR","Chimera","Single","ICM",85,33,"ko","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"042617Xim_G6_AR1","PRE",8,"AR","042617Xim_G6_AR","Chimera","Single","ICM",85,33,"ko","CAG:H2B-GFP",50,"[20,40)","donor",8,100
"042617Xim_G6_AR1","PRE",8,"AR","042617Xim_G6_AR","Chimera","Single","ICM",85,33,"ko","CAG:H2B-GFP",50,"[20,40)","host",0,0
"042617Xim_G6_AR1","TE",52,"AR","042617Xim_G6_AR","Chimera","Single","TE",85,33,"ko","CAG:H2B-GFP",50,"[20,40)","host",12,23.0769230769231
"042617Xim_G6_AR1","TE",52,"AR","042617Xim_G6_AR","Chimera","Single","TE",85,33,"ko","CAG:H2B-GFP",50,"[20,40)","donor",40,76.9230769230769
"042617Xim_G6_AR10","EPI",4,"AR","042617Xim_G6_AR","Chimera","Single","ICM",87,21,"het","CAG:H2B-GFP",50,"[20,40)","host",4,100
"042617Xim_G6_AR10","EPI",4,"AR","042617Xim_G6_AR","Chimera","Single","ICM",87,21,"het","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"042617Xim_G6_AR10","EPI.lo",7,"AR","042617Xim_G6_AR","Chimera","Single","ICM",87,21,"het","CAG:H2B-GFP",50,"[20,40)","donor",1,14.2857142857143
"042617Xim_G6_AR10","EPI.lo",7,"AR","042617Xim_G6_AR","Chimera","Single","ICM",87,21,"het","CAG:H2B-GFP",50,"[20,40)","host",6,85.7142857142857
"042617Xim_G6_AR10","PRE",10,"AR","042617Xim_G6_AR","Chimera","Single","ICM",87,21,"het","CAG:H2B-GFP",50,"[20,40)","donor",6,60
"042617Xim_G6_AR10","PRE",10,"AR","042617Xim_G6_AR","Chimera","Single","ICM",87,21,"het","CAG:H2B-GFP",50,"[20,40)","host",4,40
"042617Xim_G6_AR10","TE",66,"AR","042617Xim_G6_AR","Chimera","Single","TE",87,21,"het","CAG:H2B-GFP",50,"[20,40)","donor",43,65.1515151515152
"042617Xim_G6_AR10","TE",66,"AR","042617Xim_G6_AR","Chimera","Single","TE",87,21,"het","CAG:H2B-GFP",50,"[20,40)","host",23,34.8484848484849
"042617Xim_G6_AR11","DP",4,"AR","042617Xim_G6_AR","Control","Single","ICM",104,24,"wt",NA,0,"[0,20)","host",4,100
"042617Xim_G6_AR11","DP",4,"AR","042617Xim_G6_AR","Control","Single","ICM",104,24,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR11","EPI",9,"AR","042617Xim_G6_AR","Control","Single","ICM",104,24,"wt",NA,0,"[0,20)","host",9,100
"042617Xim_G6_AR11","EPI",9,"AR","042617Xim_G6_AR","Control","Single","ICM",104,24,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR11","PRE",11,"AR","042617Xim_G6_AR","Control","Single","ICM",104,24,"wt",NA,0,"[0,20)","host",11,100
"042617Xim_G6_AR11","PRE",11,"AR","042617Xim_G6_AR","Control","Single","ICM",104,24,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR11","TE",80,"AR","042617Xim_G6_AR","Control","Single","TE",104,24,"wt",NA,0,"[0,20)","host",80,100
"042617Xim_G6_AR11","TE",80,"AR","042617Xim_G6_AR","Control","Single","TE",104,24,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR12","DP",7,"AR","042617Xim_G6_AR","Control","Single","ICM",93,18,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR12","DP",7,"AR","042617Xim_G6_AR","Control","Single","ICM",93,18,"wt",NA,0,"[0,20)","host",7,100
"042617Xim_G6_AR12","EPI",8,"AR","042617Xim_G6_AR","Control","Single","ICM",93,18,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR12","EPI",8,"AR","042617Xim_G6_AR","Control","Single","ICM",93,18,"wt",NA,0,"[0,20)","host",8,100
"042617Xim_G6_AR12","PRE",3,"AR","042617Xim_G6_AR","Control","Single","ICM",93,18,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR12","PRE",3,"AR","042617Xim_G6_AR","Control","Single","ICM",93,18,"wt",NA,0,"[0,20)","host",3,100
"042617Xim_G6_AR12","TE",75,"AR","042617Xim_G6_AR","Control","Single","TE",93,18,"wt",NA,0,"[0,20)","host",75,100
"042617Xim_G6_AR12","TE",75,"AR","042617Xim_G6_AR","Control","Single","TE",93,18,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR13","DP",6,"AR","042617Xim_G6_AR","Control","Single","ICM",75,15,"wt",NA,0,"[0,20)","host",6,100
"042617Xim_G6_AR13","DP",6,"AR","042617Xim_G6_AR","Control","Single","ICM",75,15,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR13","EPI",5,"AR","042617Xim_G6_AR","Control","Single","ICM",75,15,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR13","EPI",5,"AR","042617Xim_G6_AR","Control","Single","ICM",75,15,"wt",NA,0,"[0,20)","host",5,100
"042617Xim_G6_AR13","PRE",4,"AR","042617Xim_G6_AR","Control","Single","ICM",75,15,"wt",NA,0,"[0,20)","host",4,100
"042617Xim_G6_AR13","PRE",4,"AR","042617Xim_G6_AR","Control","Single","ICM",75,15,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR13","TE",60,"AR","042617Xim_G6_AR","Control","Single","TE",75,15,"wt",NA,0,"[0,20)","host",60,100
"042617Xim_G6_AR13","TE",60,"AR","042617Xim_G6_AR","Control","Single","TE",75,15,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR14","DP",7,"AR","042617Xim_G6_AR","Control","Single","ICM",90,16,"wt",NA,0,"[0,20)","host",7,100
"042617Xim_G6_AR14","DP",7,"AR","042617Xim_G6_AR","Control","Single","ICM",90,16,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR14","EPI",3,"AR","042617Xim_G6_AR","Control","Single","ICM",90,16,"wt",NA,0,"[0,20)","host",3,100
"042617Xim_G6_AR14","EPI",3,"AR","042617Xim_G6_AR","Control","Single","ICM",90,16,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR14","EPI.lo",1,"AR","042617Xim_G6_AR","Control","Single","ICM",90,16,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR14","EPI.lo",1,"AR","042617Xim_G6_AR","Control","Single","ICM",90,16,"wt",NA,0,"[0,20)","host",1,100
"042617Xim_G6_AR14","PRE",5,"AR","042617Xim_G6_AR","Control","Single","ICM",90,16,"wt",NA,0,"[0,20)","host",5,100
"042617Xim_G6_AR14","PRE",5,"AR","042617Xim_G6_AR","Control","Single","ICM",90,16,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR14","TE",74,"AR","042617Xim_G6_AR","Control","Single","TE",90,16,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR14","TE",74,"AR","042617Xim_G6_AR","Control","Single","TE",90,16,"wt",NA,0,"[0,20)","host",74,100
"042617Xim_G6_AR15","DP",1,"AR","042617Xim_G6_AR","Control","Single","ICM",90,19,"wt",NA,0,"[0,20)","host",1,100
"042617Xim_G6_AR15","DP",1,"AR","042617Xim_G6_AR","Control","Single","ICM",90,19,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR15","EPI",8,"AR","042617Xim_G6_AR","Control","Single","ICM",90,19,"wt",NA,0,"[0,20)","host",8,100
"042617Xim_G6_AR15","EPI",8,"AR","042617Xim_G6_AR","Control","Single","ICM",90,19,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR15","EPI.lo",1,"AR","042617Xim_G6_AR","Control","Single","ICM",90,19,"wt",NA,0,"[0,20)","host",1,100
"042617Xim_G6_AR15","EPI.lo",1,"AR","042617Xim_G6_AR","Control","Single","ICM",90,19,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR15","PRE",9,"AR","042617Xim_G6_AR","Control","Single","ICM",90,19,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR15","PRE",9,"AR","042617Xim_G6_AR","Control","Single","ICM",90,19,"wt",NA,0,"[0,20)","host",9,100
"042617Xim_G6_AR15","TE",71,"AR","042617Xim_G6_AR","Control","Single","TE",90,19,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR15","TE",71,"AR","042617Xim_G6_AR","Control","Single","TE",90,19,"wt",NA,0,"[0,20)","host",71,100
"042617Xim_G6_AR16","DP",2,"AR","042617Xim_G6_AR","Control","Single","ICM",110,21,"wt",NA,0,"[0,20)","host",2,100
"042617Xim_G6_AR16","DP",2,"AR","042617Xim_G6_AR","Control","Single","ICM",110,21,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR16","EPI",10,"AR","042617Xim_G6_AR","Control","Single","ICM",110,21,"wt",NA,0,"[0,20)","host",10,100
"042617Xim_G6_AR16","EPI",10,"AR","042617Xim_G6_AR","Control","Single","ICM",110,21,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR16","PRE",9,"AR","042617Xim_G6_AR","Control","Single","ICM",110,21,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR16","PRE",9,"AR","042617Xim_G6_AR","Control","Single","ICM",110,21,"wt",NA,0,"[0,20)","host",9,100
"042617Xim_G6_AR16","TE",89,"AR","042617Xim_G6_AR","Control","Single","TE",110,21,"wt",NA,0,"[0,20)","host",89,100
"042617Xim_G6_AR16","TE",89,"AR","042617Xim_G6_AR","Control","Single","TE",110,21,"wt",NA,0,"[0,20)","donor",0,0
"042617Xim_G6_AR2","EPI",10,"AR","042617Xim_G6_AR","Chimera","Single","ICM",105,19,"ko","CAG:H2B-GFP",50,"[80,100]","host",2,20
"042617Xim_G6_AR2","EPI",10,"AR","042617Xim_G6_AR","Chimera","Single","ICM",105,19,"ko","CAG:H2B-GFP",50,"[80,100]","donor",8,80
"042617Xim_G6_AR2","PRE",9,"AR","042617Xim_G6_AR","Chimera","Single","ICM",105,19,"ko","CAG:H2B-GFP",50,"[80,100]","host",0,0
"042617Xim_G6_AR2","PRE",9,"AR","042617Xim_G6_AR","Chimera","Single","ICM",105,19,"ko","CAG:H2B-GFP",50,"[80,100]","donor",9,100
"042617Xim_G6_AR2","TE",86,"AR","042617Xim_G6_AR","Chimera","Single","TE",105,19,"ko","CAG:H2B-GFP",50,"[80,100]","host",49,56.9767441860465
"042617Xim_G6_AR2","TE",86,"AR","042617Xim_G6_AR","Chimera","Single","TE",105,19,"ko","CAG:H2B-GFP",50,"[80,100]","donor",37,43.0232558139535
"042617Xim_G6_AR3","EPI",5,"AR","042617Xim_G6_AR","Chimera","Single","ICM",77,15,"ko","CAG:H2B-GFP",50,"[40,60)","host",5,100
"042617Xim_G6_AR3","EPI",5,"AR","042617Xim_G6_AR","Chimera","Single","ICM",77,15,"ko","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"042617Xim_G6_AR3","EPI.lo",3,"AR","042617Xim_G6_AR","Chimera","Single","ICM",77,15,"ko","CAG:H2B-GFP",50,"[40,60)","host",3,100
"042617Xim_G6_AR3","EPI.lo",3,"AR","042617Xim_G6_AR","Chimera","Single","ICM",77,15,"ko","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"042617Xim_G6_AR3","PRE",7,"AR","042617Xim_G6_AR","Chimera","Single","ICM",77,15,"ko","CAG:H2B-GFP",50,"[40,60)","host",0,0
"042617Xim_G6_AR3","PRE",7,"AR","042617Xim_G6_AR","Chimera","Single","ICM",77,15,"ko","CAG:H2B-GFP",50,"[40,60)","donor",7,100
"042617Xim_G6_AR3","TE",62,"AR","042617Xim_G6_AR","Chimera","Single","TE",77,15,"ko","CAG:H2B-GFP",50,"[40,60)","host",26,41.9354838709677
"042617Xim_G6_AR3","TE",62,"AR","042617Xim_G6_AR","Chimera","Single","TE",77,15,"ko","CAG:H2B-GFP",50,"[40,60)","donor",36,58.0645161290323
"042617Xim_G6_AR4","DN",1,"AR","042617Xim_G6_AR","Chimera","Single","ICM",108,14,"het","CAG:H2B-GFP",50,"[40,60)","host",1,100
"042617Xim_G6_AR4","DN",1,"AR","042617Xim_G6_AR","Chimera","Single","ICM",108,14,"het","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"042617Xim_G6_AR4","EPI.lo",4,"AR","042617Xim_G6_AR","Chimera","Single","ICM",108,14,"het","CAG:H2B-GFP",50,"[40,60)","host",4,100
"042617Xim_G6_AR4","EPI.lo",4,"AR","042617Xim_G6_AR","Chimera","Single","ICM",108,14,"het","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"042617Xim_G6_AR4","PRE",9,"AR","042617Xim_G6_AR","Chimera","Single","ICM",108,14,"het","CAG:H2B-GFP",50,"[40,60)","donor",8,88.8888888888889
"042617Xim_G6_AR4","PRE",9,"AR","042617Xim_G6_AR","Chimera","Single","ICM",108,14,"het","CAG:H2B-GFP",50,"[40,60)","host",1,11.1111111111111
"042617Xim_G6_AR4","TE",94,"AR","042617Xim_G6_AR","Chimera","Single","TE",108,14,"het","CAG:H2B-GFP",50,"[40,60)","donor",51,54.2553191489362
"042617Xim_G6_AR4","TE",94,"AR","042617Xim_G6_AR","Chimera","Single","TE",108,14,"het","CAG:H2B-GFP",50,"[40,60)","host",43,45.7446808510638
"042617Xim_G6_AR5","EPI",15,"AR","042617Xim_G6_AR","Chimera","Single","ICM",148,37,"ko","CAG:H2B-GFP",50,"[40,60)","host",15,100
"042617Xim_G6_AR5","EPI",15,"AR","042617Xim_G6_AR","Chimera","Single","ICM",148,37,"ko","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"042617Xim_G6_AR5","EPI.lo",6,"AR","042617Xim_G6_AR","Chimera","Single","ICM",148,37,"ko","CAG:H2B-GFP",50,"[40,60)","host",5,83.3333333333333
"042617Xim_G6_AR5","EPI.lo",6,"AR","042617Xim_G6_AR","Chimera","Single","ICM",148,37,"ko","CAG:H2B-GFP",50,"[40,60)","donor",1,16.6666666666667
"042617Xim_G6_AR5","PRE",16,"AR","042617Xim_G6_AR","Chimera","Single","ICM",148,37,"ko","CAG:H2B-GFP",50,"[40,60)","host",0,0
"042617Xim_G6_AR5","PRE",16,"AR","042617Xim_G6_AR","Chimera","Single","ICM",148,37,"ko","CAG:H2B-GFP",50,"[40,60)","donor",16,100
"042617Xim_G6_AR5","TE",111,"AR","042617Xim_G6_AR","Chimera","Single","TE",148,37,"ko","CAG:H2B-GFP",50,"[40,60)","donor",91,81.981981981982
"042617Xim_G6_AR5","TE",111,"AR","042617Xim_G6_AR","Chimera","Single","TE",148,37,"ko","CAG:H2B-GFP",50,"[40,60)","host",20,18.018018018018
"042617Xim_G6_AR6","EPI.lo",5,"AR","042617Xim_G6_AR","Chimera","Single","ICM",90,11,"het","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"042617Xim_G6_AR6","EPI.lo",5,"AR","042617Xim_G6_AR","Chimera","Single","ICM",90,11,"het","CAG:H2B-GFP",50,"[40,60)","host",5,100
"042617Xim_G6_AR6","PRE",6,"AR","042617Xim_G6_AR","Chimera","Single","ICM",90,11,"het","CAG:H2B-GFP",50,"[40,60)","host",0,0
"042617Xim_G6_AR6","PRE",6,"AR","042617Xim_G6_AR","Chimera","Single","ICM",90,11,"het","CAG:H2B-GFP",50,"[40,60)","donor",6,100
"042617Xim_G6_AR6","TE",79,"AR","042617Xim_G6_AR","Chimera","Single","TE",90,11,"het","CAG:H2B-GFP",50,"[40,60)","donor",49,62.0253164556962
"042617Xim_G6_AR6","TE",79,"AR","042617Xim_G6_AR","Chimera","Single","TE",90,11,"het","CAG:H2B-GFP",50,"[40,60)","host",30,37.9746835443038
"042617Xim_G6_AR8","EPI",5,"AR","042617Xim_G6_AR","Chimera","Single","ICM",114,16,"het","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"042617Xim_G6_AR8","EPI",5,"AR","042617Xim_G6_AR","Chimera","Single","ICM",114,16,"het","CAG:H2B-GFP",50,"[20,40)","host",5,100
"042617Xim_G6_AR8","EPI.lo",5,"AR","042617Xim_G6_AR","Chimera","Single","ICM",114,16,"het","CAG:H2B-GFP",50,"[20,40)","host",5,100
"042617Xim_G6_AR8","EPI.lo",5,"AR","042617Xim_G6_AR","Chimera","Single","ICM",114,16,"het","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"042617Xim_G6_AR8","PRE",6,"AR","042617Xim_G6_AR","Chimera","Single","ICM",114,16,"het","CAG:H2B-GFP",50,"[20,40)","donor",6,100
"042617Xim_G6_AR8","PRE",6,"AR","042617Xim_G6_AR","Chimera","Single","ICM",114,16,"het","CAG:H2B-GFP",50,"[20,40)","host",0,0
