"Embryo_ID","Identity.hc","lin.count","Litter","Experiment","Treatment","Embryo_size","TE_ICM","Cellcount","icm.count","H_genotype","D_genotype","t0.donor","donor.end","cell_type","lin.type","pc.lin"
"020917Xim_WT_AJ6","PRE",5,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",58,10,"wt","CAG:H2B-GFP",25,"[0,20)","host",5,100
"020917Xim_WT_AJ6","TE",48,"AJ","020917Xim_WT_AJ","Chimera","Single","TE",58,10,"wt","CAG:H2B-GFP",25,"[0,20)","host",23,47.9166666666667
"020917Xim_WT_AJ6","TE",48,"AJ","020917Xim_WT_AJ","Chimera","Single","TE",58,10,"wt","CAG:H2B-GFP",25,"[0,20)","donor",25,52.0833333333333
"020917Xim_WT_AJ7","EPI",1,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",94,12,"wt","CAG:H2B-GFP",25,"[20,40)","donor",0,0
"020917Xim_WT_AJ7","EPI",1,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",94,12,"wt","CAG:H2B-GFP",25,"[20,40)","host",1,100
"020917Xim_WT_AJ7","EPI.lo",2,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",94,12,"wt","CAG:H2B-GFP",25,"[20,40)","host",2,100
"020917Xim_WT_AJ7","EPI.lo",2,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",94,12,"wt","CAG:H2B-GFP",25,"[20,40)","donor",0,0
"020917Xim_WT_AJ7","PRE",9,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",94,12,"wt","CAG:H2B-GFP",25,"[20,40)","donor",4,44.4444444444444
"020917Xim_WT_AJ7","PRE",9,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",94,12,"wt","CAG:H2B-GFP",25,"[20,40)","host",5,55.5555555555556
"020917Xim_WT_AJ7","TE",82,"AJ","020917Xim_WT_AJ","Chimera","Single","TE",94,12,"wt","CAG:H2B-GFP",25,"[20,40)","donor",22,26.8292682926829
"020917Xim_WT_AJ7","TE",82,"AJ","020917Xim_WT_AJ","Chimera","Single","TE",94,12,"wt","CAG:H2B-GFP",25,"[20,40)","host",60,73.1707317073171
"020917Xim_WT_AJ8","EPI",2,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",106,14,"wt","CAG:H2B-GFP",25,"[60,80)","donor",2,100
"020917Xim_WT_AJ8","EPI",2,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",106,14,"wt","CAG:H2B-GFP",25,"[60,80)","host",0,0
"020917Xim_WT_AJ8","EPI.lo",3,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",106,14,"wt","CAG:H2B-GFP",25,"[60,80)","donor",1,33.3333333333333
"020917Xim_WT_AJ8","EPI.lo",3,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",106,14,"wt","CAG:H2B-GFP",25,"[60,80)","host",2,66.6666666666667
"020917Xim_WT_AJ8","PRE",9,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",106,14,"wt","CAG:H2B-GFP",25,"[60,80)","host",3,33.3333333333333
"020917Xim_WT_AJ8","PRE",9,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",106,14,"wt","CAG:H2B-GFP",25,"[60,80)","donor",6,66.6666666666667
"020917Xim_WT_AJ8","TE",92,"AJ","020917Xim_WT_AJ","Chimera","Single","TE",106,14,"wt","CAG:H2B-GFP",25,"[60,80)","donor",20,21.7391304347826
"020917Xim_WT_AJ8","TE",92,"AJ","020917Xim_WT_AJ","Chimera","Single","TE",106,14,"wt","CAG:H2B-GFP",25,"[60,80)","host",72,78.2608695652174
"020917Xim_WT_AJ9","DP",2,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","host",2,100
"020917Xim_WT_AJ9","DP",2,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"020917Xim_WT_AJ9","EPI",3,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","host",3,100
"020917Xim_WT_AJ9","EPI",3,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"020917Xim_WT_AJ9","EPI.lo",3,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"020917Xim_WT_AJ9","EPI.lo",3,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","host",3,100
"020917Xim_WT_AJ9","PRE",4,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","host",3,75
"020917Xim_WT_AJ9","PRE",4,"AJ","020917Xim_WT_AJ","Chimera","Single","ICM",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","donor",1,25
"020917Xim_WT_AJ9","TE",78,"AJ","020917Xim_WT_AJ","Chimera","Single","TE",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","donor",24,30.7692307692308
"020917Xim_WT_AJ9","TE",78,"AJ","020917Xim_WT_AJ","Chimera","Single","TE",90,12,"wt","CAG:H2B-GFP",25,"[0,20)","host",54,69.2307692307692
"022417Xim_WT_AK1","EPI",7,"AK","022417Xim_WT_AK","Chimera","Double","ICM",227,32,"wt","CAG:H2B-GFP",50,"[0,20)","host",7,100
"022417Xim_WT_AK1","EPI",7,"AK","022417Xim_WT_AK","Chimera","Double","ICM",227,32,"wt","CAG:H2B-GFP",50,"[0,20)","donor",0,0
"022417Xim_WT_AK1","EPI.lo",3,"AK","022417Xim_WT_AK","Chimera","Double","ICM",227,32,"wt","CAG:H2B-GFP",50,"[0,20)","donor",0,0
"022417Xim_WT_AK1","EPI.lo",3,"AK","022417Xim_WT_AK","Chimera","Double","ICM",227,32,"wt","CAG:H2B-GFP",50,"[0,20)","host",3,100
"022417Xim_WT_AK1","PRE",22,"AK","022417Xim_WT_AK","Chimera","Double","ICM",227,32,"wt","CAG:H2B-GFP",50,"[0,20)","donor",0,0
"022417Xim_WT_AK1","PRE",22,"AK","022417Xim_WT_AK","Chimera","Double","ICM",227,32,"wt","CAG:H2B-GFP",50,"[0,20)","host",22,100
"022417Xim_WT_AK1","TE",195,"AK","022417Xim_WT_AK","Chimera","Double","TE",227,32,"wt","CAG:H2B-GFP",50,"[0,20)","host",145,74.3589743589744
"022417Xim_WT_AK1","TE",195,"AK","022417Xim_WT_AK","Chimera","Double","TE",227,32,"wt","CAG:H2B-GFP",50,"[0,20)","donor",50,25.6410256410256
"022417Xim_WT_AK10","EPI",9,"AK","022417Xim_WT_AK","Control","Single","ICM",86,17,"ko",NA,0,"[0,20)","host",9,100
"022417Xim_WT_AK10","EPI",9,"AK","022417Xim_WT_AK","Control","Single","ICM",86,17,"ko",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK10","EPI.lo",8,"AK","022417Xim_WT_AK","Control","Single","ICM",86,17,"ko",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK10","EPI.lo",8,"AK","022417Xim_WT_AK","Control","Single","ICM",86,17,"ko",NA,0,"[0,20)","host",8,100
"022417Xim_WT_AK10","TE",69,"AK","022417Xim_WT_AK","Control","Single","TE",86,17,"ko",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK10","TE",69,"AK","022417Xim_WT_AK","Control","Single","TE",86,17,"ko",NA,0,"[0,20)","host",69,100
"022417Xim_WT_AK2","DP",1,"AK","022417Xim_WT_AK","Chimera","Double","ICM",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","host",1,100
"022417Xim_WT_AK2","DP",1,"AK","022417Xim_WT_AK","Chimera","Double","ICM",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"022417Xim_WT_AK2","EPI",21,"AK","022417Xim_WT_AK","Chimera","Double","ICM",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","host",3,14.2857142857143
"022417Xim_WT_AK2","EPI",21,"AK","022417Xim_WT_AK","Chimera","Double","ICM",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","donor",18,85.7142857142857
"022417Xim_WT_AK2","EPI.lo",1,"AK","022417Xim_WT_AK","Chimera","Double","ICM",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","host",1,100
"022417Xim_WT_AK2","EPI.lo",1,"AK","022417Xim_WT_AK","Chimera","Double","ICM",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"022417Xim_WT_AK2","PRE",22,"AK","022417Xim_WT_AK","Chimera","Double","ICM",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","donor",6,27.2727272727273
"022417Xim_WT_AK2","PRE",22,"AK","022417Xim_WT_AK","Chimera","Double","ICM",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","host",16,72.7272727272727
"022417Xim_WT_AK2","TE",220,"AK","022417Xim_WT_AK","Chimera","Double","TE",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","host",116,52.7272727272727
"022417Xim_WT_AK2","TE",220,"AK","022417Xim_WT_AK","Chimera","Double","TE",265,45,"wt","CAG:H2B-GFP",50,"[40,60)","donor",104,47.2727272727273
"022417Xim_WT_AK3","EPI",22,"AK","022417Xim_WT_AK","Chimera","Double","ICM",270,52,"wt","CAG:H2B-GFP",50,"[20,40)","host",18,81.8181818181818
"022417Xim_WT_AK3","EPI",22,"AK","022417Xim_WT_AK","Chimera","Double","ICM",270,52,"wt","CAG:H2B-GFP",50,"[20,40)","donor",4,18.1818181818182
"022417Xim_WT_AK3","EPI.lo",2,"AK","022417Xim_WT_AK","Chimera","Double","ICM",270,52,"wt","CAG:H2B-GFP",50,"[20,40)","donor",1,50
"022417Xim_WT_AK3","EPI.lo",2,"AK","022417Xim_WT_AK","Chimera","Double","ICM",270,52,"wt","CAG:H2B-GFP",50,"[20,40)","host",1,50
"022417Xim_WT_AK3","PRE",28,"AK","022417Xim_WT_AK","Chimera","Double","ICM",270,52,"wt","CAG:H2B-GFP",50,"[20,40)","host",18,64.2857142857143
"022417Xim_WT_AK3","PRE",28,"AK","022417Xim_WT_AK","Chimera","Double","ICM",270,52,"wt","CAG:H2B-GFP",50,"[20,40)","donor",10,35.7142857142857
"022417Xim_WT_AK3","TE",218,"AK","022417Xim_WT_AK","Chimera","Double","TE",270,52,"wt","CAG:H2B-GFP",50,"[20,40)","host",153,70.1834862385321
"022417Xim_WT_AK3","TE",218,"AK","022417Xim_WT_AK","Chimera","Double","TE",270,52,"wt","CAG:H2B-GFP",50,"[20,40)","donor",65,29.8165137614679
"022417Xim_WT_AK4","EPI",17,"AK","022417Xim_WT_AK","Control","Single","ICM",86,29,"het",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK4","EPI",17,"AK","022417Xim_WT_AK","Control","Single","ICM",86,29,"het",NA,0,"[0,20)","host",17,100
"022417Xim_WT_AK4","EPI.lo",8,"AK","022417Xim_WT_AK","Control","Single","ICM",86,29,"het",NA,0,"[0,20)","host",8,100
"022417Xim_WT_AK4","EPI.lo",8,"AK","022417Xim_WT_AK","Control","Single","ICM",86,29,"het",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK4","PRE",4,"AK","022417Xim_WT_AK","Control","Single","ICM",86,29,"het",NA,0,"[0,20)","host",4,100
"022417Xim_WT_AK4","PRE",4,"AK","022417Xim_WT_AK","Control","Single","ICM",86,29,"het",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK4","TE",57,"AK","022417Xim_WT_AK","Control","Single","TE",86,29,"het",NA,0,"[0,20)","host",57,100
"022417Xim_WT_AK4","TE",57,"AK","022417Xim_WT_AK","Control","Single","TE",86,29,"het",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK5","DP",3,"AK","022417Xim_WT_AK","Control","Single","ICM",144,32,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK5","DP",3,"AK","022417Xim_WT_AK","Control","Single","ICM",144,32,"wt",NA,0,"[0,20)","host",3,100
"022417Xim_WT_AK5","EPI",12,"AK","022417Xim_WT_AK","Control","Single","ICM",144,32,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK5","EPI",12,"AK","022417Xim_WT_AK","Control","Single","ICM",144,32,"wt",NA,0,"[0,20)","host",12,100
"022417Xim_WT_AK5","EPI.lo",2,"AK","022417Xim_WT_AK","Control","Single","ICM",144,32,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK5","EPI.lo",2,"AK","022417Xim_WT_AK","Control","Single","ICM",144,32,"wt",NA,0,"[0,20)","host",2,100
"022417Xim_WT_AK5","PRE",15,"AK","022417Xim_WT_AK","Control","Single","ICM",144,32,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK5","PRE",15,"AK","022417Xim_WT_AK","Control","Single","ICM",144,32,"wt",NA,0,"[0,20)","host",15,100
"022417Xim_WT_AK5","TE",112,"AK","022417Xim_WT_AK","Control","Single","TE",144,32,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK5","TE",112,"AK","022417Xim_WT_AK","Control","Single","TE",144,32,"wt",NA,0,"[0,20)","host",112,100
"022417Xim_WT_AK6","DP",1,"AK","022417Xim_WT_AK","Control","Single","ICM",134,23,"wt",NA,0,"[0,20)","host",1,100
"022417Xim_WT_AK6","DP",1,"AK","022417Xim_WT_AK","Control","Single","ICM",134,23,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK6","EPI",7,"AK","022417Xim_WT_AK","Control","Single","ICM",134,23,"wt",NA,0,"[0,20)","host",7,100
"022417Xim_WT_AK6","EPI",7,"AK","022417Xim_WT_AK","Control","Single","ICM",134,23,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK6","PRE",15,"AK","022417Xim_WT_AK","Control","Single","ICM",134,23,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK6","PRE",15,"AK","022417Xim_WT_AK","Control","Single","ICM",134,23,"wt",NA,0,"[0,20)","host",15,100
"022417Xim_WT_AK6","TE",111,"AK","022417Xim_WT_AK","Control","Single","TE",134,23,"wt",NA,0,"[0,20)","host",111,100
"022417Xim_WT_AK6","TE",111,"AK","022417Xim_WT_AK","Control","Single","TE",134,23,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK7","EPI",4,"AK","022417Xim_WT_AK","Control","Single","ICM",115,15,"wt",NA,0,"[0,20)","host",4,100
"022417Xim_WT_AK7","EPI",4,"AK","022417Xim_WT_AK","Control","Single","ICM",115,15,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK7","PRE",11,"AK","022417Xim_WT_AK","Control","Single","ICM",115,15,"wt",NA,0,"[0,20)","host",11,100
"022417Xim_WT_AK7","PRE",11,"AK","022417Xim_WT_AK","Control","Single","ICM",115,15,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK7","TE",100,"AK","022417Xim_WT_AK","Control","Single","TE",115,15,"wt",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK7","TE",100,"AK","022417Xim_WT_AK","Control","Single","TE",115,15,"wt",NA,0,"[0,20)","host",100,100
"022417Xim_WT_AK8","EPI",5,"AK","022417Xim_WT_AK","Control","Single","ICM",112,7,"het",NA,0,"[0,20)","host",5,100
"022417Xim_WT_AK8","EPI",5,"AK","022417Xim_WT_AK","Control","Single","ICM",112,7,"het",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK8","EPI.lo",2,"AK","022417Xim_WT_AK","Control","Single","ICM",112,7,"het",NA,0,"[0,20)","donor",0,0
"022417Xim_WT_AK8","EPI.lo",2,"AK","022417Xim_WT_AK","Control","Single","ICM",112,7,"het",NA,0,"[0,20)","host",2,100
"022417Xim_WT_AK8","TE",105,"AK","022417Xim_WT_AK","Control","Single","TE",112,7,"het",NA,0,"[0,20)","host",105,100
"022417Xim_WT_AK8","TE",105,"AK","022417Xim_WT_AK","Control","Single","TE",112,7,"het",NA,0,"[0,20)","donor",0,0
"030117Xim_WT_AL1","DP",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",114,17,"wt","CAG:H2B-GFP",75,"[60,80)","donor",4,100
"030117Xim_WT_AL1","DP",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",114,17,"wt","CAG:H2B-GFP",75,"[60,80)","host",0,0
"030117Xim_WT_AL1","EPI",9,"AL","030117Xim_WT_AL","Chimera","Single","ICM",114,17,"wt","CAG:H2B-GFP",75,"[60,80)","donor",7,77.7777777777778
"030117Xim_WT_AL1","EPI",9,"AL","030117Xim_WT_AL","Chimera","Single","ICM",114,17,"wt","CAG:H2B-GFP",75,"[60,80)","host",2,22.2222222222222
"030117Xim_WT_AL1","PRE",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",114,17,"wt","CAG:H2B-GFP",75,"[60,80)","donor",1,25
"030117Xim_WT_AL1","PRE",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",114,17,"wt","CAG:H2B-GFP",75,"[60,80)","host",3,75
"030117Xim_WT_AL1","TE",97,"AL","030117Xim_WT_AL","Chimera","Single","TE",114,17,"wt","CAG:H2B-GFP",75,"[60,80)","donor",78,80.4123711340206
"030117Xim_WT_AL1","TE",97,"AL","030117Xim_WT_AL","Chimera","Single","TE",114,17,"wt","CAG:H2B-GFP",75,"[60,80)","host",19,19.5876288659794
"030117Xim_WT_AL2","DP",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL2","DP",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","donor",4,100
"030117Xim_WT_AL2","EPI",11,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","host",1,9.09090909090909
"030117Xim_WT_AL2","EPI",11,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","donor",10,90.9090909090909
"030117Xim_WT_AL2","EPI.lo",3,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL2","EPI.lo",3,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","donor",3,100
"030117Xim_WT_AL2","PRE",6,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","host",3,50
"030117Xim_WT_AL2","PRE",6,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","donor",3,50
"030117Xim_WT_AL2","TE",78,"AL","030117Xim_WT_AL","Chimera","Single","TE",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","donor",58,74.3589743589744
"030117Xim_WT_AL2","TE",78,"AL","030117Xim_WT_AL","Chimera","Single","TE",102,24,"wt","CAG:H2B-GFP",75,"[80,100]","host",20,25.6410256410256
"030117Xim_WT_AL3","DP",8,"AL","030117Xim_WT_AL","Chimera","Single","ICM",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","donor",8,100
"030117Xim_WT_AL3","DP",8,"AL","030117Xim_WT_AL","Chimera","Single","ICM",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL3","EPI",7,"AL","030117Xim_WT_AL","Chimera","Single","ICM",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","host",2,28.5714285714286
"030117Xim_WT_AL3","EPI",7,"AL","030117Xim_WT_AL","Chimera","Single","ICM",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","donor",5,71.4285714285714
"030117Xim_WT_AL3","EPI.lo",1,"AL","030117Xim_WT_AL","Chimera","Single","ICM",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL3","EPI.lo",1,"AL","030117Xim_WT_AL","Chimera","Single","ICM",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","donor",1,100
"030117Xim_WT_AL3","PRE",2,"AL","030117Xim_WT_AL","Chimera","Single","ICM",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL3","PRE",2,"AL","030117Xim_WT_AL","Chimera","Single","ICM",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","donor",2,100
"030117Xim_WT_AL3","TE",65,"AL","030117Xim_WT_AL","Chimera","Single","TE",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","donor",56,86.1538461538462
"030117Xim_WT_AL3","TE",65,"AL","030117Xim_WT_AL","Chimera","Single","TE",83,18,"wt","CAG:H2B-GFP",75,"[80,100]","host",9,13.8461538461538
"030117Xim_WT_AL4","DP",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL4","DP",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",4,100
"030117Xim_WT_AL4","EPI",7,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",7,100
"030117Xim_WT_AL4","EPI",7,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL4","PRE",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",2,50
"030117Xim_WT_AL4","PRE",4,"AL","030117Xim_WT_AL","Chimera","Single","ICM",102,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",2,50
"030117Xim_WT_AL4","TE",87,"AL","030117Xim_WT_AL","Chimera","Single","TE",102,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",67,77.0114942528736
"030117Xim_WT_AL4","TE",87,"AL","030117Xim_WT_AL","Chimera","Single","TE",102,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",20,22.9885057471264
"030117Xim_WT_AL5","DP",6,"AL","030117Xim_WT_AL","Chimera","Single","ICM",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",6,100
"030117Xim_WT_AL5","DP",6,"AL","030117Xim_WT_AL","Chimera","Single","ICM",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL5","EPI",7,"AL","030117Xim_WT_AL","Chimera","Single","ICM",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL5","EPI",7,"AL","030117Xim_WT_AL","Chimera","Single","ICM",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",7,100
"030117Xim_WT_AL5","EPI.lo",1,"AL","030117Xim_WT_AL","Chimera","Single","ICM",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL5","EPI.lo",1,"AL","030117Xim_WT_AL","Chimera","Single","ICM",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",1,100
"030117Xim_WT_AL5","PRE",1,"AL","030117Xim_WT_AL","Chimera","Single","ICM",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL5","PRE",1,"AL","030117Xim_WT_AL","Chimera","Single","ICM",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",1,100
"030117Xim_WT_AL5","TE",100,"AL","030117Xim_WT_AL","Chimera","Single","TE",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","host",26,26
"030117Xim_WT_AL5","TE",100,"AL","030117Xim_WT_AL","Chimera","Single","TE",115,15,"wt","CAG:H2B-GFP",75,"[80,100]","donor",74,74
"030117Xim_WT_AL6","DP",2,"AL","030117Xim_WT_AL","Chimera","Single","ICM",99,20,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL6","DP",2,"AL","030117Xim_WT_AL","Chimera","Single","ICM",99,20,"wt","CAG:H2B-GFP",75,"[80,100]","donor",2,100
"030117Xim_WT_AL6","EPI",10,"AL","030117Xim_WT_AL","Chimera","Single","ICM",99,20,"wt","CAG:H2B-GFP",75,"[80,100]","donor",10,100
"030117Xim_WT_AL6","EPI",10,"AL","030117Xim_WT_AL","Chimera","Single","ICM",99,20,"wt","CAG:H2B-GFP",75,"[80,100]","host",0,0
"030117Xim_WT_AL6","PRE",8,"AL","030117Xim_WT_AL","Chimera","Single","ICM",99,20,"wt","CAG:H2B-GFP",75,"[80,100]","host",2,25
"030117Xim_WT_AL6","PRE",8,"AL","030117Xim_WT_AL","Chimera","Single","ICM",99,20,"wt","CAG:H2B-GFP",75,"[80,100]","donor",6,75
"030117Xim_WT_AL6","TE",79,"AL","030117Xim_WT_AL","Chimera","Single","TE",99,20,"wt","CAG:H2B-GFP",75,"[80,100]","donor",68,86.0759493670886
"030117Xim_WT_AL6","TE",79,"AL","030117Xim_WT_AL","Chimera","Single","TE",99,20,"wt","CAG:H2B-GFP",75,"[80,100]","host",11,13.9240506329114
"030117Xim_WT_AL7","DP",3,"AL","030117Xim_WT_AL","Chimera","Single","ICM",98,17,"wt","CAG:H2B-GFP",75,"[60,80)","host",1,33.3333333333333
"030117Xim_WT_AL7","DP",3,"AL","030117Xim_WT_AL","Chimera","Single","ICM",98,17,"wt","CAG:H2B-GFP",75,"[60,80)","donor",2,66.6666666666667
"030117Xim_WT_AL7","EPI",9,"AL","030117Xim_WT_AL","Chimera","Single","ICM",98,17,"wt","CAG:H2B-GFP",75,"[60,80)","host",1,11.1111111111111
"030117Xim_WT_AL7","EPI",9,"AL","030117Xim_WT_AL","Chimera","Single","ICM",98,17,"wt","CAG:H2B-GFP",75,"[60,80)","donor",8,88.8888888888889
"030117Xim_WT_AL7","PRE",5,"AL","030117Xim_WT_AL","Chimera","Single","ICM",98,17,"wt","CAG:H2B-GFP",75,"[60,80)","host",2,40
"030117Xim_WT_AL7","PRE",5,"AL","030117Xim_WT_AL","Chimera","Single","ICM",98,17,"wt","CAG:H2B-GFP",75,"[60,80)","donor",3,60
"030117Xim_WT_AL7","TE",81,"AL","030117Xim_WT_AL","Chimera","Single","TE",98,17,"wt","CAG:H2B-GFP",75,"[60,80)","donor",64,79.0123456790123
"030117Xim_WT_AL7","TE",81,"AL","030117Xim_WT_AL","Chimera","Single","TE",98,17,"wt","CAG:H2B-GFP",75,"[60,80)","host",17,20.9876543209877
"030117Xim_WT_AL8","DP",7,"AL","030117Xim_WT_AL","Control","Single","ICM",108,21,"wt",NA,0,"[0,20)","host",7,100
"030117Xim_WT_AL8","DP",7,"AL","030117Xim_WT_AL","Control","Single","ICM",108,21,"wt",NA,0,"[0,20)","donor",0,0
"030117Xim_WT_AL8","EPI",5,"AL","030117Xim_WT_AL","Control","Single","ICM",108,21,"wt",NA,0,"[0,20)","donor",0,0
"030117Xim_WT_AL8","EPI",5,"AL","030117Xim_WT_AL","Control","Single","ICM",108,21,"wt",NA,0,"[0,20)","host",5,100
"030117Xim_WT_AL8","PRE",9,"AL","030117Xim_WT_AL","Control","Single","ICM",108,21,"wt",NA,0,"[0,20)","donor",0,0
"030117Xim_WT_AL8","PRE",9,"AL","030117Xim_WT_AL","Control","Single","ICM",108,21,"wt",NA,0,"[0,20)","host",9,100
"030117Xim_WT_AL8","TE",87,"AL","030117Xim_WT_AL","Control","Single","TE",108,21,"wt",NA,0,"[0,20)","donor",0,0
"030117Xim_WT_AL8","TE",87,"AL","030117Xim_WT_AL","Control","Single","TE",108,21,"wt",NA,0,"[0,20)","host",87,100
