"Exp_date","Img_date","Experiment","Litter","Embryo_ID","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","litter.median","Identity.hc","count","pc.icm"
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE9",106,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",41,95.41608,"DP",5,12.1951219512195
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q1",141,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",53,152.4477,"DP",2,3.77358490566038
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q2",157,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",56,152.4477,"DP",0,0
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q3",188,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",66,152.4477,"DP",0,0
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q4",170,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",74,152.4477,"DP",0,0
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q5",166,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",64,152.4477,"DP",0,0
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q6",170,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",66,152.4477,"DP",0,0
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q7",156,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",50,152.4477,"DP",0,0
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q8",201,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",82,152.4477,"DP",0,0
20161204,20161207,"120416Spry_R","R","120416Spry_R1",87,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",34,121.7356,"DP",0,0
20161204,20161207,"120416Spry_R","R","120416Spry_R2",81,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",17,121.7356,"DP",4,23.5294117647059
20161204,20161207,"120416Spry_R","R","120416Spry_R3",161,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",73,121.7356,"DP",8,10.958904109589
20161208,20161213,"120816Spry_U","U","120816Spry_U1",161,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",61,145.3854,"DP",9,14.7540983606557
20161208,20161213,"120816Spry_U","U","120816Spry_U2",122,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",33,145.3854,"DP",2,6.06060606060606
20161208,20161213,"120816Spry_U","U","120816Spry_U3",149,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",68,145.3854,"DP",0,0
20161208,20161213,"120816Spry_U","U","120816Spry_U4",144,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",48,145.3854,"DP",1,2.08333333333333
20161212,20161213,"121216Spry_W","W","121216Spry_W1",148,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",56,142.5948,"DP",0,0
20161212,20161213,"121216Spry_W","W","121216Spry_W2",103,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",40,142.5948,"DP",0,0
20161212,20161213,"121216Spry_W","W","121216Spry_W3",168,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",67,142.5948,"DP",0,0
20161212,20161213,"121216Spry_W","W","121216Spry_W4",130,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",46,142.5948,"DP",0,0
20161212,20161213,"121216Spry_W","W","121216Spry_W5",147,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",69,142.5948,"DP",1,1.44927536231884
20161212,20161213,"121216Spry_X","X","121216Spry_X1",105,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",33,109.6448,"DP",6,18.1818181818182
20161212,20161213,"121216Spry_X","X","121216Spry_X2",121,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",39,109.6448,"DP",2,5.12820512820513
20161212,20161213,"121216Spry_X","X","121216Spry_X3",92,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",37,109.6448,"DP",12,32.4324324324324
20161212,20161213,"121216Spry_X","X","121216Spry_X4",114,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",40,109.6448,"DP",0,0
20161212,20161213,"121216Spry_X","X","121216Spry_X5",108,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",30,109.6448,"DP",6,20
20161212,20161213,"121216Spry_X","X","121216Spry_X6",113,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",53,109.6448,"DP",1,1.88679245283019
20161212,20161213,"121216Spry_X","X","121216Spry_X7",110,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",44,109.6448,"DP",11,25
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y1",73,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",31,72.22006,"DP",6,19.3548387096774
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y2",76,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",21,72.22006,"DP",13,61.9047619047619
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y3",65,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",24,72.22006,"DP",9,37.5
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y4",66,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",33,72.22006,"DP",12,36.3636363636364
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y5",79,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",24,72.22006,"DP",2,8.33333333333333
20170710,20170721,"F4_G","G","F4_G09.01",82,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",26,64.32026,"DP",2,7.69230769230769
20170710,20170721,"F4_H","H","F4_H13.05",66,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",18,76.53727,"DP",6,33.3333333333333
20170710,20170721,"F4_H","H","F4_H13.13",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgf4","wt",29,76.53727,"DP",16,55.1724137931034
20170717,20170721,"F4_I","I","F4_I14.02",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",32,87.30876,"DP",6,18.75
20170717,20170721,"F4_I","I","F4_I14.03",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",30,87.30876,"DP",5,16.6666666666667
20170717,20170721,"F4_I","I","F4_I14.09",59,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgf4","wt",28,87.30876,"DP",4,14.2857142857143
20170717,20170721,"F4_I","I","F4_I14.11",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgf4","wt",27,87.30876,"DP",10,37.037037037037
20170717,20170721,"F4_I","I","F4_I14.12",71,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",25,87.30876,"DP",2,8
20170902,20170907,"F4_J","J","F4_J13.02",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",22,105.0734,"DP",4,18.1818181818182
20170902,20170907,"F4_J","J","F4_J13.03",78,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",34,105.0734,"DP",13,38.2352941176471
20170902,20170907,"F4_J","J","F4_J13.04",83,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",31,105.0734,"DP",8,25.8064516129032
20170916,20170920,"F4_K","K","F4_K14.03",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",28,74.67762,"DP",11,39.2857142857143
20170916,20170920,"F4_K","K","F4_K14.06",58,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgf4","wt",26,74.67762,"DP",11,42.3076923076923
20170916,20170920,"F4_K","K","F4_K14.09",74,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",26,74.67762,"DP",14,53.8461538461538
20170916,20170920,"F4_K","K","F4_K14.11",76,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",32,74.67762,"DP",7,21.875
20170923,20170926,"F4_L","L","F4_L17.01",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",30,103.7405,"DP",0,0
20170923,20170926,"F4_L","L","F4_L17.05",129,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","Fgf4","wt",48,103.7405,"DP",3,6.25
20170923,20170926,"F4_L","L","F4_L17.08",110,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",47,103.7405,"DP",4,8.51063829787234
20170923,20170926,"F4_L","L","F4_L17.09",105,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",43,103.7405,"DP",0,0
20170923,20170926,"F4_L","L","F4_L17.11",108,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",47,103.7405,"DP",0,0
20170923,20170926,"F4_L","L","F4_L17.16",115,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",47,103.7405,"DP",1,2.12765957446809
20170923,20170926,"F4_L","L","F4_L17.17",102,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",40,103.7405,"DP",5,12.5
20170522,20170528,"R1_A","A","R1_A13.01",71,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",22,107.7897,"DP",8,36.3636363636364
20170522,20170528,"R1_A","A","R1_A13.11",58,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr1","wt",24,107.7897,"DP",23,95.8333333333333
20170523,20170528,"R1_B","B","R1_B09.03",106,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr1","wt",39,89.64017,"DP",4,10.2564102564103
20170523,20170528,"R1_B","B","R1_B09.04",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",25,89.64017,"DP",0,0
20170527,20170604,"R1_D","D","R1_D13.07",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",34,84.28279,"DP",11,32.3529411764706
20170527,20170604,"R1_D","D","R1_D13.08",57,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr1","wt",31,84.28279,"DP",29,93.5483870967742
20170822,20170907,"R1_I","I","R1_I12.09",102,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr1","wt",37,87.30876,"DP",8,21.6216216216216
20170916,20170920,"R1_J","J","R1_J11.04",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",24,105.0734,"DP",6,25
20170916,20170920,"R1_J","J","R1_J11.09",70,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",25,105.0734,"DP",0,0
20171020,20171024,"R1_M","M","R1_M08.08",34,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr1","wt",17,64.14953,"DP",16,94.1176470588235
20171020,20171024,"R1_N","N","R1_N03.03",91,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr1","wt",26,93.66222,"DP",2,7.69230769230769
20170523,20170601,"R2_A","A","R2_A14.08",61,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",27,107.7897,"DP",19,70.3703703703704
20170523,20170601,"R2_A","A","R2_A14.11",72,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",29,107.7897,"DP",15,51.7241379310345
20170523,20170601,"R2_A","A","R2_A14.14",69,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",28,107.7897,"DP",16,57.1428571428571
20170525,20170601,"R2_B","B","R2_B13.08",100,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr2","wt",40,89.64017,"DP",1,2.5
20170525,20170604,"R2_C","C","R2_C13.04",101,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr2","wt",33,106.6592,"DP",0,0
20170529,20170609,"R2_D","D","R2_D11.07",57,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",28,84.28279,"DP",26,92.8571428571429
20170530,20170610,"R2_G","G","R2_G12.01",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",26,64.32026,"DP",18,69.2307692307692
20170530,20170610,"R2_G","G","R2_G12.02",53,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",17,64.32026,"DP",13,76.4705882352941
20170821,20170907,"R2_J","J","R2_J12.04",74,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",24,105.0734,"DP",8,33.3333333333333
20170821,20170907,"R2_J","J","R2_J12.05",82,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",17,105.0734,"DP",4,23.5294117647059
20170821,20170907,"R2_J","J","R2_J12.07",92,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr2","wt",29,105.0734,"DP",3,10.3448275862069
20170821,20170907,"R2_J","J","R2_J12.10",76,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",23,105.0734,"DP",0,0
20170827,20170907,"R2_K","K","R2_K15.01",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr2","wt",26,74.67762,"DP",6,23.0769230769231
20170827,20170907,"R2_K","K","R2_K15.04",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",26,74.67762,"DP",4,15.3846153846154
20170827,20170907,"R2_K","K","R2_K15.13",83,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",30,74.67762,"DP",9,30
20171014,20171024,"R2_N","N","R2_N11.09",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr2","wt",27,93.66222,"DP",0,0
20171015,20171024,"R2_O","O","R2_O08.06",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",27,62.6,"DP",16,59.2592592592593
20171020,20171024,"R2_P","P","R2_P13.08",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",17,36.59633,"DP",17,100
20171020,20171024,"R2_Q","Q","R2_Q11.01",33,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",14,152.4477,"DP",8,57.1428571428571
20171020,20171024,"R2_Q","Q","R2_Q11.02",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",15,152.4477,"DP",9,60
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z1",58,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",25,58.4434782608696,"EPI",2,8
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z10",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",26,58.4434782608696,"EPI",2,7.69230769230769
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z2",56,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",28,58.4434782608696,"EPI",1,3.57142857142857
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z3",58,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",23,58.4434782608696,"EPI",2,8.69565217391304
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z4",59,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",21,58.4434782608696,"EPI",3,14.2857142857143
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z5",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",29,58.4434782608696,"EPI",8,27.5862068965517
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z6",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",32,58.4434782608696,"EPI",0,0
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z7",49,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",17,58.4434782608696,"EPI",6,35.2941176470588
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z8",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",30,58.4434782608696,"EPI",2,6.66666666666667
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z9",41,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",16,58.4434782608696,"EPI",3,18.75
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA1",43,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",18,34.9650145772595,"EPI",1,5.55555555555556
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA10",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",11,34.9650145772595,"EPI",1,9.09090909090909
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA2",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",14,34.9650145772595,"EPI",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA3",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",14,34.9650145772595,"EPI",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA4",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",13,34.9650145772595,"EPI",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA5",44,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",16,34.9650145772595,"EPI",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA6",30,"ICM","Littermate","16_32","CD1/mixed","Spry4","het","any","wt",10,34.9650145772595,"EPI",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA7",34,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",14,34.9650145772595,"EPI",1,7.14285714285714
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA8",34,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",14,34.9650145772595,"EPI",1,7.14285714285714
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA9",30,"ICM","Littermate","16_32","CD1/mixed","Spry4","het","any","wt",12,34.9650145772595,"EPI",0,0
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB1",191,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",78,175,"EPI",7,8.97435897435897
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB2",155,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",72,175,"EPI",7,9.72222222222222
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB3",197,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",89,175,"EPI",0,0
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB4",121,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",57,175,"EPI",15,26.3157894736842
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB5",187,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",79,175,"EPI",3,3.79746835443038
20170206,20170220,"020617Spry_AC","AC","020617Spry_AC1",88,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",36,100.409395973154,"EPI",16,44.4444444444444
20170206,20170220,"020617Spry_AC","AC","020617Spry_AC2",113,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",40,100.409395973154,"EPI",12,30
20170206,20170220,"020617Spry_AC","AC","020617Spry_AC3",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",37,100.409395973154,"EPI",16,43.2432432432432
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE1",74,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",32,68.08,"EPI",10,31.25
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE10",59,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",26,68.08,"EPI",9,34.6153846153846
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE11",51,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",20,68.08,"EPI",3,15
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE12",65,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",25,68.08,"EPI",6,24
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE13",73,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",29,68.08,"EPI",6,20.6896551724138
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE2",51,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",17,68.08,"EPI",6,35.2941176470588
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE3",90,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",31,68.08,"EPI",11,35.4838709677419
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE4",43,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",16,68.08,"EPI",2,12.5
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE5",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",27,68.08,"EPI",7,25.9259259259259
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE6",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",29,68.08,"EPI",10,34.4827586206897
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE7",61,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",16,68.08,"EPI",1,6.25
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE8",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",29,68.08,"EPI",7,24.1379310344828
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE9",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",28,68.08,"EPI",7,25
20170220,20170302,"022017Spry_AF","AF","022017Spry_AF13",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",17,26.0963455149502,"EPI",0,0
20170220,20170302,"022017Spry_AF","AF","022017Spry_AF9",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",14,26.0963455149502,"EPI",0,0
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI1",103,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",28,89.2727272727273,"EPI",8,28.5714285714286
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI3",85,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",25,89.2727272727273,"EPI",6,24
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI4",71,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",23,89.2727272727273,"EPI",8,34.7826086956522
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI5",80,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",29,89.2727272727273,"EPI",10,34.4827586206897
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI7",95,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",30,89.2727272727273,"EPI",9,30
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI8",94,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",23,89.2727272727273,"EPI",5,21.7391304347826
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK1",75,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",30,87.2222222222222,"EPI",9,30
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK10",81,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",27,87.2222222222222,"EPI",10,37.037037037037
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK2",76,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",27,87.2222222222222,"EPI",12,44.4444444444444
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK3",90,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",32,87.2222222222222,"EPI",9,28.125
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK4",90,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",30,87.2222222222222,"EPI",12,40
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK5",57,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",24,87.2222222222222,"EPI",5,20.8333333333333
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK7",107,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",42,87.2222222222222,"EPI",9,21.4285714285714
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK8",96,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",33,87.2222222222222,"EPI",16,48.4848484848485
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK9",93,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",32,87.2222222222222,"EPI",11,34.375
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL1",99,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",30,94.0990712074303,"EPI",6,20
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL2",110,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",43,94.0990712074303,"EPI",16,37.2093023255814
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL3",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",23,94.0990712074303,"EPI",6,26.0869565217391
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL4",96,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",42,94.0990712074303,"EPI",8,19.047619047619
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL5",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",35,94.0990712074303,"EPI",12,34.2857142857143
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL6",98,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",34,94.0990712074303,"EPI",9,26.4705882352941
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL8",65,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",26,94.0990712074303,"EPI",13,50
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM1",214,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",86,189.177777777778,"EPI",0,0
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM2",182,"ICM","Littermate",">150","CD1/mixed","Spry4","ko","any","wt",82,189.177777777778,"EPI",6,7.31707317073171
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM3",219,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",84,189.177777777778,"EPI",0,0
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM4",180,"ICM","Littermate",">150","CD1/mixed","Spry4","ko","any","wt",76,189.177777777778,"EPI",0,0
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM5",223,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",97,189.177777777778,"EPI",3,3.09278350515464
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM6",127,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",40,189.177777777778,"EPI",4,10
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM7",115,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",40,189.177777777778,"EPI",2,5
20170504,20170511,"050417Spry_AN","AN","050417Spry_AN1",66,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",33,80.6340425531915,"EPI",12,36.3636363636364
20170504,20170511,"050417Spry_AN","AN","050417Spry_AN2",72,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",21,80.6340425531915,"EPI",7,33.3333333333333
20170504,20170511,"050417Spry_AN","AN","050417Spry_AN3",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",25,80.6340425531915,"EPI",7,28
